sample_id,sample_index,AddTP,AddFP,RemoveTP,RemoveFP,aud_gt_response,aud_nearfp_response,aud_area,ogl_gt_response,ogl_nearfp_response,ogl_area,ogl_minus_aud_gt_response,ogl_minus_aud_nearfp_response,ogl_minus_aud_area
3uLmjElob2Q_000004,487,0,8,1431,8783,0.8736233711242676,0.7333102226257324,0.5600087691326531,0.7932918071746826,0.6032297611236572,0.3566047512755102,-0.08033156394958496,-0.1300804615020752,-0.20340401785714285
3vDDWN5GKAA_000139,489,18,30,431,4113,0.7920001745223999,0.6439642310142517,0.3311344068877551,0.7639232873916626,0.5873720049858093,0.2415298150510204,-0.028076887130737305,-0.05659222602844238,-0.08960459183673469
3vLc6D64xcs_000330,490,0,0,46,9975,0.8700636625289917,0.7994163632392883,0.5037468112244898,0.8537604808807373,0.7410076856613159,0.3040298150510204,-0.016303181648254395,-0.05840867757797241,-0.19971699617346944
3ypSlMWAZeo_000239,493,3598,312,553,1427,0.7775352001190186,0.7131999731063843,0.6311981823979592,0.7787289619445801,0.6463663578033447,0.6696627869897959,0.0011937618255615234,-0.06683361530303955,0.03846460459183665
4Vq6WDtxTt4_000030,536,0,0,8,5622,0.8944084644317627,0.7476255893707275,0.3881138392857143,0.8546901941299438,0.6677263975143433,0.2759088010204081,-0.03971827030181885,-0.07989919185638428,-0.1122050382653062
4_f33b75_LY_000160,544,0,11,0,7554,0.9008743762969972,0.8240442276000977,0.5107820471938775,0.8720937967300415,0.77541184425354,0.3604512117346938,-0.028780579566955677,-0.04863238334655762,-0.15033083545918374
4lchD4CmjDc_000010,559,3149,589,143,454,0.6677788496017456,0.560248851776123,0.2982102997448979,0.6708812713623047,0.5711593627929688,0.3608099489795918,0.003102421760559082,0.010910511016845703,0.06259964923469391
4p8n4Zf-WMM_000190,562,0,0,168,3863,0.9053574800491332,0.7577362060546875,0.3460220025510204,0.832195520401001,0.6450303792953491,0.2656847895408163,-0.07316195964813221,-0.11270582675933838,-0.08033721301020408
4tKvAMmAUMM_000030,568,207,0,55,3170,0.7999393939971924,0.7257304191589355,0.3495695153061224,0.8033612370491028,0.678054928779602,0.2894212372448979,0.0034218430519104004,-0.047675490379333496,-0.060148278061224525
5-FHy1Q61n8_000114,580,0,0,385,16662,0.8880876302719116,0.8324620723724365,0.6333107461734694,0.8292723894119263,0.7076952457427979,0.2935666454081632,-0.05881524085998535,-0.12476682662963867,-0.3397441007653062
53KoRxxr1jc_000030,586,266,61,46,11155,0.7789418697357178,0.7909574508666992,0.4939014668367347,0.7867169380187988,0.7111542820930481,0.2771843112244898,0.007775068283081055,-0.07980316877365112,-0.21671715561224492
