dataset,chunk,token_mean_norm_mean,token_mean_norm_std,token_mean_norm_median,token_mean_norm_num_samples,token_temporal_variance_mean,token_temporal_variance_std,token_temporal_variance_median,token_temporal_variance_num_samples,query_q0_norm_mean,query_q0_norm_std,query_q0_norm_median,query_q0_norm_num_samples,query_q1_norm_mean,query_q1_norm_std,query_q1_norm_median,query_q1_norm_num_samples,query_q0_full_q0_cosine_mean,query_q0_full_q0_cosine_std,query_q0_full_q0_cosine_median,query_q0_full_q0_cosine_num_samples
flickr_144k,1,62.39985572814941,3.7127295414445083,62.638193130493164,250,0.7261810221672058,0.10849235205633814,0.7102441787719727,250,13.054249198913574,0.6096555502539529,13.037232875823975,250,11.7177335395813,0.28321886227622567,11.644497871398926,250,0.9012045872211456,0.07704857197711522,0.9266398847103119,250
flickr_144k,2,67.97859942626953,3.9370975816098923,67.72634506225586,250,0.578314355969429,0.12910357527335767,0.5583122074604034,250,13.016823276519775,0.5857279533029829,13.010600090026855,250,11.749704010009765,0.35878153507308747,11.679157733917236,250,0.9235033121109009,0.06184688909126802,0.9427677989006042,250
flickr_144k,3,68.04805432128906,4.299207013782798,67.90530014038086,250,0.573939793586731,0.12850195621960112,0.5573412179946899,250,12.96724704360962,0.5971277552953713,12.956533432006836,250,11.756464550018311,0.36617732575835843,11.70168161392212,250,0.9146389577388764,0.06920514156911256,0.9353136420249939,250
flickr_144k,4,64.53708047485351,3.639374387416435,64.86356353759766,250,0.6530531811714172,0.1170454409467633,0.6400306820869446,250,12.923482238769532,0.6020714002786849,12.89645528793335,250,11.772583778381348,0.3391711979280122,11.727330684661865,250,0.9153079838752747,0.07381998936078529,0.9417915046215057,250
