sample_id,IoU_FULL_AUD,IoU_CHUNK_1,IoU_CHUNK_2,IoU_CHUNK_3,IoU_CHUNK_4,IoU_TEMP_MEAN_4,IoU_TEMP_GEO_4,IoU_FULL_TEMP_MEAN_4,IoU_FULL_TEMP_GEO_4,IoU_TEMP_MEAN_2,IoU_TEMP_GEO_2,IoU_OGL,IoU_FULL_TEMP_MEAN_4_A0.5,IoU_FULL_TEMP_MEAN_4_A0.6,IoU_FULL_TEMP_MEAN_4_A0.7,IoU_FULL_TEMP_MEAN_4_A0.8,IoU_FULL_TEMP_MEAN_4_A0.9,IoU_FULL_TEMP_GEO_4_A0.5,IoU_FULL_TEMP_GEO_4_A0.6,IoU_FULL_TEMP_GEO_4_A0.7,IoU_FULL_TEMP_GEO_4_A0.8,IoU_FULL_TEMP_GEO_4_A0.9,temporal_agreement_pearson,temporal_agreement_spearman,temporal_agreement_js_divergence
10000130166,0.7799756972899652,0.7419504193454507,0.7652272664321524,0.7790772375529275,0.7818368335565498,0.7669644343339067,0.7667979257369457,0.7756050311640182,0.7754448997922865,0.7645734335285667,0.7644881498259765,0.7098819277859123,0.7743875091102764,0.7756050311640182,0.7765547683310842,0.7777777777777778,0.7789831560533815,0.7743427322159314,0.7754448997922865,0.7765329359835812,0.7777339679499817,0.7789172262032388,0.9922250772421318,0.9920269240066194,1.0097182983614441e-05
10007936344,0.643244233840354,0.6470075767575701,0.6362162442605515,0.6447640484727929,0.6555873465786025,0.6453690075693861,0.645335085413929,0.6440164665163354,0.6440426870837485,0.6441642197986577,0.6441642197986577,0.7530049229588901,0.644159148132606,0.6440164665163354,0.6437557331935526,0.6434446627373935,0.643253646146998,0.6441253606084448,0.6440426870837485,0.6437557331935526,0.6434708578912901,0.643253646146998,0.9978185743748204,0.9960474623273754,3.1169829033975997e-06
10008553263,0.3685962111857362,0.3670269628221879,0.37976489562978816,0.3724385878286631,0.3589316484778863,0.3688588588588589,0.3688888888888889,0.36869021117862943,0.36870130260822476,0.36927877947295423,0.36927877947295423,0.4255714624693506,0.36877331247743955,0.36869021117862943,0.3688068147613027,0.36881173211274393,0.3687213924355577,0.36875112795524273,0.36870130260822476,0.3688068147613027,0.36881173211274393,0.3687213924355577,0.9944111684699677,0.994611214263136,4.378635964740501e-06
10009662863,0.6527465584486593,0.6556313282809114,0.6557242862204196,0.6541162153939762,0.6504655696417112,0.6532041384508772,0.6532041384508772,0.6529771382038723,0.6529771382038723,0.6533227944305953,0.6533386839833157,0.674903692567885,0.6529332409669304,0.6529771382038723,0.6529052173596004,0.6528893479978125,0.6528100127589769,0.6529332409669304,0.6529771382038723,0.6529052173596004,0.6528893479978125,0.6528100127589769,0.9978277757885506,0.9957534126497142,3.106958042446841e-06
10013411946,0.5230990753430599,0.5710679797303757,0.5170861924399801,0.5054506371871641,0.5377827691320392,0.5305523641184269,0.5305314504869125,0.5260204527576261,0.5259652863959728,0.5232074848268786,0.5231892878880098,0.6056909722944984,0.5267821184051551,0.5260204527576261,0.5253781864498456,0.524501697275655,0.523565484773205,0.5267267793049112,0.5259652863959728,0.5254113090357136,0.524501697275655,0.523565484773205,0.9954191085069183,0.9950000929696361,4.059847179817586e-06
10016382545,0.6273317650177264,0.6149900727994706,0.6199229867738155,0.6270148611524841,0.6318809987136779,0.6241011366272327,0.624117822471091,0.626595074740645,0.626673737239825,0.6236834235970362,0.6236834235970362,0.6365752715985514,0.6261724057932588,0.626595074740645,0.626814476038974,0.6268802597574713,0.6270916862719109,0.6261640430820216,0.626673737239825,0.6268641877112746,0.6268594904416394,0.6271248218960204,0.9980582470337017,0.9976749622144837,4.518655099285755e-06
10031203703,0.8400152418279306,0.8544415993697065,0.8396900910697295,0.8306276038166913,0.8431756017505471,0.8433772927919283,0.8433748149772491,0.8416238942885225,0.841582266386394,0.840282502789647,0.8402367669070622,0.8394592499850951,0.842036232478072,0.8416238942885225,0.8411390851313385,0.8406830012809681,0.8404658131299374,0.8419614806720394,0.841582266386394,0.8411248090770238,0.8406600893927831,0.8404658131299374,0.993374991484259,0.9872010030095599,1.5492742348616216e-05
10035917404,0.681939433971851,0.6588378737868861,0.6878013129551749,0.675161412837068,0.7156671327933299,0.6850048437261,0.6850369615090492,0.6831586178820416,0.6831573591146165,0.6856778472133657,0.6855904106095384,0.6950018557466288,0.6835594471453662,0.6831586178820416,0.6829789398718079,0.6826514785527219,0.6823311137091446,0.6836184076562818,0.6831573591146165,0.6829870030775491,0.6826341215357233,0.6823137723333418,0.9863343292535581,0.9833013896182573,1.2521701877517163e-05
10045181004,0.6421705522040332,0.5943859749063617,0.634274478017442,0.6106938788150947,0.6326101515411092,0.6249867510561301,0.6249034778263963,0.635316639865227,0.635316639865227,0.634691580716279,0.6346299122766447,0.6487230800301099,0.6338097057699656,0.635316639865227,0.6368155387471425,0.638668121935097,0.6405968494479605,0.6337903312088281,0.635316639865227,0.636795998834016,0.638668121935097,0.6405968494479605,0.9956800857450885,0.9949894678683656,4.9445925915182545e-06
10060697266,0.86928011404134,0.8666825813638895,0.8719787980258042,0.8657763945567429,0.8688900485475276,0.8698559425676212,0.8699712529580865,0.8693535856415785,0.8692984542211653,0.8693236829992222,0.8693236829992222,0.7931000313785074,0.8695017686341069,0.8693535856415785,0.8691930959060434,0.8693337558425097,0.8693978423078751,0.8694866060807918,0.8692984542211653,0.8693040432377601,0.8692786641106481,0.8693978423078751,0.9986161794755241,0.9986405182924399,8.333727205986517e-06
