dataset,epoch,own7_slot0_mass,own14_slot0_mass,own7_entropy,own14_entropy,pooled_ownership_mae,loss_audio_coarse,loss_audio_equiv,loss_own_coarse,loss_own_equiv
vggss_144k,38,0.12740091724964223,0.12224744920522718,0.4423449852394464,0.4508843392770061,0.018681036639839305,7.967986758652116e-05,0.0001651348577322624,0.003081064360975238,0.008193092604641707
vggss_144k,39,0.1272804889284419,0.12212808929993589,0.44242719780932116,0.45097309807017183,0.018697202195715013,8.053068376158272e-05,0.00016475086352805312,0.003086482040464772,0.008179583918183936
vggss_144k,40,0.12711517087240237,0.12197827572977415,0.44192772483274184,0.4504761238221172,0.018685569645326545,8.048913843200203e-05,0.00016502719580173473,0.003088879295429248,0.00816424852369678
vggss_144k,41,0.1271886440703241,0.1220713171087126,0.4422035985675995,0.45071233246886433,0.018653781935440053,7.974474691217053e-05,0.00016503753206337175,0.0030749249541336585,0.00814085718976778
vggss_144k,42,0.12718954256792087,0.12207030357786344,0.44214292984203935,0.45063269668626615,0.01864231085848872,8.000182091712942e-05,0.00016414121862623536,0.0030738835324934316,0.008142674277168683
vggss_144k,43,0.1272869850923158,0.12217604844860759,0.4424638527037834,0.4509406088722134,0.01865897199728947,8.001597789803924e-05,0.0001642778636477523,0.0030777670162998377,0.008113362905121942
vggss_144k,44,0.1273032426303816,0.12218282825157736,0.44235325867170966,0.45079918677696557,0.01865163908151121,7.980958145572488e-05,0.00016434855006794275,0.0030772915210250064,0.008123656448135915
vggss_144k,45,0.12735835185731859,0.1222671514966946,0.44249929599066223,0.4509404667013481,0.018616298972579295,7.956499696862089e-05,0.00016409977068055712,0.003064726603638341,0.008111787882875452
vggss_144k,46,0.12732434205154083,0.12222349375910606,0.4424142459427335,0.45086487210305987,0.018647570292269842,8.043798908435498e-05,0.00016411914671104222,0.0030753162699449954,0.008104915319680108
vggss_144k,47,0.12731140381341727,0.12223004346905654,0.4423688666039939,0.4508057956805857,0.018617610480251897,8.003892755006221e-05,0.0001635608064247713,0.0030668730361990337,0.008100056444092578
vggss_144k,48,0.1272777622280596,0.12217687799519067,0.4424070386063586,0.4509442407253374,0.018698677364272793,8.055212027335281e-05,0.0001635729542962819,0.003091767086859567,0.008121425434251008
vggss_144k,49,0.12728719539224465,0.1222069510971312,0.4424569467844912,0.45091747039153485,0.01865595446243299,8.014251468539506e-05,0.00016343247823709676,0.003078280267839277,0.008080448172290502
vggss_144k,50,0.1270836127451306,0.12198577040402066,0.44193807997313256,0.45033821813576586,0.018631372547764796,8.015882670914579e-05,0.00016396089484007844,0.0030782571227332823,0.008091584075858744
flickr_144k,1,0.4111971070333732,0.40824903547763824,0.7452327399067183,0.7983074822459781,0.0468350237341485,0.0001264645894331169,0.00024122387458515616,0.009388377612002619,0.02528507766907113
flickr_144k,2,0.41134521343954095,0.40801618797074857,0.7454452611161296,0.803297347551563,0.05009444193165497,0.00013676513468240158,0.00021746891504215754,0.010501835226774003,0.022011509523113853
flickr_144k,3,0.4113221100640891,0.4079810689564701,0.7453166148840745,0.801817197816652,0.0499624547505506,0.00013367572313933168,0.0002185677466290552,0.010485823658954525,0.02161838524242419
flickr_144k,4,0.4114015813505947,0.4079981620731727,0.7452594389694865,0.8012092821962893,0.05002783728080712,0.00013239888605208873,0.00022002345407166223,0.01053867237542978,0.021483792300299606
flickr_144k,5,0.4112451019766492,0.4078730951954886,0.7454671411115504,0.8006823427736547,0.04990601544914721,0.00013047180806466434,0.00022009762764342453,0.010508716520704196,0.02126921657008845
flickr_144k,6,0.4112053927153455,0.40785699695666916,0.7451699987000842,0.7999180700643207,0.04982044143449794,0.0001294153803703458,0.00021973103343872054,0.010494206917680986,0.02115502567743067
flickr_144k,7,0.41103167964470344,0.40768424949187826,0.745122467920025,0.7996913202080438,0.049923963440429694,0.00012996472023231527,0.00021902697524482556,0.010544448138092018,0.021046872532452552
flickr_144k,8,0.41133032033876166,0.4080340545690781,0.7452683025619737,0.7994107609329699,0.04983165798529823,0.00012850295344470783,0.0002185817474875934,0.010521931918437371,0.0209222731190432
flickr_144k,9,0.41118561882141225,0.40786985008317805,0.7453816558542625,0.7993304614918936,0.04986869555059489,0.00012908424087137223,0.00021772336258177622,0.010547124895058387,0.020816830397845376
flickr_144k,10,0.41134501468668627,0.4080822587649593,0.7451722685552576,0.7986263393083077,0.04972451709847221,0.00012840429803630374,0.00021664654239792594,0.010501532273506248,0.020669763553158457
flickr_144k,11,0.4113344968001613,0.4080352091704399,0.7452718485080475,0.7987029155802472,0.04978448661620931,0.0001278438470491044,0.0002165571516398357,0.010539499771022287,0.020647038400729994
flickr_144k,12,0.4114935969224604,0.40822214906325965,0.7454867401156986,0.7987478535582586,0.049825038979645304,0.0001284802656494797,0.00021561162248610112,0.010559959181342473,0.020558759619836494
flickr_144k,13,0.4112649064683405,0.4079732951108247,0.7453202819484833,0.7982995863274748,0.049733353202029054,0.00012773109152101086,0.00021485166769293285,0.010530336871014052,0.020470084479986772
flickr_144k,14,0.41120848340708166,0.4079528062262993,0.7451941396417991,0.7980778296859239,0.049748003264073797,0.00012781317655738273,0.00021422105961793278,0.010550100159138653,0.020431058408420705
flickr_144k,15,0.4114013432501898,0.40813132669789937,0.7451722523283704,0.7979089540306784,0.049719981438218486,0.0001276791726696401,0.00021398816372369817,0.010541210574134388,0.020366505792636252
flickr_144k,16,0.4114186257336063,0.4081615555859121,0.7453124050143775,0.7979924693650622,0.04974466187753499,0.000127748149472829,0.00021412514416427182,0.010553904323510534,0.02032843886400669
flickr_144k,17,0.4112837114155929,0.4080775471344537,0.7454177930261741,0.7978784771788587,0.0497014744943041,0.00012724689695848654,0.00021287690019222586,0.010541570583338522,0.02023798748983395
flickr_144k,18,0.41152873820893704,0.40825667075839334,0.7453726324322385,0.7978337881191769,0.049776251941548125,0.00012743185677251188,0.0002129273893049789,0.010579833343253865,0.02024727368071092
flickr_144k,19,0.4112706655815403,0.40804669743542993,0.745372244471757,0.7977951423553385,0.049801241202127464,0.00012764566942234938,0.00021240583460324766,0.010596758744006585,0.02018503972670574
flickr_144k,20,0.4112678050888815,0.40803182554626805,0.7453529715962257,0.7977178743725569,0.04982046446236003,0.00012736979653088135,0.00021293740679681453,0.010607046718142422,0.020185226571225824
flickr_144k,21,0.4113523033165847,0.40814162127912257,0.7452754918154448,0.7974493150397127,0.04977452502423546,0.00012734574699228352,0.00021156967660864598,0.010596882364649684,0.02009817961192428
flickr_144k,22,0.41135189881104167,0.4081294520681863,0.7452936723987403,0.7975249942723542,0.04980043968139382,0.00012760246986108154,0.0002117984675422387,0.01061190824683928,0.020117354045665135
flickr_144k,23,0.411421697440945,0.408237114336567,0.7453639951677085,0.7973619731295576,0.04972527111181161,0.00012677391109929264,0.0002111664378331573,0.010582566731924264,0.020039261819204825
flickr_144k,24,0.41122814461429774,0.4080022184237891,0.7452049137646617,0.7971967150095943,0.04973449434727112,0.00012692438460906364,0.0002108202382930044,0.010589989371186792,0.02001751334244034
flickr_144k,25,0.41126953394175425,0.40804308170313514,0.7451330795618987,0.7970870391754069,0.04967674382985487,0.0001270404395120578,0.00021094513292779841,0.010571163926551988,0.020022528603991157
flickr_144k,26,0.41147137547302925,0.4082615713313805,0.7453957783369831,0.7972599500226805,0.049709125418626966,0.00012715049969919814,0.00020996579237313762,0.01059051800446313,0.019967236963773536
flickr_144k,27,0.41117489115199163,0.40797075162578733,0.7452267729726975,0.7969831982329223,0.04966781409026465,0.00012661789794468233,0.0002105815866502214,0.010578520373968255,0.019955916926795055
flickr_144k,28,0.4113569802660959,0.4081477202554615,0.7455313142084142,0.7971764472031508,0.04972220714671332,0.00012695493450372983,0.00021004115663853299,0.01059793347817617,0.019897231258770114
flickr_144k,29,0.4112419711419272,0.40801383926138757,0.745323346496901,0.7970583775077427,0.04969065985062368,0.0001267231565047125,0.00021006221592685646,0.01059367472895842,0.019910119792108435
flickr_144k,30,0.4114190674125088,0.40823932649614125,0.7454506303067734,0.7969168819142406,0.049618815923659826,0.00012623450011006653,0.00020918592450095447,0.010566716393939753,0.019840032674266136
flickr_144k,31,0.4113727973979563,0.4081666481240364,0.7453943523860063,0.797015174533973,0.04976063428506308,0.00012675106649552605,0.00020897847154298697,0.010627705080176164,0.019864647993917354
flickr_144k,32,0.4113450755109991,0.4081451091053647,0.7452381509903063,0.7967234015252667,0.0496351216717547,0.00012719433413308073,0.0002086512519985444,0.010585812250238403,0.019843088810951898
flickr_144k,33,0.4113843947436886,0.4082180992882447,0.7454922174855908,0.7969727931922017,0.049739799359515044,0.00012689309878106183,0.0002087655828232476,0.010620847140568114,0.019804053154386235
flickr_144k,34,0.41134878080934817,0.40816777302913393,0.7454951376889524,0.7968123439580096,0.04960902940707275,0.0001265189110659174,0.00020850905599101576,0.010574936089553337,0.019755741710579054
flickr_144k,35,0.4111981261985582,0.4080092304011681,0.7453087231018365,0.7964957882501053,0.049593176580037514,0.00012640626193252078,0.00020864005854624254,0.010577574905896314,0.01972713854057827
flickr_144k,36,0.4111607915247887,0.40797407315294937,0.7451283806583635,0.7964939419909304,0.04965690184662987,0.00012664794654917267,0.00020845313862548624,0.010604837627624066,0.019780394780280538
flickr_144k,37,0.4114433127684101,0.40825727401679096,0.7453261284005175,0.796644212406301,0.04966933509580181,0.00012687489732576276,0.00020834945465000577,0.010612594977922711,0.01976010140389522
flickr_144k,38,0.41128427044776833,0.40809134995810076,0.7453785040200392,0.7965744401848613,0.04961672819673591,0.0001266923142900339,0.00020777309865249963,0.01059424054056565,0.01971428181472304
flickr_144k,39,0.4112910246509674,0.408112964118927,0.7454540781491168,0.7965791010135433,0.049608725961629185,0.00012644306099441257,0.00020757624875854377,0.010592620112200754,0.019682799747671096
flickr_144k,40,0.41162630820189505,0.4084623651678452,0.7455837098729143,0.796734863328764,0.04958420574293866,0.00012667630107251402,0.00020701949556318388,0.010586714464839667,0.019678107383279825
flickr_144k,41,0.4112367705306124,0.4080812246455841,0.7452945239391191,0.7962799789218292,0.049537858736843826,0.000126573899245052,0.00020655356516901676,0.010567935476961192,0.019632598653674338
flickr_144k,42,0.41123183050401696,0.40805544945480987,0.7453395702024371,0.7962947556768872,0.049528239685975785,0.00012618561911341167,0.0002064949943316567,0.010570773619535343,0.019626424969356255
flickr_144k,43,0.4114894557784036,0.408331568130819,0.7454092284114335,0.7963982941417084,0.049572254865831326,0.00012656273633364698,0.0002067746848870132,0.01059077630561919,0.019624105425969138
flickr_144k,44,0.4111049252154564,0.4079343663840107,0.745427792712887,0.7964103695972958,0.04962604883329088,0.0001268301437002171,0.00020638535442816762,0.010612257946865945,0.019608584981663582
flickr_144k,45,0.41110740352779945,0.4079519988060846,0.7455139016977833,0.7963268937165202,0.049515189775315466,0.00012650308816259133,0.00020643099099505375,0.010565673480029103,0.019587128671727995
flickr_144k,46,0.41135767515868055,0.40819822315431575,0.745405257490606,0.7962890586606972,0.04954886879254915,0.00012628914674642924,0.00020603911291531974,0.010585484636808312,0.01957762274175246
flickr_144k,47,0.41125961528341964,0.40812562936353514,0.7454206017624865,0.7963058943213941,0.04957675408850361,0.00012704374447986534,0.00020581630737606925,0.010602124204388505,0.019578261247892397
flickr_144k,48,0.41134930383480317,0.40818101178284644,0.7454342933312006,0.7962866855049473,0.049558673551127155,0.00012628626365469788,0.00020583210114967179,0.01059093616332766,0.019544092809045656
flickr_144k,49,0.41102415036900614,0.40786707671723754,0.7453554844304761,0.7961681007914696,0.04954421888122143,0.00012650678047804273,0.00020529834277682615,0.01059277729359969,0.019535099461117884
flickr_144k,50,0.4113008037898888,0.4081702992797322,0.7451925846181306,0.7959478864466168,0.0495011487054337,0.00012652863881410284,0.0002054857596118265,0.010581697628989126,0.019535317891061943
