dataset,model,source,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,cram_c3_stage2,matched_audio,matched_minus_wrong_gt,5.045001217738285e-05,2.8651148568314966e-05,1.5840278138057329e-06,7.72484690969577e-05,7.566444128315197e-05,4.8233124287128634e-05,5.264539960556233e-05,5156
vggss,cram_c3_stage2,matched_audio,matched_minus_wrong_nearfp,3.945980737160139e-05,2.4593338821432553e-05,-2.7504829631652683e-06,6.446821498684585e-05,6.721869795001112e-05,3.764024548464866e-05,4.137167970121557e-05,5075
vggss,cram_c3_stage2,matched_audio,counterfactual_gt_nearfp_gap,1.1343678252608343e-05,8.597840860602446e-06,-1.2258773494977504e-05,3.3281336072832346e-05,4.554010956780985e-05,9.927690511875402e-06,1.266336523055852e-05,5075
vggss,cram_c3_stage2,matched_audio,iou,0.4297730128644223,0.45864651389883015,0.25689310695787726,0.6021841884207982,0.345291081462921,0.42376246320895206,0.4353933344725145,5158
vggss,cram_c3_stage2,matched_audio,counterfactual_gt_vs_nearfp_auroc,0.5561120633527187,0.5645904541015625,0.41838836669921875,0.70611572265625,0.28772735595703125,0.5505913392346217,0.5618049371235542,5075
vggss,cram_c3_stage2,matched_audio,counterfactual_gt_vs_nearfp_conditional_auroc,0.5092451894307701,0.512056954746708,0.3469696143781719,0.6703030527481141,0.32333343836994216,0.5033349316680645,0.5150739251418668,5074
vggss,cram_c3_stage2,matched_audio,precision,0.5375669992972066,0.540317993324609,0.2687256634456353,0.8208328036779714,0.5521071402323361,0.5291893991660473,0.5461668396751261,5158
vggss,cram_c3_stage2,matched_audio,coverage,0.8109505163965264,0.8436165084615678,0.6972133272905585,0.982732473917842,0.2855191466272835,0.8061624950251349,0.8157092646165156,5158
vggss,cram_c3_stage2,matched_audio,pred_area_ratio,0.43028378031005926,0.41492944834183676,0.3300731425382653,0.5179717394770409,0.18789859693877559,0.4267548522917825,0.4338626115754591,5158
vggss,cram_c3_stage2,matched_audio,fp_area_ratio,0.2007299254279067,0.1746552136479592,0.07103495695153061,0.30098054846938777,0.22994559151785715,0.19644635151424797,0.20468852846587993,5158
vggss,cram_c3_stage2,matched_audio,AddTP,441.61147731678943,0.0,0.0,246.75,246.75,407.88403935633966,474.88593447072503,5158
vggss,cram_c3_stage2,matched_audio,AddFP,1053.7047305157037,284.0,0.0,1248.75,1248.75,1001.9968980224893,1106.6154808065141,5158
vggss,cram_c3_stage2,matched_audio,RemoveTP,1497.0044590926716,654.5,26.0,2112.0,2086.0,1439.0132706475379,1552.8438687475766,5158
vggss,cram_c3_stage2,matched_audio,RemoveFP,3887.74098487786,3100.0,1334.0,5527.75,4193.75,3798.6991178751455,3979.9346306708026,5158
vggss,cram_c3_stage2,matched_audio,addtp_rate_vs_baseline_fn,0.11609513157787697,0.0,0.0,0.11041305340027385,0.11041305340027385,0.10979597538430019,0.1228189801237385,5158
vggss,cram_c3_stage2,matched_audio,removefp_rate_vs_baseline_fp,0.33533996682721817,0.29844223567431494,0.16111916239295504,0.46741888962058964,0.3062997272276346,0.3287199325287268,0.3415653863399703,5158
