sample_index,sample_id,IoU_AUD_FINE,IoU_IMG_L4,IoU_IMG_FINE,IoU_IQR_OLD,IoU_IQR_FINE,IoU_IQR_FINE_EVALSPACE,delta_IQR_FINE_vs_IQR_OLD,delta_IQR_FINE_vs_AUD_FINE,delta_IQR_FINE_EVALSPACE_vs_IQR_FINE,AUD_FINE_raw_reconstruction_max_abs_error,IMG_L4_raw_reconstruction_max_abs_error,AUD_FINE_final_map_max_abs_error,IMG_L4_final_map_max_abs_error,IQR_OLD_final_map_max_abs_error
19,10119607346,0.5694041189655951,0.5041658650644488,0.5527185813856965,0.5396789779951832,0.5617806088437893,0.5617604809927881,0.02210163084860617,-0.007623510121805732,-2.0127851001250363e-05,0.0,0.0,0.0,0.0,0.0
20,10119736773,0.9629781869998904,0.9570325336838647,0.9701767304860088,0.9641320728866968,0.9679692417152396,0.9681660236942187,0.003837168828542792,0.004991054715349219,0.00019678197897909921,0.0,0.0,0.0,0.0,0.0
21,10129791115,0.6873584198432229,0.6418931048551612,0.6377563466636309,0.6698709101242185,0.6681507238841136,0.6657953272393694,-0.0017201862401049484,-0.019207695959109317,-0.0023553966447441566,0.0,0.0,0.0,0.0,0.0
22,10129813456,0.8093123229562569,0.7613496646071001,0.8349792309805887,0.816710775047259,0.8389772881816946,0.8419364157455413,0.022266513134435617,0.02966496522543771,0.002959127563846753,0.0,0.0,0.0,0.0,0.0
23,10163352444,0.8064857243567148,0.7793580679129686,0.7733327879358067,0.7967890610858154,0.7970745460382151,0.7976677606312408,0.0002854849523997727,-0.009411178318499691,0.0005932145930256372,0.0,0.0,0.0,0.0,0.0
24,10165890496,0.5360557338343614,0.5322297883334256,0.5483716883604293,0.5386730173183673,0.5416254298414829,0.5418603480391334,0.0029524125231156217,0.005569696007121427,0.00023491819765053545,0.0,0.0,0.0,0.0,0.0
25,10173808724,0.790263980284052,0.7510643689812468,0.7934757696911049,0.7702590229261772,0.7887621032300693,0.7881683268957105,0.01850308030389214,-0.0015018770539826365,-0.0005937763343588642,0.0,0.0,0.0,0.0,0.0
26,10202025415,0.86358387640524,0.7190272357778468,0.8640437246312743,0.8363551214290493,0.8693470012647274,0.8693336883445384,0.032991879835678084,0.0057631248594873785,-1.3312920189023636e-05,0.0,0.0,0.0,0.0,0.0
27,10221582415,0.66682201250534,0.6197662648385018,0.6366476727063193,0.6361691497674895,0.6546466820460608,0.6546752393346305,0.018477532278571296,-0.01217533045927921,2.8557288569652783e-05,0.0,0.0,0.0,0.0,0.0
28,10234680056,0.7826325293434799,0.6811291254546072,0.7897615118273307,0.7558939912878662,0.7830308146897426,0.7829524056879423,0.027136823401876398,0.0003982853462626279,-7.840900180022814e-05,0.0,0.0,0.0,0.0,0.0
