dataset,group,seed,kind,sample_index,sample_id,rho_full_common,rho_full_specific,common_spatial_std,specific_spatial_std,common_specific_std_ratio
flickr,C2,12345,best,0,10000130166,0.9911224489795918,0.7218367346938775,0.2597941843196961,0.030470561882968723,8.526071337887142
flickr,C2,12345,best,1,10007936344,0.991734693877551,0.74,0.19042722531522133,0.024820157275124256,7.672281170678763
flickr,C2,12345,best,2,10008553263,0.9945918367346939,0.7089795918367346,0.2187194300185568,0.029439168781381475,7.4295382333241635
flickr,C2,12345,best,3,10009662863,0.9863265306122448,0.3523469387755102,0.21343792580963647,0.03648023231523607,5.850783075207927
flickr,C2,12345,best,4,10013411946,0.993061224489796,-0.53,0.1468781449712616,0.01378826674286525,10.652400893481683
flickr,C2,12345,best,5,10016382545,0.9822448979591837,0.44224489795918365,0.16613287776248487,0.030549532707008685,5.438147920487523
flickr,C2,12345,best,6,10031203703,0.986734693877551,-0.40010204081632655,0.17904453832546244,0.015705065880430497,11.400432171925063
flickr,C2,12345,best,7,10035917404,0.9810204081632653,-0.16704081632653062,0.18317510056020295,0.02571756118020282,7.122568865558283
flickr,C2,12345,best,8,10045181004,0.9920408163265306,-0.25255102040816324,0.26340899531046447,0.027177918051215423,9.692022575610222
flickr,C2,12345,best,9,10060697266,0.993061224489796,0.501938775510204,0.24051186316725767,0.03138066930467002,7.664331848124894
flickr,C2,12345,best,10,10061269855,0.9970408163265306,-0.6351020408163265,0.3184429795872091,0.021901426345526775,14.539828345574808
flickr,C2,12345,best,11,10067897816,0.9862244897959184,-0.4959183673469388,0.25032527026354484,0.03751160510117792,6.673275366072892
flickr,C2,12345,best,12,10069511285,0.978265306122449,0.5573469387755102,0.2209882201002666,0.03600038405964502,6.138496181988944
flickr,C2,12345,best,13,10079676496,0.9905102040816327,-0.7219387755102041,0.19656724846216506,0.02624883091950089,7.488609647606458
flickr,C2,12345,best,14,10080652613,0.991734693877551,-0.5536734693877551,0.2292653004423711,0.02791182221635073,8.213913755443299
flickr,C2,12345,best,15,10106776154,0.9768367346938776,-0.8062244897959183,0.17428194665739027,0.05303157367538368,3.2863808214367376
flickr,C2,12345,best,16,10109936483,0.9929591836734694,-0.7244897959183674,0.228859873740139,0.030230631996491043,7.570462759981446
flickr,C2,12345,best,17,10110769444,0.9814285714285714,-0.14438775510204083,0.2037476017941441,0.024245200023907534,8.403626350503774
flickr,C2,12345,best,18,10111706074,0.9948979591836735,-0.3259183673469388,0.15838264916650613,0.016275370625244267,9.731431179873919
flickr,C2,12345,best,19,10119607346,0.9666326530612245,0.026020408163265306,0.1949380286268143,0.041148138446810895,4.737468959350276
flickr,C2,12345,best,20,10119736773,0.9934693877551021,-0.3195918367346939,0.1740594582307583,0.01648794351140185,10.556771868510562
flickr,C2,12345,best,21,10129791115,0.996938775510204,-0.9440816326530612,0.20309610618053808,0.04777960100920576,4.250686525017388
flickr,C2,12345,best,22,10129813456,0.9804081632653061,-0.41183673469387755,0.15030973576759576,0.027297216769080965,5.506412504949909
flickr,C2,12345,best,23,10163352444,0.9854081632653061,0.09846938775510204,0.21721795298734844,0.03309244592236782,6.563973950336704
flickr,C2,12345,best,24,10165890496,0.9936734693877551,0.4819387755102041,0.31161109718718366,0.01846256966006901,16.877991683960364
flickr,C2,12345,best,25,10173808724,0.9928571428571429,-0.26081632653061226,0.2510301077946533,0.013886549533822058,18.07721257057016
flickr,C2,12345,best,26,10202025415,0.9923469387755102,-0.495,0.22128899204263947,0.01932994530950708,11.447988522440491
flickr,C2,12345,best,27,10221582415,0.9880612244897959,-0.30244897959183675,0.18619849241469882,0.029270432237616068,6.361316802674717
flickr,C2,12345,best,28,10234680056,0.9939795918367347,-0.7267346938775511,0.21749542691942186,0.028061616797503807,7.7506377657743855
flickr,C2,12345,best,29,10246013484,0.993265306122449,0.10346938775510205,0.23052474506219314,0.017484246644680457,13.184711343129548
flickr,C2,12345,best,30,10268129763,0.9936734693877551,-0.19979591836734695,0.19287815264131936,0.017142138871613706,11.25169700735031
flickr,C2,12345,best,31,10278084464,0.9927551020408163,-0.23989795918367346,0.22297852855230202,0.027495472996516494,8.109645125237599
flickr,C2,12345,best,32,10283938426,0.9913265306122448,0.5027551020408163,0.14560389057723003,0.012062281960221828,12.071007049693634
flickr,C2,12345,best,33,10289643764,0.9952040816326531,-0.6940816326530612,0.23141576735669583,0.022349947416574995,10.35419739668269
flickr,C2,12345,best,34,10304554474,0.9742857142857143,-0.1736734693877551,0.21622701982035447,0.03972536697567783,5.443046503578965
flickr,C2,12345,best,35,10308472565,0.9868367346938776,0.43826530612244896,0.24978820829270068,0.034993465403554996,7.13813866137775
flickr,C2,12345,best,36,10369815925,0.9903061224489796,-0.0810204081632653,0.21257133664886294,0.026477624578516205,8.028338645655626
flickr,C2,12345,best,37,10389014583,0.9954081632653061,-0.4923469387755102,0.2309647004644346,0.02316369610889327,9.970977834394917
flickr,C2,12345,best,38,10409146004,0.9922448979591837,-0.7333673469387755,0.18822275600695076,0.028538262502828964,6.595452543345709
flickr,C2,12345,best,39,10409351364,0.9873469387755102,0.3833673469387755,0.19609053265626397,0.033385806802620994,5.8734699393536784
flickr,C2,12345,best,40,10413912845,0.9933673469387755,-0.7588775510204082,0.22128822388602865,0.04164954393427438,5.313100768527874
flickr,C2,12345,best,41,10437048305,0.993061224489796,0.34438775510204084,0.22644378931920756,0.0223982462280181,10.109889274989202
flickr,C2,12345,best,42,10440265465,0.9851020408163266,-0.4412244897959184,0.1551178756536315,0.024575670560356765,6.311847128348698
flickr,C2,12345,best,43,10441843213,0.991938775510204,0.8735714285714286,0.2076672924026505,0.035710257107549485,5.815340163393774
flickr,C2,12345,best,44,10446128125,0.9935714285714285,0.43683673469387757,0.20236503369003156,0.022359784681599538,9.050401717712566
flickr,C2,12345,best,45,10451898725,0.9957142857142857,-0.633061224489796,0.197497050913481,0.020572816266261534,9.599903501659469
flickr,C2,12345,best,46,10468313544,0.9941836734693877,0.6580612244897959,0.23832655827070778,0.029276925013771483,8.140423154364814
flickr,C2,12345,best,47,10476442285,0.9983673469387755,0.8418367346938775,0.24515657737856164,0.01993443924264885,12.298142646223024
flickr,C2,12345,best,48,10476446674,0.9927551020408163,0.7928571428571428,0.17912846967853688,0.026553290962798945,6.7459988266424356
flickr,C2,12345,best,49,10477544895,0.9934693877551021,0.5648979591836735,0.20594699515806442,0.03310287983844284,6.2214223101790465
