sample_id,sim_slot0,sim_slot1,fused_sim_slot0,fused_sim_slot1,fused_selected_slot,selected_slot,selection_changed,IoU_AUD,IoU_SLOT0,IoU_SLOT1,IoU_SLOT_SELECTED,IoU_AUD_FIXED,IoU_AUD_SELECTED,IoU_OGL,IoU_ORACLE_FIXED,IoU_ORACLE_SELECTED,selected_minus_fixed_iou,semantic_margin,ownership_confidence,mean_max_ownership_probability,fraction_max_ownership_gt_0_7,fraction_max_ownership_gt_0_8,fraction_max_ownership_gt_0_9,soft_containment,seed_containment_top10,seed_containment_top20,centroid_aud_x,centroid_aud_y,centroid_slot_x,centroid_slot_y,centroid_distance,js_divergence,extent_aud,extent_slot,extent_ratio,R1,R2,R3,outcome,possible_selection_error,possible_extent_error
_gG0KNGD47M_000030,0.004633787088096142,0.0018713022582232952,0.27217206358909607,-0.16139595210552216,0,0,False,0.2691412097355436,0.16462167689161555,0.16972613613812265,0.16462167689161555,0.26520349456637543,0.26520349456637543,0.42730086588567173,0.2691412097355436,0.2691412097355436,0.0,0.0027624848298728466,0.5479072332382202,0.8902721405029297,0.9591836333274841,0.8775510191917419,0.5102040767669678,12315.0146484375,0.7797101140022278,0.669627845287323,0.4767341405940264,0.5086677145394046,0.41267206886276914,0.5151533640246009,0.04553027939594473,0.03345844922030036,0.7068917410714286,0.5191525829081632,0.7344159688742281,0.0018498367642666713,0.3668939400106481,0.0010135389434516937,Neutral,False,False
_hd1tNgkZz8_000009,0.033096835017204285,0.01620112545788288,0.3737589120864868,-0.09063932299613953,0,0,False,0.3493708014003217,0.4343916171410698,0.07950296652860181,0.4343916171410698,0.4207815618360909,0.4207815618360909,0.419062832800852,0.4207815618360909,0.4207815618360909,0.0,0.016895709559321404,0.564223051071167,0.8715088963508606,0.8367346525192261,0.6938775181770325,0.6326530575752258,9806.9951171875,0.8957902193069458,0.7661747932434082,0.49079245969130064,0.5212153290425788,0.5171594690877384,0.5307517247951047,0.019826270809971142,0.07110895331211736,0.6637834821428571,0.3217075892857143,0.4846574190836487,0.012945066778313752,0.4322934794976163,0.007303905073980187,Neutral,False,False
_k2hN2MlHoA_000030,0.005025770980864763,0.02337416261434555,0.4656229615211487,-0.025101106613874435,0,1,True,0.09765229264854865,0.1547488484316736,0.015887824822325276,0.015887824822325276,0.11816578483245149,0.09649017967411656,0.10357460616527973,0.11816578483245149,0.09765229264854865,-0.02167560515833493,0.018348392099142075,0.4364171028137207,0.8300179243087769,0.8163264989852905,0.6530612111091614,0.4285714328289032,14606.1845703125,0.1621716022491455,0.2835295498371124,0.4033609520524782,0.5367212615017238,0.5541373512973798,0.4920732611301148,0.11119120133005395,0.11930099792213293,0.5643534757653061,0.6428372130102041,1.1390684041388566,0.005202311352104583,0.12373714470199104,0.002270377648220412,Neutral,False,False
_kgVaDLEXMQ_000047,0.008690295740962029,0.035003405064344406,0.40804558992385864,-0.09421560168266296,0,1,True,0.25801549353200637,0.1860657546337158,0.1966254962505514,0.1966254962505514,0.23944766302217188,0.3508924553772311,0.2984868269452339,0.25801549353200637,0.3508924553772311,0.11144479235505925,0.026313109323382378,0.6149802207946777,0.9189456105232239,1.0,0.9795918464660645,0.6734693646430969,14605.072265625,0.19993862509727478,0.2762373685836792,0.5424476936541167,0.4175144539476353,0.4638547472135211,0.5611069248758817,0.11574897178267632,0.09752715743276025,0.6156529017857143,0.6434749681122449,1.0451911560001295,0.007268664078745823,0.1698805179233318,0.00447008464002945,Neutral,False,False
_mB-DrTf79o_000130,-0.011529858224093914,-0.019666677340865135,0.3865906894207001,-0.05375751852989197,0,0,False,0.6876812372462678,0.3776942355889724,0.11888500308578481,0.3776942355889724,0.7071920181070719,0.7071920181070719,0.6817620056497176,0.7071920181070719,0.7071920181070719,0.0,0.008136819116771221,0.6761527061462402,0.9357315301895142,1.0,1.0,0.795918345451355,12153.9326171875,0.7817013263702393,0.6940363645553589,0.5611676891780375,0.520820554843051,0.6128434582415836,0.5098740406446322,0.037351112978097005,0.02853289535390726,0.6794483418367347,0.48497289540816324,0.7137744925495717,0.0056472483588484446,0.46927456605800444,0.00381840226011529,Neutral,False,False
_nMkSRVn6G0_000012,0.05312209948897362,0.030543126165866852,0.5095074772834778,0.0451558418571949,0,0,False,0.3274010192081537,0.5454876538713672,0.0,0.5454876538713672,0.44108793240031685,0.44108793240031685,0.5206982543640898,0.44108793240031685,0.44108793240031685,0.0,0.022578973323106766,0.3540540933609009,0.7794551253318787,0.6530612111091614,0.5306122303009033,0.34693875908851624,14212.2392578125,0.8818302750587463,0.8226439356803894,0.5267601976372778,0.587462443428391,0.5367553198911776,0.6475065842130378,0.04304184772658394,0.0328036272144195,0.6216916454081632,0.4262595663265306,0.6856446752580625,0.01857445547814307,0.29126045280616353,0.006576361993986363,Neutral,False,False
_pa-9nYl1QE_000037,0.04177336022257805,0.06057452782988548,0.48681336641311646,-0.03948824480175972,0,1,True,0.30070319017917446,0.32263427109974424,0.0,0.0,0.3090901666122182,0.25853850840411424,0.4930795847750865,0.3090901666122182,0.30070319017917446,-0.05055165820810398,0.018801167607307434,0.08909112215042114,0.6372473835945129,0.26530611515045166,0.08163265138864517,0.0,9609.404296875,0.049155011773109436,0.08641345053911209,0.5426702044487098,0.515643901134839,0.44820778277043793,0.4853242522331591,0.07015137282635599,0.1380120195912966,0.6443518813775511,0.5493263711734694,0.8525254399802047,0.0016246737671116174,0.007698671277419411,0.00014474400904032598,Neutral,False,False
_peXjzFQ2_c_000030,-0.018694033846259117,-0.030942214652895927,0.30304476618766785,-0.15020793676376343,0,0,False,0.39101724514298186,0.2639129246743784,0.20256946519270988,0.2639129246743784,0.2916801449181601,0.2916801449181601,0.30943094923686393,0.39101724514298186,0.39101724514298186,0.0,0.01224818080663681,0.6500502228736877,0.930596649646759,1.0,1.0,0.8367346525192261,14040.509765625,0.6434626579284668,0.5577154755592346,0.4609077093211473,0.46306823274214676,0.5064074847658601,0.4666678812604109,0.03227372797628382,0.03384399828455743,0.6778539540816326,0.5411152742346939,0.7982770786781136,0.0068309999833089385,0.3625430691873852,0.004440493061600132,Neutral,False,False
_pquL-kF_FM_000229,-0.0002150312066078186,-0.011605083011090755,0.5007877945899963,-0.022538816556334496,0,0,False,0.5100962629241889,0.6917653113741636,0.019179845076348158,0.6917653113741636,0.606913799362672,0.606913799362672,0.5954374375912128,0.606913799362672,0.606913799362672,0.0,0.011390051804482937,0.39793145656585693,0.83268141746521,0.8775510191917419,0.5918367505073547,0.34693875908851624,18061.056640625,0.9094749093055725,0.8683380484580994,0.5186612585193339,0.5314954217347349,0.5428423880638563,0.5519995638341663,0.0224181496703302,0.025568153271060382,0.6814413265306123,0.49888392857142855,0.732101076275152,0.009890415355741367,0.34553902441448514,0.00393570738855148,Neutral,False,False
_qL20ImF8bE_000014,-0.035974107682704926,0.00458346726372838,0.48466184735298157,-0.041089288890361786,0,1,True,0.18252392128543057,0.24622932945666,0.04285971084461108,0.04285971084461108,0.22225857105469773,0.13461876427907912,0.23619763694951665,0.22225857105469773,0.18252392128543057,-0.08763980677561861,0.04055757448077202,0.4946492314338684,0.8687399625778198,0.918367326259613,0.7551020383834839,0.5510203838348389,16067.9296875,0.14948542416095734,0.2595706582069397,0.5046246412870864,0.5451111376063859,0.49145787245722633,0.47633715221725265,0.0495137600456867,0.09453550838538197,0.6292450573979592,0.6457868303571429,1.026288284293542,0.010527556303250973,0.12839642658484607,0.005207447634279871,Neutral,False,False
_qL20ImF8bE_000047,-0.002430167980492115,0.013948156498372555,0.4952388107776642,-0.027400612831115723,0,1,True,0.2655276658116526,0.3230433993099691,0.03758382785738409,0.03758382785738409,0.3293956981905087,0.1591417632141614,0.27628222046274303,0.3293956981905087,0.2655276658116526,-0.17025393497634728,0.01637832447886467,0.47578728199005127,0.8561739325523376,0.8775510191917419,0.714285671710968,0.5510203838348389,17433.05859375,0.1497550904750824,0.26636236906051636,0.49566033745774096,0.5430796233662211,0.49540136872371093,0.46959634538139206,0.051960846837791536,0.08231408246623484,0.6520448022959183,0.6476403061224489,0.993245101934774,0.00436256930943224,0.126731827599734,0.0020756549942279805,Neutral,False,False
_r--eecSZRk_000024,-0.03716458007693291,-0.08707722276449203,0.4651861786842346,0.004550354555249214,0,0,False,0.03154811086907534,0.038078753786239726,9.238302000092384e-05,0.038078753786239726,0.05415162454873646,0.05415162454873646,0.036097980232058444,0.05415162454873646,0.05415162454873646,0.0,0.04991264268755913,0.747427761554718,0.9332322478294373,0.918367326259613,0.8775510191917419,0.7755101919174194,6147.6865234375,0.7340272665023804,0.5651611089706421,0.4866397014484561,0.5341865927717974,0.48196762257178666,0.5342138257958612,0.0033037147778992907,0.05802941533624309,0.5764907525510204,0.3250358737244898,0.5638180183917582,0.028208684492956326,0.4224171025957091,0.021083953906973634,Neutral,False,False
_rgOfS3NOSY_000108,-0.010277955792844296,0.019426751881837845,0.52783203125,-0.026586784049868584,0,1,True,0.5758413680189194,0.2450434171560508,0.22886294170679683,0.22886294170679683,0.429796981674452,0.3875460138492033,0.47997096002733175,0.5758413680189194,0.5758413680189194,-0.04225096782524873,0.029704708606004715,0.447060763835907,0.826888382434845,0.795918345451355,0.5918367505073547,0.44897958636283875,19191.89453125,0.18623192608356476,0.3412245810031891,0.5418970586393546,0.5728558252879971,0.4505310856486974,0.4453492531366212,0.1109181386481118,0.07357372998978895,0.6525629783163265,0.6608338647959183,1.0126744647710961,0.010135976747905784,0.15254812182287303,0.004531397507141752,Hurt,False,False
_sQ3jyZ2MnI_000000,0.06970930099487305,0.03128042444586754,0.3460819125175476,-0.17766384780406952,0,0,False,0.5126698214013128,0.620626250608404,0.023930991990141714,0.620626250608404,0.5947119744189376,0.5947119744189376,0.5842894969108562,0.5947119744189376,0.5947119744189376,0.0,0.03842887654900551,0.34598487615585327,0.8031929135322571,0.7551020383834839,0.5714285373687744,0.26530611515045166,15759.611328125,0.9178664684295654,0.8655314445495605,0.4967252095218506,0.49625538494200333,0.4847801360220864,0.49923429905455263,0.008705133835981914,0.017134786300526714,0.6649394132653061,0.5219228316326531,0.7849178755544899,0.03326140103187747,0.2994607896514765,0.011507941716784296,Neutral,False,False
_snV8otOVmg_000293,-0.013413842767477036,0.006109330803155899,0.3850775361061096,-0.11950059235095978,0,1,True,0.39551485434092876,0.33620086025807744,0.14610684400382812,0.14610684400382812,0.35737664167046446,0.3256701631701632,0.35044865403788633,0.39551485434092876,0.39551485434092876,-0.03170647850030128,0.019523173570632935,0.6874454021453857,0.9380196928977966,1.0,1.0,0.7755101919174194,15868.8486328125,0.16103599965572357,0.23826035857200623,0.4402959414862934,0.4984053209939197,0.5491822411783337,0.49897391087710624,0.07699529061923226,0.091239971571264,0.6487165178571429,0.623046875,0.9604301075268816,0.004651598335402518,0.16379098801383662,0.003197719888299591,Neutral,False,False
_uZaiX3Awog_000002,0.00017567723989486694,0.021573731675744057,0.359176903963089,-0.056525662541389465,0,1,True,0.5003235198964736,0.17792609887321084,0.50066401062417,0.50066401062417,0.36418131448223157,0.6200897742245249,0.33094750408506135,0.5003235198964736,0.6200897742245249,0.25590845974229337,0.02139805443584919,0.4695918560028076,0.8535777926445007,0.8979591727256775,0.6938775181770325,0.4285714328289032,17391.82421875,0.1234133392572403,0.22087068855762482,0.5364999238685504,0.5606172809842586,0.43903050265224197,0.42568834361488606,0.11769899364877806,0.09342807240860183,0.6476203762755102,0.6162308673469388,0.9515310047699647,0.004726203017039549,0.10371907657639312,0.0022193864466176706,Neutral,False,False
_uswoJHYy14_000060,-0.024897538125514984,-0.012348749674856663,0.49192023277282715,-0.03158518299460411,0,1,True,0.396077830550023,0.5084980553039586,0.05487431774236973,0.05487431774236973,0.4296126856123755,0.13014354066985645,0.4349341325712692,0.4296126856123755,0.396077830550023,-0.299469144942519,0.012548788450658321,0.4572902321815491,0.8312488198280334,0.7551020383834839,0.6326530575752258,0.4285714328289032,16396.591796875,0.08691125363111496,0.14694653451442719,0.4641271348836723,0.5991776931923533,0.5294891812699992,0.38075721897464754,0.16121367911144482,0.1263164346791025,0.6339485012755102,0.5729631696428571,0.9038008110912006,0.0018440009751789083,0.06719721488637642,0.0008432436340825659,Neutral,False,False
