sample_index,sample_id,IoU_AUD,IoU_IMG,IoU_OGL,SEED_CONF,SEED_pixel_count_14,SEED_precision,SEED_recall,SEED_area,group_IMG_ONLY,group_AUD_ONLY,group_BOTH_SUCCESS,group_BOTH_FAIL,group_OGL_RESCUE,group_IMG_ONLY_SHRINK,IoU_SEED_ONLY,IoU_PROP_F34_TOP10,TOP10_SEED_precision,TOP10_SEED_recall,IoU_PROP_K34_TOP10,IoU_PROP_F34_TOP20,TOP20_SEED_precision,TOP20_SEED_recall,IoU_PROP_K34_TOP20,IoU_PROP_F34_TOP30,TOP30_SEED_precision,TOP30_SEED_recall,IoU_PROP_K34_TOP30,IoU_PROP_F34,IoU_RANDOM_SEED_PROP_F34,IoU_AUD_SEED_PROP_F34,IoU_IMG_SEED_PROP_F34,IoU_AGREEMENT_SEED_PROP_F34,IoU_PROP_K34,IoU_RANDOM_SEED_PROP_K34,IoU_AUD_SEED_PROP_K34,IoU_IMG_SEED_PROP_K34,IoU_AGREEMENT_SEED_PROP_K34,AUD_area_fraction,AUD_FP_area_fraction,AUD_FG_recall,IMG_area_fraction,IMG_FP_area_fraction,IMG_FG_recall,PROP_F34_area_fraction,PROP_F34_FP_area_fraction,PROP_F34_FG_recall,PROP_K34_area_fraction,PROP_K34_FP_area_fraction,PROP_K34_FG_recall,PROP_F34_FG_similarity,PROP_F34_BG_similarity,PROP_F34_FG_BG_margin,PROP_F34_precision,PROP_F34_recall,PROP_F34_recall_gain,PROP_F34_precision_loss,PROP_F34_EXPAND_area,PROP_F34_EXPAND_precision,PROP_F34_RANDOM_EXPAND_precision,SIM_AUD_F34_Pearson,SIM_AUD_F34_Spearman,SIM_AUD_F34_JS,SIM_AUD_F34_Top20_overlap,SIM_AUD_F34_Mask_IoU,IoU_REGION_ORACLE_F34,PROP_K34_FG_similarity,PROP_K34_BG_similarity,PROP_K34_FG_BG_margin,PROP_K34_precision,PROP_K34_recall,PROP_K34_recall_gain,PROP_K34_precision_loss,PROP_K34_EXPAND_area,PROP_K34_EXPAND_precision,PROP_K34_RANDOM_EXPAND_precision,SIM_AUD_K34_Pearson,SIM_AUD_K34_Spearman,SIM_AUD_K34_JS,SIM_AUD_K34_Top20_overlap,SIM_AUD_K34_Mask_IoU,IoU_REGION_ORACLE_K34,SIM_AUD_IMG_Pearson,SIM_AUD_IMG_Spearman,SIM_AUD_IMG_JS,SIM_AUD_IMG_Top20_overlap,SIM_AUD_IMG_Mask_IoU,SIM_AUD_OBJ_Pearson,SIM_AUD_OBJ_Spearman,SIM_AUD_OBJ_JS,SIM_AUD_OBJ_Top20_overlap,SIM_AUD_OBJ_Mask_IoU,AUD_OVER_EXPANSION,GT_area_fraction,PROP_F34_IoU_delta,PROP_K34_IoU_delta
70,10796050285,0.6938338816268305,0.6419003523485047,0.6880397171656386,0.8661381602287292,40,0.96875,0.3156621905428626,10240,False,False,True,False,False,False,0.3586520257478228,0.8571657012899329,0.921875,0.12015528543244447,0.7834710743801653,0.738017081106205,0.96875,0.3156621905428626,0.7694165962072714,0.7415256700970987,0.9635416666666666,0.37675809838986823,0.7719260989594394,0.738017081106205,0.6616645518812958,0.738017081106205,0.738017081106205,0.738017081106205,0.7694165962072714,0.6914256540457004,0.7694165962072714,0.7694165962072714,0.7694165962072714,0.7258450255102041,0.16460060586734693,0.8961051358747534,0.6775550063775511,0.16444116709183673,0.8192579392859416,0.7651267538265306,0.1660953443877551,0.9564373448736715,0.7431640625,0.14002710459183673,0.9629924266530898,0.8103294968605042,0.5042480826377869,0.3060814142227173,0.7829178713761038,0.9564373448736715,0.6407751543308089,0.1858321286238962,28151,0.7153209477460836,0.540336044900714,0.8129785312891039,0.8282363115973209,0.004704326679579181,0.6610393909301556,0.7889664737672772,0.7509795037181162,0.7933269739151001,0.37159463763237,0.4217323362827301,0.8115798224677518,0.9629924266530898,0.6473302361102272,0.15717017753224816,27049,0.7520795593182742,0.5409072424119191,0.9155187982039001,0.8995852331284393,0.002320254371100631,0.6902736842105263,0.8521710724695949,0.7870331842296889,0.9801289552415394,0.9563491478598768,0.004392252310370797,0.7352814039941212,0.9045004597825499,0.8234235569712228,0.7881829249058898,0.02286125045874906,0.22375320082916716,0.4509884678747941,True,0.6263153698979592,0.044183199479374546,0.07558271458044097
71,10805310706,0.34691771228049484,0.39148128515979,0.40738858681843587,0.8960099220275879,32,0.73193359375,0.4124080060526859,8192,False,False,False,True,False,False,0.39450831487536475,0.371308281032351,0.7708333333333334,0.16287227457184125,0.35306457093052457,0.3336873139854961,0.73193359375,0.4124080060526859,0.3345006068892392,0.31649804932883685,0.7581129807692307,0.6941330215283031,0.31973187990565155,0.3336873139854961,0.2971020766595342,0.32748011406273453,0.3250256200040992,0.3336873139854961,0.3345006068892392,0.29932778768566903,0.32922836673470224,0.32656990319101004,0.3345006068892392,0.7155412946428571,0.43618463010204084,0.9640965678519843,0.609992825255102,0.34311224489795916,0.921039961482908,0.7598652742346939,0.47349330357142855,0.9883073113694202,0.7628547512755102,0.47458944515306123,0.9948414608982736,0.8762756586074829,0.662373960018158,0.21390169858932495,0.3768720329425342,0.9883073113694202,0.5758993053167343,0.3550615608074658,29935,0.279706029731084,0.203273759812928,0.934857211884478,0.9481841393736912,0.002148785436459933,0.7734582081639866,0.8770283975659229,0.3992082478924584,0.8744612336158752,0.6071609854698181,0.26730024814605713,0.3778770541055987,0.9948414608982736,0.5824334548455877,0.3540565396444013,30085,0.28146917068306465,0.20139604454046867,0.9165559418736328,0.9401612246748655,0.002751382831475244,0.783068313049658,0.8363204277651253,0.40858741911035973,0.9531833521736068,0.9523045139404299,0.0038658469466099077,0.7673681429955094,0.8241408628397465,0.44537741925699387,0.4771525756759724,0.021926257223234807,0.163864084425374,0.2869879829435328,True,0.28976004464285715,-0.013230398294998724,-0.012417105391255623
72,10847897294,0.7328007175364581,0.668201857975122,0.8259016015670008,0.9021421074867249,28,1.0,0.2585858585858586,7168,False,False,True,False,False,False,0.26947907390917186,0.6450076093429498,1.0,0.1847041847041847,0.6611539820923656,0.6775179335413517,1.0,0.2585858585858586,0.6472733037412809,0.6670966580668387,0.8705357142857143,0.45021645021645024,0.6288850310802486,0.6775179335413517,0.5928038379530917,0.6860055062331797,0.6324342590317031,0.6775179335413517,0.6472733037412809,0.5713558890867464,0.635198959246585,0.6461768683990906,0.6472733037412809,0.6888153698979592,0.15232382015306123,0.9711038961038961,0.44593032525510207,0.058673469387755105,0.700974025974026,0.6744658801020408,0.1719347895408163,0.9096320346320347,0.7961375956632653,0.24382174744897958,0.9997474747474747,0.8121174573898315,0.5790079832077026,0.2331094741821289,0.7450800780095739,0.9096320346320347,0.6510461760461761,0.2549199219904261,26674,0.6765764414785934,0.47701881982454825,0.8650328970426109,0.8808010162270637,0.004217901579342077,0.5490044759993826,0.7912902296593082,0.7659942888389331,0.8630581498146057,0.5824435353279114,0.28061461448669434,0.6937442110796805,0.9997474747474747,0.7411616161616161,0.30625578892031946,32779,0.6267732389639709,0.47710424357057873,0.8870605120156186,0.9066295495576034,0.0030995211382182615,0.5563309296735675,0.8342482952167598,0.7901238089804302,0.9318102332427605,0.9349358529972093,0.0036472748887735563,0.5487654320987654,0.6472919800948964,0.8417498072414618,0.8500685844697002,0.017395864607739873,0.47675103001765745,0.4625021700133094,True,0.5524553571428571,-0.055282783995106444,-0.08552741379517725
73,10859255295,0.8024122187355929,0.7852610216722955,0.8219233705273757,0.9345157146453857,36,1.0,0.3193900537168602,9216,False,False,True,False,False,False,0.3246842466839296,0.8011604047265266,1.0,0.10646335123895338,0.7681344510413978,0.7837531294521212,1.0,0.3193900537168602,0.7591566862921288,0.7777472565204852,1.0,0.42585340495581353,0.7550494600114805,0.7837531294521212,0.6721655417151216,0.7824230785172495,0.7809552658029162,0.7837531294521212,0.7591566862921288,0.6693235136900874,0.7586743384433804,0.7562896229562897,0.7591566862921288,0.6491350446428571,0.10435267857142858,0.9473228210015595,0.6157326211734694,0.09227519132653061,0.9102408594697626,0.7285754145408163,0.15473533163265307,0.9978513255934847,0.7504384566326531,0.17731584821428573,0.9966037081961532,0.8806971907615662,0.473193883895874,0.40750330686569214,0.7876193341904423,0.9978513255934847,0.6784612718766245,0.21238066580955772,27341,0.7160308693902929,0.48107238213671777,0.976641721555412,0.9628221709675299,0.0009936000327845729,0.6414785737651292,0.8909647947041607,0.8377120246719618,0.8735283613204956,0.4178394377231598,0.4556889235973358,0.7637170021777235,0.9966037081961532,0.677213654479293,0.23628299782227646,28438,0.6871439623039595,0.4793234404669808,0.9808195209191851,0.9779480063697736,0.0007969768730430994,0.6679408343028087,0.8650077017049982,0.8392038987947588,0.9797787157844909,0.9667177111787388,0.001280539781609795,0.5937748134032079,0.9185030682264744,0.7933046584696186,0.8065454303663302,0.03032767044442989,0.3721629751162155,0.4445250400459395,True,0.5750757334183674,-0.018659089283471708,-0.04325553244346403
74,10862172945,0.710993026686335,0.6639183286493076,0.6057074787652786,0.912298321723938,36,0.9756944444444444,0.2602529593933605,9216,False,False,True,False,False,False,0.28166259168704155,0.7702788435394701,1.0,0.11854939075569448,0.7642277657925921,0.7555911915466338,0.9756944444444444,0.2602529593933605,0.7497978397735805,0.7432424885513236,0.96875,0.4019565280310266,0.7415003538570417,0.7555911915466338,0.6666086870092436,0.7508652482269503,0.7573483068813385,0.7555911915466338,0.7497978397735805,0.6228835747949031,0.7462320916905444,0.7534893148780911,0.7497978397735805,0.5206074617346939,0.028340242346938774,0.7148852421058725,0.47450972576530615,0.0224609375,0.6564788283985992,0.758430325255102,0.12984295280612246,0.9128534629967294,0.7413703762755102,0.12396364795918367,0.8966165957569969,0.8035925626754761,0.5285698175430298,0.2750227451324463,0.8288004204440941,0.9128534629967294,0.6526005036033689,0.14689402400035034,28839,0.7818579007593883,0.6232532334685669,0.9463985351463147,0.9706760007543773,0.0030317556578177566,0.8682055100521221,0.6864275390881619,0.7680319485705936,0.7748593688011169,0.43329980969429016,0.3415595591068268,0.8327912040646254,0.8966165957569969,0.6363636363636365,0.14290324037981905,27983,0.7857270485652003,0.6246292391809313,0.9513970242031361,0.9765319815808414,0.0023708745058698974,0.8914436486995854,0.7022231780424205,0.7598292904270192,0.9841391274007063,0.9866492350115363,0.004073269726237127,0.7770694997786631,0.9056178917639874,0.9012175123106966,0.9044868647692168,0.017035218005562708,0.7107304184777976,0.45896179465584563,False,0.6885961415816326,0.04459816486029877,0.03880481308724548
75,10939270325,0.48106604224891103,0.4636755591484775,0.5054517974738206,0.9365670680999756,36,0.8611111111111112,0.3430745287912848,9216,False,False,False,True,True,False,0.3372301390903661,0.5424762535333214,1.0,0.22133840567179663,0.5063427800269905,0.5429190531704597,0.8611111111111112,0.3430745287912848,0.5146640056465549,0.5298951648459315,0.8297526041666666,0.5509683555248142,0.5077403811750113,0.5429190531704597,0.4927347795342047,0.5384866193473954,0.5420366856419987,0.5429190531704597,0.5146640056465549,0.48781681962061346,0.5121567297912529,0.5118258420145213,0.5146640056465549,0.7448182397959183,0.34994818239795916,0.8565191077295521,0.6540975765306123,0.29799107142857145,0.772436451668684,0.7872688137755102,0.3447863520408163,0.9597959536572713,0.8145129145408163,0.3772520727040816,0.9484696524295348,0.8441132307052612,0.6141120791435242,0.23000115156173706,0.562047491266265,0.9597959536572713,0.6167214248659865,0.2990636198448462,30286,0.47104272601201874,0.3690484052037245,0.8991372804185217,0.9065374416300959,0.003541783638776521,0.6243424779477219,0.8747469820753566,0.5491195092995647,0.8222972750663757,0.573472797870636,0.24882447719573975,0.536837211578458,0.9484696524295348,0.60539512363825,0.3242738995326532,31653,0.4424225191924936,0.36849587716804094,0.9463597777259368,0.9471015394201243,0.001732492729266719,0.6833277423683328,0.8915240305579731,0.505298687116869,0.986444507635612,0.9854427318669914,0.001362428840735597,0.8200943054044251,0.878197581076742,0.5015481012856877,0.4675202722251683,0.034892340141228995,0.028015364916773366,0.24188290520276437,True,0.4610172193877551,0.06185301092154871,0.03359796339764387
76,10952523225,0.7454918511351694,0.7112684507380295,0.7915911850775387,0.9168986082077026,36,0.8923611111111112,0.3252778546849662,9216,False,False,True,False,False,False,0.33420191365616725,0.6850496952718711,0.7578125,0.12277024087331409,0.656813018816705,0.6482946293867997,0.8923611111111112,0.3252778546849662,0.6328657369804931,0.6539189054655611,0.9308035714285714,0.5277854684966182,0.6381744236081229,0.6482946293867997,0.6220595993344786,0.6435219527215217,0.6452599817556662,0.6482946293867997,0.6328657369804931,0.5994525190640683,0.6315131533759186,0.631964587657919,0.6328657369804931,0.6246611926020408,0.13911033163265307,0.9636119131432188,0.5620615433673469,0.12300701530612244,0.8713364711466203,0.7522122130102041,0.24848533163265307,0.9996835818534193,0.7691924426020408,0.26560507015306123,0.9994067159751612,0.8982070684432983,0.6122865676879883,0.28592050075531006,0.6696605993164295,0.9996835818534193,0.6744057271684532,0.22270051179468164,28527,0.5977144459634732,0.4186910646054615,0.9492037706499966,0.9364377314846761,0.004496130907253542,0.42243639713698533,0.8127574715961271,0.7638501332497256,0.9003013372421265,0.5010237693786621,0.39927756786346436,0.6546962041715249,0.9994067159751612,0.674128861290195,0.2376649069395863,29379,0.5801422784982471,0.4176792947343341,0.9534976106566163,0.9495135647577522,0.0034942520876302475,0.4301389383683648,0.8026186916851384,0.7599189020586401,0.9804321571251882,0.9719044157482644,0.003124103613149838,0.6257897294670338,0.8997862361611844,0.7502288712602101,0.8100231321330867,0.03760366424624072,0.34503786101990214,0.3581238250007966,True,0.5038863201530612,-0.09719722174836964,-0.11262611415467627
77,10979853044,0.6756104459319318,0.6904441453566622,0.8190384483114382,0.9525802731513977,24,1.0,0.31527093596059114,6144,False,False,True,False,False,False,0.342943261421674,0.5621871812975602,1.0,0.21018062397372742,0.5834052461044987,0.551034217608612,1.0,0.31527093596059114,0.5782831135714401,0.51796117206586,0.871875,0.458128078817734,0.5594310605942325,0.551034217608612,0.4215758944854282,0.5312152525537056,0.5124937424014875,0.551034217608612,0.5782831135714401,0.44983867525391386,0.570784547988849,0.5552869341515955,0.5782831135714401,0.5598294005102041,0.17143654336734693,1.0,0.533561862244898,0.15381855867346939,0.9777298850574713,0.6793088329081632,0.29091597576530615,1.0,0.6487763073979592,0.26038345025510207,1.0,0.918421745300293,0.5692137479782104,0.3492079973220825,0.5717471028311574,1.0,0.6847290640394088,0.42825289716884263,27941,0.4775777531226513,0.302494542070792,0.9869411117364209,0.992450200360211,0.002553423495692767,0.8177866328563665,0.8241161801378906,0.6937700249199004,0.9313068985939026,0.426373153924942,0.5049337446689606,0.5986545018892268,1.0,0.6847290640394088,0.40134549811077325,26409,0.5052822901283653,0.29910257866636375,0.9880535006931221,0.9952285095811559,0.0006408875411380687,0.8631764596676877,0.8629005007218997,0.6937700249199004,0.9660613089161678,0.9578461935141165,0.006814121706291767,0.5703332811766547,0.902222530425436,0.7582781828663495,0.7795027511964276,0.03761041455338909,0.3128392962260449,0.5119873055296836,True,0.38839285714285715,-0.12457622832331972,-0.09732733236049163
78,10980225216,0.5487961502820634,0.6405381302062579,0.6657003687708296,0.9611388444900513,36,0.7777777777777778,0.38095238095238093,9216,False,False,True,False,False,False,0.34998547010804953,0.46639218557868994,0.8,0.21768707482993196,0.49950429854544914,0.4535585204294141,0.7777777777777778,0.38095238095238093,0.49314127941799485,0.46038760007091906,0.8571428571428571,0.6530612244897959,0.49558834324304485,0.4535585204294141,0.3867002692021307,0.45517306473578467,0.45381461316125565,0.4535585204294141,0.49314127941799485,0.4135924233328024,0.49389164435470895,0.4938193946663936,0.49314127941799485,0.6515664859693877,0.27656648596938777,1.0,0.5637755102040817,0.18877551020408162,1.0,0.7802734375,0.4052734375,1.0,0.7207429846938775,0.34574298469387754,1.0,0.9123526811599731,0.621871292591095,0.2904813885688782,0.4806007509386733,1.0,0.6190476190476191,0.29717702683910446,29935,0.38910973776515784,0.2838817437781861,0.9574750705930987,0.9525016680949009,0.003416952898333782,0.5869702719797596,0.8336906584992343,0.5760470242468773,0.9206150770187378,0.5097078084945679,0.4109072685241699,0.5202964273863511,1.0,0.6190476190476191,0.2574813503914267,26948,0.43223986937806147,0.28506753747959035,0.970593835537234,0.9683660892465837,0.0014420388308070639,0.622241978501576,0.9013392240784206,0.5764352674468476,0.9882844212509284,0.9845091435953978,0.003403773578786626,0.7217361468519472,0.8652616768115499,0.8963129805461588,0.9136034621202686,0.020090511017128315,0.554282174384389,0.5955097421466369,True,0.375,-0.09523762985264933,-0.05565487086406856
79,11002352834,0.7973472921914357,0.6977993449956067,0.7987083316619199,0.879309892654419,32,1.0,0.29713456655785275,8192,False,False,True,False,False,False,0.3299500563879491,0.705512641450275,1.0,0.14856728327892638,0.7265765367735855,0.7047030621272224,1.0,0.29713456655785275,0.7216570406637545,0.68526128727717,1.0,0.5199854914762423,0.7007629676023458,0.7047030621272224,0.6449963572023314,0.6874549087074754,0.7036883369577658,0.7047030621272224,0.7216570406637545,0.6437711313394018,0.7055479373785853,0.7175737724095576,0.7216570406637545,0.4309829400510204,0.011559311224489796,0.7633297062023939,0.35859773596938777,0.004185267857142857,0.645012694958288,0.7476482780612245,0.20354352678571427,0.9902430177729417,0.7264229910714286,0.1849689094387755,0.9854189336235039,0.8509638905525208,0.5658515095710754,0.2851123809814453,0.7277549714773152,0.9902430177729417,0.6931084512150889,0.27224502852268484,29322,0.6516949730577724,0.46136007093649817,0.9441335457973484,0.9813272135466586,0.00398525958334211,0.7605473204104903,0.576451458122301,0.7476021314387211,0.8478933572769165,0.49517789483070374,0.35271546244621277,0.7453702433537271,0.9854189336235039,0.6882843670656511,0.25462975664627285,28257,0.6715504122872209,0.46494673886116716,0.9460602171517766,0.9879242174570341,0.00306710645861859,0.8107352277852955,0.5932947405964498,0.7476021314387211,0.9605950306548384,0.9585363632262941,0.00877613114534715,0.7783290511207583,0.8270614277808522,0.7742808181913274,0.7899811417447281,0.025952403542752522,0.4065872459705676,0.4660185671746365,False,0.5494658801020408,-0.0926442300642133,-0.07569025152768127
80,11036641226,0.32651162790697674,0.44123192960402263,0.5760049389491014,0.9495291113853455,32,0.763916015625,0.6316745735338649,8192,False,False,False,True,True,False,0.552471519598378,0.31974493281712596,0.997265625,0.5153931563540931,0.2903425932308541,0.30993377483443707,0.763916015625,0.6316745735338649,0.284565753470932,0.2818616789908656,0.6556222098214286,0.9487231250630868,0.26595946201932186,0.30993377483443707,0.21629949160375905,0.29396984924623115,0.30255360413748517,0.30993377483443707,0.284565753470932,0.2191980432463376,0.27353313634444915,0.27906976744186046,0.284565753470932,0.5437460140306123,0.34630102040816324,1.0,0.41005660076530615,0.21261160714285715,1.0,0.5712492028061225,0.37380420918367346,1.0,0.6195392219387755,0.42209422831632654,1.0,0.9608067870140076,0.5672125220298767,0.39359426498413086,0.3456372326692949,1.0,0.3683254264661351,0.4182787829557051,20471,0.17825216159445068,0.08377705046162864,0.9536029359279495,0.9621606007278604,0.0028255468726544756,0.8209198947654903,0.841661728882744,0.3874765331664581,0.9663124680519104,0.492377907037735,0.4739345610141754,0.318696519333462,1.0,0.3683254264661351,0.445219496291538,22894,0.1593867388835503,0.08604874639643574,0.966787432053793,0.9785295397541133,0.0022037609751008025,0.8342319290870877,0.8312417644475121,0.37391960747310815,0.9435688892834082,0.9480553803622377,0.0068493216222151425,0.8384319472430848,0.7484290515855618,0.7908260784525667,0.8132157261685209,0.06217508526423629,0.645111056470781,0.33339442143459297,True,0.19744499362244897,-0.016577853072539672,-0.04194587443604475
81,11050409385,0.5381490948562625,0.5928594046865104,0.6090244840405076,0.9152830243110657,24,1.0,0.3383632558651834,6144,False,False,True,False,False,False,0.37026438569206843,0.5156104380242311,1.0,0.1691816279325917,0.5109675727073019,0.5325246959209731,1.0,0.3383632558651834,0.5182328190743338,0.47087520876673794,0.7710336538461539,0.5652604912435291,0.47257159728373194,0.5325246959209731,0.3681691173102469,0.4707932045223425,0.5399321304975977,0.5325246959209731,0.5182328190743338,0.40034368540333226,0.47362433387222325,0.5163095927427137,0.5182328190743338,0.5897441007653061,0.24880420918367346,0.9421191761207182,0.5174784757653061,0.18313536352040816,0.9238902962881375,0.6278101084183674,0.2727798150510204,0.9810551822887983,0.6452088647959183,0.29065688775510207,0.979733450820575,0.8332328796386719,0.5634137988090515,0.26981908082962036,0.565505856956922,0.9810551822887983,0.6426919264236148,0.434494143043078,25357,0.4602279449461687,0.275505777497338,0.9508464899853313,0.9598053296367051,0.0032017714836212246,0.7434204811951707,0.8731832955172625,0.578662517335859,0.8222552537918091,0.49574145674705505,0.32651379704475403,0.5495150429356891,0.979733450820575,0.6413701949553916,0.4504849570643109,26230,0.44399542508577966,0.271978650400305,0.9646092239057995,0.9649198835576304,0.0015451740697123456,0.7193763919821826,0.8720543806646526,0.5703122391050259,0.9664504073107465,0.9639470360230821,0.0028826858592617965,0.6588429752066116,0.840333907512919,0.9133867903213806,0.9506710053213321,0.029547085225314712,0.5804724409448819,0.4415531749518435,True,0.3618861607142857,-0.005624398935289432,-0.019916275781928672
82,11071986404,0.2628709872804361,0.30759989883662114,0.36048125867653863,0.8843933343887329,32,0.4815673828125,0.47656438753322056,8192,False,False,False,True,False,False,0.3098230315465504,0.21468503256296467,0.6875,0.1700893935733269,0.2301869303259694,0.1941266904656435,0.4815673828125,0.47656438753322056,0.20621695684667976,0.186899475677981,0.49106069711538464,0.7896834984295723,0.19773861344091728,0.1941266904656435,0.16632063045565154,0.19503128354145396,0.1881883399009801,0.1941266904656435,0.20621695684667976,0.17154435975960763,0.20570450341000082,0.20015582601219742,0.20621695684667976,0.5730030293367347,0.4108936543367347,0.9826044938390915,0.48397640306122447,0.3243383290816326,0.9676250302005315,0.7813496492346939,0.6163703762755102,1.0,0.7365074936224489,0.5715282206632653,1.0,0.868162214756012,0.6680780649185181,0.2000841498374939,0.21114653743145007,1.0,0.5234356124667794,0.27042084538104993,31013,0.13971560313416953,0.10385967175055622,0.8647426760667387,0.8819900537559875,0.004623275626424529,0.7091280653950953,0.7075229911050807,0.28150198996366155,0.8876003623008728,0.6418289542198181,0.2457714080810547,0.22400216479502097,1.0,0.5234356124667794,0.257565218017479,28763,0.1506449257726941,0.10065014080589646,0.9254592214785984,0.9395041855499615,0.002692071672648966,0.7648817374483425,0.7639194630872483,0.28440559440559443,0.9733559258899516,0.9740277065313367,0.0038773593406901457,0.6826221812389974,0.8395130241753668,0.8967373459039732,0.9206800277963589,0.022787571374769895,0.8097556577405103,0.39556884977913814,True,0.1649792729591837,-0.06874429681479263,-0.05665403043375636
83,11101358996,0.7313148852846639,0.7241990255425956,0.7297403294389629,0.9397919178009033,36,0.9548611111111112,0.3797031411805316,9216,False,False,True,False,False,False,0.3921177802944507,0.6707998602864128,1.0,0.13255091473938557,0.7033271091495502,0.6313814940424383,0.9548611111111112,0.3797031411805316,0.6792418772563177,0.5855424340022573,0.9129464285714286,0.5647221263375906,0.6504903932427833,0.6313814940424383,0.44505931473258664,0.6074441042232365,0.6139135254988913,0.6313814940424383,0.6792418772563177,0.4398920229679958,0.6635548438751001,0.670224791680124,0.6792418772563177,0.5216039540816326,0.10778061224489796,0.8959268208491543,0.5170400191326531,0.10827885841836735,0.884967207455989,0.6755022321428571,0.23238201530612246,0.9593545046599931,0.6077008928571429,0.17560188137755103,0.9354936140835347,0.8457365036010742,0.5770034193992615,0.26873308420181274,0.6559863102614032,0.9593545046599931,0.5796513634794614,0.29887480084970797,24678,0.5443715049841964,0.3526622902990518,0.9448110495281161,0.9540751820498821,0.004507520076599152,0.7996951492871873,0.7350086655112652,0.7264203750349846,0.8204338550567627,0.4582982361316681,0.3621356189250946,0.711038961038961,0.9354936140835347,0.5557904729030031,0.24382215007215013,21276,0.6054239518706523,0.3501128031584884,0.9664894523284082,0.9746945527897287,0.001928454772952178,0.8489314664701547,0.8141187770129662,0.7264203750349846,0.9905907176172428,0.9907531220189241,0.0026577271472076978,0.8305517555859553,0.942125661474249,0.8297445727272804,0.8546357573412384,0.036758124236136946,0.3658138268916712,0.39037800687285223,True,0.46189413265306123,-0.09993339124222567,-0.052073008028346246
84,11154049584,0.785950536670721,0.7905391772222845,0.7944484888335721,0.8984578251838684,36,1.0,0.4206490483363001,9216,False,False,True,False,False,False,0.48699150411560754,0.6027535419835107,1.0,0.18695513259391117,0.6062193652069104,0.576578090857693,1.0,0.4206490483363001,0.5847094327942428,0.531892699567246,0.9727957589285714,0.6365420603404993,0.5553138641073502,0.576578090857693,0.4245918705883699,0.5689559073859272,0.5624096457367691,0.576578090857693,0.5847094327942428,0.2948822590666001,0.5775715792530993,0.5761975203208638,0.5847094327942428,0.5082310267857143,0.09048150510204081,0.9567301109133233,0.46000079719387754,0.06798070790816327,0.8978045552056233,0.7112763073979592,0.2756297831632653,0.9977178328540782,0.7039819834183674,0.26737882653061223,0.9999087133141631,0.9010147452354431,0.6139186024665833,0.28709614276885986,0.6124856398330017,0.9977178328540782,0.5770687845177781,0.38751436016699825,26473,0.47758093151512865,0.310920560571148,0.934266152625983,0.9448158859698268,0.007284299151323644,0.7027485578554462,0.6905649951650781,0.8044858231062209,0.8927518129348755,0.48191410303115845,0.41083770990371704,0.6201908105200578,0.9999087133141631,0.579259664977863,0.37980918947994224,26107,0.48611483510169684,0.31041483127130653,0.9567124556201819,0.9618268537165962,0.003041965157983038,0.7102931152010906,0.7096438710402788,0.800053441233729,0.956496292400293,0.9599073972418425,0.004665691846156313,0.7008728073892043,0.8252244805951083,0.9090162046414836,0.9563408624978337,0.025831583533076845,0.7011611153487584,0.5219011019175719,True,0.4366430165816326,-0.20937244581302805,-0.2012411038764782
85,11314266424,0.8827519065390232,0.8960594039930498,0.8403666438735307,0.9522304534912109,32,1.0,0.2814153211954655,8192,False,False,True,False,False,False,0.29276327568303073,0.7263656837584455,1.0,0.17588457574716593,0.7466949699054171,0.728121629797196,1.0,0.2814153211954655,0.7471269008208855,0.7170903079148584,1.0,0.4572998969426314,0.7396659041336383,0.728121629797196,0.6681899748773776,0.7294058780153797,0.7236728950042999,0.728121629797196,0.7471269008208855,0.6904420490506329,0.7464317393758568,0.7460500549907455,0.7471269008208855,0.6184630102040817,0.05755739795918367,0.9668155273102027,0.6128427933673469,0.05133928571428571,0.9678461009962213,0.775390625,0.2010921556122449,0.9899003778770182,0.7600446428571429,0.18391262755102042,0.9930608038474751,0.8892808556556702,0.5196793675422668,0.3696014881134033,0.7406569680769033,0.9899003778770182,0.7084850566815528,0.2593430319230967,30714,0.6714853161424758,0.4984697532070066,0.95922423412124,0.9643578007555783,0.003279335000292644,0.6895622895622896,0.7976147637896468,0.8795549721857616,0.8996334671974182,0.42027580738067627,0.47935765981674194,0.7580239144115796,0.9930608038474751,0.7116454826520096,0.24197608558842043,29944,0.691824739513759,0.49539139727491316,0.9698084032307374,0.9760452366378959,0.001905871775604628,0.7104388581167448,0.8137193203272498,0.8795549721857616,0.986722220092637,0.976253678288839,0.0019028872664678782,0.7094191790154999,0.942952386942575,0.745314332591822,0.7142889302202771,0.025932801401312367,0.27182866556836904,0.6208053691275168,True,0.5801578443877551,-0.15463027674182728,-0.13562500571813774
