sample_index,sample_id,IoU_AUD_FINE,IoU_IMG_L4,IoU_IMG_FINE,IoU_IMG_VALUE,IoU_IMG_VALUE_RES,IoU_IQR_OLD,IoU_IQR_FINE,IoU_IQR_VALUE,IoU_IQR_VALUE_RES,delta_IMG_VALUE_vs_IMG_FINE,delta_IMG_VALUE_RES_vs_IMG_FINE,delta_IQR_VALUE_vs_IQR_FINE,delta_IQR_VALUE_RES_vs_IQR_FINE,delta_IQR_VALUE_vs_AUD_FINE,delta_IQR_VALUE_RES_vs_AUD_FINE,IMG_FINE_vs_IMG_VALUE_pixel_pearson,IMG_FINE_vs_IMG_VALUE_pixel_cosine,IMG_FINE_vs_IMG_VALUE_mean_absolute_difference,IMG_FINE_vs_IMG_VALUE_RES_pixel_pearson,IMG_FINE_vs_IMG_VALUE_RES_pixel_cosine,IMG_FINE_vs_IMG_VALUE_RES_mean_absolute_difference
4516,pH-qdjZgqis_000113,0.4449940900932452,0.4495510712063295,0.46122970260901297,0.0,0.4603376871615164,0.44537557037557035,0.45004656112810965,0.4451649651667178,0.44864769312356373,-0.46122970260901297,-0.0008920154474965636,-0.004881595961391871,-0.0013988680045459168,0.00017087507347257613,0.0036536030303185307,-0.24635462513223447,0.761170923382493,0.3431563438644389,0.9999933225027107,0.9999971374049027,0.0012635067313325687
4517,pHhY5aGpjnc_000039,0.20076660105666633,0.24281056679485036,0.2008359528826557,0.10608667158187925,0.19939639207078674,0.21617401003904071,0.20189603083654548,0.20198721511951084,0.2015600624024961,-0.09474928130077646,-0.0014395608118689673,9.118428296536751e-05,-0.0003359684340493718,0.0012206140628445161,0.0007934613458297768,-0.1916160588826844,0.8128957732755334,0.344904014391319,0.9999675025624383,0.9999954649454821,0.0019077146734511703
4518,pI2gLesgVes_000009,0.4174896306537626,0.4967897744006597,0.5070515513412951,0.4344217792600636,0.5015433930903479,0.44885066624197056,0.4461741424802111,0.42091900233982177,0.44075483501016527,-0.0726297720812315,-0.005508158250947193,-0.02525514014038932,-0.00541930747004582,0.0034293716860591683,0.02326520435640267,0.11358387027999484,0.803063503189161,0.26575939109433905,0.9999332257231237,0.9999772262844339,0.0030542873578369846
4519,pIXtTgeKAbs_000183,0.15098771127794322,0.179542167472944,0.16723184837645746,0.10827722772277228,0.16709988860007427,0.16425605694209974,0.15739769150052466,0.15110178384050368,0.15669205658324264,-0.05895462065368519,-0.00013195977638319478,-0.006295907660020972,-0.0007056349172820109,0.00011407256256046328,0.005704345305299424,-0.8510176968951894,0.6020245273124243,0.40819045733204407,0.9999927303468911,0.9999981793882177,0.0008715013692669313
4520,pJnmT-ViaBk_000012,0.5277590380570658,0.5678568256505906,0.5944811858608894,0.0,0.5921470721743077,0.5478477854023706,0.5625291153178335,0.5281362932369644,0.557279436430728,-0.5944811858608894,-0.0023341136865816514,-0.03439282208086902,-0.00524967888710548,0.0003772551798986168,0.02952039837366216,-0.5676402180653011,0.7565167078308715,0.33843518455903776,0.999987010090613,0.9999966366113828,0.0015519086256461504
4521,pK5UyBgIZQU_000071,0.2366545224140662,0.24402315242009898,0.2398585480855215,0.1443278752818904,0.23737860181394976,0.23861808236808238,0.23733141808315378,0.23609574972349504,0.23675009932459276,-0.09553067280363112,-0.002479946271571748,-0.0012356683596587426,-0.0005813187585610169,-0.0005587726905711687,9.557691052655692e-05,0.1498410163980709,0.8185040083608508,0.28735656456291775,0.9999570115734395,0.9999893823833679,0.003564840550187195
4522,pKG3RMK__dc_000110,0.0497064100473006,0.05706928838951311,0.049889498240157155,0.0,0.04931030298127098,0.05193864507882403,0.0486083419730441,0.04960325534079349,0.04853093399155984,-0.049889498240157155,-0.000579195258886174,0.0009949133677493865,-7.740798148426348e-05,-0.0001031547065071109,-0.001175476055740761,0.42045756640305676,0.9071192469510744,0.20533531421930099,0.9999843325955858,0.999995074285138,0.002967605381889177
4523,pKt19mzJKCo_000243,0.10590122466607027,0.10081225877066652,0.10632344711807498,0.023709258725122584,0.10613382899628253,0.10413844996237773,0.10588416988416989,0.10573692160670797,0.10593860866882616,-0.0826141883929524,-0.00018961812179245363,-0.00014724827746191715,5.4438784656274386e-05,-0.0001643030593622974,3.738400275589415e-05,0.6642637764517536,0.960678702148627,0.1575630920064712,0.9999380041226851,0.9999920052617215,0.002720310627233524
4524,pL4zRe6Purs_000070,0.44022021398151034,0.46482686800312417,0.46644528948636926,0.3560588095802703,0.4655946148092745,0.4541664467781941,0.44948909722953756,0.4392659028461818,0.44815262521679716,-0.11038647990609896,-0.0008506746770947649,-0.010223194383355783,-0.0013364720127403973,-0.0009543111353285672,0.007932411235286818,0.9316648049361652,0.9691625582365195,0.15183989819684443,0.9999857018062058,0.999995231462012,0.0015927121255188
4525,pMfpDNSFc-w_000009,0.6119668246445498,0.5826423438363737,0.621877573428493,0.39041071743345673,0.6163544831965169,0.5953257914583882,0.6180736673530085,0.6095056343147947,0.6154582763337894,-0.2314668559950363,-0.005523090231976169,-0.008568033038213851,-0.0026153910192191487,-0.002461190329755114,0.0034914516892395886,0.7541744159875384,0.9600372706597575,0.1487277207411535,0.9999462367916464,0.9999898001792091,0.002508261637223782
4526,pNin81AXlRY_000005,0.704942084942085,0.7136207554368562,0.6964006259780907,0.1691799883502686,0.698488340299207,0.7129547641963426,0.7024780548434708,0.7052765563526961,0.7037784157033129,-0.5272206376278221,0.0020877143211163185,0.0027985015092253374,0.0013003608598420868,0.00033447141061115904,-0.0011636692387720915,0.05369461313376443,0.7757094154559718,0.3078908244403915,0.9999899040685833,0.9999908069465664,0.0029413433643923075
