sample_id,sim_slot0,sim_slot1,fused_sim_slot0,fused_sim_slot1,fused_selected_slot,selected_slot,selection_changed,IoU_AUD,IoU_SLOT0,IoU_SLOT1,IoU_SLOT_SELECTED,IoU_AUD_FIXED,IoU_AUD_SELECTED,IoU_OGL,IoU_ORACLE_FIXED,IoU_ORACLE_SELECTED,selected_minus_fixed_iou,semantic_margin,ownership_confidence,mean_max_ownership_probability,fraction_max_ownership_gt_0_7,fraction_max_ownership_gt_0_8,fraction_max_ownership_gt_0_9,soft_containment,seed_containment_top10,seed_containment_top20,centroid_aud_x,centroid_aud_y,centroid_slot_x,centroid_slot_y,centroid_distance,js_divergence,extent_aud,extent_slot,extent_ratio,R1,R2,R3,outcome,possible_selection_error,possible_extent_error
10000130166,-0.01615031436085701,-0.04779105633497238,0.3509824872016907,-0.14387719333171844,0,0,False,0.7799756972899652,0.7084479309913739,0.12168432110653944,0.7084479309913739,0.7808446039194038,0.7808446039194038,0.7098819277859123,0.7808446039194038,0.7808446039194038,0.0,0.03164074197411537,0.4012526273727417,0.8253993988037109,0.8571428656578064,0.6122449040412903,0.36734694242477417,21954.3515625,0.9001672267913818,0.8968825340270996,0.5033982909110274,0.5275227549698736,0.5008176446681103,0.5607498979399872,0.02356589447684359,0.021699716460752753,0.6896125637755102,0.5233179209183674,0.7588578694873129,0.02837802884024221,0.3598764732230961,0.011386758631806625,Neutral,False,False
10007936344,0.06726893037557602,0.04614946246147156,0.49352848529815674,-0.05042630434036255,0,0,False,0.643244233840354,0.736054510481531,0.020012402780289915,0.736054510481531,0.6883424934914666,0.6883424934914666,0.7530049229588901,0.6883424934914666,0.6883424934914666,0.0,0.02111946791410446,0.2939804196357727,0.7817655205726624,0.7551020383834839,0.5102040767669678,0.10204081237316132,25037.197265625,0.9049354195594788,0.9042773842811584,0.4965075466457586,0.5192957693641774,0.5003220691586853,0.514230969502854,0.004483457351023132,0.013113111441889676,0.698600924744898,0.5858179209183674,0.8385587538869712,0.019097857202776236,0.26583984489811385,0.005614396074616222,Neutral,False,False
10008553263,0.03728622570633888,-0.021439138799905777,0.4090505540370941,-0.09359946846961975,0,0,False,0.3685962111857362,0.38944170148120016,0.07418312681470576,0.38944170148120016,0.3890837804374742,0.3890837804374742,0.4255714624693506,0.3890837804374742,0.3890837804374742,0.0,0.05872536450624466,0.2622449994087219,0.7587076425552368,0.714285671710968,0.40816324949264526,0.16326530277729034,24943.79296875,0.9303617477416992,0.93585604429245,0.4955397257418636,0.5042683852079293,0.4916842858536792,0.5386733797135059,0.024480278426318638,0.01242463299163872,0.7135881696428571,0.6057477678571429,0.8488758553274683,0.05495848732644637,0.24542356778212238,0.01441258847642818,Neutral,False,False
10009662863,0.028208911418914795,0.02431819960474968,0.4084751009941101,-0.047252822667360306,0,0,False,0.6527465584486593,0.6399876607260541,0.037756572096937537,0.6399876607260541,0.6730776825559812,0.6730776825559812,0.674903692567885,0.6730776825559812,0.6730776825559812,0.0,0.0038907118141651154,0.2251688838005066,0.7422856688499451,0.6530612111091614,0.40816324949264526,0.040816325694322586,28352.02734375,0.900474488735199,0.8943020105361938,0.4822506301277873,0.5217305812056882,0.4798006190768352,0.5443568341776633,0.016092698308574654,0.008550241863825359,0.7189094387755102,0.6336894132653061,0.8814593036149924,0.003479471397824785,0.20136898549298365,0.0007834686908639952,Neutral,False,False
10013411946,-0.041188858449459076,-0.04490102827548981,0.36748290061950684,-0.08628435432910919,0,0,False,0.5230990753430599,0.46472229152019595,0.13796846351301797,0.46472229152019595,0.5419242934394449,0.5419242934394449,0.6056909722944984,0.5419242934394449,0.5419242934394449,0.0,0.003712169826030731,0.17772066593170166,0.6916954517364502,0.4285714328289032,0.2448979616165161,0.10204081237316132,17440.12890625,0.8347141742706299,0.7799965143203735,0.5386022757765899,0.4929304938380892,0.546775733621113,0.4938087821725433,0.005812779177580794,0.011742234295176842,0.6882971938775511,0.5883290816326531,0.8547602501737317,0.0028954795248692378,0.13862149994942286,0.000514586549351368,Neutral,False,False
10016382545,0.0347537063062191,0.01132733654230833,0.414144903421402,-0.09062296897172928,0,0,False,0.6273317650177264,0.47984564111559375,0.08916098628292518,0.47984564111559375,0.5822845417236662,0.5822845417236662,0.6365752715985514,0.6273317650177264,0.6273317650177264,0.0,0.023426368832588196,0.22482717037200928,0.7230967283248901,0.5102040767669678,0.30612245202064514,0.12244898080825806,19063.91796875,0.9442135095596313,0.8942120671272278,0.4514844682027199,0.45033097613170464,0.43333531481495063,0.4066786641103421,0.03342840194731996,0.010351900642366862,0.6893335459183674,0.5940290178571429,0.8617439574418874,0.020948141699073553,0.20104316876471984,0.004709711422754601,Neutral,False,False
10031203703,-0.033509839326143265,-0.017986377701163292,0.40069764852523804,-0.1320064663887024,0,1,True,0.8400152418279306,0.8147777927867081,0.0033832350171020672,0.0033832350171020672,0.8297880955594548,0.6920453894205971,0.8394592499850951,0.8400152418279306,0.8400152418279306,-0.13774270613885764,0.015523461624979973,0.17129677534103394,0.7194027900695801,0.6530612111091614,0.12244898080825806,0.0,7565.18896484375,0.07076957076787949,0.07426606863737106,0.5022205102176238,0.5544603680731792,0.49051747847796573,0.2904489062972121,0.18686761744746253,0.1754106209054492,0.6807238520408163,0.4190648915816326,0.6156165827380256,0.0011528664665303584,0.012721538074837557,0.00019748230811546242,Neutral,False,False
10035917404,-0.039235517382621765,-0.03630920872092247,0.433692067861557,-0.14769290387630463,0,1,True,0.681939433971851,0.4760572411180088,0.17408094276726607,0.17408094276726607,0.6631593368954651,0.7074092869829992,0.6950018557466288,0.681939433971851,0.7074092869829992,0.04424995008753407,0.002926308661699295,0.2109392285346985,0.7118744254112244,0.4693877398967743,0.34693875908851624,0.12244898080825806,16610.4296875,0.2417377084493637,0.2819644510746002,0.5070176999568295,0.5277767396440745,0.48212395190743795,0.4674760158978117,0.046129578234955095,0.07154788890599012,0.6847895408163265,0.6254185267857143,0.9133003492433063,0.0008251150154708897,0.059477363783885906,0.00017404912481582528,Neutral,False,False
10045181004,0.05307948589324951,0.00045173708349466324,0.45290541648864746,-0.01309411320835352,0,0,False,0.6421705522040332,0.6154481111364793,0.08562683027018432,0.6154481111364793,0.6384341046694866,0.6384341046694866,0.6487230800301099,0.6421705522040332,0.6421705522040332,0.0,0.05262774974107742,0.2506933808326721,0.7377551198005676,0.6122449040412903,0.4285714328289032,0.12244898080825806,20335.638671875,0.9417890310287476,0.9192948341369629,0.5177297260573143,0.5155244192338692,0.5481478169840956,0.5057266124217709,0.022597093551573612,0.010888186238092179,0.6967474489795918,0.5884088010204082,0.844508009153318,0.04838041846922536,0.2304611299518058,0.012128650672149558,Neutral,False,False
10060697266,-0.0158785879611969,-0.030937954783439636,0.4199867844581604,-0.00943809561431408,0,0,False,0.86928011404134,0.6760159792337385,0.0998129102497701,0.6760159792337385,0.7752405239364785,0.7752405239364785,0.7931000313785074,0.86928011404134,0.86928011404134,0.0,0.015059366822242737,0.3016985058784485,0.7804772257804871,0.7346938848495483,0.44897958636283875,0.16326530277729034,19182.693359375,0.921676516532898,0.9043854475021362,0.47351402386504954,0.4732686850103473,0.46742256919263014,0.4444063963012378,0.020858302058822168,0.023056404071466904,0.670280612244898,0.5040258290816326,0.7519624167459562,0.01361947220263282,0.2728517382496065,0.004108974414387384,Neutral,False,False
