sample_id,baseline_aud_iou,baseline_img_iou,baseline_iqr_iou,new_aud_iou,new_img_iou,new_iqr_iou,new_ogl_iou,a3_query_iou,category
10000130166,0.7190713055076975,0.7163780868577917,0.7196906470817337,0.839065700571708,0.8361759961765936,0.8396443609705856,0.714484461952104,0.08494861281218383,STABLE_SUCCESS
10007936344,0.7180190404135931,0.6642566191446029,0.6951107995244917,0.781247885227042,0.8123253757736516,0.7951634122697687,0.7951086571812841,0.07346189164370982,STABLE_SUCCESS
10008553263,0.44356678953835355,0.435886958017894,0.44061302681992337,0.47293072239591905,0.4635941912061315,0.46845509274324765,0.452004048582996,0.20551263060971217,ALL_FAIL
10009662863,0.6727657324167108,0.6718784312003162,0.6686470110101234,0.6548363188880032,0.668179106134399,0.6601279852775106,0.6408201331914956,0.10907187196170817,STABLE_SUCCESS
10013411946,0.5041474841300424,0.5204400819760544,0.5089042094520005,0.5571513948063466,0.5338033031123385,0.549925456226764,0.4622461255395938,0.17767108649519137,STABLE_SUCCESS
10016382545,0.4657953047429389,0.44848885637100405,0.4649029884032114,0.3452449871059418,0.3594242139581146,0.35199343150187096,0.406754508985356,0.23189841829057947,ALL_FAIL
10031203703,0.7775054247367998,0.7532581183693252,0.7676678445229682,0.7782933886553475,0.7481881224255696,0.7719279462541152,0.7518275811853794,0.019821342955916123,STABLE_SUCCESS
10035917404,0.5504654222915347,0.5704059022620468,0.5587046505965425,0.5903277907223046,0.5768503727369542,0.5854186015656097,0.6272335181762169,0.0,STABLE_SUCCESS
10045181004,0.5949955074847,0.6043224841388559,0.5986928550707326,0.6330999298077417,0.6529200158350402,0.6406123955168803,0.6265828810815958,0.20314790706402544,STABLE_SUCCESS
10060697266,0.6833467761847541,0.6891697043337384,0.6881866557511257,0.7324613956628133,0.722870015693289,0.7291367817061851,0.7308875110128497,0.21145118541916277,STABLE_SUCCESS
10061269855,0.7451100335695636,0.7396567779699348,0.7437597561882108,0.7553281801528082,0.6997259711903401,0.7430458097587638,0.6862413829514429,0.11432179171927959,STABLE_SUCCESS
10067897816,0.37301106564037406,0.453788001221067,0.3943633382777734,0.29268813447465986,0.2708276402324607,0.2806386034280172,0.42317733921001655,0.1005858620209921,ALL_FAIL
10069511285,0.8065183795120874,0.7852559592491487,0.7990983218768263,0.7107446041169616,0.719212917928907,0.7141290161339591,0.7315949113610931,0.2716481592910672,STABLE_SUCCESS
10079676496,0.7481497569206609,0.7459166372899565,0.7542462400026827,0.7229113105708659,0.6342933389304508,0.6952581348162621,0.8021884861139457,0.12021716230451342,STABLE_SUCCESS
10080652613,0.7869790112404258,0.758867700820077,0.7792154004174812,0.7137856831553715,0.7364134027979795,0.7341317202842728,0.7238224990268587,0.06856131647407587,STABLE_SUCCESS
10106776154,0.38436930609065745,0.2281460336117991,0.3216153277648404,0.6636866298048099,0.6843143790413972,0.6734142151313774,0.6028009404617609,0.27647480240055433,AUD_IMPROVE
10109936483,0.5577933132901076,0.5631892368769299,0.5608804985604432,0.5313203851803493,0.5016941321423071,0.5161198288159772,0.27260975362465784,0.003222624136797106,STABLE_SUCCESS
10110769444,0.6307599359916397,0.6408312638870736,0.6351157013988756,0.5640007331826236,0.568110577066603,0.5647165532879819,0.587158285521431,0.0468222496114892,STABLE_SUCCESS
10111706074,0.5829411963844409,0.566984575127393,0.5759778057664159,0.6410062178455324,0.6486588948914794,0.64354044326577,0.6976205891874393,0.38568503937007875,STABLE_SUCCESS
10119607346,0.45778827609920913,0.4428958517343074,0.45349063233600984,0.5332454716404956,0.563274115354261,0.5458115393900378,0.5610648644193522,0.08974006056077706,AUD_IMPROVE
10119736773,0.6902037016756105,0.6949258434291302,0.6933810277974988,0.8468458732946103,0.83586307120943,0.8427064789340238,0.7070479745306839,0.18363431151241535,STABLE_SUCCESS
10129791115,0.6208847366375402,0.6482574062191897,0.631404958677686,0.6311185583845728,0.6130465473570569,0.6239303028173961,0.6689796535560073,0.019436666117608303,STABLE_SUCCESS
10129813456,0.7644437495113752,0.7537362026522672,0.7608996705028414,0.5926114786436039,0.5188238812957593,0.5686939761581011,0.6885921853524445,0.17105208749707101,STABLE_SUCCESS
10163352444,0.6735022726236262,0.7069081153588196,0.6934630194989491,0.7935270751716512,0.7951359868466124,0.793703283639196,0.8301048151942627,0.016829942225571465,STABLE_SUCCESS
10165890496,0.43556734257877966,0.42554052810746157,0.4317901518637828,0.5601752315675466,0.5576622393390279,0.5591515131782441,0.5882782838095577,0.19610776665598023,AUD_IMPROVE
10173808724,0.618956664103391,0.528890948559721,0.5847831988351719,0.636313789497845,0.5552368919772583,0.5978893833439288,0.6922578806952107,0.2101960049645224,STABLE_SUCCESS
10202025415,0.6584958140936931,0.5980708277877637,0.6391085648497142,0.7601427625086185,0.740730257571469,0.7529745425079344,0.6672048380696978,0.2997455786534285,STABLE_SUCCESS
10221582415,0.5662958454362472,0.5250166934151799,0.5486635694104574,0.5344967899448413,0.5489386871714904,0.5371228638197318,0.5254751282091993,0.2311828546972906,STABLE_SUCCESS
10234680056,0.6623189389056616,0.660217509886813,0.6614257546913245,0.6457133069664601,0.6312315270935961,0.6422379449915543,0.6528824573744683,0.44523915249936563,STABLE_SUCCESS
10246013484,0.7265808167407356,0.7515514883769854,0.7365960427245666,0.7460713914038922,0.6527376530471867,0.7091594864874217,0.648737611227664,0.2541256120413468,STABLE_SUCCESS
10268129763,0.6424921591429679,0.6912851915465611,0.6643805870218233,0.7189259921818061,0.7166523093234378,0.7186671527041357,0.8041085703662391,0.060485059956752504,STABLE_SUCCESS
10278084464,0.5497199230833543,0.6072091556276471,0.575933284444975,0.619532643905143,0.6201454792415063,0.6225393096920083,0.6639004963412003,0.1127807779603976,STABLE_SUCCESS
10283938426,0.6005184560823168,0.6487671903122652,0.6158939311995018,0.49313372514977727,0.5078749837293725,0.4984612301570261,0.5716306017244264,0.06834322971242286,AUD_HURT
10289643764,0.5830588235294117,0.566541602295299,0.5762607474563327,0.610461723166197,0.5985407403788212,0.6054900667710823,0.7055974055296701,0.1389781231492615,STABLE_SUCCESS
10304554474,0.5535486470153763,0.6056840902599258,0.5706308944196656,0.5382171332653918,0.5038368336025848,0.5239478573745834,0.555186339353854,0.16989429623546243,STABLE_SUCCESS
10308472565,0.7610040102430304,0.8178003318044306,0.7862758419877706,0.7007058526952649,0.691618267663895,0.6984764950970077,0.7694473140495868,0.11737929479410356,STABLE_SUCCESS
10369815925,0.5532992327365729,0.5305657284810613,0.5438719909953698,0.670800804198543,0.6803560590734372,0.6786977056288229,0.7485642498205313,0.03731840750275837,STABLE_SUCCESS
10389014583,0.7321540793316328,0.7129379555292463,0.7257342605607753,0.6917688566143728,0.7044168391994479,0.696944177093359,0.64855272226051,0.48666160849772383,STABLE_SUCCESS
10409146004,0.465930886512142,0.46792365299224603,0.4662618969478175,0.4993206752488027,0.5164698676285432,0.5064579721967303,0.4597154886450625,0.4241847261649242,IQR_IMPROVE
10409351364,0.6287654320987655,0.6302960431506567,0.6293667448463153,0.671430875297343,0.7041325486182191,0.6840738603577611,0.6913610038610039,0.013666504932880479,STABLE_SUCCESS
10413912845,0.33538455076238083,0.40538800265869057,0.36304909560723514,0.44436605104793525,0.4390185421994885,0.4415279817262196,0.5929082373980105,0.003980118095522834,ALL_FAIL
10437048305,0.6341783831970097,0.6444267593509931,0.6369273220317481,0.6225263981228002,0.6223616294766934,0.626356833398976,0.5655835733656746,0.007441335019708486,STABLE_SUCCESS
10440265465,0.22763300283700388,0.28099555350233874,0.24678965717606044,0.4720984159489249,0.4695786883752012,0.46961758506473955,0.468441449031171,0.13881592590032488,ALL_FAIL
10441843213,0.6225296768974228,0.6699135094015115,0.6416332061005635,0.7022392081924641,0.693298843281761,0.7009048667155784,0.8196660544893936,0.006607064201616647,STABLE_SUCCESS
10446128125,0.7245489102468337,0.6679606179660964,0.7057802436689865,0.5767897083327078,0.5606864497676082,0.5724527353623745,0.6601224625857501,0.20258749946450755,STABLE_SUCCESS
10451898725,0.08148012707700043,0.06691075986901478,0.078648980476179,0.09165833556850601,0.10079639610650792,0.09587363156148723,0.09593665135402654,0.0,ALL_FAIL
10468313544,0.38826976018372666,0.4034956886506642,0.3943156027835811,0.38271704504213877,0.391408339044087,0.3873631184084695,0.2733590075175148,0.14593116828714423,ALL_FAIL
10476442285,0.7112227729525715,0.7420791104988684,0.727140169332079,0.49350999629142644,0.507715889910785,0.49937100503195975,0.5739212546701153,0.08895107533643566,AUD_HURT
10476446674,0.6699422112471678,0.6944755760872536,0.6879678366440077,0.4464986874284817,0.43841579715023,0.44331261639255987,0.623830437273248,0.04013180253261817,AUD_HURT
10477544895,0.5113771123628817,0.47117343474127393,0.498000216192844,0.4845562671546203,0.45921998308906425,0.47748754396248533,0.4853955218098706,0.218479587308631,AUD_HURT
10481128583,0.5750883392226148,0.6440190010076292,0.5993895870736086,0.5491751964190691,0.5691975869226777,0.5552199626806666,0.5961502205799178,0.03761396838807336,STABLE_SUCCESS
10520382525,0.6669936243256498,0.6705209793981232,0.6687587019385242,0.6006162597771983,0.6361102094590724,0.615557746321683,0.6766171319161898,0.05281014706458053,STABLE_SUCCESS
10545790805,0.7078541983076589,0.709372245309155,0.7093197342565734,0.6121615688570174,0.596489439184268,0.6067783723718455,0.5233708631866257,0.2213414776303826,STABLE_SUCCESS
