sample_index,sample_id,dataset,fold,IoU_AUD,intrinsic_IoU_AUD_binary,IoU_IMG,IoU_PROP_F34,IoU_PROP_K34,TP,FP,FN,IoU_expand_star,IoU_shrink_star,intrinsic_expand_gain,intrinsic_shrink_gain,intrinsic_error_type,candidate_5_2_error_type,candidate_5_2_expand_gain,candidate_5_2_shrink_gain,AUD_ONLY_pixels,TRUE_EXTENT_pixels,CONTEXT_LEAKAGE_pixels,AUD_ONLY_true_extent_ratio,AUD_ONLY_leakage_ratio,group_IMG_ONLY,group_AUD_ONLY,group_BOTH_SUCCESS,group_BOTH_FAIL,group_OGL_RESCUE,group_IMG_ONLY_SHRINK,AUD_OVER_EXPANSION,group_PROP_ONLY,group_PROP_HURT,probe_sampled_pixels,routing_sampled_pixels,OOF_predicted_leakage_ratio_PREDICTION,OOF_mean_leakage_probability_PREDICTION,transfer_from_flickr_144k_predicted_leakage_ratio_PREDICTION,transfer_from_flickr_144k_mean_leakage_probability_PREDICTION,OOF_predicted_leakage_ratio_WITHOUT_PROTOTYPE,OOF_mean_leakage_probability_WITHOUT_PROTOTYPE,transfer_from_flickr_144k_predicted_leakage_ratio_WITHOUT_PROTOTYPE,transfer_from_flickr_144k_mean_leakage_probability_WITHOUT_PROTOTYPE,OOF_predicted_leakage_ratio_WITH_PROTOTYPE,OOF_mean_leakage_probability_WITH_PROTOTYPE,transfer_from_flickr_144k_predicted_leakage_ratio_WITH_PROTOTYPE,transfer_from_flickr_144k_mean_leakage_probability_WITH_PROTOTYPE,OOF_predicted_leakage_ratio_PROTOTYPE_ONLY,OOF_mean_leakage_probability_PROTOTYPE_ONLY,transfer_from_flickr_144k_predicted_leakage_ratio_PROTOTYPE_ONLY,transfer_from_flickr_144k_mean_leakage_probability_PROTOTYPE_ONLY
0,-0BIyqJj9ZU_000030,vggss_144k,3,0.299209068494028,0.299209068494028,0.25156669650850494,0.2515279164333195,0.24716386312907013,9344,19093,2792,0.38861314803547986,0.7699406723796968,0.08940407954145185,0.47073160388566876,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,7627,2600,5027,0.34089419168742624,0.6591058083125737,False,False,False,True,False,False,True,False,False,12,12,0.6666666666666666,0.481794680173304,0.5833333333333334,0.45568490533424283,0.6666666666666666,0.5271298139397634,0.5833333333333334,0.5425409116063621,0.6666666666666666,0.5472066580080018,0.5,0.49678769593760724,0.75,0.556249215778505,0.0,0.38158402054342155
1,-0UuUoXQUoI_000107,vggss_144k,4,0.6284455632473254,0.6284455632473254,0.500818094321463,0.3708957415565345,0.32797510352099996,9986,3098,2806,0.8050346129641284,0.7806441525953721,0.176589049716803,0.15219858934804675,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,139,139,0,1.0,0.0,False,False,True,False,False,False,True,False,True,0,12,0.25,0.4906713889981085,1.0,0.5520834189506864,0.75,0.5773045908342563,0.9166666666666666,0.5886146791948089,0.6666666666666666,0.534536923616862,0.08333333333333333,0.42426178413718607,0.0,0.3813086871899556,0.0,0.23074877038303696
2,-2-wdcN5vOw_000017,vggss_144k,4,0.6180354539500095,0.6180354539500095,0.5655701148937073,0.7631308146250289,0.8148648648648649,29251,2977,15101,0.9370998753407002,0.6595193001443002,0.3190644213906907,0.041483846194290686,INTRINSIC_EXPAND,EXPAND,0.1971204712059157,0.0,2862,2620,242,0.9154437456324249,0.08455625436757512,False,False,True,False,False,False,False,False,False,12,12,0.75,0.5194683191894627,0.9166666666666666,0.5745670644758814,0.6666666666666666,0.5814165920235196,0.75,0.5603457949452172,0.5833333333333334,0.5601474527117303,0.3333333333333333,0.4864956158577922,0.5833333333333334,0.5145556912502842,0.25,0.4139055157039196
3,-23CeprtibU_000030,vggss_144k,4,0.35660546925150854,0.35660546925150854,0.3180734517795311,0.3485680802753974,0.3284153130655914,13888,24560,497,0.3693670561047631,0.9654501216545012,0.01276158685325457,0.6088446524029927,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,6594,2681,3913,0.40658174097664546,0.5934182590233545,False,False,False,True,False,False,True,False,False,12,12,0.5,0.4816045922626109,0.4166666666666667,0.4671691540988794,0.5833333333333334,0.5020217346938387,0.4166666666666667,0.4676831020473247,0.4166666666666667,0.47572284689414146,0.16666666666666666,0.38958285071832416,0.0,0.40912458751370234,0.0,0.3056503180976708
4,-2Dm0VjW8oM_000001,vggss_144k,1,0.5905244122965642,0.5905244122965642,0.5328180918297418,0.5442409466611168,0.5674065452933189,16328,5222,6100,0.8111392405063291,0.7280185482432674,0.22061482820976497,0.13749413594670323,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,3717,2333,1384,0.6276567124024751,0.3723432875975249,False,False,True,False,False,False,False,False,False,12,12,0.4166666666666667,0.49105817627963005,0.6666666666666666,0.506641543731713,0.4166666666666667,0.47682072555048655,0.3333333333333333,0.4406048897504051,0.5,0.5067691742937519,0.3333333333333333,0.4720821835425751,0.5,0.494773482661685,0.0,0.4100938841817656
5,-2sOH8XovEE_000484,vggss_144k,4,0.15380407338831847,0.15380407338831847,0.12690531578764627,0.10410436070523228,0.10093896713615023,3655,20109,0,0.15380407338831847,1.0,0.0,0.8461959266116815,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,1.2945381145379464e-05,2,0,2,0.0,1.0,False,False,False,True,False,False,True,False,False,0,2,1.0,0.5062071770143037,1.0,0.579868121474043,0.0,0.4729165347117507,1.0,0.7501490944459814,0.0,0.4431128143462745,1.0,0.6184994582218889,0.0,0.46091499848886147,0.0,0.32809964596971564
6,-3Kv4fdm7Uk_000030,vggss_144k,0,0.21268510538274701,0.21268510538274701,0.4332801276935355,0.30251866711244846,0.23656804218048716,5429,20097,0,0.21268510538274701,1.0,0.0,0.787314894617253,INTRINSIC_SHRINK,SHRINK,0.0,0.22080259822632356,13002,0,13002,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5,0.4965479959340553,0.5,0.4831110922007202,0.4166666666666667,0.500674021632295,0.75,0.5730935329644287,0.5833333333333334,0.5631712611906438,0.9166666666666666,0.6158865344730282,0.8333333333333334,0.5896751679605297,0.16666666666666666,0.4210451695589006
7,-4bPiXbovf0_000008,vggss_144k,2,0.3683596786732314,0.3683596786732314,0.49113375243876,0.37326494630549767,0.3222628141259825,11372,19228,272,0.37717025136045607,0.9766403297835795,0.008810572687224683,0.6082806511103481,INTRINSIC_SHRINK,SHRINK,0.0,0.11972987745121,7948,123,7825,0.015475591343734272,0.9845244086562658,False,False,False,True,True,False,True,False,False,12,12,0.4166666666666667,0.49389122800343316,0.6666666666666666,0.497145137076211,0.5833333333333334,0.5364015716804637,0.6666666666666666,0.5055965522709651,0.6666666666666666,0.5496433944640496,0.6666666666666666,0.5230317813192026,0.75,0.5812103445294868,0.4166666666666667,0.47385323631035026
8,-5CGQGSFGyg_000060,vggss_144k,2,0.2660986547085202,0.2660986547085202,0.42615760713258555,0.26735751295336785,0.18827336759946697,5934,16366,0,0.2660986547085202,1.0,0.0,0.7339013452914798,INTRINSIC_SHRINK,SHRINK,0.0,0.1704484470076174,8730,7,8723,0.0008018327605956472,0.9991981672394044,False,False,False,True,False,False,True,False,False,12,12,0.9166666666666666,0.563709775542842,0.8333333333333334,0.5388945594472834,0.8333333333333334,0.6069223616664265,0.75,0.5328245886216151,0.6666666666666666,0.6034643177161547,0.6666666666666666,0.5602631959602699,0.4166666666666667,0.5102298045056538,0.25,0.43190231866942025
9,-5z9IXBJefc_000227,vggss_144k,4,0.23364234851538357,0.23364234851538357,0.272206463095834,0.3194645600175554,0.26953261859715505,5217,13676,3436,0.3875229522146088,0.6029122847567318,0.15388060369922524,0.3692699362413482,INTRINSIC_SHRINK,EXPAND,0.0730613973237434,0.03946033005604499,4732,323,4409,0.06825866441251056,0.9317413355874894,False,False,False,True,False,False,True,False,False,12,12,0.75,0.5646472736024825,0.9166666666666666,0.5865613297130721,0.75,0.641843277048698,0.8333333333333334,0.5448022665382292,0.8333333333333334,0.6786021815538793,0.9166666666666666,0.585596744519585,0.6666666666666666,0.5694591810650281,0.4166666666666667,0.4496836918319671
10,-79qo5MUYBk_000207,vggss_144k,4,0.312241923730872,0.312241923730872,0.33263403263403263,0.37506067961165046,0.34919248005862624,10284,19311,3341,0.4136810784551858,0.7547889908256881,0.10143915472431381,0.44254706709481606,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.026582250587340983,0.020866252837063393,3748,421,3327,0.11232657417289221,0.8876734258271078,False,False,False,True,False,False,True,False,False,12,12,0.4166666666666667,0.4719618291562413,0.5,0.449951508434226,0.5,0.552745936262543,0.5,0.5266604641123106,0.75,0.5923610918875698,0.5833333333333334,0.5124585276325131,1.0,0.6561337324121858,0.25,0.43337335024370494
11,-7TanrCbmME_000030,vggss_144k,3,0.3091935329570458,0.3091935329570458,0.3003360041354355,0.3053546413562423,0.2774733050302329,9696,19767,1896,0.3696546445996365,0.8364389233954451,0.06046111164259066,0.5272453904383994,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0018632905487436235,1878,401,1477,0.21352502662406816,0.7864749733759319,False,False,False,True,False,False,True,False,False,12,12,0.5,0.5199520234930153,0.8333333333333334,0.542103471755535,0.75,0.6424235415603027,0.8333333333333334,0.6867743346736747,0.75,0.6560244401493313,0.8333333333333334,0.6420025842410292,1.0,0.5961164886516376,0.16666666666666666,0.40875657266608734
12,-7sg--aJdrc_000049,vggss_144k,1,0.39946166157427615,0.39946166157427615,0.30182654672800935,0.37840300464475407,0.3772815916909525,16473,22192,2573,0.46185557010524275,0.864906017011446,0.0623939085309666,0.46544435543716983,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.0,19823,7682,12141,0.38752963729001666,0.6124703627099833,False,False,False,True,False,False,True,False,False,12,12,0.3333333333333333,0.4686062408379555,0.25,0.4325692330386118,0.0,0.24290889894907677,0.16666666666666666,0.30974772099384573,0.0,0.2234964390211457,0.0,0.2597927134725036,0.0,0.3865836948416687,0.0,0.26083038486395943
13,-7tYmeOmsRg_000058,vggss_144k,3,0.12137356261208988,0.12137356261208988,0.1536463603858868,0.1296228487733431,0.11935266351989211,4602,33314,0,0.12137356261208988,1.0,0.0,0.8786264373879101,INTRINSIC_SHRINK,SHRINK,0.0,0.03227279777379692,8317,47,8270,0.005651076109173981,0.994348923890826,False,False,False,True,False,False,True,False,False,12,12,0.3333333333333333,0.4782427685261032,0.4166666666666667,0.49523543058761504,0.75,0.5463999011979025,1.0,0.606640755602902,0.6666666666666666,0.5133568837146757,0.75,0.5438335415752028,0.4166666666666667,0.4871234337308446,0.16666666666666666,0.3992844393686865
14,-7tYmeOmsRg_000180,vggss_144k,1,0.20510733543595483,0.20510733543595483,0.3071050171392957,0.14417506972752628,0.12952136203019596,4032,15626,0,0.20510733543595483,1.0,0.0,0.7948926645640452,INTRINSIC_SHRINK,SHRINK,0.0,0.10264502618478061,6939,90,6849,0.01297016861219196,0.9870298313878081,False,False,False,True,False,False,True,False,False,12,12,0.6666666666666666,0.524727044403497,0.6666666666666666,0.523324519137275,0.6666666666666666,0.5713311395407601,0.6666666666666666,0.5818429524872061,0.6666666666666666,0.539413426171698,0.6666666666666666,0.519228297977402,0.4166666666666667,0.45642885498143676,0.08333333333333333,0.34654276543023377
15,-86gl1hp1Aw_000105,vggss_144k,1,0.5758606034849129,0.5758606034849129,0.604832141887612,0.49196969147663416,0.45278611945278613,13550,9960,20,0.5767105822354441,0.9985261606484893,0.0008499787505312772,0.42266555716357646,INTRINSIC_SHRINK,SHRINK,0.0,0.03271628807477034,1746,182,1564,0.10423825887743414,0.8957617411225659,False,False,True,False,False,False,True,False,True,12,12,0.8333333333333334,0.5546689322435385,1.0,0.5694638023672889,0.8333333333333334,0.5668853038128495,1.0,0.5992286833053017,0.8333333333333334,0.620414618409359,1.0,0.6749552844683091,0.9166666666666666,0.6103995710225939,0.75,0.5334193697807962
16,-8cgbhIR_pw_000030,vggss_144k,1,0.31353276353276355,0.31353276353276355,0.2776282521817144,0.18061208637564083,0.16822572834093746,6603,14252,205,0.32326685660018994,0.9698883666274971,0.009734093067426397,0.6563556030947335,INTRINSIC_SHRINK,SHRINK,0.0,0.014974699153803617,960,0,960,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5833333333333334,0.5062386820957032,0.4166666666666667,0.4949247447236897,0.9166666666666666,0.6116053276089172,0.75,0.5402601924036634,0.8333333333333334,0.6399591241529984,0.25,0.43618662556464805,0.75,0.5739419718310661,0.0,0.29944116729080367
17,-A3zsFeU_OI_000030,vggss_144k,1,0.14834959518372431,0.14834959518372431,0.1757566823899371,0.1326240879847608,0.10644742535698831,3573,20395,117,0.15320739049200746,0.9682926829268292,0.004857795308283147,0.8199430877431049,INTRINSIC_SHRINK,SHRINK,0.0,0.02948700090097406,4073,12,4061,0.0029462312791554137,0.9970537687208446,False,False,False,True,False,False,True,False,False,12,12,0.25,0.4521500787957968,0.25,0.4650996827271056,0.8333333333333334,0.6240251868682068,0.4166666666666667,0.4697603673167306,1.0,0.6553070834804957,0.08333333333333333,0.3643847625162953,0.75,0.5709788644046258,0.0,0.28784129796781105
18,-ANxUxvGASw_000010,vggss_144k,1,0.06107448662574828,0.06107448662574828,0.06745616604594719,0.045128779395296754,0.04243110210312969,1612,24782,0,0.06107448662574828,1.0,0.0,0.9389255133742517,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.006968230017702824,2703,0,2703,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5,0.5078553109897639,0.9166666666666666,0.5439147492362676,0.8333333333333334,0.575751181483624,0.5,0.5432830167222041,0.75,0.5605704554862323,0.5,0.5322885551700289,0.4166666666666667,0.49416950824787803,0.08333333333333333,0.39517813237154503
19,-ByoSbgzr4M_000000,vggss_144k,1,0.600633985177248,0.600633985177248,0.5500123690937577,0.5283847176579786,0.5119412411405582,13453,77,8868,0.9965621930529511,0.6027059719546616,0.39592820787570315,0.0020719867774136036,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,1825,1753,72,0.9605479452054795,0.03945205479452055,False,False,True,False,False,False,False,False,False,12,12,0.3333333333333333,0.47589206554752317,0.4166666666666667,0.48208153525282427,0.5,0.4916746681686864,0.5,0.48953269175501274,0.5,0.4661546147962366,0.4166666666666667,0.44938460988730844,0.16666666666666666,0.41413579123465133,0.16666666666666666,0.3202061161988178
20,-CZ1LIc8aos_000020,vggss_144k,3,0.3108935921952484,0.3108935921952484,0.3667368613806995,0.2850011884953649,0.2704562115829245,9592,21261,0,0.3108935921952484,1.0,0.0,0.6891064078047515,INTRINSIC_SHRINK,SHRINK,0.0,0.05584326918545107,10590,1581,9009,0.14929178470254958,0.8507082152974504,False,False,False,True,False,False,True,False,False,12,12,0.5,0.48562264048226816,0.4166666666666667,0.494827188609598,0.6666666666666666,0.5377528815426365,0.5833333333333334,0.505983420751026,0.5833333333333334,0.5300417457473247,0.5,0.4992253534442275,0.5,0.49687439777511816,0.08333333333333333,0.3893399946036393
21,-Cr0WQoFQQs_000045,vggss_144k,3,0.2986236618935076,0.2986236618935076,0.29860982391102875,0.2152160844298978,0.2055567960700501,6444,15135,0,0.2986236618935076,1.0,0.0,0.7013763381064924,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.004794739085869026,341,0,341,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.8333333333333334,0.5167164178918049,1.0,0.5841296323872404,0.6666666666666666,0.5241824033874952,0.9166666666666666,0.6185257400754974,0.5833333333333334,0.5177894826119914,0.5833333333333334,0.5503388353810016,0.3333333333333333,0.48071972705219523,0.0,0.351554686096667
22,-Cv3gOXEoxA_000040,vggss_144k,2,0.3475189426308893,0.3475189426308893,0.35215752534442424,0.21310812177606958,0.20264161831180072,6100,11232,221,0.360109383011451,0.9650371776617623,0.01259044038056173,0.617518235030873,INTRINSIC_SHRINK,SHRINK,0.0,0.023036309010248557,3610,681,2929,0.18864265927977839,0.8113573407202216,False,False,False,True,False,False,True,False,False,12,12,0.6666666666666666,0.5246617721208992,0.6666666666666666,0.5300427951934987,0.3333333333333333,0.4577079155475192,0.6666666666666666,0.5391346670721165,0.3333333333333333,0.4538990542774924,0.75,0.5324574719375337,0.08333333333333333,0.44878818489966593,0.0,0.33338024368671254
23,-D64b_8YJK4_000046,vggss_144k,0,0.26690251572327045,0.26690251572327045,0.2581945395087079,0.17136667979519496,0.22235666055189102,6790,18650,0,0.26690251572327045,1.0,0.0,0.7330974842767295,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.0,0.004306942656662427,404,0,404,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5,0.49594831262636213,1.0,0.5625012166330038,1.0,0.725850586435457,1.0,0.6650762678257193,1.0,0.7737762898751949,1.0,0.7473904263248419,1.0,0.7786491957338725,1.0,0.6445266059073719
24,-E5o64ACjm0_000017,vggss_144k,2,0.1834825738157851,0.1834825738157851,0.20101207845454883,0.19176405444000816,0.1664474349893757,5512,23461,1068,0.21903398688459105,0.8376899696048632,0.035551413068805965,0.6542073957890782,INTRINSIC_SHRINK,SHRINK,0.0014216019836866267,0.021473863744718297,4435,219,4216,0.049379932356257046,0.950620067643743,False,False,False,True,False,False,True,False,False,12,12,0.3333333333333333,0.4471537285122265,0.5,0.430086487317017,0.3333333333333333,0.4437130355658028,0.5833333333333334,0.4974902987037759,0.4166666666666667,0.44549159207748296,0.5,0.45514266644461676,0.5,0.500440921355518,0.0,0.3571612543972731
25,-FoTxwPOz3U_000000,vggss_144k,3,0.1798328902392708,0.1798328902392708,0.19538261286565733,0.10271185219865307,0.0836535359164638,2841,12946,11,0.18052918090897582,0.9961430575035063,0.0006962906697050297,0.8163101672642354,INTRINSIC_SHRINK,SHRINK,0.0,0.029556850326766942,2230,0,2230,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.3333333333333333,0.49287827816910407,0.5,0.499972341497609,0.25,0.39751253087106764,0.4166666666666667,0.45579321916509435,0.3333333333333333,0.3968609481892342,0.16666666666666666,0.4234803084571233,0.3333333333333333,0.47015182811469186,0.0,0.34098110494987877
26,-GOaBCyC5Js_000087,vggss_144k,0,0.356557116521518,0.356557116521518,0.34947040498442367,0.19015493100993322,0.17458835247611043,5609,10122,0,0.356557116521518,1.0,0.0,0.643442883478482,INTRINSIC_SHRINK,SHRINK,0.0,0.014163306479142934,601,0,601,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.4166666666666667,0.49151763287825706,0.9166666666666666,0.5398051732497912,0.4166666666666667,0.4833733140674452,0.9166666666666666,0.5652749446894734,0.4166666666666667,0.48796727202130014,0.5833333333333334,0.5272793996097476,0.3333333333333333,0.49357950292322555,0.0,0.3520446059957923
27,-GW1J75oAKU_000304,vggss_144k,1,0.5647323822803818,0.5647323822803818,0.4409532685394754,0.765314372681442,0.7308911901013371,21060,542,15690,0.9854660517000965,0.5730612244897959,0.4207336694197147,0.0083288422094141,INTRINSIC_EXPAND,EXPAND,0.20058199040106017,0.0,4590,4560,30,0.9934640522875817,0.006535947712418301,False,True,False,False,False,False,False,False,False,12,12,0.9166666666666666,0.5435469821346405,0.6666666666666666,0.5348338363310965,0.08333333333333333,0.4320828181337366,0.16666666666666666,0.43639153305325196,0.08333333333333333,0.41899084211875587,0.08333333333333333,0.410127401992962,0.0,0.43554305198683885,0.0,0.3108079785044823
28,-HMEhGV38GM_000216,vggss_144k,3,0.16210564596781527,0.16210564596781527,0.16818995571468953,0.11727604217995467,0.10023584905660378,3566,18428,4,0.16228748068006182,0.9988795518207283,0.00018183471224655912,0.836773905852913,INTRINSIC_SHRINK,SHRINK,0.0,0.01608743818169503,1986,0,1986,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5,0.4948868300865655,0.9166666666666666,0.5468858973255885,0.5833333333333334,0.5178109905417239,0.5,0.5120766388225613,0.5833333333333334,0.5432124351208135,0.5,0.5119814958822166,0.9166666666666666,0.5697797661798126,0.25,0.43262310474779336
29,-IKnJa9U66I_000150,vggss_144k,4,0.2078518991382062,0.2078518991382062,0.23607032807685335,0.19352154531946508,0.16413358538122244,6512,24818,0,0.2078518991382062,1.0,0.0,0.7921481008617938,INTRINSIC_SHRINK,SHRINK,0.0,0.03811599510164271,4855,0,4855,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.3333333333333333,0.4790165200483742,0.3333333333333333,0.48459708072111823,0.4166666666666667,0.46139064487670867,0.3333333333333333,0.4384001006249068,0.5,0.4521034611837668,0.25,0.39526571687741635,0.25,0.4377528852872205,0.0,0.34618380709238955
30,-Igq1W20Gi8_000000,vggss_144k,0,0.2834331337325349,0.2834331337325349,0.37284321080270066,0.18711644892888069,0.17818090560355646,4970,12565,0,0.2834331337325349,1.0,0.0,0.7165668662674651,INTRINSIC_SHRINK,SHRINK,0.0,0.08941007707016574,4205,0,4205,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.4166666666666667,0.4760088657267157,0.25,0.4553649693070505,0.3333333333333333,0.4661359517538309,0.25,0.4386929314249068,0.25,0.458377754941258,0.3333333333333333,0.4547493692621916,0.4166666666666667,0.4932329476871972,0.08333333333333333,0.36537475653291973
31,-JGpAlLrSD0_000458,vggss_144k,4,0.7372793965999823,0.7372793965999823,0.6040061132247261,0.7684975410288998,0.7519245833445882,25024,4821,4096,0.8579594001355293,0.8593406593406593,0.12068000353554698,0.12206126274067697,MIXED_AMBIGUOUS,EXPAND,0.03316849648004194,0.0,9637,6449,3188,0.6691916571547162,0.3308083428452838,False,False,True,False,False,False,True,False,False,12,12,0.8333333333333334,0.5652484140746526,0.75,0.5427983900585063,0.75,0.5597031231044572,0.3333333333333333,0.4668579706656233,0.6666666666666666,0.5575664790054339,0.5,0.48579402802902666,0.8333333333333334,0.5396968818387732,0.25,0.4505450559334876
32,-JUBdOr8Hes_000030,vggss_144k,2,0.7381001336486069,0.7381001336486069,0.719821328866555,0.6064602377425299,0.5746442255062945,14359,2634,2461,0.8646036804770227,0.8536860879904875,0.1265035468284158,0.11558595434188057,INTRINSIC_EXPAND,KEEP_AMBIGUOUS,0.0,0.0,3176,1561,1615,0.49149874055415615,0.5085012594458438,False,False,True,False,False,False,True,False,False,12,12,0.4166666666666667,0.4979744773682003,0.6666666666666666,0.5155819817486705,0.6666666666666666,0.5481558079610058,0.3333333333333333,0.47151508888087296,0.5833333333333334,0.5347756140438938,0.08333333333333333,0.43819419461637193,0.16666666666666666,0.45847280209444224,0.0,0.30331834066906715
33,-JUhUI_KvUI_000026,vggss_144k,0,0.5153880834302257,0.5153880834302257,0.44776189032212915,0.23436505772202526,0.44241647516351423,21720,10319,10104,0.755143202904397,0.6825037707390649,0.23975511947417127,0.1671156873088392,INTRINSIC_EXPAND,EXPAND,0.05062232020446189,0.0,3040,2790,250,0.9177631578947368,0.08223684210526316,False,True,False,False,False,False,True,False,True,12,12,0.3333333333333333,0.47546440376570426,0.5833333333333334,0.5120899530198849,0.0,0.3368239572112819,0.4166666666666667,0.4328842134586948,0.0,0.3449528423829391,0.16666666666666666,0.39498171556165107,0.5833333333333334,0.4838761059347883,0.0,0.35363247072134724
34,-K-ccLMFE5M_000259,vggss_144k,0,0.7591518448097427,0.7591518448097427,0.6085703212053679,0.8192663430655172,0.8775436744096755,31542,941,9066,0.9773520421670798,0.7767434988179669,0.2182001973573371,0.017591654008224156,INTRINSIC_EXPAND,EXPAND,0.13481039224962976,0.0,6752,6485,267,0.9604561611374408,0.039543838862559244,False,False,True,False,False,False,False,False,False,12,12,0.6666666666666666,0.5308306906660368,0.5833333333333334,0.48979423085564994,0.5,0.512385251177291,0.5833333333333334,0.5036873939195645,0.4166666666666667,0.5052089302766024,0.4166666666666667,0.47087488506086367,0.5,0.4942707636237294,0.0,0.3701693646799762
35,-K1BRF6qng8_000030,vggss_144k,1,0.40232253752541147,0.40232253752541147,0.40707430607436357,0.44894192273696254,0.3983481727257537,14447,18255,3207,0.4916316243838592,0.8183414523620709,0.08930908685844774,0.4160189148366594,INTRINSIC_SHRINK,KEEP_AMBIGUOUS,0.005523100375490697,0.009206942918254635,1997,348,1649,0.1742613920881322,0.8257386079118678,False,False,False,True,False,False,True,False,False,12,12,0.25,0.47054058550989025,0.5833333333333334,0.5074134127810989,0.4166666666666667,0.4855071248062956,0.25,0.4523388067224951,0.5,0.5094289503113248,0.3333333333333333,0.45462207944351024,0.5,0.5334697155006205,0.25,0.4157075089780314
36,-KBH8YmHR-0_000050,vggss_144k,4,0.15041475310619815,0.15041475310619815,0.21768251841929,0.11195018547959724,0.10184158511305018,4225,23864,0,0.15041475310619815,1.0,0.0,0.8495852468938019,INTRINSIC_SHRINK,SHRINK,0.0,0.06727898143625857,8681,0,8681,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.5,0.5088876879848787,0.6666666666666666,0.5214386797591285,0.5,0.4954638135270973,0.3333333333333333,0.4810974503415211,0.4166666666666667,0.46507808429885356,0.25,0.4249851941205163,0.16666666666666666,0.43756811261504747,0.0,0.32383185532890263
37,-Lmibx_Iu_E_000173,vggss_144k,3,0.6866139382181764,0.6866139382181764,0.5455580865603644,0.6450701382581492,0.7737260633685932,27606,2958,9642,0.9264288912102672,0.7411404639175257,0.23981495299209077,0.05452652569934935,INTRINSIC_EXPAND,EXPAND,0.08718889931936846,0.0,6093,5969,124,0.9796487772854094,0.020351222714590514,False,False,True,False,False,False,False,False,False,12,12,0.5833333333333334,0.5209038959948138,0.5,0.4960526019969644,0.5833333333333334,0.5236736050326835,0.3333333333333333,0.5068405974782045,0.4166666666666667,0.4882985665698529,0.5,0.5095222106094248,0.5,0.5196904464337119,0.4166666666666667,0.458639287368632
38,-Lv13WPa4xk_000170,vggss_144k,1,0.5143973063973064,0.5143973063973064,0.5198730705104071,0.5466532599008204,0.5437130397059159,19097,7645,10383,0.794074074074074,0.6477951153324287,0.27967676767676763,0.13339780893512232,INTRINSIC_EXPAND,EXPAND,0.03225595350351396,0.0,505,293,212,0.5801980198019802,0.4198019801980198,False,False,True,False,False,False,False,False,False,12,12,0.5833333333333334,0.49881136908392776,1.0,0.5739189891655508,0.5833333333333334,0.5359901637085661,0.9166666666666666,0.6203656708219991,0.6666666666666666,0.5383261892935636,0.9166666666666666,0.6121182538603902,1.0,0.5494260756291253,0.0,0.4314143831365309
39,-N00SskHxS4_000529,vggss_144k,3,0.2637658460183055,0.2637658460183055,0.34776437189496096,0.1673029766893255,0.1643593340245167,5389,15041,1,0.2638147912485928,0.9998144712430427,4.894523028731168e-05,0.7360486252247371,INTRINSIC_SHRINK,SHRINK,0.0,0.08884816955455321,5148,0,5148,0.0,1.0,False,False,False,True,False,False,True,False,False,0,12,0.8333333333333334,0.5577003292936464,0.75,0.5163867745374325,0.75,0.5450901197576729,0.16666666666666666,0.4228428716744506,0.8333333333333334,0.5460279149676209,0.08333333333333333,0.43967583839360985,0.75,0.5487575878185144,0.0,0.4192392643787494
40,-NCa3eFLULw_000221,vggss_144k,4,0.7269124786773389,0.7269124786773389,0.6657351087730835,0.7622745890738869,0.8120089642203961,27699,2267,8139,0.9405064952106023,0.7728946927841955,0.21359401653326338,0.045982214106856656,INTRINSIC_EXPAND,EXPAND,0.08501637039723575,0.0,5424,3719,1705,0.6856563421828908,0.31434365781710916,False,False,True,False,False,False,False,False,False,12,12,0.5,0.4855168520536193,0.5,0.5019342840425085,0.25,0.4902683893417865,0.4166666666666667,0.4485068109549349,0.3333333333333333,0.47884984944788056,0.25,0.44548709281494175,0.5833333333333334,0.5168419340522643,0.0,0.40723319425975113
