configuration,dataset,method,cIoU,AUC,mean_IoU,aud_img_pearson_mean,aud_img_pearson_median,aud_img_spearman_mean,aud_img_spearman_median,aud_img_js_mean,aud_img_top10_overlap_mean,aud_img_threshold_mask_iou_mean,aud_precision,aud_coverage,aud_outside_leakage,aud_predicted_area_ratio,aud_attention_entropy,aud_effective_active_area
NO_IMAGE_REC,vggss,IQR,0.40500193873594414,0.4096355176424971,0.4095016114976878,0.9893930608616094,0.9918587091086217,0.9842287734537531,0.9877551020408163,5.731213518048176e-05,0.84280728964715,0.9022131948722563,0.5043479650415695,0.8001310629393014,0.49565203495843047,0.45888455961885044,3.885058574764807,48.6699763636321
NO_IMAGE_REC,vggss,OBJ_PRIOR,0.34780922838309425,0.3924195424583172,0.3914037623400056,0.9893930608616094,0.9918587091086217,0.9842287734537531,0.9877551020408163,5.731213518048176e-05,0.84280728964715,0.9022131948722563,0.5043479650415695,0.8001310629393014,0.49565203495843047,0.45888455961885044,3.885058574764807,48.6699763636321
NO_IMAGE_REC,vggss,OGL,0.439705312136487,0.4267739433889104,0.4263647356043865,0.9893930608616094,0.9918587091086217,0.9842287734537531,0.9877551020408163,5.731213518048176e-05,0.84280728964715,0.9022131948722563,0.5043479650415695,0.8001310629393014,0.49565203495843047,0.45888455961885044,3.885058574764807,48.6699763636321
NO_IMAGE_REC,vggss,EXTRA_IQR_OGL,0.43136874757658006,0.4208220240403258,0.42045458888614257,0.9893930608616094,0.9918587091086217,0.9842287734537531,0.9877551020408163,5.731213518048176e-05,0.84280728964715,0.9022131948722563,0.5043479650415695,0.8001310629393014,0.49565203495843047,0.45888455961885044,3.885058574764807,48.6699763636321
NO_IMAGE_REC,vggss,SHRINK_BASE,0.4013183404420318,0.4085304381543235,0.4083857227707081,0.9893930608616094,0.9918587091086217,0.9842287734537531,0.9877551020408163,5.731213518048176e-05,0.84280728964715,0.9022131948722563,0.5043479650415695,0.8001310629393014,0.49565203495843047,0.45888455961885044,3.885058574764807,48.6699763636321
NO_IMAGE_REC,vggss,EXPAND_BASE,0.40771616905777436,0.41015897634742143,0.4095881081448268,0.9893930608616094,0.9918587091086217,0.9842287734537531,0.9877551020408163,5.731213518048176e-05,0.84280728964715,0.9022131948722563,0.5043479650415695,0.8001310629393014,0.49565203495843047,0.45888455961885044,3.885058574764807,48.6699763636321
NO_IMAGE_REC,flickr,AUD,0.784,0.6026,0.6034436642948129,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_IMAGE_REC,flickr,IMG_QUERY,0.764,0.6003999999999999,0.6008605783549631,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_IMAGE_REC,flickr,IQR,0.788,0.603,0.6034353854179001,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_IMAGE_REC,flickr,OBJ_PRIOR,0.448,0.4668,0.46537125676259156,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_IMAGE_REC,flickr,OGL,0.828,0.6175999999999999,0.6177879224967416,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_IMAGE_REC,flickr,EXTRA_IQR_OGL,0.808,0.6204000000000001,0.6200662779614595,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_IMAGE_REC,flickr,SHRINK_BASE,0.776,0.5974,0.597554604357246,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_IMAGE_REC,flickr,EXPAND_BASE,0.772,0.6076,0.6066298733410008,0.9885005593005928,0.9905028178252618,0.9822048979591836,0.985204081632653,8.363051082676118e-05,0.8144000000000001,0.9134796252851971,0.7479213489202255,0.7778642785938379,0.25207865107977445,0.5202025669642857,3.8854769752886416,48.69030560833104
NO_BOTH,vggss,AUD,0.34800310197751066,0.3872528111671191,0.38686115178924496,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
NO_BOTH,vggss,IMG_QUERY,0.4084916634354401,0.4103819309810004,0.4103702638966945,0.9157994134602578,0.9354184123272975,0.9009703272427577,0.9242857142857143,0.0003063343487857127,0.5713842574641333,0.7686289913393021,0.47434733429524245,0.8068332251849711,0.5256526657047575,0.4872256790645203,3.8908785912602624,48.95388340375914
