scale,dataset,sample_id,sample_index,positive_excess_total_mass,positive_excess_mean,positive_excess_max,positive_excess_area_gt0,positive_excess_area_ge_0p1,positive_excess_aud_mass_ratio,query_excess_total_mass,query_excess_mean,query_excess_max,query_excess_area_gt0,excess_gt_mass,excess_nearfp_mass,excess_bg_mass,excess_gt_ratio,excess_nearfp_ratio,excess_bg_ratio,excess_fp_ratio,removefp_count,removetp_count,addfp_count,addtp_count,overlap_removefp_excess,excess_precision_removefp,overlap_removetp_excess,excess_precision_removetp,excess_mean_removefp,excess_mean_removetp,excess_mean_retainedfp,excess_mean_retaintp,aud_iou,ogl_iou,ogl_minus_aud_iou,group,groupA,aud_better,ogl_help
144k,flickr,10080652613,14,1986.326171875,0.03958717733621597,0.15173187851905823,0.6612723214285714,0.09462691326530612,0.06687198579311371,783.9844970703125,0.015624690800905228,0.15251871943473816,0.33872767857142855,1446.28759765625,8.762818336486816,531.2758178710938,0.7281218767166138,0.004411570727825165,0.26746654510498047,0.27187812328338623,298,2972,0,0,0.7416107382550335,0.006660638939119952,0.47543741588156124,0.042585895117540684,0.035317517817020416,0.020295564085245132,0.05867458134889603,0.0528879351913929,0.8127358645358186,0.7258326429163214,-0.08690322161949715,other,False,False,False
144k,flickr,10106776154,15,4590.94970703125,0.09149692207574844,0.3195516765117645,0.9295081313775511,0.37521922831632654,0.1413915455341339,62.03722381591797,0.001236392417922616,0.05382801219820976,0.07049186862244898,2858.74658203125,11.504673957824707,1720.6981201171875,0.6226917505264282,0.0025059464387595654,0.37480220198631287,0.3773081600666046,3975,2115,163,1364,0.7444025157232704,0.06344475653423101,0.8709219858156029,0.03949484337142735,0.06465994566679001,0.05679808929562569,0.19110307097434998,0.06985499709844589,0.6427890080884371,0.6981786517669255,0.05538964367848842,other,False,False,False
144k,flickr,10109936483,16,3541.049560546875,0.07057257741689682,0.2766822874546051,0.8384287308673469,0.2774234693877551,0.11956527829170227,200.65939331054688,0.0039991107769310474,0.0939968079328537,0.16157126913265307,985.7662963867188,8.696247100830078,2546.586669921875,0.2783825099468231,0.002455838955938816,0.7191615700721741,0.7216174006462097,2104,5069,1018,0,0.7053231939163498,0.035275380921818915,0.8851844545275203,0.10665810929663172,0.021681267768144608,0.048528335988521576,0.015520107001066208,0.054340559989213943,0.7255390096839028,0.5571710083629722,-0.16836800132093066,C_aud_better,False,True,False
144k,flickr,10110769444,17,4264.27392578125,0.08498632907867432,0.28875869512557983,0.9058713329081632,0.364437181122449,0.12717461585998535,86.63433837890625,0.0017266090726479888,0.11598724126815796,0.09412866709183673,2629.1865234375,23.306537628173828,1611.7806396484375,0.6165613532066345,0.00546553498134017,0.3779730498790741,0.3834385871887207,6204,4145,0,0,0.7772404900064475,0.10608760697863727,1.0,0.09119310056541922,0.07062501460313797,0.14235568046569824,0.04784753546118736,0.06814740598201752,0.6148552513139174,0.6330972197627058,0.018241968448788448,other,False,False,False
144k,flickr,10111706074,18,903.4034423828125,0.01800469309091568,0.13419556617736816,0.40369897959183676,0.02969547193877551,0.03538312762975693,1453.4261474609375,0.02896656095981598,0.1726454794406891,0.5963010204081632,649.2777099609375,0.1133442223072052,254.01231384277344,0.7187018394470215,0.00012546357174869627,0.28117263317108154,0.28129807114601135,0,1401,386,2908,0.0,0.0,0.2533904354032834,0.01752567140600316,,0.008857132866978645,0.0,0.005557832773774862,0.6186418458311485,0.6812878452222715,0.06264599939112303,other,False,False,False
144k,flickr,10119607346,19,5531.3193359375,0.11023835092782974,0.3037577271461487,0.9171316964285714,0.5483697385204082,0.18256378173828125,77.03998565673828,0.001535395160317421,0.06975029408931732,0.08286830357142858,3854.330078125,12.244514465332031,1664.7451171875,0.6968193054199219,0.0022136697079986334,0.30096709728240967,0.3031807541847229,1783,3805,0,1419,0.8227706113292205,0.03187883002303447,0.9997371879106439,0.08266330566300144,0.08444048464298248,0.16711606085300446,0.032494690269231796,0.09595953673124313,0.5101455216232834,0.4908204005947111,-0.019325121028572312,other,False,False,False
144k,flickr,10119736773,20,4705.74462890625,0.09378477185964584,0.23610636591911316,0.9114516900510204,0.4640266262755102,0.13824869692325592,121.20072174072266,0.0024155117571353912,0.13845597207546234,0.0885483099489796,4124.431640625,1.2604368925094604,580.0524291992188,0.8764673471450806,0.0002678506716620177,0.12326475232839584,0.12353260070085526,13,3620,0,1359,1.0,0.00028425863162267947,0.7654696132596686,0.060590820632803445,0.052287135273218155,0.07336082309484482,,0.11035899817943573,0.8652089220554747,0.8042046327807663,-0.06100428927470847,other,False,False,False
144k,flickr,10129791115,21,2008.8895263671875,0.04003686085343361,0.19889231026172638,0.5558434311224489,0.15702726403061223,0.07081814110279083,840.385498046875,0.016748754307627678,0.13798391819000244,0.444156568877551,446.8901062011719,4.204304218292236,1557.794921875,0.22245629131793976,0.0020928499288856983,0.7754507660865784,0.7775436639785767,1086,1966,0,0,0.29097605893186,0.011330225887414844,0.8016276703967447,0.05650770885622087,0.011470647528767586,0.033618513494729996,0.0021675201132893562,0.007449211552739143,0.6714221704453804,0.6277903138578595,-0.04363185658752089,other,False,False,False
144k,flickr,10129813456,22,2293.767822265625,0.04571444168686867,0.1757771521806717,0.7614596619897959,0.14634486607142858,0.07873066514730453,344.9006042480469,0.006873816251754761,0.09011262655258179,0.23854033801020408,969.735595703125,15.933029174804688,1308.0992431640625,0.4227697253227234,0.00694622565060854,0.5702840685844421,0.5772302746772766,793,4634,4,19,0.8902900378310215,0.01847828931871123,0.8530427276650842,0.10346271625618342,0.025457248091697693,0.04447498545050621,0.006553497165441513,0.020727412775158882,0.7688748296343659,0.6395692531070126,-0.1293055765273533,C_aud_better,False,True,False
144k,flickr,10163352444,23,2362.46435546875,0.04708355292677879,0.15370868146419525,0.8107063137755102,0.11720742984693877,0.08201569318771362,194.44937133789062,0.0038753461558371782,0.08442217111587524,0.1892936862244898,1082.154296875,15.961444854736328,1264.3485107421875,0.4580616354942322,0.006756268907338381,0.5351820588111877,0.541938304901123,657,5006,0,969,0.7579908675799086,0.01224248979792517,0.8278066320415501,0.10187324843895963,0.023340925574302673,0.0440375953912735,,0.022385727614164352,0.7925475210339002,0.6763941735530263,-0.11615334748087391,C_aud_better,False,True,False
144k,flickr,10165890496,24,1398.5025634765625,0.02787194214761257,0.17127710580825806,0.5168606505102041,0.0670639349489796,0.06080790236592293,976.4138793945312,0.01945977844297886,0.10783851146697998,0.4831393494897959,579.4468994140625,5.212911605834961,813.842529296875,0.4143338203430176,0.003727495204657316,0.5819385051727295,0.5856660008430481,840,819,0,0,0.24047619047619048,0.0077890028533970845,0.33577533577533575,0.010603840518238606,0.014497400261461735,0.02263009361922741,0.02113518677651882,0.024703774601221085,0.5239492912008993,0.509135227248215,-0.014814063952684253,other,False,False,False
