scale,dataset,sample_id,sample_index,positive_excess_total_mass,positive_excess_mean,positive_excess_max,positive_excess_area_gt0,positive_excess_area_ge_0p1,positive_excess_aud_mass_ratio,query_excess_total_mass,query_excess_mean,query_excess_max,query_excess_area_gt0,excess_gt_mass,excess_nearfp_mass,excess_bg_mass,excess_gt_ratio,excess_nearfp_ratio,excess_bg_ratio,excess_fp_ratio,removefp_count,removetp_count,addfp_count,addtp_count,overlap_removefp_excess,excess_precision_removefp,overlap_removetp_excess,excess_precision_removetp,excess_mean_removefp,excess_mean_removetp,excess_mean_retainedfp,excess_mean_retaintp,aud_iou,ogl_iou,ogl_minus_aud_iou,group,groupA,aud_better,ogl_help
144k,flickr,10173808724,25,1602.166015625,0.03193092346191406,0.17215780913829803,0.5987523915816326,0.10044642857142858,0.053114570677280426,973.4868774414062,0.019401444122195244,0.18819421529769897,0.4012476084183674,1501.1171875,1.7706913948059082,99.27830505371094,0.9369298815727234,0.00110518594738096,0.061965055763721466,0.06307023763656616,223,3805,0,17,0.17488789237668162,0.0012981393336218088,0.6373193166885677,0.08071763805212528,0.0018385782605037093,0.026620306074619293,0.0,0.023833008483052254,0.7654232626024475,0.6699901143906228,-0.09543314821182469,other,False,False,False
144k,flickr,10202025415,26,4159.5234375,0.08289866894483566,0.2612561881542206,0.8549705038265306,0.37830835459183676,0.13149148225784302,255.33084106445312,0.005088704638183117,0.1604766845703125,0.14502949617346939,3235.12060546875,4.635863304138184,919.7671508789062,0.7777622938156128,0.001114517915993929,0.22112320363521576,0.2222377210855484,647,5897,55,940,0.00463678516228748,6.993170003962797e-05,0.9428522977785314,0.1296067507401105,3.679614746943116e-05,0.11869954317808151,0.0487365648150444,0.08236873894929886,0.7751827372218558,0.6582766781117054,-0.1169060591101504,C_aud_better,False,True,False
144k,flickr,10221582415,27,7665.84423828125,0.15277910232543945,0.379165917634964,0.8564253826530612,0.6695830676020408,0.22815601527690887,597.4678344726562,0.011907442472875118,0.2715892195701599,0.14357461734693877,5719.63427734375,25.644445419311523,1920.5653076171875,0.7461193203926086,0.003345286473631859,0.25053539872169495,0.25388067960739136,3793,3930,2,697,0.5122594252570525,0.04521548915572931,0.7796437659033079,0.07130224332123243,0.0665907934308052,0.14848552644252777,0.11727115511894226,0.18450848758220673,0.7036671622917332,0.6926111741041612,-0.01105598818757203,other,False,False,False
144k,flickr,10234680056,28,1428.0960693359375,0.02846173569560051,0.181805819272995,0.5708904655612245,0.056540975765306124,0.05247689038515091,968.2945556640625,0.01929796300828457,0.17490404844284058,0.42910953443877553,873.8621826171875,0.6514353156089783,553.5824584960938,0.6119071245193481,0.00045615650014951825,0.3876367211341858,0.38809284567832947,108,1975,32,1917,0.18518518518518517,0.0006982021295164951,0.7367088607594937,0.05079420492232501,0.005911842454224825,0.05128645896911621,0.0002719582407735288,0.01318200770765543,0.6540156458169645,0.6528924204541563,-0.0011232253628081779,other,False,False,False
144k,flickr,10246013484,29,2137.5439453125,0.04260092228651047,0.21165883541107178,0.6430165816326531,0.18421157525510204,0.07242491096258163,579.546875,0.011550280265510082,0.12440222501754761,0.3569834183673469,550.3617553710938,17.360008239746094,1569.822021484375,0.257473886013031,0.008121474646031857,0.7344045639038086,0.7425259947776794,92,2786,887,141,1.0,0.002851475328539549,0.30976310122038764,0.026748078353582942,0.07820235192775726,0.014444045722484589,0.1334030032157898,0.018415506929159164,0.7235283194057567,0.6261183261183261,-0.09740999328743061,other,False,False,False
144k,flickr,10268129763,30,7883.22900390625,0.1571115404367447,0.34430116415023804,0.9665776466836735,0.6875996492346939,0.24103422462940216,20.061201095581055,0.0003998166648671031,0.02936464548110962,0.03342235331632653,2828.91943359375,51.28615188598633,5003.02294921875,0.35885289311408997,0.006505729164928198,0.6346413493156433,0.6411470770835876,2681,4497,146,0,1.0,0.055279490298769045,1.0,0.09272356131054249,0.199523463845253,0.19801487028598785,0.16786985099315643,0.08983541280031204,0.794212962962963,0.7291642200039147,-0.06504874295904828,other,False,False,False
144k,flickr,10278084464,31,3021.907958984375,0.060226164758205414,0.1946878582239151,0.7708864795918368,0.23090720663265307,0.09187611937522888,393.4527282714844,0.007841452956199646,0.10509282350540161,0.22911352040816327,1574.5823974609375,9.710395812988281,1437.615234375,0.5210556983947754,0.0032133327331393957,0.4757309854030609,0.478944331407547,4475,2346,0,0,0.6406703910614525,0.07412099276111686,1.0,0.06065149948293692,0.043325699865818024,0.0632043331861496,0.020652346312999725,0.06915923207998276,0.634641651031895,0.6577026441265713,0.023060993094676352,other,False,False,False
144k,flickr,10283938426,32,961.7493286132812,0.019167516380548477,0.11722023040056229,0.4739516900510204,0.015385841836734694,0.027395594865083694,1054.664794921875,0.021019307896494865,0.14935165643692017,0.5260483099489796,576.6038208007812,0.7515774369239807,384.3939208984375,0.5995364785194397,0.0007814691634848714,0.39968201518058777,0.4004634916782379,7210,137,713,1768,0.31511789181692096,0.09553845506917287,0.17518248175182483,0.0010092090324208402,0.009388667531311512,0.004925293382257223,0.0017649929504841566,0.029533082619309425,0.4567533838917155,0.6097622027534418,0.15300881886172635,A_ogl_help,False,False,True
144k,flickr,10289643764,33,2294.368896484375,0.04572642222046852,0.1775515228509903,0.8683434311224489,0.0760921556122449,0.0793856754899025,164.47837829589844,0.003278028918430209,0.06962543725967407,0.13165656887755103,1200.893310546875,9.065447807312012,1084.4102783203125,0.5234090089797974,0.003951172810047865,0.47263988852500916,0.4765910506248474,4491,2410,0,0,0.8167446003117346,0.08418636676612348,0.7921161825726141,0.04381455129676383,0.03854367136955261,0.04863591864705086,0.029894966632127762,0.049420151859521866,0.6633729523963796,0.7071154560079198,0.043742503611540196,other,False,False,False
144k,flickr,10304554474,34,7681.39111328125,0.15308894217014313,0.3784589469432831,0.976203762755102,0.713249362244898,0.24167639017105103,29.900684356689453,0.0005959160625934601,0.08046167343854904,0.02379623724489796,3799.92236328125,58.608726501464844,3822.8603515625,0.49469193816185,0.0076299626380205154,0.49767813086509705,0.5053080916404724,1759,2940,0,819,1.0,0.035911151035074106,1.0,0.0600220489159283,0.2517070770263672,0.17614254355430603,0.2283722162246704,0.09984841197729111,0.6377753701697364,0.6346563284502208,-0.003119041719515603,other,False,False,False
144k,flickr,10308472565,35,1960.27587890625,0.03906799852848053,0.1825159788131714,0.7196269132653061,0.08571827168367346,0.06319409608840942,448.0791015625,0.008930147625505924,0.10049140453338623,0.28037308673469385,660.66796875,4.326792240142822,1295.281005859375,0.33702805638313293,0.0022072363644838333,0.6607646346092224,0.6629718542098999,6629,2521,0,0,0.7756826067280133,0.14240611498836822,0.6481554938516462,0.04525312950038773,0.059679411351680756,0.03366631641983986,0.021028542891144753,0.02734222821891308,0.6092455458611336,0.7302774952782217,0.12103194941708817,A_ogl_help,False,False,True
144k,flickr,10369815925,36,597.7930297851562,0.011913923546671867,0.1291646659374237,0.2891422193877551,0.02610809948979592,0.019274413585662842,1681.9793701171875,0.03352159261703491,0.1501532793045044,0.7108577806122449,128.33306884765625,0.8054355382919312,468.6545104980469,0.214678093791008,0.0013473484432324767,0.7839745283126831,0.7853218913078308,181,2044,50,517,0.0055248618784530384,6.892748828232699e-05,0.3449119373776908,0.04859387923904053,9.806774869502988e-06,0.006741672288626432,0.0,0.003565550548955798,0.8077896758424024,0.7740616328318972,-0.03372804301050514,other,False,False,False
144k,flickr,10389014583,37,4764.30908203125,0.09495195001363754,0.238922119140625,0.958625637755102,0.4772201849489796,0.15374544262886047,21.37065887451172,0.0004259139532223344,0.04816749691963196,0.04137436224489796,2841.09716796875,30.08708953857422,1893.12451171875,0.5963293313980103,0.006315100472420454,0.3973555266857147,0.40367060899734497,1378,2591,365,232,1.0,0.028648648648648647,0.987263604785797,0.05318087318087318,0.09424085170030594,0.06685059517621994,0.13060690462589264,0.07460829615592957,0.6491817037347881,0.5941733965160515,-0.05500830721873662,other,False,False,False
144k,flickr,10409146004,38,3024.613525390625,0.06028008460998535,0.195657879114151,0.8376913265306123,0.22401147959183673,0.10510683804750443,193.3760223388672,0.0038539546076208353,0.09595030546188354,0.16230867346938777,764.677978515625,22.103559494018555,2237.83203125,0.25281840562820435,0.0073078954592347145,0.7398737072944641,0.7471815943717957,468,1534,1019,87,0.8226495726495726,0.009159687856870956,1.0,0.03649600304529882,0.1224859431385994,0.06075708940625191,0.09671763330698013,0.027420038357377052,0.5513533419259805,0.4894607666209485,-0.061892575305032005,other,False,False,False
144k,flickr,10409351364,39,4817.23291015625,0.09600671380758286,0.2668781578540802,0.8043486926020408,0.49302455357142855,0.17672310769557953,316.06719970703125,0.006299171131104231,0.11214697360992432,0.1956513073979592,1017.8297119140625,25.904172897338867,3773.49951171875,0.21128928661346436,0.0053773969411849976,0.783333420753479,0.7887107729911804,1061,745,496,127,0.32610744580584355,0.008573056815084615,0.3959731543624161,0.007309398151589484,0.009566012769937515,0.0443107970058918,0.07250791788101196,0.04750046133995056,0.8304500842668782,0.828752103625886,-0.001697980640992136,other,False,False,False
144k,flickr,10413912845,40,6466.3671875,0.12887370586395264,0.413882851600647,0.923210299744898,0.5912189094387755,0.2331371307373047,118.50143432617188,0.0023617155384272337,0.15849141776561737,0.07678970025510204,1875.76171875,34.95294952392578,4555.65234375,0.29007968306541443,0.005405345465987921,0.7045149207115173,0.709920346736908,6997,146,0,317,0.9652708303558668,0.145802301232649,1.0,0.0031517820521123415,0.14740866422653198,0.22854191064834595,0.06898646056652069,0.15667472779750824,0.3764113642848408,0.5392620894160584,0.16285072513121757,A_ogl_help,False,False,True
144k,flickr,10437048305,41,1285.812255859375,0.025626040995121002,0.1909298598766327,0.45595503826530615,0.06433354591836735,0.04747425764799118,1424.6907958984375,0.02839387021958828,0.1609538197517395,0.5440449617346939,704.42236328125,1.5003845691680908,579.8894653320312,0.5478423237800598,0.0011668768711388111,0.45099076628685,0.4521576464176178,819,2504,0,0,0.009768009768009768,0.00034968091616400035,0.420926517571885,0.04607046070460705,0.0012088518124073744,0.021011296659708023,0.017630133777856827,0.02334846742451191,0.6143581221437474,0.5550335685122231,-0.059324553631524335,other,False,False,False
144k,flickr,10440265465,42,4589.0068359375,0.09145820140838623,0.2575596272945404,0.9590640943877551,0.43281648596938777,0.13602063059806824,32.57373046875,0.0006491894600912929,0.03936290740966797,0.040935905612244895,1803.701171875,18.591453552246094,2766.71435546875,0.3930482566356659,0.004051302094012499,0.6029004454612732,0.6069517731666565,2948,2321,487,0,0.9986431478968792,0.06117783965753709,1.0,0.04823157807239932,0.08771023154258728,0.1343826949596405,0.08091487735509872,0.07004479318857193,0.5999851146174456,0.5879726300234508,-0.012012484593994843,other,False,False,False
144k,flickr,10441843213,43,4331.47900390625,0.08632571250200272,0.25465530157089233,0.9356066645408163,0.3723891900510204,0.1274924874305725,76.81961059570312,0.0015310030430555344,0.0836377739906311,0.06439333545918367,2344.08984375,19.69561767578125,1967.6937255859375,0.541175365447998,0.004547088406980038,0.45427757501602173,0.45882466435432434,3084,1027,0,125,1.0,0.06569389711364362,0.9883154819863681,0.021621045904782192,0.06421413272619247,0.11427327245473862,0.06322574615478516,0.07143829762935638,0.7783944621741209,0.8383507964903314,0.0599563343162105,other,False,False,False
144k,flickr,10446128125,44,2425.333740234375,0.04833653196692467,0.2661125063896179,0.7456154336734694,0.17063934948979592,0.08023323863744736,331.75164794921875,0.006611759774386883,0.11873608827590942,0.2543845663265306,639.8428955078125,4.315186500549316,1781.1756591796875,0.2638164460659027,0.0017792134312912822,0.7344043254852295,0.7361835837364197,1460,4536,0,0,0.9301369863013699,0.036298513845824866,0.556657848324515,0.06749171388859189,0.02899917960166931,0.020949620753526688,0.016257502138614655,0.01416670624166727,0.7494868654811391,0.655357175291062,-0.09412969019007711,other,False,False,False
144k,flickr,10451898725,45,4093.964111328125,0.08159207552671432,0.31942278146743774,0.7533482142857143,0.38169642857142855,0.11800570785999298,694.11865234375,0.01383367832750082,0.18849599361419678,0.24665178571428573,216.08883666992188,27.579030990600586,3850.29638671875,0.052782297134399414,0.006736509967595339,0.9404812455177307,0.9472177624702454,3848,0,7,0,0.5236486486486487,0.05330687830687831,0.0,0.0,0.051787350326776505,,0.06534574925899506,0.08896205574274063,0.0541014705672595,0.0607589664728402,0.0066574959055807,other,False,False,False
144k,flickr,10468313544,46,5336.46728515625,0.1063549742102623,0.31111276149749756,0.9128866390306123,0.514289700255102,0.17572546005249023,116.5423355102539,0.002322671003639698,0.0686451867222786,0.08711336096938775,1730.52880859375,22.631622314453125,3583.30712890625,0.3242835998535156,0.004240937065333128,0.6714755296707153,0.6757164597511292,476,2115,3497,6,1.0,0.01039187861587163,1.0,0.04617399847178256,0.10187233239412308,0.2039441466331482,0.0898311585187912,0.06376723200082779,0.4386301041791402,0.3365168452224065,-0.10211325895673373,C_aud_better,False,True,False
144k,flickr,10476442285,47,3996.851318359375,0.07965663820505142,0.2965344488620758,0.8875358737244898,0.3496691645408163,0.1348569393157959,189.7101287841797,0.003780893748626113,0.11864721775054932,0.11246412627551021,1732.305908203125,13.152339935302734,2251.39306640625,0.4334176480770111,0.0032906753476709127,0.5632916688919067,0.5665823221206665,4596,2018,0,0,0.7084421235857267,0.07311431971796196,0.945986124876115,0.04286708732849797,0.04556172341108322,0.1320730298757553,0.013366447761654854,0.07910667359828949,0.6797572295608711,0.7433173240188231,0.06356009445795197,other,False,False,False
144k,flickr,10476446674,48,2659.76318359375,0.05300867184996605,0.17269539833068848,0.809929049744898,0.12788982780612246,0.10313095897436142,399.27679443359375,0.007957525551319122,0.1769692301750183,0.19007095025510204,567.9786376953125,9.146430969238281,2082.63818359375,0.2135448157787323,0.003438814077526331,0.7830163836479187,0.7864552140235901,2140,2260,0,0,0.6780373831775701,0.035704618716011716,0.4823008849557522,0.026821526120229335,0.03119325079023838,0.015923621132969856,0.008857250213623047,0.030742015689611435,0.7134351101955583,0.7019931315595211,-0.011441978636037131,other,False,False,False
144k,flickr,10477544895,49,2469.591064453125,0.04921857267618179,0.23211638629436493,0.7412507971938775,0.14652423469387754,0.08766952157020569,478.42144775390625,0.00953486654907465,0.09502512216567993,0.25874920280612246,310.93682861328125,4.8579277992248535,2153.796630859375,0.12590619921684265,0.0019670980982482433,0.8721268177032471,0.8740939497947693,1171,875,3590,705,0.4654141759180188,0.014653294974860861,0.48,0.011292447503562498,0.016659487038850784,0.015511742793023586,0.021160565316677094,0.009668446145951748,0.5969524675915396,0.5379445992460252,-0.059007868345514414,other,False,False,False
144k,flickr,10481128583,50,743.8543090820312,0.014824902638792992,0.11326324939727783,0.4063695790816326,0.003587372448979592,0.028478899970650673,1441.505126953125,0.028728976845741272,0.16288825869560242,0.5936304209183674,294.4010925292969,2.874262571334839,446.5789794921875,0.3957778811454773,0.0038640128914266825,0.6003581285476685,0.6042221188545227,503,634,714,237,0.5387673956262425,0.013290828837665523,0.015772870662460567,0.0004904364884747426,0.014408281072974205,0.0011368521954864264,0.01358966063708067,0.009695753455162048,0.56405983568439,0.5446665385354603,-0.019393297148929678,other,False,False,False
144k,flickr,10520382525,51,2787.863037109375,0.05556168407201767,0.2309066355228424,0.7154217155612245,0.24461894132653061,0.09312380105257034,483.70489501953125,0.0096401646733284,0.1261814832687378,0.28457828443877553,543.6510620117188,6.925400257110596,2237.28662109375,0.1950063705444336,0.0024841250851750374,0.8025095462799072,0.8049936294555664,4493,3005,0,0,0.6988649009570443,0.08747249073738753,0.6096505823627287,0.05103490542385158,0.04611595347523689,0.022739572450518608,0.0030315390322357416,0.013527115806937218,0.6588681892265479,0.7041408129669495,0.04527262374040164,other,False,False,False
144k,flickr,10545790805,52,6786.3564453125,0.13525104522705078,0.30197006464004517,0.9457310267857143,0.7028459821428571,0.2171313315629959,143.8884735107422,0.0028676751535385847,0.13154315948486328,0.05426897321428571,4805.65673828125,22.58331298828125,1958.11669921875,0.7081350088119507,0.0033277522306889296,0.28853726387023926,0.2918649911880493,1800,5916,0,189,1.0,0.03793226982487936,0.9910412440838404,0.12355383221292647,0.11235950142145157,0.14860403537750244,0.09031785279512405,0.131435364484787,0.7196594191880796,0.6154576162136078,-0.10420180297447179,C_aud_better,False,True,False
144k,flickr,10548273474,53,2540.793701171875,0.0506376288831234,0.23728269338607788,0.7707469706632653,0.14658402423469388,0.0786115974187851,238.41453552246094,0.004751565400511026,0.056378334760665894,0.22923309948979592,332.28076171875,7.8052520751953125,2200.70751953125,0.13077832758426666,0.003071974031627178,0.8661496043205261,0.869221568107605,9793,389,100,0,0.6719085060757684,0.1701445452899956,1.0,0.010058697282341685,0.03787430375814438,0.08097298443317413,0.04743587225675583,0.018674781545996666,0.4430081244836133,0.6476104365796952,0.20460231209608187,A_ogl_help,False,False,True
144k,flickr,10549911663,54,1196.722412109375,0.023850494995713234,0.1375073790550232,0.41757015306122447,0.06230070153061224,0.04002547264099121,2219.689208984375,0.04423806443810463,0.23623168468475342,0.5824298469387755,846.68310546875,0.005085587501525879,350.0341796875,0.7075016498565674,4.2495967136346735e-06,0.2924940586090088,0.29249829053878784,650,1315,2363,65,0.20923076923076922,0.006491027109583811,0.5072243346007604,0.03183466972126766,0.009188121184706688,0.025447500869631767,4.8649206291884184e-05,0.034048475325107574,0.5522524654832347,0.4880166464573883,-0.06423581902584641,other,False,False,False
144k,flickr,10555704135,55,5064.24072265625,0.10092954337596893,0.23004542291164398,0.9482820471938775,0.5002790178571429,0.2015666961669922,59.57485580444336,0.0011873177718371153,0.05959886312484741,0.05171795280612245,895.25439453125,17.712017059326172,4151.2744140625,0.1767795830965042,0.003497467376291752,0.8197229504585266,0.823220431804657,880,1903,298,0,0.9977272727272727,0.018452743742250057,1.0,0.03999495596981988,0.1053619384765625,0.07625583559274673,0.050668854266405106,0.045989565551280975,0.6020922439861607,0.5226345553273499,-0.07945768865881075,other,False,False,False
144k,flickr,10557361454,56,2736.0751953125,0.05452955886721611,0.18417015671730042,0.7735172193877551,0.20627391581632654,0.10782283544540405,510.456787109375,0.010173325426876545,0.1395864188671112,0.2264827806122449,597.6771240234375,9.746176719665527,2128.651611328125,0.21844324469566345,0.003562101162970066,0.7779945731163025,0.7815566062927246,673,326,716,0,1.0,0.01733999793878182,1.0,0.008399464083273215,0.0713634267449379,0.09760786592960358,0.02076088637113571,0.08170905709266663,0.2188929850707245,0.2034539430777659,-0.015439041992958591,other,False,False,False
144k,flickr,10610974774,57,2297.23388671875,0.04578351974487305,0.13242247700691223,0.8175023915816326,0.06782126913265306,0.08120816200971603,264.9444885253906,0.005280303303152323,0.11464238911867142,0.18249760841836735,1680.3739013671875,4.495917320251465,612.3640747070312,0.7314770817756653,0.001957100350409746,0.26656582951545715,0.2685229480266571,203,2300,0,844,0.1477832512315271,0.000731368390258173,0.82,0.04597869280089714,0.00033816270297393203,0.032242052257061005,0.0,0.04381590709090233,0.703477606758477,0.668024795553098,-0.03545281120537902,other,False,False,False
144k,flickr,10624261424,58,4900.396484375,0.09766415506601334,0.27442893385887146,0.8922991071428571,0.48911830357142855,0.16916115581989288,289.2340393066406,0.005764390341937542,0.14090830087661743,0.10770089285714286,1666.0125732421875,14.648738861083984,3219.735107421875,0.3399750590324402,0.00298929656855762,0.6570356488227844,0.6600249409675598,1861,2727,0,0,0.6448146157979581,0.02680246582685607,0.9816648331499817,0.059791834182078084,0.052317943423986435,0.10405004769563675,0.02393389493227005,0.058200638741254807,0.7193939657421093,0.6861075635021995,-0.03328640223990986,other,False,False,False
144k,flickr,10635080206,59,3132.189697265625,0.062424059957265854,0.21329374611377716,0.8564652423469388,0.2568957270408163,0.09119638800621033,296.7419738769531,0.005914022214710712,0.1584460735321045,0.14353475765306123,847.93310546875,19.14576530456543,2265.110595703125,0.27071574330329895,0.006112581584602594,0.723171591758728,0.7292841672897339,4913,4331,274,1,0.9969468756360675,0.11397589240005584,0.3170168552297391,0.031949550891236564,0.08473335951566696,0.02119436487555504,0.05922892689704895,0.03858591988682747,0.6650438317104984,0.6339840440553516,-0.03105978765514683,other,False,False,False
144k,flickr,10654057765,60,2132.327880859375,0.04249696806073189,0.169867604970932,0.754524075255102,0.11286272321428571,0.07546341419219971,381.8501892089844,0.0076102158054709435,0.09354549646377563,0.24547592474489796,890.8533325195312,3.631810188293457,1237.8427734375,0.4177843928337097,0.0017032137839123607,0.5805124044418335,0.5822156071662903,801,2083,3,675,0.7303370786516854,0.01545207216249769,0.9044647143542967,0.04976359650281307,0.03512585908174515,0.054599303752183914,0.009766663424670696,0.025397928431630135,0.6247528207514249,0.61689272996439,-0.007860090787034868,other,False,False,False
144k,flickr,10659354545,61,8372.3515625,0.1668596863746643,0.3759700655937195,0.9575892857142857,0.7864716198979592,0.23953279852867126,72.9271469116211,0.0014534268993884325,0.08438026905059814,0.04241071428571429,6847.81298828125,21.546249389648438,1502.99267578125,0.817907989025116,0.0025735003873705864,0.17951858043670654,0.18209208548069,1354,3800,199,824,1.0,0.02818015318015318,1.0,0.07908757908757909,0.1534375101327896,0.22238384187221527,0.06805096566677094,0.19070415198802948,0.5857929540793991,0.5317663210718174,-0.054026633007581704,other,False,False,False
144k,flickr,10666396623,62,1297.6688232421875,0.02586234174668789,0.1725027710199356,0.4956154336734694,0.05841438137755102,0.050524402409791946,1187.8681640625,0.023674029856920242,0.17877882719039917,0.5043845663265306,190.47381591796875,5.267529010772705,1101.927490234375,0.1467815339565277,0.004059224389493465,0.8491592407226562,0.8532184958457947,552,1836,3292,752,0.39855072463768115,0.008846710632137687,0.06209150326797386,0.004584204600289529,0.006219445262104273,0.00038193841464817524,0.0011255474528297782,0.009398963302373886,0.663435213859342,0.5391471164222054,-0.12428809743713665,C_aud_better,False,True,False
144k,flickr,10667001125,63,2551.128662109375,0.050843603909015656,0.15497291088104248,0.7321627869897959,0.19567123724489796,0.08756732940673828,329.32196044921875,0.006563336122781038,0.09354794025421143,0.2678372130102041,377.9364013671875,7.997014999389648,2165.195556640625,0.14814478158950806,0.0031346967443823814,0.8487206697463989,0.8518553376197815,3774,0,37,0,0.6454689984101749,0.06630917059095734,0.0,0.0,0.03259491175413132,,0.04657347500324249,0.03757943585515022,0.3879679318660786,0.4631805566363188,0.07521262477024021,other,False,False,False
144k,flickr,10701841844,64,3665.874267578125,0.07306031137704849,0.2904370129108429,0.822883450255102,0.29478236607142855,0.11352961510419846,360.9938659667969,0.007194552570581436,0.1416732370853424,0.17711654974489796,1426.7247314453125,10.632625579833984,2228.516845703125,0.3891908526420593,0.002900433726608753,0.6079087257385254,0.6108090877532959,3602,2239,0,0,0.8792337590227651,0.07670323815059701,0.899955337204109,0.04880234445009567,0.07504221796989441,0.11552523821592331,0.030051177367568016,0.05677345395088196,0.5076804307375589,0.539294454448908,0.03161402371134914,other,False,False,False
144k,flickr,10743985374,65,2451.9306640625,0.04886660352349281,0.20841920375823975,0.7384207589285714,0.1426578443877551,0.0883408859372139,432.392822265625,0.00861752312630415,0.1165359616279602,0.26157924107142855,1586.302978515625,6.304587364196777,859.3229370117188,0.6469607949256897,0.002571274759247899,0.35046789050102234,0.3530391454696655,264,0,2768,4671,0.8068181818181818,0.005748832690075842,0.0,0.0,0.02609167993068695,,0.022293362766504288,0.06525912135839462,0.6177659168890584,0.7173035428412334,0.09953762595217508,other,False,False,False
144k,flickr,10751849775,66,5043.359375,0.10051338374614716,0.23339992761611938,0.9432198660714286,0.489078443877551,0.14030644297599792,63.02503204345703,0.0012560792965814471,0.05530959367752075,0.05678013392857143,3293.02880859375,18.127079010009766,1732.202880859375,0.65294349193573,0.0035942469257861376,0.34346210956573486,0.3470563590526581,1819,577,130,2,0.9983507421660253,0.03837133137532487,1.0,0.012191772138525578,0.08341361582279205,0.0683799684047699,0.06507179886102676,0.1276881843805313,0.7114643613769177,0.7328125700117993,0.021348208634881627,other,False,False,False
144k,flickr,10761625676,67,6204.43994140625,0.12365353852510452,0.3038451075553894,0.9433992346938775,0.6027184311224489,0.22228515148162842,69.1111068725586,0.0013773738173767924,0.06705484539270401,0.05660076530612245,2033.952392578125,36.06413650512695,4134.4228515625,0.32782208919525146,0.005812633782625198,0.6663652062416077,0.672177791595459,1335,1887,237,719,1.0,0.028202636471184723,0.9687334393216747,0.03861754267365219,0.08657282590866089,0.048998478800058365,0.1787131279706955,0.08150511980056763,0.7485066941297631,0.768248310685379,0.019741616555615904,other,False,False,False
144k,flickr,10771238614,68,3890.96826171875,0.07754640281200409,0.25789105892181396,0.8569435586734694,0.3416374362244898,0.16197200119495392,138.42274475097656,0.0027587441727519035,0.07722020149230957,0.14305644132653061,924.73876953125,24.13096809387207,2942.097900390625,0.2376628965139389,0.006201790180057287,0.7561351656913757,0.7623369097709656,873,3234,0,0,0.8854524627720504,0.01797758035257454,0.9554730983302412,0.07186380761895902,0.10828578472137451,0.07268547266721725,0.05483196675777435,0.020149799063801765,0.7678634331391411,0.6874484484769191,-0.08041498466222197,other,False,False,False
144k,flickr,10795023275,69,2114.413330078125,0.042139932513237,0.17741042375564575,0.6056281887755102,0.1748644770408163,0.08104062080383301,872.1151733398438,0.017381122335791588,0.14052295684814453,0.3943718112244898,212.04483032226562,0.24839234352111816,1902.1201171875,0.10028541833162308,0.00011747577809728682,0.8995971083641052,0.8997145891189575,3269,2623,0,0,0.5059651269501376,0.05442938001842833,0.08882958444529165,0.007667500329077267,0.008629738353192806,0.001106205047108233,0.0010597354266792536,0.020868415012955666,0.5916698316242562,0.5630670267318021,-0.028602804892454148,other,False,False,False
144k,flickr,10796050285,70,3965.63037109375,0.07903440296649933,0.28693443536758423,0.943359375,0.28772720025510207,0.1206287294626236,77.14250183105469,0.0015374382492154837,0.1334584653377533,0.056640625,2151.869873046875,23.372509002685547,1790.3878173828125,0.5426299571990967,0.00589376874268055,0.45147621631622314,0.45737001299858093,1048,4214,96,1,1.0,0.022140533231926312,1.0,0.08902691511387163,0.09379959851503372,0.08827058225870132,0.1057380959391594,0.04938451200723648,0.7582543737670989,0.6989423109005372,-0.059312062866561766,other,False,False,False
144k,flickr,10805310706,71,2469.831787109375,0.04922337085008621,0.216093510389328,0.7703085140306123,0.1374561543367347,0.09177152067422867,332.0228576660156,0.006617164704948664,0.09789836406707764,0.22969148596938777,435.50384521484375,11.239192962646484,2023.0882568359375,0.1763293594121933,0.004550590645521879,0.8191198706626892,0.8236704468727112,322,87,3026,1577,0.6521739130434783,0.00543323588005485,0.26436781609195403,0.000595068691625055,0.015938784927129745,0.001373031991533935,0.011277681216597557,0.022637082263827324,0.5631651531315864,0.5304181208512968,-0.032747032280289634,other,False,False,False
144k,flickr,10847897294,72,1780.7401123046875,0.03548987954854965,0.2774326503276825,0.5036471619897959,0.1329719387755102,0.05671809986233711,1129.7752685546875,0.022516248747706413,0.1718566119670868,0.4963329081632653,630.1567993164062,2.237809658050537,1148.3455810546875,0.35387352108955383,0.001256673946045339,0.644869863986969,0.6461265087127686,2956,572,270,440,0.17422192151556157,0.020379090657275136,0.10664335664335664,0.0024138340390170553,0.010604167357087135,0.002173764631152153,0.00352625735104084,0.016729291528463364,0.7544718439455281,0.8319310570168273,0.07745921307129922,other,False,False,False
144k,flickr,10859255295,73,3899.62255859375,0.07771888375282288,0.20335713028907776,0.935905612244898,0.33260921556122447,0.14710114896297455,46.6866569519043,0.000930457899812609,0.043891072273254395,0.06409438775510204,2039.01171875,19.012767791748047,1841.598388671875,0.522874116897583,0.004875540733337402,0.47225043177604675,0.47712597250938416,187,2188,128,2087,1.0,0.003982112436115843,1.0,0.04659284497444634,0.0542774498462677,0.06150185316801071,0.05289768427610397,0.039691802114248276,0.6320992536206811,0.6299298390425093,-0.002169414578171769,other,False,False,False
