epoch,learning_rate,epoch_seconds,loss_coarse,loss_equiv,loss_total,mean_valid_ratio,skipped_small_overlap_samples,actual_flip_ratio,mean_crop_scale,aud_l4_ciou,aud_l4_auc,aud_fine_ciou,aud_fine_auc
1,5e-05,11.840954303741455,3.358364385628822e-05,0.0002593435007535542,0.0002929271446564832,0.6613852442839206,0,0.49499198717948717,0.7765732086621798,0.748,0.597,0.76,0.6012000000000002
2,5e-05,10.021888971328735,4.012376405462885e-05,0.0002340113103109149,0.0002741350737125732,0.6619407259500943,0,0.4980969551282051,0.7780380340722891,0.748,0.597,0.772,0.6078
3,5e-05,10.09640121459961,5.39293108046807e-05,0.00019148544136745235,0.0002454147507729104,0.6626372536023458,0,0.5029046474358975,0.7779760162035624,0.748,0.597,0.784,0.619
4,5e-05,9.438026189804077,7.095948165396038e-05,0.0001612678035878791,0.0002322272839358984,0.6635315418243408,0,0.49819711538461536,0.7800724475811689,0.748,0.597,0.784,0.6224
5,5e-05,9.865689039230347,7.480359673559762e-05,0.00015755112354572004,0.00023235471953506558,0.6616576237556262,0,0.5052083333333334,0.7775517946634537,0.748,0.597,0.784,0.6228
6,5e-05,10.301093339920044,7.574552168639806e-05,0.00015182148938317999,0.00022756700957707391,0.6625743982119437,0,0.49779647435897434,0.7790254461459625,0.748,0.597,0.784,0.6237999999999999
7,5e-05,10.185937881469727,7.448771700579434e-05,0.0001508989013158358,0.00022538661850819318,0.6635044599190737,0,0.5028044871794872,0.7798153146719321,0.748,0.597,0.784,0.6202
8,5e-05,10.383615255355835,7.657191730313338e-05,0.00014973234292716743,0.00022630426078998984,0.6609846002016312,0,0.49619391025641024,0.7765481701264014,0.748,0.597,0.784,0.6217999999999998
9,5e-05,9.503348588943481,7.586720330903355e-05,0.0001489941399389257,0.00022486134399421132,0.6620756357144086,0,0.4996995192307692,0.7785199926449702,0.748,0.597,0.784,0.6204
10,5e-05,9.747171878814697,7.644128643919546e-05,0.0001487171640082334,0.00022515845007430285,0.6626561620296576,0,0.5004006410256411,0.7789313136002957,0.748,0.597,0.78,0.62
11,5e-05,9.844496488571167,7.634178921132564e-05,0.00014635660343815407,0.00022269839358229475,0.6626377671192853,0,0.5043068910256411,0.7787732527806208,0.748,0.597,0.784,0.6206
12,5e-05,9.553264141082764,7.738944408722605e-05,0.0001463913190841245,0.00022378076429072864,0.6628319468253698,0,0.48778044871794873,0.7786334447371654,0.748,0.597,0.784,0.6218
13,5e-05,10.017604112625122,7.703664465598427e-05,0.00014837745141285734,0.0002254140958822786,0.6619928616743821,0,0.5022035256410257,0.7776920229960711,0.748,0.597,0.784,0.6212000000000002
14,5e-05,9.652877807617188,7.767465490943346e-05,0.0001458783786242398,0.00022355303465305135,0.6622943572508984,0,0.4911858974358974,0.777753580839206,0.748,0.597,0.78,0.6206
15,5e-05,9.71581220626831,7.7008114879927e-05,0.00014567812971878223,0.0002226862442255832,0.6632780661949744,0,0.5002003205128205,0.7790793745945661,0.748,0.597,0.78,0.621
16,5e-05,9.796338081359863,7.741783692602976e-05,0.00014542715806060305,0.0002228449951731958,0.6635872400723971,0,0.4973958333333333,0.779707459303049,0.748,0.597,0.78,0.6200000000000001
17,5e-05,9.779134273529053,7.797375628097843e-05,0.00014544892063639007,0.00022342267673080548,0.6624261966118445,0,0.5055088141025641,0.7786492155148432,0.748,0.597,0.78,0.6214
18,5e-05,9.791341066360474,7.703969365535065e-05,0.00014335140570974312,0.0002203910986188417,0.6617955947533632,0,0.5032051282051282,0.7777628333140643,0.748,0.597,0.78,0.6194
19,5e-05,10.089839696884155,7.688308071989853e-05,0.0001448840533460801,0.00022176713443910464,0.6633266225839273,0,0.4989983974358974,0.7793875550612425,0.748,0.597,0.78,0.6206
20,5e-05,9.830637216567993,7.673408365987528e-05,0.0001437079750198441,0.0002204420586797194,0.6631978337581341,0,0.5036057692307693,0.7789845650012677,0.748,0.597,0.776,0.6192
21,5e-05,10.07570195198059,7.595981468255512e-05,0.00014321703071264215,0.0002191768446489452,0.6633215072827462,0,0.4996995192307692,0.779719638518798,0.748,0.597,0.776,0.6195999999999999
22,5e-05,9.719419002532959,7.746178352345641e-05,0.00014423757257202687,0.00022169935497610518,0.6623510794761853,0,0.495693108974359,0.7782894403506548,0.748,0.597,0.776,0.6194000000000001
23,5e-05,9.899859428405762,7.799985849907479e-05,0.00014266708734421394,0.00022066694733579285,0.6625038798038776,0,0.49759615384615385,0.7785706856311896,0.748,0.597,0.772,0.6184
24,5e-05,9.449117660522461,7.70599057059138e-05,0.0001424198163500151,0.00021947972261561797,0.6620173866932209,0,0.4963942307692308,0.7782945571801602,0.748,0.597,0.78,0.6191999999999999
25,5e-05,11.132442951202393,7.667505885295283e-05,0.0001439148890756023,0.0002205899479285551,0.6618579412117983,0,0.5014022435897436,0.776931915527735,0.748,0.597,0.768,0.6174000000000001
26,5e-05,9.969285726547241,7.656327682362201e-05,0.00014142124228573477,0.00021798451892279374,0.6643261756652441,0,0.4911858974358974,0.7800921339255112,0.748,0.597,0.764,0.616
27,5e-05,9.534668922424316,7.73502541004489e-05,0.0001428340216919493,0.0002201842767252133,0.6622238357861837,0,0.5012019230769231,0.7781357337266971,0.748,0.597,0.776,0.6192
28,5e-05,9.619327306747437,7.777048580091781e-05,0.000142812315085067,0.0002205828018187999,0.6610954969357221,0,0.5048076923076923,0.7777113333726541,0.748,0.597,0.764,0.6168
29,5e-05,11.277687072753906,7.663226782684572e-05,0.00014124060152635837,0.00021787286842038902,0.6634932083961291,0,0.4987980769230769,0.7792385006562258,0.748,0.597,0.768,0.6178
30,5e-05,10.135508060455322,7.785142318029195e-05,0.00014305619697552174,0.00022090762071550274,0.6609815328549116,0,0.5030048076923077,0.7769348254570594,0.748,0.597,0.768,0.6192
31,5e-05,9.374353647232056,7.735673418023791e-05,0.0001416389329675346,0.00021899566733433554,0.6632974835542532,0,0.5009014423076923,0.7791758332497034,0.748,0.597,0.776,0.62
32,5e-05,9.938426971435547,7.712544734553936e-05,0.0001430834459964759,0.00022020889296888924,0.6624016715930059,0,0.4940905448717949,0.777644062653566,0.748,0.597,0.764,0.6184
