dataset,group,seed,kind,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
flickr,C1,12345,best,0,10000130166,FP,0.809112548828125,0.6833848347991442,4207
flickr,C1,12345,best,0,10000130166,NearFP,0.8054962158203125,0.6799628942486086,4312
flickr,C1,12345,best,0,10000130166,FarFP,,,0
flickr,C1,12345,best,0,10000130166,HighAUDFP,,,0
flickr,C1,12345,best,1,10007936344,FP,0.633758544921875,0.419035029742234,4539
flickr,C1,12345,best,1,10007936344,NearFP,0.582305908203125,0.4338697017268446,5096
flickr,C1,12345,best,1,10007936344,FarFP,0.7196807861328125,0.5267753201396973,3436
flickr,C1,12345,best,1,10007936344,HighAUDFP,0.6625,0.8634538152610441,249
flickr,C1,12345,best,2,10008553263,FP,0.4755401611328125,0.3846476510067114,4768
flickr,C1,12345,best,2,10008553263,NearFP,0.4593353271484375,0.6414203612479474,4872
flickr,C1,12345,best,2,10008553263,FarFP,0.3291778564453125,0.13754045307443366,5562
flickr,C1,12345,best,2,10008553263,HighAUDFP,0.10079405737704918,0.24156626506024095,1660
flickr,C1,12345,best,3,10009662863,FP,0.6162872314453125,0.4921175206019348,5582
flickr,C1,12345,best,3,10009662863,NearFP,0.55731201171875,0.5272327159361819,5453
flickr,C1,12345,best,3,10009662863,FarFP,0.747161865234375,0.560749506903353,5070
flickr,C1,12345,best,3,10009662863,HighAUDFP,0.3522518382352941,0.5874524714828897,526
flickr,C1,12345,best,4,10013411946,FP,0.771820068359375,0.7612006179651291,4531
flickr,C1,12345,best,4,10013411946,NearFP,0.6488037109375,0.6380329252849304,4738
flickr,C1,12345,best,4,10013411946,FarFP,0.814117431640625,0.7796564680622652,3726
flickr,C1,12345,best,4,10013411946,HighAUDFP,0.9170435855263158,0.9608076009501187,842
flickr,C1,12345,best,5,10016382545,FP,0.41107177734375,0.20243673851921273,6402
flickr,C1,12345,best,5,10016382545,NearFP,0.614715576171875,0.502046185325928,6842
flickr,C1,12345,best,5,10016382545,FarFP,0.3288116455078125,0.04280218018595704,6238
flickr,C1,12345,best,5,10016382545,HighAUDFP,0.01171875,0.0,13
flickr,C1,12345,best,6,10031203703,FP,0.3328857421875,0.30786860198624905,3927
flickr,C1,12345,best,6,10031203703,NearFP,0.3235931396484375,0.3200301204819277,3984
flickr,C1,12345,best,6,10031203703,FarFP,,,0
flickr,C1,12345,best,6,10031203703,HighAUDFP,0.37109375,0.3213213213213213,333
flickr,C1,12345,best,7,10035917404,FP,0.1455841064453125,0.3173488087965791,3274
flickr,C1,12345,best,7,10035917404,NearFP,0.22052001953125,0.3996166746526114,4174
flickr,C1,12345,best,7,10035917404,FarFP,0.04425048828125,0.05929919137466307,1113
flickr,C1,12345,best,7,10035917404,HighAUDFP,,,0
flickr,C1,12345,best,8,10045181004,FP,0.83892822265625,0.8418955755923674,4769
flickr,C1,12345,best,8,10045181004,NearFP,0.8436431884765625,0.875,5216
flickr,C1,12345,best,8,10045181004,FarFP,,,0
flickr,C1,12345,best,8,10045181004,HighAUDFP,0.8285590277777778,0.9325153374233128,489
flickr,C1,12345,best,9,10060697266,FP,0.43896484375,0.39085418464193267,4636
flickr,C1,12345,best,9,10060697266,NearFP,0.44573974609375,0.39215686274509803,4641
flickr,C1,12345,best,9,10060697266,FarFP,,,0
flickr,C1,12345,best,9,10060697266,HighAUDFP,,,0
flickr,C1,12345,best,10,10061269855,FP,0.9459686279296875,0.9811370186009956,3817
flickr,C1,12345,best,10,10061269855,NearFP,0.9474029541015625,0.9806181246726035,3818
flickr,C1,12345,best,10,10061269855,FarFP,,,0
flickr,C1,12345,best,10,10061269855,HighAUDFP,,,0
flickr,C1,12345,best,11,10067897816,FP,0.20880126953125,0.14926968293551834,5614
flickr,C1,12345,best,11,10067897816,NearFP,0.1248626708984375,0.103831891223733,8090
flickr,C1,12345,best,11,10067897816,FarFP,0.27734375,0.1783857729138167,3655
flickr,C1,12345,best,11,10067897816,HighAUDFP,0.23458614864864866,0.23897353648757017,2494
flickr,C1,12345,best,12,10069511285,FP,0.9570770263671875,0.974145891043398,4332
flickr,C1,12345,best,12,10069511285,NearFP,0.951995849609375,0.978085553997195,5704
flickr,C1,12345,best,12,10069511285,FarFP,,,0
flickr,C1,12345,best,12,10069511285,HighAUDFP,,,0
flickr,C1,12345,best,13,10079676496,FP,0.148101806640625,0.18889258397073494,3007
flickr,C1,12345,best,13,10079676496,NearFP,0.162689208984375,0.20162381596752368,3695
flickr,C1,12345,best,13,10079676496,FarFP,,,0
flickr,C1,12345,best,13,10079676496,HighAUDFP,0.044270833333333336,0.0641025641025641,156
flickr,C1,12345,best,14,10080652613,FP,0.315460205078125,0.5177639751552795,4025
flickr,C1,12345,best,14,10080652613,NearFP,0.361083984375,0.5965893951505462,3753
flickr,C1,12345,best,14,10080652613,FarFP,,,0
flickr,C1,12345,best,14,10080652613,HighAUDFP,0.98828125,0.9473684210526315,19
flickr,C1,12345,best,15,10106776154,FP,0.369781494140625,0.13788442041230145,5918
flickr,C1,12345,best,15,10106776154,NearFP,0.3927459716796875,0.13281753707285623,6204
flickr,C1,12345,best,15,10106776154,FarFP,,,0
flickr,C1,12345,best,15,10106776154,HighAUDFP,0.4754755434782609,0.08756116404841617,3883
flickr,C1,12345,best,16,10109936483,FP,0.4423370361328125,0.7752986251972053,4437
flickr,C1,12345,best,16,10109936483,NearFP,0.3428802490234375,0.5824135393671818,5436
flickr,C1,12345,best,16,10109936483,FarFP,0.7718505859375,0.9795918367346939,4067
flickr,C1,12345,best,16,10109936483,HighAUDFP,0.832779255319149,0.8220445940260833,2377
flickr,C1,12345,best,17,10110769444,FP,0.18603515625,0.18535681186283595,5395
flickr,C1,12345,best,17,10110769444,NearFP,0.356475830078125,0.4080848728736053,5467
flickr,C1,12345,best,17,10110769444,FarFP,0.02227783203125,0.013459621136590228,4012
flickr,C1,12345,best,17,10110769444,HighAUDFP,0.22500662076271186,0.2533659730722154,2451
flickr,C1,12345,best,18,10111706074,FP,0.666015625,0.6634512325830654,3732
flickr,C1,12345,best,18,10111706074,NearFP,0.680572509765625,0.7215945427414198,4691
flickr,C1,12345,best,18,10111706074,FarFP,0.5851236979166666,0.41136671177266576,1478
flickr,C1,12345,best,18,10111706074,HighAUDFP,,,0
flickr,C1,12345,best,19,10119607346,FP,0.2023468017578125,0.16140215716486903,5192
flickr,C1,12345,best,19,10119607346,NearFP,0.254241943359375,0.19588001445608963,5534
flickr,C1,12345,best,19,10119607346,FarFP,0.1280364990234375,0.14714475431606905,3765
flickr,C1,12345,best,19,10119607346,HighAUDFP,,,0
flickr,C1,12345,best,20,10119736773,FP,0.35166266025641024,0.9294117647058824,85
flickr,C1,12345,best,20,10119736773,NearFP,0.35166266025641024,0.9294117647058824,85
flickr,C1,12345,best,20,10119736773,FarFP,,,0
flickr,C1,12345,best,20,10119736773,HighAUDFP,,,0
flickr,C1,12345,best,21,10129791115,FP,0.244049072265625,0.3284046692607004,3855
flickr,C1,12345,best,21,10129791115,NearFP,0.270416259765625,0.3289538919186911,4034
flickr,C1,12345,best,21,10129791115,FarFP,,,0
flickr,C1,12345,best,21,10129791115,HighAUDFP,0.5501802884615384,0.432183908045977,435
flickr,C1,12345,best,22,10129813456,FP,0.41754150390625,0.30250403877221327,2476
flickr,C1,12345,best,22,10129813456,NearFP,0.3969573974609375,0.3270596590909091,2816
flickr,C1,12345,best,22,10129813456,FarFP,,,0
flickr,C1,12345,best,22,10129813456,HighAUDFP,0.2152777777777778,0.09631728045325778,706
flickr,C1,12345,best,23,10163352444,FP,0.376953125,0.18311364446027786,2807
flickr,C1,12345,best,23,10163352444,NearFP,0.429107666015625,0.1968503937007874,3048
flickr,C1,12345,best,23,10163352444,FarFP,,,0
flickr,C1,12345,best,23,10163352444,HighAUDFP,,,0
flickr,C1,12345,best,24,10165890496,FP,0.5085601806640625,0.35570890840652447,3188
flickr,C1,12345,best,24,10165890496,NearFP,0.48895263671875,0.41,3300
flickr,C1,12345,best,24,10165890496,FarFP,0.646875,0.45,60
flickr,C1,12345,best,24,10165890496,HighAUDFP,0.28794642857142855,0.6381709741550696,503
flickr,C1,12345,best,25,10173808724,FP,0.2460784912109375,0.09141583054626533,2691
flickr,C1,12345,best,25,10173808724,NearFP,0.29833984375,0.10935302390998594,2844
flickr,C1,12345,best,25,10173808724,FarFP,,,0
flickr,C1,12345,best,25,10173808724,HighAUDFP,,,0
flickr,C1,12345,best,26,10202025415,FP,0.3878936767578125,0.3789520558111919,6737
flickr,C1,12345,best,26,10202025415,NearFP,0.3997955322265625,0.38465018094089265,6632
flickr,C1,12345,best,26,10202025415,FarFP,,,0
flickr,C1,12345,best,26,10202025415,HighAUDFP,,,0
flickr,C1,12345,best,27,10221582415,FP,0.3609771728515625,0.4533516268130145,5102
flickr,C1,12345,best,27,10221582415,NearFP,0.323486328125,0.337897704389851,4966
flickr,C1,12345,best,27,10221582415,FarFP,0.6629791259765625,0.7468334135000801,6237
flickr,C1,12345,best,27,10221582415,HighAUDFP,0.12267736486486487,0.3046594982078853,558
flickr,C1,12345,best,28,10234680056,FP,0.09625244140625,0.10245128849780012,4773
flickr,C1,12345,best,28,10234680056,NearFP,0.0930328369140625,0.10784540615598241,4321
flickr,C1,12345,best,28,10234680056,FarFP,,,0
flickr,C1,12345,best,28,10234680056,HighAUDFP,0.06363553779069768,0.0666058394160584,1096
flickr,C1,12345,best,29,10246013484,FP,0.652435302734375,0.7548015364916774,3124
flickr,C1,12345,best,29,10246013484,NearFP,0.646148681640625,0.7475816203143894,3308
flickr,C1,12345,best,29,10246013484,FarFP,,,0
flickr,C1,12345,best,29,10246013484,HighAUDFP,,,0
flickr,C1,12345,best,30,10268129763,FP,0.8328857421875,0.5341328413284133,4336
flickr,C1,12345,best,30,10268129763,NearFP,0.8540802001953125,0.6209696680200621,4187
flickr,C1,12345,best,30,10268129763,FarFP,,,0
flickr,C1,12345,best,30,10268129763,HighAUDFP,,,0
flickr,C1,12345,best,31,10278084464,FP,0.91827392578125,0.9233946176392219,7506
flickr,C1,12345,best,31,10278084464,NearFP,0.8897705078125,0.9113726602382303,7052
flickr,C1,12345,best,31,10278084464,FarFP,0.9486236572265625,0.9000714796283059,6995
flickr,C1,12345,best,31,10278084464,HighAUDFP,0.8106831395348837,0.9315181518151815,1212
flickr,C1,12345,best,32,10283938426,FP,0.53656005859375,0.45160116448326054,5496
flickr,C1,12345,best,32,10283938426,NearFP,0.4584197998046875,0.37200679746639886,6473
flickr,C1,12345,best,32,10283938426,FarFP,0.6549835205078125,0.6291441788743254,3891
flickr,C1,12345,best,32,10283938426,HighAUDFP,0.13541666666666666,0.20833333333333334,432
flickr,C1,12345,best,33,10289643764,FP,0.1622314453125,0.1869390872637006,5237
flickr,C1,12345,best,33,10289643764,NearFP,0.2457427978515625,0.24735449735449735,5292
flickr,C1,12345,best,33,10289643764,FarFP,0.008819580078125,0.0,2915
