dataset,group,seed,kind,sample_index,sample_id,specific_audio_switch_spearman
flickr,C1,12345,best,0,10000130166,0.12682397959183675
flickr,C1,12345,best,1,10007936344,0.060153061224489796
flickr,C1,12345,best,2,10008553263,-0.12794642857142857
flickr,C1,12345,best,3,10009662863,0.10052295918367349
flickr,C1,12345,best,4,10013411946,0.3536479591836735
flickr,C1,12345,best,5,10016382545,-0.21651785714285715
flickr,C1,12345,best,6,10031203703,-0.0382142857142857
flickr,C1,12345,best,7,10035917404,0.35691326530612244
flickr,C1,12345,best,8,10045181004,-0.15903061224489795
flickr,C1,12345,best,9,10060697266,-0.030344387755102037
flickr,C1,12345,best,10,10061269855,0.0123469387755102
flickr,C1,12345,best,11,10067897816,-0.13016581632653063
flickr,C1,12345,best,12,10069511285,0.5741454081632653
flickr,C1,12345,best,13,10079676496,0.2784056122448979
flickr,C1,12345,best,14,10080652613,0.1499362244897959
flickr,C1,12345,best,15,10106776154,0.032474489795918354
flickr,C1,12345,best,16,10109936483,0.2649489795918367
flickr,C1,12345,best,17,10110769444,-0.250969387755102
flickr,C1,12345,best,18,10111706074,0.10068877551020408
flickr,C1,12345,best,19,10119607346,0.08165816326530612
flickr,C1,12345,best,20,10119736773,-0.0023724489795918235
flickr,C1,12345,best,21,10129791115,-0.21445153061224492
flickr,C1,12345,best,22,10129813456,-0.006811224489795917
flickr,C1,12345,best,23,10163352444,0.16919642857142858
flickr,C1,12345,best,24,10165890496,0.3144642857142857
flickr,C1,12345,best,25,10173808724,-0.0932015306122449
flickr,C1,12345,best,26,10202025415,0.12135204081632653
flickr,C1,12345,best,27,10221582415,0.06906887755102042
flickr,C1,12345,best,28,10234680056,0.19113520408163265
flickr,C1,12345,best,29,10246013484,0.3062755102040816
flickr,C1,12345,best,30,10268129763,0.28982142857142856
flickr,C1,12345,best,31,10278084464,-0.236390306122449
flickr,C1,12345,best,32,10283938426,0.02110969387755102
flickr,C1,12345,best,33,10289643764,-0.014043367346938757
flickr,C1,12345,best,34,10304554474,0.024642857142857147
flickr,C1,12345,best,35,10308472565,0.09520408163265304
flickr,C1,12345,best,36,10369815925,-0.1750127551020408
flickr,C1,12345,best,37,10389014583,-0.09563775510204081
flickr,C1,12345,best,38,10409146004,0.02075255102040817
flickr,C1,12345,best,39,10409351364,-0.03607142857142856
flickr,C1,12345,best,40,10413912845,0.12867346938775512
flickr,C1,12345,best,41,10437048305,-0.20206632653061224
flickr,C1,12345,best,42,10440265465,-0.1489795918367347
flickr,C1,12345,best,43,10441843213,0.6187117346938775
flickr,C1,12345,best,44,10446128125,0.021250000000000005
flickr,C1,12345,best,45,10451898725,0.0001785714285714307
flickr,C1,12345,best,46,10468313544,-0.014642857142857148
flickr,C1,12345,best,47,10476442285,0.14339285714285716
flickr,C1,12345,best,48,10476446674,-0.13775510204081634
flickr,C1,12345,best,49,10477544895,-0.10653061224489795
flickr,C1,12345,best,50,10481128583,0.16653061224489796
flickr,C1,12345,best,51,10520382525,0.057448979591836744
flickr,C1,12345,best,52,10545790805,0.2077933673469388
flickr,C1,12345,best,53,10548273474,-0.08100765306122448
flickr,C1,12345,best,54,10549911663,-0.000956632653061229
flickr,C1,12345,best,55,10555704135,0.7612755102040817
flickr,C1,12345,best,56,10557361454,-0.31057397959183675
flickr,C1,12345,best,57,10610974774,-0.121390306122449
flickr,C1,12345,best,58,10624261424,0.2825
flickr,C1,12345,best,59,10635080206,0.20102040816326533
flickr,C1,12345,best,60,10654057765,-0.11150510204081635
flickr,C1,12345,best,61,10659354545,0.3113392857142857
flickr,C1,12345,best,62,10666396623,0.03359693877551019
flickr,C1,12345,best,63,10667001125,-0.23889030612244896
flickr,C1,12345,best,64,10701841844,0.10901785714285715
flickr,C1,12345,best,65,10743985374,-0.2680994897959184
flickr,C1,12345,best,66,10751849775,0.15971938775510203
flickr,C1,12345,best,67,10761625676,-0.0796683673469388
flickr,C1,12345,best,68,10771238614,0.13153061224489795
flickr,C1,12345,best,69,10795023275,-0.051058673469387764
