sample_id,IoU_AUD,IoU_AUD_FIXED_SLOT0,outcome,semantic_margin,ownership_confidence,mean_max_ownership_probability,fraction_max_ownership_gt_0_7,fraction_max_ownership_gt_0_8,fraction_max_ownership_gt_0_9,eval_soft_containment,eval_seed_top10,eval_seed_top20,centroid_distance,js_divergence,extent_aud,extent_slot,extent_ratio,raw_seed_top10,raw_seed_top20
f5RrGFBbbSY_000020,0.10268832525885817,0.18911826452064381,Neutral,0.004915008321404457,0.7345647811889648,0.9462099671363831,1.0,0.9591836333274841,0.8163264989852905,10209.5546875,0.819021463394165,0.6854748725891113,0.03372892008440583,0.02601419412106122,0.6586415816326531,0.49433992346938777,0.7505446623093682,0.16123053431510925,0.1346728801727295
f61vxWAeITg_000070,0.09418509418509419,0.125663039317548,Neutral,0.029245125129818916,0.45882052183151245,0.8364476561546326,0.8163264989852905,0.6122449040412903,0.44897958636283875,12854.5869140625,0.8068059682846069,0.720870852470398,0.03569302790651153,0.020236037922391755,0.603156887755102,0.460758131377551,0.7639109172614328,0.37965336441993713,0.33829522132873535
f6wrXzvByrg_000030,0.7540932113549805,0.6363882740864538,Neutral,0.07085446268320084,0.49110662937164307,0.8401198983192444,0.8367346525192261,0.6326530575752258,0.5102040767669678,10731.0927734375,0.8369671702384949,0.7074442505836487,0.03714835062477747,0.05476834695707865,0.6333506058673469,0.3755381058673469,0.592938733125649,0.4929249882698059,0.41494980454444885
f724u5z_UDw_000030,0.7341088723143716,0.7526846729580214,Neutral,0.05288320779800415,0.5472792387008667,0.8828427791595459,0.8979591727256775,0.7551020383834839,0.6122449040412903,10901.525390625,0.8712472915649414,0.7584434151649475,0.0392106259073882,0.03756342890735248,0.6495535714285714,0.4297472895408163,0.6616040746195385,0.3090214431285858,0.27131563425064087
f8cJ5g7Pe88_000030,0.03218940432107765,0.044412261646150135,Neutral,0.026921190321445465,0.5010780096054077,0.8802000880241394,1.0,0.8979591727256775,0.40816324949264526,15623.3408203125,0.7088263630867004,0.6688294410705566,0.05116380745812109,0.01708516272875532,0.6809032206632653,0.5676419005102041,0.8336601785452951,0.19834445416927338,0.18754878640174866
f9gjQDw0I5Q_000419,0.18482334610687665,0.36686491079014444,Neutral,0.06111107021570206,0.6519841551780701,0.9189997911453247,1.0,0.8979591727256775,0.7346938848495483,9858.05078125,0.822444498538971,0.686960756778717,0.049079612867796316,0.03831440936794811,0.6234654017857143,0.4349888392857143,0.6976952338330723,0.24224647879600525,0.20332178473472595
f9sagpKa8Zo_000040,0.5533135409852564,0.739193746167995,Neutral,0.14450398087501526,0.5780842304229736,0.871696949005127,0.8367346525192261,0.7551020383834839,0.6734693646430969,9615.130859375,0.8187499642372131,0.6898012757301331,0.025862203334550242,0.034831050522810936,0.6171675701530612,0.43959263392857145,0.7122743565731262,0.42484250664711,0.35768264532089233
fAns8GJzYeQ_000030,0.501261160267446,0.6015757509438091,Neutral,0.017088644206523895,0.7607215046882629,0.9556704759597778,1.0,1.0,0.8571428656578064,12110.181640625,0.8396119475364685,0.7455207109451294,0.055568466151215294,0.04046663076615292,0.6475406568877551,0.4207389987244898,0.6497491613062079,0.10566636174917221,0.09587644040584564
fB9W0awy06E_000160,0.5810616322384016,0.5945433687465709,Neutral,0.006661194376647472,0.6117272973060608,0.919448971748352,1.0,1.0,0.6734693646430969,13447.7998046875,0.8145223259925842,0.7563081383705139,0.03478360331524553,0.017341868925670384,0.6932796556122449,0.5440250318877551,0.7847122405565456,0.14304174482822418,0.13402529060840607
fB_tldbRb28_000220,0.5390578088323599,0.5524952083481224,Neutral,0.03000924549996853,0.42332422733306885,0.8452970385551453,0.8979591727256775,0.7551020383834839,0.3265306055545807,11058.287109375,0.831413745880127,0.7161529064178467,0.004266252813014206,0.02018306124699083,0.6581433354591837,0.5107421875,0.7760348847772764,0.32536235451698303,0.2884312570095062
