sample_id,IoU_STAGE1_AUD,IoU_SLOT_L3_POOLED,IoU_SLOT_L3_NATIVE_READOUT,IoU_SLOT_L4,IoU_STAGE1_AUD_L3_POOLED,IoU_STAGE1_AUD_L3_NATIVE_READOUT,IoU_STAGE1_AUD_L4,IoU_NATIVE_UPDATE_AUD,IoU_SLOT_L3_NATIVE_UPDATE,IoU_NATIVE_UPDATE_AUD_L3_NATIVE_UPDATE
RgyqhpOJFM4_000030,0.3773841344629185,0.18395939086294416,0.23580013859351479,0.1452856159669649,0.32100685444386845,0.3390000294628915,0.1933401701152199,0.3910072903545937,0.20123293703214443,0.27673241139575305
Rhl5nDCU0u0_000060,0.5501096096587377,0.4452151091948636,0.4049066779463861,0.4184530525260123,0.5278260126960631,0.5242201065804443,0.47950122803703005,0.5794386486224605,0.45183834700698877,0.609375
RhmN8ktt5FI_000320,0.5006252056597565,0.40551451897484975,0.38153831070150496,0.21378802747791953,0.5070540969821545,0.49634789475168506,0.4104841452813787,0.5547309833024119,0.4023409449949734,0.5709630976737137
RhsXiHgKzyY_000023,0.3748473100005311,0.34291049526800493,0.31959345002823264,0.2126924521216673,0.3635040967914848,0.36275258309156616,0.35918546733079404,0.340434540979702,0.42600625441339657,0.4152071316203461
Ri47GANmuQ4_000016,0.15301829566578612,0.07934254354829902,0.0668353676689491,0.18925259747514245,0.13390984203090886,0.13439312567132117,0.23044054810667453,0.13602957164601,0.07039189815640266,0.12283682338996445
Rj0cmUyZfR4_000030,0.6121949323799161,0.3596856320566748,0.33123454528803004,0.4442177861965127,0.5236684655091506,0.5413512579702862,0.5899425025098111,0.5097606357816393,0.10679158195505248,0.39653430332423967
Rj8hpFBBSi0_000092,0.10981882389068018,0.19089133160334723,0.16531944194958387,0.0,0.17383518962862157,0.16619123085050186,0.0,0.3251047520057167,0.2109016811003566,0.35666650901007424
RliBuXFTL-o_000036,0.3694738317102221,0.29287427543473915,0.2664906324657362,0.19573791723082357,0.34503932661791087,0.34264451733502627,0.3285273848385927,0.41115473673613206,0.16944227599965306,0.35679925330269957
Rm2XQrio0QE_000099,0.14032540675844807,0.03691654553425163,0.04021397836957786,0.26661454261141515,0.12173283892556751,0.12826603325415678,0.22270153680237262,0.13818335752298017,0.07196261682242991,0.14364041040117256
RnXiQh8x--c_000126,0.6019284921921666,0.5181989021314475,0.6013600737667127,0.27603125,0.5722017008848037,0.6259677419354839,0.46740355043999876,0.5238403103281073,0.4245509828878518,0.5299023373203117
