dataset,group,seed,region,raw_macro_auroc,raw_lo,raw_hi,raw_valid_images,conditional_macro_auroc,conditional_lo,conditional_hi,conditional_valid_images,conditional_pairs
flickr,C2,12345,FP,0.5021398380247465,0.47124098959239397,0.5329079878339883,247,0.4562865681933521,0.42550046072751957,0.4856229949394613,247,1127659
flickr,C2,12345,FarFP,0.47840819667170476,0.42634458502278316,0.527930384679399,158,0.4409377714210425,0.3892330760316126,0.4920175566492928,154,493109
flickr,C2,12345,HighAUDFP,0.4386398637714843,0.39941774390666224,0.47699886934916136,180,0.46818322737833007,0.42309425819969315,0.512876981981744,180,276072
flickr,C2,12345,NearFP,0.5032517527791429,0.4770357977321533,0.5310508007571095,247,0.4618571856135793,0.4330979773417449,0.49276462412550576,247,1268730
