epoch,learning_rate,epoch_seconds,loss_coarse,loss_equiv,loss_total,mean_valid_ratio,skipped_small_overlap_samples,actual_flip_ratio,mean_crop_scale,aud_l4_ciou,aud_l4_auc,aud_fine_ciou,aud_fine_auc
1,5e-05,175.0434672832489,0.00010384460599401973,0.00036439807222595974,0.0004682426781681933,0.6623814638399145,0,0.49849171485765126,0.7783087847283726,0.3801861186506398,0.40944164404808064,0.41062427297402093,0.42232454439705314
2,5e-05,181.98714900016785,0.00011765136586941756,0.00032104377914882957,0.00043869514505708674,0.6626458400296995,0,0.5000486543594306,0.7786438181943316,0.3801861186506398,0.40944164404808064,0.41411399767351686,0.42384645211322214
3,5e-05,215.9913148880005,0.00011820084482905358,0.00031598861199999193,0.00043418945636296996,0.6631149343112185,0,0.49721975088967973,0.7789337649888415,0.3801861186506398,0.40944164404808064,0.4174098487785964,0.424563784412563
4,5e-05,187.02627658843994,0.00011923839641072923,0.00031353223716112656,0.0004327706337531074,0.662455938146632,0,0.4995621107651246,0.7782277069269975,0.3801861186506398,0.40944164404808064,0.416828227995347,0.4252520356727414
5,5e-05,188.29398465156555,0.0001201309041336371,0.0003108655083804388,0.00043099641241050354,0.662848967780422,0,0.5023215080071174,0.778832512287907,0.3801861186506398,0.40944164404808064,0.41934858472276076,0.4256591702210159
6,5e-05,183.79592657089233,0.00012014636914270642,0.0003079895062282602,0.00042813587609597306,0.6627577943097654,0,0.5035309163701067,0.7785543448348062,0.3801861186506398,0.40944164404808064,0.41973633191159365,0.4255622334238077
7,5e-05,187.31587529182434,0.00012040189247538197,0.00030609889436940735,0.000426500786909522,0.6627717288575563,0,0.4998401356761566,0.7788388208350253,0.3801861186506398,0.40944164404808064,0.4220628150445909,0.426202016285382
8,5e-05,175.60062551498413,0.000120510337853061,0.00030461164901664423,0.0004251219869344379,0.6629871290137335,0,0.4980260231316726,0.7790246924047368,0.3801861186506398,0.40944164404808064,0.42070569988367584,0.4263958898797984
9,5e-05,190.74722719192505,0.00012060579791204388,0.00030311383068763726,0.0004237196281336056,0.6629190405704797,0,0.49879754225978645,0.7788434948149101,0.3801861186506398,0.40944164404808064,0.4191547111283443,0.42536835982939125
10,5e-05,183.00548315048218,0.00012115828076761143,0.00030254547839886527,0.0004237037596066592,0.6628153136404383,0,0.4999582962633452,0.778843740339381,0.3801861186506398,0.40944164404808064,0.41973633191159365,0.42611477316789453
11,5e-05,181.3132905960083,0.0001214897441243781,0.0003015125883756424,0.00042300233274600486,0.6626482133975656,0,0.5012094083629893,0.7788378207072668,0.3801861186506398,0.40944164404808064,0.4226444358278402,0.42637650252035675
12,5e-05,190.88275718688965,0.00012170705098165381,0.00030026191563198003,0.00042196896608282555,0.6627958437089818,0,0.5015082851423488,0.7788316866257012,0.3801861186506398,0.40944164404808064,0.42167506785575803,0.4267545560294688
13,5e-05,190.48739457130432,0.00012130224656767719,0.00029888272332483274,0.0004201849698407237,0.662701409694563,0,0.49887399911032027,0.7786774666071786,0.3801861186506398,0.40944164404808064,0.42128732066692515,0.4269484296238853
14,5e-05,188.80787777900696,0.00012187283025800543,0.0002990871910428383,0.00042096002115843173,0.662504947376421,0,0.4989852090747331,0.7785212150460036,0.3801861186506398,0.40944164404808064,0.4230321830166731,0.4263183404420319
15,5e-05,183.31893277168274,0.00012182657625749906,0.00029803913973646366,0.00041986571594217653,0.6628030800522434,0,0.499756728202847,0.778768353721001,0.3801861186506398,0.40944164404808064,0.4236138037999225,0.4260953858084529
16,5e-05,183.189519405365,0.00012206534724152279,0.00029748492036097654,0.0004195502671882099,0.6629070535673366,0,0.4993257895907473,0.778955324476724,0.3801861186506398,0.40944164404808064,0.42535866614967044,0.4271326095385809
17,5e-05,242.56084823608398,0.00012205570262309505,0.00029741432290943505,0.00041947002513118725,0.662782759640989,0,0.5004100867437722,0.7787809860876023,0.3801861186506398,0.40944164404808064,0.4222566886390074,0.4270647537805351
18,5e-05,159.7637321949005,0.00012229269020776413,0.00029673513121989114,0.00041902782261873733,0.6624948055718717,0,0.5011399021352313,0.7783901556742997,0.3801861186506398,0.40944164404808064,0.423419930205506,0.42695812330360605
19,5e-05,151.48906540870667,0.0001218761324293595,0.00029598216064691913,0.0004178582928561874,0.6631812520086553,0,0.5025161254448398,0.7791999812864324,0.3801861186506398,0.40944164404808064,0.4230321830166731,0.42719077161690583
20,5e-05,168.6524178981781,0.00012192546387511269,0.0002952679895969469,0.000417193453290808,0.6630630912093506,0,0.49863767793594305,0.779185316528714,0.3801861186506398,0.40944164404808064,0.4226444358278402,0.42659945715393566
21,5e-05,156.15125036239624,0.00012192872081124274,0.00029527881381381967,0.0004172075345732762,0.6626242776782487,0,0.49875583852313166,0.7786175766661498,0.3801861186506398,0.40944164404808064,0.423419930205506,0.4276269872043428
22,5e-05,143.85910844802856,0.0001226071115628546,0.0002945728842488049,0.0004171799959281784,0.6628593931842953,0,0.5003892348754448,0.7789566570965845,0.3801861186506398,0.40944164404808064,0.42458317177200466,0.4273167894532765
23,5e-05,145.24151158332825,0.00012215737537888966,0.0002934014015778024,0.00041555877772053815,0.6627552412795003,0,0.5016264457295374,0.7787100689691157,0.3801861186506398,0.40944164404808064,0.4240015509887553,0.42700659170221017
24,5e-05,142.54613161087036,0.0001226058101762721,0.00029390098493309276,0.00041650679491516665,0.6626207316261169,0,0.4989713078291815,0.7786976161588554,0.3801861186506398,0.40944164404808064,0.4241954245831718,0.42719077161690583
25,5e-05,142.13423776626587,0.0001224304762470256,0.0002930298534816867,0.0004154603293014763,0.662794640267871,0,0.4980955293594306,0.7788208776097281,0.3801861186506398,0.40944164404808064,0.42535866614967044,0.4268224117875145
26,5e-05,150.71731662750244,0.00012252087653776152,0.0002925521312459634,0.00041507300775783183,0.663093763420166,0,0.4978870106761566,0.7791833191367655,0.3801861186506398,0.40944164404808064,0.4238076773943389,0.42783055447848006
27,5e-05,141.69574999809265,0.00012263951135032438,0.0002925823266254208,0.000415221838066371,0.6625123577610029,0,0.4999860987544484,0.7785007555925973,0.3801861186506398,0.40944164404808064,0.42535866614967044,0.42803412175261735
28,5e-05,144.79315328598022,0.00012232690143680242,0.0002913648436414376,0.00041369174498761424,0.6630753601148883,0,0.5013275689501779,0.7790735374566075,0.3801861186506398,0.40944164404808064,0.4247770453664211,0.4264443582784025
29,5e-05,142.66714191436768,0.0001226196195554275,0.0002916429971313283,0.00041426261682916775,0.6630840122275505,0,0.49797736877224197,0.7790799453801531,0.3801861186506398,0.40944164404808064,0.4232260566110896,0.4266479255525398
30,5e-05,143.22709941864014,0.00012262923369769113,0.0002911646169522492,0.0004137938507535127,0.6629214171200885,0,0.4990686165480427,0.7791259956953789,0.3801861186506398,0.40944164404808064,0.42555253974408686,0.42814075222954634
31,5e-05,144.6767816543579,0.00012285786995892514,0.0002914430325837587,0.00041430090265920274,0.6629956760228316,0,0.5010703959074733,0.7790209786747698,0.3801861186506398,0.40944164404808064,0.42555253974408686,0.42712291585886003
32,5e-05,143.60252857208252,0.00012241612079559935,0.0002908964342171711,0.00041331255558241833,0.6632322445246672,0,0.4991103202846975,0.7793536162885483,0.3801861186506398,0.40944164404808064,0.42458317177200466,0.4273167894532765
33,5e-05,142.63337874412537,0.00012266035940283927,0.0002903653802478593,0.0004130257394565004,0.6627969821364854,0,0.4988879003558719,0.7787225104311607,0.3801861186506398,0.40944164404808064,0.42516479255525397,0.42796626599457155
34,5e-05,145.25793480873108,0.0001235278011928354,0.0002911034953091509,0.00041463129623010885,0.662251286023028,0,0.4990269128113879,0.7783483221225467,0.3801861186506398,0.40944164404808064,0.42458317177200466,0.4274234199302055
35,5e-05,143.5652949810028,0.00012350585576537517,0.0002903506378112924,0.0004138564942628344,0.6630261032394668,0,0.5012928158362989,0.7789520185401007,0.3801861186506398,0.40944164404808064,0.4240015509887553,0.42689026754556036
36,5e-05,142.15063953399658,0.00012340213960478682,0.00029029262393424655,0.00041369476303411814,0.6624945568656582,0,0.5019948287366548,0.7786457471788142,0.3801861186506398,0.40944164404808064,0.42555253974408686,0.42902287708414116
37,5e-05,143.69887137413025,0.00012307740485165567,0.0002905206073919026,0.0004135980120105205,0.6629213810603389,0,0.5002154693060499,0.7786751572983969,0.3801861186506398,0.40944164404808064,0.42574641333850327,0.4279662659945716
38,5e-05,141.71929287910461,0.0001234003692426018,0.0002902374460752987,0.0004136378151237023,0.6630703593700382,0,0.5011468527580071,0.7790371158369072,0.3801861186506398,0.40944164404808064,0.42535866614967044,0.4271423032183017
39,5e-05,142.37669801712036,0.00012271097931452427,0.0002892765139264396,0.00041198749308560533,0.6627883979009987,0,0.4993049377224199,0.7790010355121301,0.3801861186506398,0.40944164404808064,0.42516479255525397,0.4276657619232261
40,5e-05,143.93552803993225,0.00012316002144722278,0.00028924870822003636,0.0004124087297060988,0.6631367451567667,0,0.4996594194839858,0.7792217555419406,0.3801861186506398,0.40944164404808064,0.42690965490500193,0.42798565335401323
41,5e-05,142.62838411331177,0.0001234109459992364,0.0002895870675921964,0.00041299801287937284,0.662552148103714,0,0.49851951734875444,0.7784528056709792,0.3801861186506398,0.40944164404808064,0.42516479255525397,0.4272489336952307
42,5e-05,143.71462631225586,0.000123383398602275,0.0002886115685101181,0.00041199496728069814,0.6626341736401528,0,0.4989574065836299,0.7785196565224183,0.3801861186506398,0.40944164404808064,0.42574641333850327,0.4284897246994959
43,5e-05,145.07985830307007,0.00012308521974799505,0.00028834556131225966,0.00041143078139686487,0.6630041154890298,0,0.49943699955516013,0.7788288374812578,0.3801861186506398,0.40944164404808064,0.42516479255525397,0.4278111671190384
