sample_index,sample_id,IoU_AUD_FINE,IoU_IMG_L4,IoU_IMG_FINE,IoU_IMG_VALUE,IoU_IMG_VALUE_RES,IoU_IQR_OLD,IoU_IQR_FINE,IoU_IQR_VALUE,IoU_IQR_VALUE_RES,delta_IMG_VALUE_vs_IMG_FINE,delta_IMG_VALUE_RES_vs_IMG_FINE,delta_IQR_VALUE_vs_IQR_FINE,delta_IQR_VALUE_RES_vs_IQR_FINE,delta_IQR_VALUE_vs_AUD_FINE,delta_IQR_VALUE_RES_vs_AUD_FINE,IMG_FINE_vs_IMG_VALUE_pixel_pearson,IMG_FINE_vs_IMG_VALUE_pixel_cosine,IMG_FINE_vs_IMG_VALUE_mean_absolute_difference,IMG_FINE_vs_IMG_VALUE_RES_pixel_pearson,IMG_FINE_vs_IMG_VALUE_RES_pixel_cosine,IMG_FINE_vs_IMG_VALUE_RES_mean_absolute_difference
10,10061269855,0.6964758159998831,0.637073577847658,0.5959057976404779,0.07947687338344404,0.6009095908327512,0.6739031044908192,0.65051535750623,0.6968009703771902,0.6577021076041651,-0.5164289242570339,0.005003793192273287,0.046285612870960224,0.007186750097935124,0.00032515437730717967,-0.03877370839571792,-0.08731920412957449,0.849979874954449,0.26606944174984526,0.99997705303746,0.999974629912939,0.004498235209626433
11,10067897816,0.3571332926665972,0.2754713601146491,0.32104780998154514,0.026837476929757898,0.32601339965759424,0.33872710767856373,0.34316052822357107,0.3564378478664193,0.34598895978206323,-0.29421033305178723,0.004965589676049098,0.013277319642848229,0.0028284315584921615,-0.0006954448001779134,-0.01114433288453398,-0.5085244980588115,0.7903831458697624,0.3998291208731566,0.9995941867323186,0.9999720384468639,0.005500515096222633
12,10069511285,0.8027168069650958,0.7510930848003682,0.801850115804566,0.46770300493810757,0.8020965168106532,0.7868867975553031,0.8031316631130064,0.802415230902368,0.8027519276788089,-0.33414711086645843,0.0002464010060871935,-0.0007164322106384402,-0.00037973543419755895,-0.00030157606272784854,3.5120713713032714e-05,0.1898340883980986,0.9471605496614258,0.19257309568423778,0.9999469819669106,0.9999913885390075,0.0023352075487479145
13,10079676496,0.7591026527932685,0.7305342219075616,0.7754373898465374,0.06224537595639275,0.7747871503183802,0.773411141198106,0.7616464986546833,0.7584859894797704,0.760696034125945,-0.7131920138901446,-0.0006502395281572371,-0.00316050917491284,-0.0009504645287382596,-0.0006166633134980781,0.0015933813326765023,-0.42826379487444427,0.8085086580767654,0.4070856833901336,0.9999804539978147,0.9999981894833436,0.0013732619833899894
14,10080652613,0.8630861423220973,0.7438118811881188,0.8106810909644979,0.05648617511520737,0.8062745815421202,0.8363178259695851,0.8502837650184145,0.8627201389720858,0.8519468759432538,-0.7541949158492905,-0.004406509422377747,0.012436373953671254,0.001663110924839284,-0.0003660033500115789,-0.011139266378843549,-0.7839808213689557,0.6490665484170287,0.46810898595017697,0.9999305771306247,0.9999866277810802,0.0030273844525121924
15,10106776154,0.6832728927374764,0.4098365141254532,0.6380600575221842,0.24916749221202392,0.6387689205575008,0.5525710745508364,0.6667261373773417,0.6827536771294267,0.668236295492923,-0.38889256531016025,0.000708863035316587,0.01602753975208504,0.001510158115581306,-0.0005192156080496835,-0.015036597244553418,-0.2860380104157023,0.8484777440199602,0.2833406027966658,0.9997174144699958,0.9999686029500989,0.0035347821313092363
16,10109936483,0.5154831567294006,0.5392775330396475,0.5493135525815265,0.0,0.5504204588711631,0.53554786313407,0.5333399157451291,0.5159217523423651,0.5322125635558471,-0.5493135525815265,0.001106906289636611,-0.01741816340276392,-0.0011273521892819494,0.00043859561296455407,0.016729406826446525,-0.8623202810752538,0.60864916009584,0.4870248187197409,0.9999650748675514,0.9999928692062661,0.0018057583630311503
17,10110769444,0.6744996400287977,0.6947876241677644,0.6931849118243141,0.35206592204951964,0.6915563862177072,0.6999369085173501,0.6808183018037836,0.673567977915804,0.6794388426128891,-0.34111898977479443,-0.0016285256066068676,-0.007250323887979526,-0.0013794591908944387,-0.0009316621129936697,0.004939202584091418,0.11103039315426984,0.9391911874768542,0.20336284353770423,0.9999913933410008,0.9999979248400634,0.0014101406309799697
18,10111706074,0.6329745749493059,0.5963349539319348,0.649418421879912,0.4468156237811333,0.64692725023002,0.6255997088310228,0.638261691072272,0.633688087138354,0.6383280757097792,-0.20260279809877862,-0.002491171649891988,-0.004573603933918036,6.638463750718859e-05,0.0007135121890481377,0.005353500760473362,-0.14716963448382775,0.861665583194613,0.28819667600577414,0.9994412974730701,0.9999211187193362,0.00958476055534395
19,10119607346,0.5694041189655951,0.5041658650644488,0.5527185813856965,0.2226740912219233,0.551337824271435,0.5396789779951832,0.5617806088437893,0.5694546766700245,0.5622600355558212,-0.33004449016377324,-0.001380757114261555,0.0076740678262351425,0.0004794267120318274,5.055770442941032e-05,-0.007144083409773905,-0.3095755304535396,0.877902316017626,0.29278480930650796,0.999206268373891,0.9998466938899022,0.015743666519641146
