dataset,group,seed,region,raw_macro_auroc,raw_lo,raw_hi,raw_valid_images,conditional_macro_auroc,conditional_lo,conditional_hi,conditional_valid_images,conditional_pairs
flickr,C1,12345,FP,0.5379954809970751,0.5065973362842974,0.5681750590188673,247,0.48283942932741325,0.4508883469385669,0.5152223659735853,247,1112034
flickr,C1,12345,FarFP,0.5422394168472027,0.493108998182167,0.5899546021737944,158,0.4619755053405633,0.41213112212319275,0.5167686659267055,148,486718
flickr,C1,12345,HighAUDFP,0.4419846325886342,0.3987259981644192,0.4835902572706635,176,0.4717523876616311,0.42803755192402065,0.51855760061677,175,255143
flickr,C1,12345,NearFP,0.5356832802423148,0.5064093833391904,0.5633545651407638,247,0.48852632439188476,0.457799682069126,0.5190412509327486,247,1258907
