dataset,group,seed,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
flickr,C1,12345,0,10000130166,FP,0.7979888916015625,0.6444021868314713,4207
flickr,C1,12345,0,10000130166,NearFP,0.793121337890625,0.6368274582560297,4312
flickr,C1,12345,0,10000130166,FarFP,,,0
flickr,C1,12345,0,10000130166,HighAUDFP,,,0
flickr,C1,12345,1,10007936344,FP,0.7081298828125,0.525005507821106,4539
flickr,C1,12345,1,10007936344,NearFP,0.66656494140625,0.5247252747252747,5096
flickr,C1,12345,1,10007936344,FarFP,0.8336639404296875,0.619906868451688,3436
flickr,C1,12345,1,10007936344,HighAUDFP,0.75625,0.9116465863453815,249
flickr,C1,12345,2,10008553263,FP,0.4825439453125,0.39198825503355705,4768
flickr,C1,12345,2,10008553263,NearFP,0.4816131591796875,0.624384236453202,4872
flickr,C1,12345,2,10008553263,FarFP,0.3358612060546875,0.19075871988493348,5562
flickr,C1,12345,2,10008553263,HighAUDFP,0.12250256147540983,0.25180722891566265,1660
flickr,C1,12345,3,10009662863,FP,0.626220703125,0.49175922608384093,5582
flickr,C1,12345,3,10009662863,NearFP,0.6309661865234375,0.5816981478085458,5453
flickr,C1,12345,3,10009662863,FarFP,0.681427001953125,0.4666666666666667,5070
flickr,C1,12345,3,10009662863,HighAUDFP,0.5045955882352942,0.7167300380228137,526
flickr,C1,12345,4,10013411946,FP,0.5940399169921875,0.6722577797395718,4531
flickr,C1,12345,4,10013411946,NearFP,0.68927001953125,0.6872097931616716,4738
flickr,C1,12345,4,10013411946,FarFP,0.4263153076171875,0.5550187869028449,3726
flickr,C1,12345,4,10013411946,HighAUDFP,0.9620682565789473,0.9073634204275535,842
flickr,C1,12345,5,10016382545,FP,0.3008575439453125,0.07107154014370509,6402
flickr,C1,12345,5,10016382545,NearFP,0.39642333984375,0.1550716164864075,6842
flickr,C1,12345,5,10016382545,FarFP,0.2830047607421875,0.01891631933311959,6238
flickr,C1,12345,5,10016382545,HighAUDFP,0.0,0.0,13
flickr,C1,12345,6,10031203703,FP,0.4341888427734375,0.3674560733384263,3927
flickr,C1,12345,6,10031203703,NearFP,0.427978515625,0.38002008032128515,3984
flickr,C1,12345,6,10031203703,FarFP,,,0
flickr,C1,12345,6,10031203703,HighAUDFP,0.1762152777777778,0.24624624624624625,333
flickr,C1,12345,7,10035917404,FP,0.385284423828125,0.6386682956627978,3274
flickr,C1,12345,7,10035917404,NearFP,0.5195770263671875,0.6629132726401533,4174
flickr,C1,12345,7,10035917404,FarFP,0.1179656982421875,0.6019766397124887,1113
flickr,C1,12345,7,10035917404,HighAUDFP,,,0
flickr,C1,12345,8,10045181004,FP,0.793060302734375,0.828475571398616,4769
flickr,C1,12345,8,10045181004,NearFP,0.8018951416015625,0.8458588957055214,5216
flickr,C1,12345,8,10045181004,FarFP,,,0
flickr,C1,12345,8,10045181004,HighAUDFP,0.8266059027777778,0.9059304703476483,489
flickr,C1,12345,9,10060697266,FP,0.5797882080078125,0.43377911993097495,4636
flickr,C1,12345,9,10060697266,NearFP,0.5793609619140625,0.4350355526826115,4641
flickr,C1,12345,9,10060697266,FarFP,,,0
flickr,C1,12345,9,10060697266,HighAUDFP,,,0
flickr,C1,12345,10,10061269855,FP,0.975830078125,0.9609641079381713,3817
flickr,C1,12345,10,10061269855,NearFP,0.9770355224609375,0.9612362493452069,3818
flickr,C1,12345,10,10061269855,FarFP,,,0
flickr,C1,12345,10,10061269855,HighAUDFP,,,0
flickr,C1,12345,11,10067897816,FP,0.328369140625,0.22871392946205915,5614
flickr,C1,12345,11,10067897816,NearFP,0.1867523193359375,0.12484548825710753,8090
flickr,C1,12345,11,10067897816,FarFP,0.4511260986328125,0.28426812585499317,3655
flickr,C1,12345,11,10067897816,HighAUDFP,0.37172719594594594,0.39775461106655974,2494
flickr,C1,12345,12,10069511285,FP,0.9191131591796875,0.9192059095106186,4332
flickr,C1,12345,12,10069511285,NearFP,0.91436767578125,0.9126928471248247,5704
flickr,C1,12345,12,10069511285,FarFP,,,0
flickr,C1,12345,12,10069511285,HighAUDFP,,,0
flickr,C1,12345,13,10079676496,FP,0.1283111572265625,0.05952776854007316,3007
flickr,C1,12345,13,10079676496,NearFP,0.1376953125,0.07253044654939107,3695
flickr,C1,12345,13,10079676496,FarFP,,,0
flickr,C1,12345,13,10079676496,HighAUDFP,0.03515625,0.057692307692307696,156
flickr,C1,12345,14,10080652613,FP,0.309326171875,0.4919254658385093,4025
flickr,C1,12345,14,10080652613,NearFP,0.3578338623046875,0.5784705568878231,3753
flickr,C1,12345,14,10080652613,FarFP,,,0
flickr,C1,12345,14,10080652613,HighAUDFP,0.9296875,0.7894736842105263,19
flickr,C1,12345,15,10106776154,FP,0.43048095703125,0.20665765461304494,5918
flickr,C1,12345,15,10106776154,NearFP,0.444061279296875,0.18745970341715024,6204
flickr,C1,12345,15,10106776154,FarFP,,,0
flickr,C1,12345,15,10106776154,HighAUDFP,0.5657269021739131,0.14241565799639455,3883
flickr,C1,12345,16,10109936483,FP,0.45806884765625,0.757043047103899,4437
flickr,C1,12345,16,10109936483,NearFP,0.3504791259765625,0.5377115526122148,5436
flickr,C1,12345,16,10109936483,FarFP,0.771820068359375,0.9749200885173347,4067
flickr,C1,12345,16,10109936483,HighAUDFP,0.800531914893617,0.7989061842658813,2377
flickr,C1,12345,17,10110769444,FP,0.09234619140625,0.09657089898053753,5395
flickr,C1,12345,17,10110769444,NearFP,0.2051239013671875,0.24272910188403146,5467
flickr,C1,12345,17,10110769444,FarFP,0.0127716064453125,0.003489531405782652,4012
flickr,C1,12345,17,10110769444,HighAUDFP,0.04177701271186441,0.10893512851897184,2451
flickr,C1,12345,18,10111706074,FP,0.637542724609375,0.5803858520900321,3732
flickr,C1,12345,18,10111706074,NearFP,0.661834716796875,0.6346194841185249,4691
flickr,C1,12345,18,10111706074,FarFP,0.5566638764880952,0.3227334235453315,1478
flickr,C1,12345,18,10111706074,HighAUDFP,,,0
flickr,C1,12345,19,10119607346,FP,0.292236328125,0.21417565485362094,5192
flickr,C1,12345,19,10119607346,NearFP,0.3319091796875,0.23310444524756052,5534
flickr,C1,12345,19,10119607346,FarFP,0.219970703125,0.22788844621513943,3765
flickr,C1,12345,19,10119607346,HighAUDFP,,,0
flickr,C1,12345,20,10119736773,FP,0.28495592948717946,0.9294117647058824,85
