sample_index,sample_id,IoU_AUD_FINE,IoU_IMG_L4,IoU_IMG_FINE,IoU_IQR_OLD,IoU_IQR_FINE,IoU_IQR_FINE_EVALSPACE,delta_IQR_FINE_vs_IQR_OLD,delta_IQR_FINE_vs_AUD_FINE,delta_IQR_FINE_EVALSPACE_vs_IQR_FINE,AUD_FINE_raw_reconstruction_max_abs_error,IMG_L4_raw_reconstruction_max_abs_error,AUD_FINE_final_map_max_abs_error,IMG_L4_final_map_max_abs_error,IQR_OLD_final_map_max_abs_error
23,-D64b_8YJK4_000046,0.26690251572327045,0.2581945395087079,0.28530610529854195,0.26220265678097004,0.2749321779973276,0.27398918569929787,0.012729521216357564,0.008029662274057159,-0.0009429922980297434,0.0,0.0,0.0,0.0,0.0
24,-E5o64ACjm0_000017,0.1834825738157851,0.20101207845454883,0.20352855583848672,0.1924529609480578,0.18979722231563373,0.19101996689077333,-0.002655738632424076,0.006314648499848641,0.0012227445751396004,0.0,0.0,0.0,0.0,0.0
25,-FoTxwPOz3U_000000,0.1798328902392708,0.19538261286565733,0.19912029602736858,0.18948557756214277,0.18887709052296256,0.18996463601788216,-0.0006084870391802055,0.009044200283691767,0.0010875454949196006,0.0,0.0,0.0,0.0,0.0
26,-GOaBCyC5Js_000087,0.356557116521518,0.34947040498442367,0.38383631013481145,0.3512430333771683,0.36715323689206,0.3683588362776647,0.015910203514891696,0.010596120370541973,0.0012055993856047165,0.0,0.0,0.0,0.0,0.0
27,-GW1J75oAKU_000304,0.5647323822803818,0.4409532685394754,0.5332783570972547,0.49527961274103394,0.5507695596408722,0.5506626763574177,0.055489946899838216,-0.013962822639509653,-0.00010688328345442866,0.0,0.0,0.0,0.0,0.0
28,-HMEhGV38GM_000216,0.16210564596781527,0.16818995571468953,0.19564135184468168,0.1764211566979733,0.17599604058401386,0.17999797242497972,-0.00042511611395945614,0.013890394616198593,0.004001931840965867,0.0,0.0,0.0,0.0,0.0
29,-IKnJa9U66I_000150,0.2078518991382062,0.23607032807685335,0.21366231380011813,0.21535103674063297,0.20719717458398296,0.20755378486055776,-0.00815386215665001,-0.000654724554223246,0.00035661027657479805,0.0,0.0,0.0,0.0,0.0
30,-Igq1W20Gi8_000000,0.2834331337325349,0.37284321080270066,0.3655218062807972,0.3320195069810943,0.3150354969574036,0.3140798786653185,-0.016984010023690654,0.0316023632248687,-0.0009556182920851253,0.0,0.0,0.0,0.0,0.0
31,-JGpAlLrSD0_000458,0.7372793965999823,0.6040061132247261,0.677299023172004,0.6913888888888889,0.7153211923529945,0.7156054705189747,0.023932303464105575,-0.0219582042469878,0.0002842781659802007,0.0,0.0,0.0,0.0,0.0
32,-JUBdOr8Hes_000030,0.7381001336486069,0.719821328866555,0.7587903975501723,0.7504507370877082,0.7518888360543139,0.7514383742412246,0.0014380989666057387,0.013788702405706954,-0.0004504618130892757,0.0,0.0,0.0,0.0,0.0
33,-JUhUI_KvUI_000026,0.5153880834302257,0.44776189032212915,0.49573722351158056,0.48821120993929124,0.5082153780496479,0.5075741412417325,0.020004168110356657,-0.007172705380577793,-0.0006412368079153907,0.0,0.0,0.0,0.0,0.0
34,-K-ccLMFE5M_000259,0.7591518448097427,0.6085703212053679,0.6553634054903857,0.6651279696449719,0.6972118286059144,0.6801575411975064,0.03208385896094246,-0.061940016203828385,-0.017054287408407975,0.0,0.0,0.0,0.0,0.0
35,-K1BRF6qng8_000030,0.40232253752541147,0.40707430607436357,0.3989624437760424,0.40082228561839234,0.400609756097561,0.4005153639411488,-0.00021252952083133936,-0.0017127814278504738,-9.439215641221521e-05,0.0,0.0,0.0,0.0,0.0
36,-KBH8YmHR-0_000050,0.15041475310619815,0.21768251841929,0.17262512768130744,0.17188771358828317,0.15962671905697445,0.16070138070061998,-0.012260994531308717,0.009211965950776307,0.0010746616436455303,0.0,0.0,0.0,0.0,0.0
37,-Lmibx_Iu_E_000173,0.6866139382181764,0.5455580865603644,0.577715863701366,0.6197669507316952,0.6439980158730159,0.6423877191677206,0.024231065141320673,-0.04261592234516054,-0.0016102967052952222,0.0,0.0,0.0,0.0,0.0
38,-Lv13WPa4xk_000170,0.5143973063973064,0.5198730705104071,0.5098407513270723,0.5179565813897183,0.5125757247944612,0.5126159504556886,-0.005380856595257111,-0.0018215816028451792,4.0225661227411e-05,0.0,0.0,0.0,0.0,0.0
39,-N00SskHxS4_000529,0.2637658460183055,0.34776437189496096,0.35200942531744994,0.3030473406049702,0.30357344155112165,0.3008770459750852,0.0005261009461514643,0.039807595532816153,-0.002696395576036459,0.0,0.0,0.0,0.0,0.0
40,-NCa3eFLULw_000221,0.7269124786773389,0.6657351087730835,0.698205677557579,0.7059429205058478,0.7185827105528171,0.7189933774834437,0.012639790046969246,-0.008329768124521797,0.0004106669306266353,0.0,0.0,0.0,0.0,0.0
41,-NwBdmVSg1w_000000,0.5226213234061106,0.5712082262210797,0.6623719411264707,0.5572267057960382,0.6114272072573906,0.6080696202531646,0.05420050146135247,0.08880588385128008,-0.003357587004226059,0.0,0.0,0.0,0.0,0.0
42,-OAyRsvFGgc_000030,0.36675079337314775,0.3900654505636712,0.3659617923235946,0.3775494938413205,0.3671555422528185,0.3672196582262692,-0.010393951588502037,0.0004047488796707355,6.411597345068465e-05,0.0,0.0,0.0,0.0,0.0
