dataset,group,seed,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
vggss,C3,12345,0,-0BIyqJj9ZU_000030,FP,0.3210601806640625,0.1539884393063584,4325
vggss,C3,12345,0,-0BIyqJj9ZU_000030,NearFP,0.3164825439453125,0.1371069182389937,7155
vggss,C3,12345,0,-0BIyqJj9ZU_000030,FarFP,0.2987060546875,0.15617822691777675,2177
vggss,C3,12345,0,-0BIyqJj9ZU_000030,HighAUDFP,0.022395833333333334,0.018638573743922204,1234
vggss,C3,12345,1,-0UuUoXQUoI_000107,FP,0.57421875,0.5164768104149715,4916
vggss,C3,12345,1,-0UuUoXQUoI_000107,NearFP,0.5643768310546875,0.52479815455594,5202
vggss,C3,12345,1,-0UuUoXQUoI_000107,FarFP,,,0
vggss,C3,12345,1,-0UuUoXQUoI_000107,HighAUDFP,,,0
vggss,C3,12345,2,-2-wdcN5vOw_000017,FP,0.376556396484375,0.4383808095952024,3335
vggss,C3,12345,2,-2-wdcN5vOw_000017,NearFP,0.373016357421875,0.4492966002344666,3412
vggss,C3,12345,2,-2-wdcN5vOw_000017,FarFP,,,0
vggss,C3,12345,2,-2-wdcN5vOw_000017,HighAUDFP,,,0
vggss,C3,12345,3,-23CeprtibU_000030,FP,0.4349365234375,0.4164438502673797,2992
vggss,C3,12345,3,-23CeprtibU_000030,NearFP,0.5628509521484375,0.5856196783349101,6342
vggss,C3,12345,3,-23CeprtibU_000030,FarFP,0.3857269287109375,0.34460887949260044,1419
vggss,C3,12345,3,-23CeprtibU_000030,HighAUDFP,0.505563446969697,0.469601677148847,954
vggss,C3,12345,4,-2Dm0VjW8oM_000001,FP,0.379913330078125,0.3657850309510411,3554
vggss,C3,12345,4,-2Dm0VjW8oM_000001,NearFP,0.3805694580078125,0.3740710156895128,3633
vggss,C3,12345,4,-2Dm0VjW8oM_000001,FarFP,,,0
vggss,C3,12345,4,-2Dm0VjW8oM_000001,HighAUDFP,0.22761051829268292,0.5268948655256723,818
vggss,C3,12345,5,-2sOH8XovEE_000484,FP,0.6092376708984375,0.29277566539923955,3945
vggss,C3,12345,5,-2sOH8XovEE_000484,NearFP,0.5054931640625,0.2939292473431358,6869
vggss,C3,12345,5,-2sOH8XovEE_000484,FarFP,0.5707550048828125,0.26770708283313327,3332
