dataset,group,seed,sample_index,sample_id,mean_spearman,mean_top10_jaccard,mean_map_mae,matched_minus_wrong_abs_mean
vggss,C3,12345,0,-0BIyqJj9ZU_000030,0.973469387755102,0.6975108225108224,0.00023685507767368108,0.000127466963022016
vggss,C3,12345,1,-0UuUoXQUoI_000107,0.9760459183673469,0.9356060606060606,0.0003190103943779832,0.00029580265982076526
vggss,C3,12345,2,-2-wdcN5vOw_000017,0.9821173469387754,0.6564685314685315,0.0003014581961906515,0.0002573684905655682
vggss,C3,12345,3,-23CeprtibU_000030,0.9042474489795918,0.6668747918747918,0.00027837145171361044,0.0002030860196100548
vggss,C3,12345,4,-2Dm0VjW8oM_000001,0.9776530612244898,0.7803030303030303,0.0003438352396187838,0.000311130250338465
vggss,C3,12345,5,-2sOH8XovEE_000484,0.9751178605139778,0.8030303030303031,0.00023844988936616573,0.00014965554873924702
vggss,C3,12345,6,-3Kv4fdm7Uk_000030,0.9474362244897958,0.7353896103896105,0.0003863269339490216,0.00033094885293394327
vggss,C3,12345,7,-4bPiXbovf0_000008,0.9641198979591836,0.9318181818181819,0.0002505226766515989,0.00016491742280777544
vggss,C3,12345,8,-5CGQGSFGyg_000060,0.9573214285714285,0.7803030303030303,0.0003699070366565138,0.00032370048575103283
vggss,C3,12345,9,-5z9IXBJefc_000227,0.9784311224489796,0.9128787878787878,0.0007259264930326026,0.0006733266054652631
vggss,C3,12345,10,-79qo5MUYBk_000207,0.9770918367346938,0.8484848484848485,0.0004469665218493901,0.0003960633184760809
vggss,C3,12345,11,-7TanrCbmME_000030,0.9469642857142857,0.8257575757575757,0.00038717005736543797,0.00037183702806942165
vggss,C3,12345,12,-7sg--aJdrc_000049,0.9560459183673469,0.6456460206460206,0.0002505258598830551,0.0001706627372186631
vggss,C3,12345,13,-7tYmeOmsRg_000058,0.9653698979591836,0.7840909090909092,0.00026359431649325415,0.00019520928617566824
vggss,C3,12345,14,-7tYmeOmsRg_000180,0.9671045918367347,0.7651515151515151,0.00027186401530343574,0.00022188802540767938
vggss,C3,12345,15,-86gl1hp1Aw_000105,0.9930357142857142,0.9545454545454546,0.00027851718550664373,0.00019819980661850423
vggss,C3,12345,16,-8cgbhIR_pw_000030,0.9727806122448979,0.8257575757575758,0.0003218943347746972,0.0002849155571311712
vggss,C3,12345,17,-A3zsFeU_OI_000030,0.9901658163265306,0.8901515151515151,0.00027160829176864354,0.00017182448937091976
vggss,C3,12345,18,-ANxUxvGASw_000010,0.9858545918367345,0.9090909090909092,0.00022179496681928867,0.00011762102076318115
vggss,C3,12345,19,-ByoSbgzr4M_000000,0.9534183673469386,0.8741258741258742,0.0003775834120460786,0.0002817243221215904
vggss,C3,12345,20,-CZ1LIc8aos_000020,0.9422448979591835,0.6248751248751249,0.0004983512935723411,0.0004629452887456864
vggss,C3,12345,21,-Cr0WQoFQQs_000045,0.9926785714285713,0.9772727272727273,0.00019006313323188806,0.0001074480896932073
vggss,C3,12345,22,-Cv3gOXEoxA_000040,0.9917091836734693,0.8863636363636365,0.0002085687610815512,0.00013076068717055023
vggss,C3,12345,23,-D64b_8YJK4_000046,0.9806887755102041,0.7007575757575758,0.0002656790857145097,0.00019941924256272614
vggss,C3,12345,24,-E5o64ACjm0_000017,0.9631122448979591,0.6535547785547785,0.00030609421992267016,0.00022811138478573412
vggss,C3,12345,25,-FoTxwPOz3U_000000,0.9807015306122449,0.9318181818181819,0.0003568867705325829,0.00028372296947054565
vggss,C3,12345,26,-GOaBCyC5Js_000087,0.9855739795918367,0.8181818181818182,0.0006070527288102312,0.0006302908295765519
vggss,C3,12345,27,-GW1J75oAKU_000304,0.978188775510204,0.8181818181818182,0.0006042963905201759,0.0006315057980827987
vggss,C3,12345,28,-HMEhGV38GM_000216,0.9842857142857141,0.840909090909091,0.00029528775849030353,0.0002177983697038144
vggss,C3,12345,29,-IKnJa9U66I_000150,0.9495280612244897,0.7234848484848485,0.0002915137229138054,0.00022543924569617957
vggss,C3,12345,30,-Igq1W20Gi8_000000,0.9706760204081631,0.9318181818181819,0.00038883670276845805,0.00030004605650901794
vggss,C3,12345,31,-JGpAlLrSD0_000458,0.9887882653061224,0.8674242424242424,0.00035791705158771947,0.0003326314326841384
vggss,C3,12345,32,-JUBdOr8Hes_000030,0.9859693877551019,0.9090909090909092,0.00047029296638356755,0.00022696665837429464
vggss,C3,12345,33,-JUhUI_KvUI_000026,0.9744897959183673,0.7045454545454546,0.00026636117399903014,0.000274409307166934
vggss,C3,12345,34,-K-ccLMFE5M_000259,0.9752168367346938,0.6587579087579087,0.0002703181398828747,0.00017852013115771115
vggss,C3,12345,35,-K1BRF6qng8_000030,0.9850127551020407,0.803030303030303,0.0002551771340222331,0.00014797438052482903
vggss,C3,12345,36,-KBH8YmHR-0_000050,0.9871173469387754,0.821969696969697,0.00015188811266853008,6.530623795697466e-05
vggss,C3,12345,37,-Lmibx_Iu_E_000173,0.9709056122448978,0.8181818181818182,0.00035283581746625714,0.0002987707848660648
vggss,C3,12345,38,-Lv13WPa4xk_000170,0.9863903061224489,0.8257575757575757,0.00027021003916161135,0.00018804133287630975
vggss,C3,12345,39,-N00SskHxS4_000529,0.9834948979591835,0.9128787878787878,0.0003844083003059495,0.00027845375007018447
vggss,C3,12345,40,-NCa3eFLULw_000221,0.9861607142857142,0.9545454545454546,0.00021869063675694633,0.00014904567797202617
vggss,C3,12345,41,-NwBdmVSg1w_000000,0.9650637755102041,0.8551864801864801,0.000287492390270927,0.00015359482495114207
vggss,C3,12345,42,-OAyRsvFGgc_000030,0.9809183673469386,0.840909090909091,0.0010236309753963724,0.0010278068948537111
vggss,C3,12345,43,-OVb-UG8yJw_000030,0.9635459183673468,0.8863636363636365,0.00047101304880925454,0.0003726001887116581
vggss,C3,12345,44,-PvlrLjIAYo_000009,0.9767219387755102,0.8181818181818182,0.00031222352845361456,0.00026286442880518734
vggss,C3,12345,45,-Q3MX7Tgx_E_000111,0.9777806122448979,0.7840909090909091,0.0003443161713221343,0.0002954608353320509
vggss,C3,12345,46,-RBs9pPhHY8_000030,0.9840561224489794,0.8257575757575758,0.0003077968140132725,0.00024467441835440695
vggss,C3,12345,47,-S-TDT5oq0Q_000290,0.9855612244897958,0.6695804195804196,0.0002700104632822331,0.00013043514627497643
vggss,C3,12345,48,-SWaCArvQug_000021,0.9517857142857142,0.7234848484848485,0.00020849897919106297,0.00010332860256312415
vggss,C3,12345,49,-Vo4CAMX26U_000030,0.9786607142857142,0.9772727272727273,0.0002021682303166017,0.00011152789375046268
vggss,C3,12345,50,-W3WpZvJX2o_000027,0.9516964285714284,0.6077672327672328,0.00032024838947108947,0.00015281930973287672
vggss,C3,12345,51,-Wd5YV97ftU_000320,0.9883801020408162,0.840909090909091,0.0002289246212967555,0.00016973339370451868
vggss,C3,12345,52,-XwtCzUaN1I_000160,0.9514158163265305,0.8484848484848485,0.000525711257068906,0.0005333379958756268
vggss,C3,12345,53,-Y-UegG9tLw_000282,0.989923469387755,0.8674242424242424,0.0002670967678568559,9.469426004216075e-05
vggss,C3,12345,54,-YwPSwhe2jo_000030,0.964298469387755,0.7126623376623377,0.00026583053841022775,0.00017536839004606009
vggss,C3,12345,55,-Z1ZSWDouUU_000030,0.9862499999999998,0.9090909090909092,0.0003701527548400918,0.0003023842873517424
vggss,C3,12345,56,-ZJqu_4zLMc_000030,0.9777678571428571,0.7840909090909091,0.0002424546855763765,0.00016202488041017205
vggss,C3,12345,57,-ZSgg6jFUd8_000688,0.9671811224489795,0.689935064935065,0.0002594701163616264,0.00016113473975565284
vggss,C3,12345,58,-_QPd-VskKY_000030,0.9879974489795917,0.7992424242424243,0.00021327015383576509,0.00015508534852415323
vggss,C3,12345,59,-_umX4zgLVY_000028,0.9958545918367345,0.8446969696969697,0.0002652088151080534,0.00020418016356416047
vggss,C3,12345,60,-aK9JKAGme0_000041,0.9815306122448979,0.9090909090909092,0.0002843394013325451,0.0001750040682964027
vggss,C3,12345,61,-aK9JKAGme0_000051,0.9862499999999998,0.7907925407925409,0.00025157341588055715,0.00014828346320427954
vggss,C3,12345,62,-aUJLRXkj-Y_000118,0.9862499999999998,0.840909090909091,0.0002952855484181782,0.00022966631513554603
vggss,C3,12345,63,-cA9HsnV1ao_000030,0.9785841836734692,0.8257575757575757,0.00022403255570679903,0.00014613759412895888
vggss,C3,12345,64,-d1KR2BSfHM_000065,0.9880229591836733,0.840909090909091,0.0001887559537863126,0.00014170247595757246
vggss,C3,12345,65,-e4wXAy1iVo_000000,0.9578698979591835,0.7491258741258742,0.0006850792624391033,0.0007287150365300477
vggss,C3,12345,66,-fAVezaAX18_000126,0.9765306122448978,0.8636363636363638,0.0002252617705380544,0.00015751826867926866
vggss,C3,12345,67,-fJsZm3YRc0_000030,0.9721045918367346,0.8674242424242424,0.0002236508280475391,0.00016075672465376556
vggss,C3,12345,68,-fPdOa99Iwg_000030,0.9771811224489795,0.8257575757575757,0.00023173927729658317,0.0001592292101122439
vggss,C3,12345,69,-fTfRh0_RQ4_000030,0.9794005102040816,0.8901515151515151,0.0002832588925230084,0.00022851808171253651
vggss,C3,12345,70,-g-GjgEq8l4_000017,0.973941326530612,0.7045454545454546,0.0002761528485279996,0.00023248336219694465
vggss,C3,12345,71,-gCqnkIUmp0_000140,0.989579081632653,0.9545454545454546,0.00019880783020198578,0.00012679021165240556
vggss,C3,12345,72,-gSfPQqi6nI_000030,0.9823724489795918,0.9090909090909092,0.0002546311570768012,0.0001609193132026121
vggss,C3,12345,73,-hYRFCQdbLg_000030,0.9553571428571428,0.9318181818181819,0.000752159070543712,0.0008453870541416109
vggss,C3,12345,74,-hedbpc8T0E_000030,0.9732908163265306,0.6375291375291374,0.000298616592772305,0.00024176985607482493
vggss,C3,12345,75,-hss7xpzIVc_000030,0.9457397959183672,0.7878787878787878,0.0003728751435119193,0.00035857397597283125
vggss,C3,12345,76,-iF4a6f5PJ8_000000,0.986658163265306,0.840909090909091,0.00022749280105927028,0.0001821546466089785
vggss,C3,12345,77,-iF4a6f5PJ8_000060,0.994579081632653,0.9545454545454546,0.0002873948233172996,0.00023206167679745704
vggss,C3,12345,78,-jZENGDFArw_000080,0.9761734693877551,0.7680652680652681,0.00023720364515611436,0.00015240216453094035
vggss,C3,12345,79,-kPDH9n0PG4_000310,0.9355739795918366,0.8863636363636365,0.00035582429882197175,0.00029593156068585813
vggss,C3,12345,80,-kZVoaYYU6o_000000,0.9894770408163265,0.840909090909091,0.0002232861352240434,0.00015716650523245335
vggss,C3,12345,81,-lPXTBXa0tE_000030,0.9860586734693877,1.0,0.0006516502235172084,0.0005668576923198998
vggss,C3,12345,82,-mKtgDnG0oM_000030,0.9862244897959183,0.8636363636363638,0.0003408504089748021,0.00021188074606470764
vggss,C3,12345,83,-nQ9a0P1TlY_000023,0.9898086734693876,0.8181818181818182,0.0001903799266074202,0.00013589418085757643
vggss,C3,12345,84,-oGJwGEsIiA_000090,0.9799744897959183,0.8324592074592074,0.00021452157125168014,0.00015878764679655433
vggss,C3,12345,85,-oOARU0JwWE_000153,0.9777806122448979,0.7992424242424243,0.0002765916015050607,0.00020972410857211798
vggss,C3,12345,86,-oSzD8P2BtU_000030,0.9855739795918366,0.9772727272727273,0.00025433310474909376,0.0001314004184678197
vggss,C3,12345,87,-ocADGlyaHc_000030,0.9866964285714284,0.840909090909091,0.0003011567605426535,0.00021964033658150584
vggss,C3,12345,88,-r2-9oyIzkQ_000030,0.9789923469387753,0.7992424242424243,0.0002218858817286673,0.00014820949581917375
vggss,C3,12345,89,-r3nM90RCNs_000161,0.9610841836734694,0.9772727272727273,0.0002451378168188967,0.00011456431093392894
vggss,C3,12345,90,-rTTPoBJNI4_000123,0.987563775510204,0.9318181818181819,0.00030355941453308333,0.00017215721891261637
vggss,C3,12345,91,-rb6uia1wSo_000190,0.9779591836734693,0.8106060606060606,0.000481804039736744,0.00038476474583148956
vggss,C3,12345,92,-rqhMzJRYoc_000030,0.9736607142857142,0.7424242424242424,0.0003126108113065129,0.00023964594583958387
vggss,C3,12345,93,-t-htrAtNvM_000030,0.9772066326530611,0.7803030303030303,0.00027858264365931973,0.000165824982104823
vggss,C3,12345,94,-u-40BIU1HE_000003,0.9764030612244897,0.7803030303030303,0.00028489817486843094,0.00022966011601965874
vggss,C3,12345,95,-uD3ZbhFTnk_000077,0.9070663265306121,0.7074592074592074,0.00021956707314529922,0.00018885187455452979
vggss,C3,12345,96,-vAtBe4LMCQ_000063,0.9909821428571428,0.787004662004662,0.00027354929989087395,0.00016804449842311442
vggss,C3,12345,97,-wi8kPVJLcw_000205,0.9626530612244897,0.7263986013986015,0.00034147838505305117,0.00025858244043774903
vggss,C3,12345,98,-wnDAPcoPsk_000030,0.9759948979591836,0.803030303030303,0.00030003897336428054,0.00022367897327058017
vggss,C3,12345,99,-xQbyezhw_k_000040,0.9786989795918367,0.8446969696969697,0.00021504861615539994,0.00010954159370157868
vggss,C3,12345,100,-yicwYUKKuo_000304,0.9404336734693877,0.840909090909091,0.0004365506174508482,0.0003842946025542915
vggss,C3,12345,101,-z3AAq0FK-0_000001,0.9361989795918366,0.7263986013986015,0.0002493844549462665,0.00014746988017577678
vggss,C3,12345,102,-z4OZ7ls5Bo_000540,0.9871173469387755,0.8863636363636365,0.0005109682351758238,0.0004977007629349828
vggss,C3,12345,103,-zCtwbk005g_000030,0.951033163265306,0.7992424242424243,0.00038233090162975714,0.00033956445986405015
vggss,C3,12345,104,-zSyfcXmHdk_001083,0.9273596938775509,0.5894522144522145,0.000343646046530921,0.00030267098918557167
vggss,C3,12345,105,-zgGL2o1jqw_000080,0.984579081632653,0.7840909090909091,0.00021192208714637673,0.00011454172636149451
vggss,C3,12345,106,-ziWHyk_fYQ_000106,0.9724489795918366,0.7301864801864801,0.0002773861306195613,0.00019818285363726318
vggss,C3,12345,107,0-jDld11jhw_000093,0.9492729591836733,0.6754079254079254,0.0006185954844113439,0.0006187931285239756
vggss,C3,12345,108,007P6bFgRCU_000010,0.9880867346938774,0.9545454545454546,0.0007616377406520769,0.0007553654140792787
vggss,C3,12345,109,00QQLLcny14_000083,0.9593367346938775,0.7263986013986014,0.00026094779423146974,0.00018780428217723966
vggss,C3,12345,110,00wORCOKNHw_000014,0.9904846938775509,0.8636363636363638,0.0002548626416682964,0.00018200153135694563
vggss,C3,12345,111,00z0M1DJyAw_000090,0.9809821428571427,0.840909090909091,0.0004422200654516928,0.00038983358535915613
vggss,C3,12345,112,01SaXyGY5SM_000030,0.9669132653061223,0.8863636363636365,0.0003638078978838166,0.0003430528740864247
vggss,C3,12345,113,02UvvE1oA1I_000030,0.986517857142857,0.821969696969697,0.0002547592730479664,0.00020922777184750885
vggss,C3,12345,114,030h_KwNm-g_000003,0.9915306122448979,0.7491258741258742,0.0002674815241334727,0.00022455205908045173
vggss,C3,12345,115,04QV0Xi5YTk_000030,0.9499872448979592,0.9318181818181819,0.0007014693946985062,0.0006821198621764779
vggss,C3,12345,116,052VMqTM4Xs_000000,0.9876913265306121,0.9090909090909092,0.00031548818151350133,0.00025376363191753626
vggss,C3,12345,117,064Ilsz8Fzg_000051,0.9803571428571428,0.7613636363636364,0.00034569202580314595,0.00030586388311348855
vggss,C3,12345,118,06si40RVDco_000030,0.9810714285714285,0.6933899433899433,0.0002839923108695075,0.00020492392650339752
vggss,C3,12345,119,076qdKSC8nU_000030,0.9838265306122447,0.9090909090909092,0.00038228592711675446,0.00035982992267236114
vggss,C3,12345,120,077aWlQn6XI_000030,0.950969387755102,0.6054778554778555,0.0003227084071113495,0.00027342786779627204
vggss,C3,12345,121,09NfjFeq2cs_000078,0.9449234693877551,0.8257575757575758,0.0004419079723447794,0.00043767434544861317
vggss,C3,12345,122,09pZj6CEvRw_000250,0.9902423469387754,0.9318181818181819,0.00040662155697646085,0.0003791873750742525
vggss,C3,12345,123,0CEsVHHkwww_000030,0.9772443177750751,0.5888278388278387,0.0003673878400149988,0.00033744898973964155
vggss,C3,12345,124,0CzC0-cXe8M_000030,0.9847704081632652,0.8181818181818182,0.0003324462431919528,0.0003018304705619812
vggss,C3,12345,125,0Dt2-TtqvJU_000030,0.9878061224489796,0.9318181818181819,0.0002614036529848818,0.0001673962688073516
vggss,C3,12345,126,0E6KS8B6DMc_000540,0.9528571428571428,0.7814685314685315,0.0004202623040328035,0.0003595440066419542
vggss,C3,12345,127,0EOQco76eXQ_000030,0.9903316326530611,1.0,0.00041667062396300025,0.00033208332024514675
vggss,C3,12345,128,0F04c_rY4aw_000000,0.9857270408163264,1.0,0.00032980753530864604,0.0002287575334776193
vggss,C3,12345,129,0FEd3Pd-ksw_000397,0.9555739795918367,0.591117216117216,0.0002808612716762582,0.00021322851534932852
vggss,C3,12345,130,0FHSJnza9P8_000046,0.9814030612244897,0.7045454545454546,0.0003811918468272779,0.00035812894930131733
vggss,C3,12345,131,0G50t4FlbIA_000060,0.9745918367346937,0.9545454545454546,0.00033168247318826616,0.0002999994030687958
vggss,C3,12345,132,0H814XXq-WQ_000030,0.973392857142857,0.7074592074592074,0.00026085997888003476,0.00020819746714551002
vggss,C3,12345,133,0HBJuYt2Eys_000032,0.985625,1.0,0.0002765803637885256,0.00017428462160751224
vggss,C3,12345,134,0HXYdGGKV2k_000030,0.9873852040816324,0.7840909090909092,0.0006726898245688062,0.0006689042784273624
vggss,C3,12345,135,0IqPUUWnnd8_000085,0.9780612244897959,0.7992424242424243,0.00041822728235274553,0.0004024016670882702
vggss,C3,12345,136,0Iy18mslB4A_000170,0.9567219387755102,0.6856060606060606,0.0005800755425298121,0.0005870992317795753
vggss,C3,12345,137,0IzhjqyDzt8_000000,0.9823214285714285,0.9545454545454546,0.0004568691801978275,0.00045279055484570563
vggss,C3,12345,138,0JkiTl-4B5E_000017,0.9844005102040816,0.8257575757575757,0.0003018563347723102,0.0001794755953596905
vggss,C3,12345,139,0K92tp-4GEk_000108,0.9720918367346938,0.7424242424242424,0.00021138911506568547,0.00014847000420559198
