dataset,group,seed,region,raw_macro_auroc,raw_lo,raw_hi,raw_valid_images,conditional_macro_auroc,conditional_lo,conditional_hi,conditional_valid_images,conditional_pairs
vggss,C3,12345,FP,0.5587747237209242,0.5524999004653338,0.5650974242339621,5087,0.5036208425233352,0.49698804419446124,0.5097291765176454,5086,24367136
vggss,C3,12345,FarFP,0.6051168388850342,0.5955214318258899,0.615248638905467,3921,0.5207642946135669,0.5097113260619395,0.5316701994220485,3809,13532504
vggss,C3,12345,HighAUDFP,0.4405995148780523,0.43266464037472674,0.4484591754904455,4365,0.4982580043820547,0.48991770039035654,0.5060664314290981,4212,9160437
vggss,C3,12345,NearFP,0.535119395245244,0.5300095793193967,0.5403802865163139,5075,0.5007598244118605,0.49513095210369396,0.5067055711733213,5074,31561519
