scale,dataset,sample_id,sample_index,signal,auroc_removefp_vs_removetp,ap_removefp_vs_removetp,auroc_removefp_vs_retainedfp,ap_removefp_vs_retainedfp,ogl_minus_aud_iou,groupA,ogl_help,aud_better
144k,flickr,10234680056,28,aud_times_one_minus_query,0.08748710736052508,0.027342128442947516,0.849825562955915,0.36873023703724783,-0.0011232253628081779,False,False,False
144k,flickr,10234680056,28,aud_query_ratio,0.07067041725269574,0.027145196941804832,0.611489939035134,0.27536476072062177,-0.0011232253628081779,False,False,False
144k,flickr,10246013484,29,positive_excess,0.9586246449639502,0.5219568578371061,0.03390541571319603,0.05124548621845636,-0.09740999328743061,False,False,False
144k,flickr,10246013484,29,aud_minus_iqr,0.9587611972908019,0.5220644410410273,0.034490211034833455,0.051255337411012715,-0.09740999328743061,False,False,False
144k,flickr,10246013484,29,aud_times_one_minus_query,0.9606729298667249,0.5168972221381017,0.13338418510043226,0.054572343888025794,-0.09740999328743061,False,False,False
144k,flickr,10246013484,29,aud_query_ratio,0.9610513748868568,0.5194564493190886,0.07046783625730996,0.051941419751967345,-0.09740999328743061,False,False,False
144k,flickr,10268129763,30,positive_excess,0.5258552740660046,0.4962675444282719,0.6413171428602864,0.6994901484392264,-0.06504874295904828,False,False,False
144k,flickr,10268129763,30,aud_minus_iqr,0.5287631349740641,0.5009660619638429,0.649201282675782,0.7021226425209532,-0.06504874295904828,False,False,False
144k,flickr,10268129763,30,aud_times_one_minus_query,0.55157825387674,0.520563811296022,0.7345149247573055,0.7367166736350907,-0.06504874295904828,False,False,False
144k,flickr,10268129763,30,aud_query_ratio,0.5449574447949344,0.5268720589607874,0.682822402280536,0.7095279381504678,-0.06504874295904828,False,False,False
144k,flickr,10278084464,31,positive_excess,0.3880622193011283,0.7115689261284763,0.6579687317142277,0.5100897132305626,0.023060993094676352,False,False,False
144k,flickr,10278084464,31,aud_minus_iqr,0.3905529916605943,0.728027723149959,0.6526641176941602,0.507296541603395,0.023060993094676352,False,False,False
144k,flickr,10278084464,31,aud_times_one_minus_query,0.38444560335671796,0.7020175743309458,0.8057268113308654,0.6911533974928663,0.023060993094676352,False,False,False
144k,flickr,10278084464,31,aud_query_ratio,0.38919968375982894,0.7036183867749062,0.6558739444297303,0.5700549011928912,0.023060993094676352,False,False,False
144k,flickr,10283938426,32,positive_excess,0.5639430231734108,0.9841266131106878,0.5914021966094637,0.5553814426727544,0.15300881886172635,False,True,False
144k,flickr,10283938426,32,aud_minus_iqr,0.5230205412191096,0.9840431249110986,0.5741824078962964,0.5086892190282203,0.15300881886172635,False,True,False
144k,flickr,10283938426,32,aud_times_one_minus_query,0.6420350891401845,0.9914531959743429,0.7280595846725175,0.6564831274597509,0.15300881886172635,False,True,False
144k,flickr,10283938426,32,aud_query_ratio,0.7558500460633548,0.9918122819934705,0.610929862461063,0.593344165936293,0.15300881886172635,False,True,False
144k,flickr,10289643764,33,positive_excess,0.4672620944978939,0.6055088192090016,0.5448473007532952,0.8504758563096508,0.043742503611540196,False,False,False
144k,flickr,10289643764,33,aud_minus_iqr,0.46775732192831954,0.6055168913340615,0.5455600826081004,0.8508624521877975,0.043742503611540196,False,False,False
144k,flickr,10289643764,33,aud_times_one_minus_query,0.49223033434319086,0.6068468423817164,0.754465913885053,0.9333325065344749,0.043742503611540196,False,False,False
144k,flickr,10289643764,33,aud_query_ratio,0.46729748108480673,0.601093896722466,0.5507093536231049,0.8604908897742556,0.043742503611540196,False,False,False
144k,flickr,10304554474,34,positive_excess,0.8579611947109714,0.7303851626195053,0.5699750578415761,0.4930268027532901,-0.003119041719515603,False,False,False
144k,flickr,10304554474,34,aud_minus_iqr,0.8611992551426482,0.7324532163005508,0.6929277553740538,0.593648640329477,-0.003119041719515603,False,False,False
144k,flickr,10304554474,34,aud_times_one_minus_query,0.86124353664149,0.7330289007516909,0.8568703189983966,0.7372657949636312,-0.003119041719515603,False,False,False
144k,flickr,10304554474,34,aud_query_ratio,0.8641133258306165,0.7330060879327058,0.8700841963028964,0.7913924007566137,-0.003119041719515603,False,False,False
144k,flickr,10308472565,35,positive_excess,0.6546236234726204,0.8379244327815141,0.7292735300602249,0.8748125088385397,0.12103194941708817,False,True,False
144k,flickr,10308472565,35,aud_minus_iqr,0.656730708989727,0.8347979267292425,0.7581603560114647,0.8773761168171361,0.12103194941708817,False,True,False
144k,flickr,10308472565,35,aud_times_one_minus_query,0.6226312341843674,0.8115681788230138,0.887540120913933,0.9590312472885801,0.12103194941708817,False,True,False
144k,flickr,10308472565,35,aud_query_ratio,0.659323741216413,0.8343654757061809,0.7280759657449203,0.8913540883558434,0.12103194941708817,False,True,False
144k,flickr,10369815925,36,positive_excess,0.3294158350542215,0.0809069655141261,0.5027624309392266,0.2310887716528891,-0.03372804301050514,False,False,False
144k,flickr,10369815925,36,aud_minus_iqr,0.32291790552594307,0.08004645657408128,0.5082872928176796,0.23963222974563475,-0.03372804301050514,False,False,False
144k,flickr,10369815925,36,aud_times_one_minus_query,0.20263863511044317,0.047498022601966054,0.8780590452823767,0.687421381351708,-0.03372804301050514,False,False,False
144k,flickr,10369815925,36,aud_query_ratio,0.17628201662864496,0.04637682893101011,0.5355981983756727,0.2593137049053684,-0.03372804301050514,False,False,False
144k,flickr,10389014583,37,positive_excess,0.7833495033326817,0.4982420325218463,0.09282963419806457,0.1866555916609346,-0.05500830721873662,False,False,False
144k,flickr,10389014583,37,aud_minus_iqr,0.7828980130506459,0.4968861238540828,0.09230445783413815,0.18671385225473217,-0.05500830721873662,False,False,False
144k,flickr,10389014583,37,aud_times_one_minus_query,0.7370391200084696,0.4594258899098925,0.2542836103145173,0.21187977135290187,-0.05500830721873662,False,False,False
144k,flickr,10389014583,37,aud_query_ratio,0.7771105630240662,0.48995571959484374,0.12556542488822825,0.1894594407297704,-0.05500830721873662,False,False,False
144k,flickr,10409146004,38,positive_excess,0.6789453303468951,0.7323739438801109,0.686857589229722,0.4211454689213344,-0.061892575305032005,False,False,False
144k,flickr,10409146004,38,aud_minus_iqr,0.6804552647121094,0.7313784051034364,0.7041115811417848,0.4809177631693879,-0.061892575305032005,False,False,False
144k,flickr,10409146004,38,aud_times_one_minus_query,0.70678996868697,0.738837899902868,0.8072904679971213,0.5693325450320423,-0.061892575305032005,False,False,False
144k,flickr,10409146004,38,aud_query_ratio,0.6810026855659189,0.7300474383756315,0.7172996859561898,0.601460322485574,-0.061892575305032005,False,False,False
144k,flickr,10409351364,39,positive_excess,0.4213031899752671,0.5161531202363863,0.25931366430225833,0.321383735441576,-0.001697980640992136,False,False,False
144k,flickr,10409351364,39,aud_minus_iqr,0.43901916009336517,0.5131982039081369,0.2808028857721231,0.3069291281386491,-0.001697980640992136,False,False,False
144k,flickr,10409351364,39,aud_times_one_minus_query,0.5019805299546458,0.5347190324735622,0.388501051953667,0.32247159641537093,-0.001697980640992136,False,False,False
144k,flickr,10409351364,39,aud_query_ratio,0.40638437841975084,0.5045474842857731,0.3245806205350763,0.3019208277269775,-0.001697980640992136,False,False,False
144k,flickr,10413912845,40,positive_excess,0.2719218216809161,0.9730275024710724,0.7168280336617598,0.7382008261111628,0.16285072513121757,False,True,False
144k,flickr,10413912845,40,aud_minus_iqr,0.2699327108878365,0.9728957138081855,0.7344082418682925,0.7493644835060016,0.16285072513121757,False,True,False
144k,flickr,10413912845,40,aud_times_one_minus_query,0.26591043911186985,0.9726856197531845,0.8544178068731423,0.8325077606328513,0.16285072513121757,False,True,False
144k,flickr,10413912845,40,aud_query_ratio,0.2587606038595798,0.9719576776386611,0.7475538833432598,0.7715383275973928,0.16285072513121757,False,True,False
144k,flickr,10437048305,41,positive_excess,0.29641413786781196,0.24607469495916148,0.30261207046921335,0.6731210119287828,-0.059324553631524335,False,False,False
144k,flickr,10437048305,41,aud_minus_iqr,0.28311575715729076,0.24578503689960762,0.31067005556801475,0.6744053688778704,-0.059324553631524335,False,False,False
144k,flickr,10437048305,41,aud_times_one_minus_query,0.29051978373064635,0.16988939880022205,0.42730370536492984,0.6041067703030855,-0.059324553631524335,False,False,False
144k,flickr,10437048305,41,aud_query_ratio,0.18995126722762506,0.15317641300640333,0.16229348882410105,0.5076720192191758,-0.059324553631524335,False,False,False
144k,flickr,10440265465,42,positive_excess,0.14098386100128787,0.38270075867874714,0.5516746167818734,0.2250949960273892,-0.012012484593994843,False,False,False
144k,flickr,10440265465,42,aud_minus_iqr,0.1483257549937828,0.38456802055551165,0.5594656350643674,0.2288143560662491,-0.012012484593994843,False,False,False
144k,flickr,10440265465,42,aud_times_one_minus_query,0.25946961171581284,0.41686505718286304,0.6655344021078112,0.3031087692585248,-0.012012484593994843,False,False,False
144k,flickr,10440265465,42,aud_query_ratio,0.19046570250856876,0.3960493762113986,0.5992279710235433,0.2557991943808044,-0.012012484593994843,False,False,False
144k,flickr,10441843213,43,positive_excess,0.27987480061680914,0.6070286186996778,0.5379141986170661,0.5684393072784768,0.0599563343162105,False,False,False
144k,flickr,10441843213,43,aud_minus_iqr,0.27300042181463646,0.6045735532121901,0.6027656612720678,0.6099645840801783,0.0599563343162105,False,False,False
144k,flickr,10441843213,43,aud_times_one_minus_query,0.2618528018468914,0.6031055964017915,0.8835517746550238,0.8484264080962165,0.0599563343162105,False,False,False
144k,flickr,10441843213,43,aud_query_ratio,0.27739143009053857,0.6065121845450593,0.6363917872121296,0.6513643651015427,0.0599563343162105,False,False,False
144k,flickr,10446128125,44,positive_excess,0.6423111304389844,0.3343937875160978,0.675543102255431,0.9501437423471486,-0.09412969019007711,False,False,False
144k,flickr,10446128125,44,aud_minus_iqr,0.6287415289555701,0.3280377948629807,0.690127300401273,0.9525749294228592,-0.09412969019007711,False,False,False
144k,flickr,10446128125,44,aud_times_one_minus_query,0.6905265486458408,0.37404558882567723,0.9836481250864811,0.9977459311005369,-0.09412969019007711,False,False,False
144k,flickr,10446128125,44,aud_query_ratio,0.6607034892851102,0.34928559821219285,0.7005258060052582,0.9551438040345899,-0.09412969019007711,False,False,False
144k,flickr,10451898725,45,positive_excess,,,0.40666751163808484,0.1085885834068181,0.0066574959055807,False,False,False
144k,flickr,10451898725,45,aud_minus_iqr,,,0.530530701455727,0.14949527109660216,0.0066574959055807,False,False,False
144k,flickr,10451898725,45,aud_times_one_minus_query,,,0.6799899640802916,0.20747499043621986,0.0066574959055807,False,False,False
144k,flickr,10451898725,45,aud_query_ratio,,,0.3957759807874956,0.1598661742269917,0.0066574959055807,False,False,False
144k,flickr,10468313544,46,positive_excess,0.1269722073226454,0.10896521932998224,0.5944368262992179,0.036603297658413574,-0.10211325895673373,False,False,True
144k,flickr,10468313544,46,aud_minus_iqr,0.13600035758984444,0.10995840862533009,0.6393182155660676,0.04100601787853355,-0.10211325895673373,False,False,True
144k,flickr,10468313544,46,aud_times_one_minus_query,0.1603452728609174,0.11251800912501425,0.7402487825277965,0.055891856713646965,-0.10211325895673373,False,False,True
144k,flickr,10468313544,46,aud_query_ratio,0.14532898265689254,0.11083946678511652,0.6775264631637005,0.04554860089525439,-0.10211325895673373,False,False,True
144k,flickr,10476442285,47,positive_excess,0.16130235840878565,0.5232299776980868,0.7384571223801539,0.8112060365566597,0.06356009445795197,False,False,False
144k,flickr,10476442285,47,aud_minus_iqr,0.16885594919872582,0.5250616766646612,0.7498013167163768,0.8153095278884013,0.06356009445795197,False,False,False
144k,flickr,10476442285,47,aud_times_one_minus_query,0.21372615994776342,0.5298347846528719,0.877466218592556,0.9032404524724902,0.06356009445795197,False,False,False
144k,flickr,10476442285,47,aud_query_ratio,0.16348436309938147,0.5156099910665879,0.7028747922617979,0.8275462069878312,0.06356009445795197,False,False,False
144k,flickr,10476446674,48,positive_excess,0.6500163344636506,0.5996669044720546,0.7297372557349193,0.8352361743020611,-0.011441978636037131,False,False,False
144k,flickr,10476446674,48,aud_minus_iqr,0.6360949259780002,0.5703689474701158,0.697697111299915,0.8011072132678629,-0.011441978636037131,False,False,False
144k,flickr,10476446674,48,aud_times_one_minus_query,0.6166729385493342,0.6053013340094273,0.8625824129141886,0.9264597796427717,-0.011441978636037131,False,False,False
144k,flickr,10476446674,48,aud_query_ratio,0.6195369489703085,0.6048256032962172,0.7003360237892948,0.8509026639102364,-0.011441978636037131,False,False,False
144k,flickr,10477544895,49,positive_excess,0.5166739050872271,0.5782143543920606,0.44963297516919953,0.16006171148689508,-0.059007868345514414,False,False,False
144k,flickr,10477544895,49,aud_minus_iqr,0.5274144199097232,0.5801291945371054,0.46123411499440486,0.16071633309161973,-0.059007868345514414,False,False,False
144k,flickr,10477544895,49,aud_times_one_minus_query,0.6021822618030988,0.6372676845679939,0.5855005143023106,0.19093852715380133,-0.059007868345514414,False,False,False
144k,flickr,10477544895,49,aud_query_ratio,0.46401171160180554,0.5685117751390213,0.4579832661324033,0.15498654479061774,-0.059007868345514414,False,False,False
144k,flickr,10481128583,50,positive_excess,0.7573737386407109,0.683851175507399,0.5418112311143843,0.1145931292782054,-0.019393297148929678,False,False,False
144k,flickr,10481128583,50,aud_minus_iqr,0.7691140224896676,0.696324021193842,0.5604216717302656,0.12068164609075252,-0.019393297148929678,False,False,False
144k,flickr,10481128583,50,aud_times_one_minus_query,0.8412176781581803,0.8091842168770133,0.7054342987991632,0.17861449228861054,-0.019393297148929678,False,False,False
144k,flickr,10481128583,50,aud_query_ratio,0.8332653918758741,0.8086316172780565,0.5163726184411495,0.11798497259925332,-0.019393297148929678,False,False,False
144k,flickr,10520382525,51,positive_excess,0.634701234273466,0.7532507066781486,0.8187680143966956,0.9001468070350176,0.04527262374040164,False,False,False
144k,flickr,10520382525,51,aud_minus_iqr,0.6515441472462433,0.7487747522362906,0.7924036560029432,0.8830015934664832,0.04527262374040164,False,False,False
144k,flickr,10520382525,51,aud_times_one_minus_query,0.6773909349837222,0.7661614809596737,0.9485651204285653,0.9750383288512572,0.04527262374040164,False,False,False
144k,flickr,10520382525,51,aud_query_ratio,0.626426354473385,0.7512266212244565,0.8280631689480032,0.9334946996375019,0.04527262374040164,False,False,False
144k,flickr,10545790805,52,positive_excess,0.3244934170986402,0.1649303122494351,0.6520270137040324,0.7123683340105817,-0.10420180297447179,False,False,True
144k,flickr,10545790805,52,aud_minus_iqr,0.34548094620990155,0.16914270527972583,0.688883712905452,0.745897624135216,-0.10420180297447179,False,False,True
144k,flickr,10545790805,52,aud_times_one_minus_query,0.3867332469386222,0.17829920961981463,0.7282892142364192,0.775916495507738,-0.10420180297447179,False,False,True
144k,flickr,10545790805,52,aud_query_ratio,0.35697440087145965,0.17147395017897907,0.6985083308685792,0.7645221130319015,-0.10420180297447179,False,False,True
144k,flickr,10548273474,53,positive_excess,0.19332929428370352,0.9362667875334574,0.4074124064212409,0.591910319625963,0.20460231209608187,False,True,False
144k,flickr,10548273474,53,aud_minus_iqr,0.1933670947481767,0.9363580186288057,0.4085111789667771,0.5927198356308688,0.20460231209608187,False,True,False
144k,flickr,10548273474,53,aud_times_one_minus_query,0.2032229096015017,0.9339025397889295,0.5331237404123972,0.6620854095533976,0.20460231209608187,False,True,False
144k,flickr,10548273474,53,aud_query_ratio,0.19248390264595377,0.9334408401080629,0.4137755139381292,0.6001119512122876,0.20460231209608187,False,True,False
144k,flickr,10549911663,54,positive_excess,0.348877449546651,0.2940180307047164,0.6024279036568274,0.25360876980712704,-0.06423581902584641,False,False,False
144k,flickr,10549911663,54,aud_minus_iqr,0.4169722140976894,0.30243080674996176,0.5815384615384616,0.22041854845902492,-0.06423581902584641,False,False,False
144k,flickr,10549911663,54,aud_times_one_minus_query,0.23480549868382566,0.22707483929211053,0.786685700855668,0.3709575104096039,-0.06423581902584641,False,False,False
144k,flickr,10549911663,54,aud_query_ratio,0.21152325241298625,0.21994908116872688,0.4975794082572401,0.3269623469081922,-0.06423581902584641,False,False,False
144k,flickr,10555704135,55,positive_excess,0.7950317680217838,0.7032501542971532,0.8667937135328441,0.5255504859326293,-0.07945768865881075,False,False,False
144k,flickr,10555704135,55,aud_minus_iqr,0.7956904170448574,0.7035651737158612,0.8695430346051465,0.5284140516040001,-0.07945768865881075,False,False,False
144k,flickr,10555704135,55,aud_times_one_minus_query,0.8016304996894854,0.6914579976055211,0.9036134414240004,0.5648056403861109,-0.07945768865881075,False,False,False
144k,flickr,10555704135,55,aud_query_ratio,0.7973752567716046,0.6945788602745305,0.885136188862897,0.545438103867077,-0.07945768865881075,False,False,False
144k,flickr,10557361454,56,positive_excess,0.11439028614663761,0.5183630982774057,0.9296917341471703,0.36672995992425134,-0.015439041992958591,False,False,False
144k,flickr,10557361454,56,aud_minus_iqr,0.11277678009826889,0.5184404912810441,0.9419204762816831,0.40433980545962533,-0.015439041992958591,False,False,False
144k,flickr,10557361454,56,aud_times_one_minus_query,0.10783142963928569,0.5163094505179081,0.9725287390051821,0.532680269788375,-0.015439041992958591,False,False,False
144k,flickr,10557361454,56,aud_query_ratio,0.10946772532110594,0.5166438633354036,0.9519302551354203,0.4500641732499543,-0.015439041992958591,False,False,False
144k,flickr,10610974774,57,positive_excess,0.1058770614692654,0.07033589639733528,0.5738916256157636,0.8397832512315271,-0.03545281120537902,False,False,False
144k,flickr,10610974774,57,aud_minus_iqr,0.12441743414007284,0.06733766826129628,0.5985221674876847,0.8490443349753695,-0.03545281120537902,False,False,False
144k,flickr,10610974774,57,aud_times_one_minus_query,0.18042407367744698,0.04732946087284248,0.6022429514725919,0.907401969039114,-0.03545281120537902,False,False,False
144k,flickr,10610974774,57,aud_query_ratio,0.10979010494752624,0.04559401290361824,0.2421129860601614,0.7746060063469422,-0.03545281120537902,False,False,False
144k,flickr,10624261424,58,positive_excess,0.24274361880035397,0.2943643642463753,0.6550243939498054,0.6200291003580873,-0.03328640223990986,False,False,False
144k,flickr,10624261424,58,aud_minus_iqr,0.27937493731461627,0.3139373075960338,0.6545717689166747,0.6156160004126738,-0.03328640223990986,False,False,False
144k,flickr,10624261424,58,aud_times_one_minus_query,0.25749293539420215,0.2822873524210425,0.8045997885615828,0.7404935188352029,-0.03328640223990986,False,False,False
144k,flickr,10624261424,58,aud_query_ratio,0.24778071573949442,0.27973665981596574,0.7228836845427592,0.6815176256317513,-0.03328640223990986,False,False,False
144k,flickr,10635080206,59,positive_excess,0.8794960034924001,0.862779873109717,0.6731939916569869,0.5772825884354792,-0.03105978765514683,False,False,False
144k,flickr,10635080206,59,aud_minus_iqr,0.8797408549960728,0.8629099909289144,0.6763249096145847,0.5785172421342318,-0.03105978765514683,False,False,False
144k,flickr,10635080206,59,aud_times_one_minus_query,0.9018358129208561,0.879443901303586,0.7692825622917925,0.6288226308333732,-0.03105978765514683,False,False,False
144k,flickr,10635080206,59,aud_query_ratio,0.886661364213886,0.8657326320327591,0.6959536477253448,0.5870948820823484,-0.03105978765514683,False,False,False
144k,flickr,10654057765,60,positive_excess,0.32720860805893737,0.20417965904861107,0.7810521545576926,0.7095818408701994,-0.007860090787034868,False,False,False
144k,flickr,10654057765,60,aud_minus_iqr,0.32834107389766637,0.20442883835761982,0.782702918307434,0.7102305388294251,-0.007860090787034868,False,False,False
144k,flickr,10654057765,60,aud_times_one_minus_query,0.3952932094603301,0.21919646019862576,0.8290575886508017,0.7440382641481372,-0.007860090787034868,False,False,False
144k,flickr,10654057765,60,aud_query_ratio,0.33755483274327636,0.2019553018862987,0.7232388932576864,0.709741264288729,-0.007860090787034868,False,False,False
144k,flickr,10659354545,61,positive_excess,0.14835118168389957,0.1597775734502303,0.8871689356537031,0.5746770990869136,-0.054026633007581704,False,False,False
144k,flickr,10659354545,61,aud_minus_iqr,0.15866701002876465,0.1605241572532497,0.9212661948078309,0.7351737003890347,-0.054026633007581704,False,False,False
144k,flickr,10659354545,61,aud_times_one_minus_query,0.16658011350384824,0.161418782454899,0.9684341358300383,0.8804451112412326,-0.054026633007581704,False,False,False
144k,flickr,10659354545,61,aud_query_ratio,0.1710163842027521,0.16128521074502147,0.9340629674984883,0.7914129540882087,-0.054026633007581704,False,False,False
144k,flickr,10666396623,62,positive_excess,0.676145961605254,0.5019600607278145,0.6426881791193204,0.5520080176196756,-0.12428809743713665,False,False,True
144k,flickr,10666396623,62,aud_minus_iqr,0.6043393404060496,0.39246326374818624,0.6018258529665541,0.4807074256608199,-0.12428809743713665,False,False,True
144k,flickr,10666396623,62,aud_times_one_minus_query,0.7680971945944239,0.5310208108878058,0.7470605010310183,0.6697712433982315,-0.12428809743713665,False,False,True
144k,flickr,10666396623,62,aud_query_ratio,0.7623772536389757,0.6077910529543091,0.5831121396920107,0.5807414913205526,-0.12428809743713665,False,False,True
144k,flickr,10667001125,63,positive_excess,,,0.39272995119407006,0.22459800663509047,0.07521262477024021,False,False,False
144k,flickr,10667001125,63,aud_minus_iqr,,,0.43199067300540883,0.23554747458199615,0.07521262477024021,False,False,False
144k,flickr,10667001125,63,aud_times_one_minus_query,,,0.6205291147485948,0.32130478431628745,0.07521262477024021,False,False,False
144k,flickr,10667001125,63,aud_query_ratio,,,0.41395509048558055,0.23570282759090505,0.07521262477024021,False,False,False
144k,flickr,10701841844,64,positive_excess,0.3380351816853274,0.514071154602849,0.7690892059686963,0.7078345329402612,0.03161402371134914,False,False,False
144k,flickr,10701841844,64,aud_minus_iqr,0.3393313575233252,0.5152517886031097,0.7831072542961718,0.7307314120793167,0.03161402371134914,False,False,False
144k,flickr,10701841844,64,aud_times_one_minus_query,0.36079268651057095,0.5214533415510731,0.9159058359685426,0.8804840894809254,0.03161402371134914,False,False,False
144k,flickr,10701841844,64,aud_query_ratio,0.34625173499214745,0.5135158024877112,0.793497437751487,0.7735645275186026,0.03161402371134914,False,False,False
144k,flickr,10743985374,65,positive_excess,,,0.58005667578036,0.09443539316036982,0.09953762595217508,False,False,False
144k,flickr,10743985374,65,aud_minus_iqr,,,0.555575017088175,0.08865065196350208,0.09953762595217508,False,False,False
144k,flickr,10743985374,65,aud_times_one_minus_query,,,0.7288355832763729,0.13976061932252376,0.09953762595217508,False,False,False
144k,flickr,10743985374,65,aud_query_ratio,,,0.6244460583276373,0.10604361123357892,0.09953762595217508,False,False,False
144k,flickr,10751849775,66,positive_excess,0.6507155835333371,0.8831450313373396,0.6081040529800326,0.2115387881432024,0.021348208634881627,False,False,False
144k,flickr,10751849775,66,aud_minus_iqr,0.6505083544294149,0.883935685640868,0.610993185574459,0.21890499277569125,0.021348208634881627,False,False,False
144k,flickr,10751849775,66,aud_times_one_minus_query,0.6396404979977381,0.8821215054832894,0.7479551399712737,0.37696178407933395,0.021348208634881627,False,False,False
144k,flickr,10751849775,66,aud_query_ratio,0.6502087059090307,0.8846817599781792,0.6607883525225612,0.31861253230916464,0.021348208634881627,False,False,False
144k,flickr,10761625676,67,positive_excess,0.7689829287317721,0.6912574463228562,0.194759652171758,0.3644950440451237,0.019741616555615904,False,False,False
144k,flickr,10761625676,67,aud_minus_iqr,0.7870519561200328,0.7080167711603489,0.1999814128121486,0.3652471926761938,0.019741616555615904,False,False,False
144k,flickr,10761625676,67,aud_times_one_minus_query,0.8256227807450545,0.74456494766431,0.2073152975653882,0.3667716427083022,0.019741616555615904,False,False,False
144k,flickr,10761625676,67,aud_query_ratio,0.7854887273261365,0.7070599897496495,0.21006031542457781,0.3671127048286177,0.019741616555615904,False,False,False
144k,flickr,10771238614,68,positive_excess,0.7069350493503659,0.515901267484463,0.7923047891464554,0.9590566117323784,-0.08041498466222197,False,False,False
144k,flickr,10771238614,68,aud_minus_iqr,0.7087171950942202,0.512807924964425,0.7955227141807203,0.9600116217407523,-0.08041498466222197,False,False,False
144k,flickr,10771238614,68,aud_times_one_minus_query,0.7290153799726701,0.5105076902613522,0.8383621688549882,0.9692598054831891,-0.08041498466222197,False,False,False
144k,flickr,10771238614,68,aud_query_ratio,0.7103489839130487,0.49311108691227806,0.8015215620841032,0.9619022361103511,-0.08041498466222197,False,False,False
144k,flickr,10795023275,69,positive_excess,0.7157598377624484,0.7245859272261068,0.7183681194440767,0.6508604790697838,-0.028602804892454148,False,False,False
144k,flickr,10795023275,69,aud_minus_iqr,0.7471162751045619,0.7785827206013005,0.7592110403359464,0.7114150159708802,-0.028602804892454148,False,False,False
144k,flickr,10795023275,69,aud_times_one_minus_query,0.8911024519315042,0.9258915948677837,0.9372319773494108,0.9166478292573869,-0.028602804892454148,False,False,False
144k,flickr,10795023275,69,aud_query_ratio,0.7590613985256666,0.8016921291378871,0.75449931342827,0.732865328780413,-0.028602804892454148,False,False,False
144k,flickr,10796050285,70,positive_excess,0.538897060688291,0.2350387846340014,0.3959246775641091,0.24231799767131257,-0.059312062866561766,False,False,False
144k,flickr,10796050285,70,aud_minus_iqr,0.5748692562414635,0.24274143443669055,0.4918666239777345,0.3495767367918527,-0.059312062866561766,False,False,False
144k,flickr,10796050285,70,aud_times_one_minus_query,0.6003845551179819,0.24875198276945465,0.635150428065788,0.41742684738656405,-0.059312062866561766,False,False,False
144k,flickr,10796050285,70,aud_query_ratio,0.558676865917679,0.24072600006935435,0.4673936390129781,0.355723528355237,-0.059312062866561766,False,False,False
144k,flickr,10805310706,71,positive_excess,0.7644035125294496,0.9195368737240077,0.6191598356949324,0.059458335846239684,-0.032747032280289634,False,False,False
144k,flickr,10805310706,71,aud_minus_iqr,0.7615121010923109,0.9198684940129533,0.6201478546648965,0.05978816298792994,-0.032747032280289634,False,False,False
144k,flickr,10805310706,71,aud_times_one_minus_query,0.768615692153923,0.9334129184283974,0.8417973625093601,0.1220668727509643,-0.032747032280289634,False,False,False
144k,flickr,10805310706,71,aud_query_ratio,0.7674377097165703,0.9357715425018618,0.672534564837558,0.07042426944681825,-0.032747032280289634,False,False,False
144k,flickr,10847897294,72,positive_excess,0.5400557240459135,0.8625760101538272,0.5462852740999502,0.6709789052858378,0.07745921307129922,False,False,False
144k,flickr,10847897294,72,aud_minus_iqr,0.5403614906744135,0.8627237101155873,0.5481877494780923,0.6716474367029622,0.07745921307129922,False,False,False
144k,flickr,10847897294,72,aud_times_one_minus_query,0.741009159987509,0.9240061691578739,0.8065420349851798,0.832175194738975,0.07745921307129922,False,False,False
144k,flickr,10847897294,72,aud_query_ratio,0.5845713826092717,0.8900419189995314,0.6832756521725714,0.7567107595748416,0.07745921307129922,False,False,False
144k,flickr,10859255295,73,positive_excess,0.43692870201096895,0.06596177619693785,0.4841982375536642,0.085945363164773,-0.002169414578171769,False,False,False
144k,flickr,10859255295,73,aud_minus_iqr,0.4459374908347916,0.06683770052053072,0.5256232582661746,0.09210907803272539,-0.002169414578171769,False,False,False
144k,flickr,10859255295,73,aud_times_one_minus_query,0.5538572084974923,0.07958219011204887,0.920656774873842,0.3628917639282506,-0.002169414578171769,False,False,False
144k,flickr,10859255295,73,aud_query_ratio,0.47984631778588116,0.06989495444073558,0.6700173231904798,0.12582425083056034,-0.002169414578171769,False,False,False
144k,flickr,10862172945,74,positive_excess,0.5941503677475558,0.1042376002212495,0.9089371980676327,0.9585412440217029,-0.12145838620337468,False,False,True
144k,flickr,10862172945,74,aud_minus_iqr,0.5959563735671386,0.10459830096223913,0.9133485888634629,0.9608962414110506,-0.12145838620337468,False,False,True
144k,flickr,10862172945,74,aud_times_one_minus_query,0.6206595825126393,0.10981832954778817,0.9875540300025427,0.9942850465150267,-0.12145838620337468,False,False,True
144k,flickr,10862172945,74,aud_query_ratio,0.6079699606833283,0.10749205920142425,0.9483473175692856,0.9791689861880086,-0.12145838620337468,False,False,True
144k,flickr,10939270325,75,positive_excess,0.3053511528313645,0.956178933636799,0.8668955737822649,0.6601656188036756,0.026543437452152596,False,False,False
144k,flickr,10939270325,75,aud_minus_iqr,0.2931378138410476,0.9553178140177845,0.837525158450205,0.6464169550068237,0.026543437452152596,False,False,False
