scale,dataset,sample_id,sample_index,signal,auroc_removefp_vs_removetp,ap_removefp_vs_removetp,auroc_removefp_vs_retainedfp,ap_removefp_vs_retainedfp,ogl_minus_aud_iou,groupA,ogl_help,aud_better
144k,flickr,10080652613,14,positive_excess,0.6399849377184821,0.13789426252464076,0.3728492983526541,0.3599873655636413,-0.08690322161949715,False,False,False
144k,flickr,10080652613,14,aud_minus_iqr,0.6539406948070132,0.1424698318964822,0.395593519083452,0.3651436447324433,-0.08690322161949715,False,False,False
144k,flickr,10080652613,14,aud_times_one_minus_query,0.6394153034586793,0.14635095242037138,0.531469052945563,0.42465188243176544,-0.08690322161949715,False,False,False
144k,flickr,10080652613,14,aud_query_ratio,0.6607859033304128,0.1472421144215735,0.4009287505931801,0.3692533187427008,-0.08690322161949715,False,False,False
144k,flickr,10106776154,15,positive_excess,0.5019221196306705,0.740461455983341,0.13647011230136896,0.625160562545387,0.05538964367848842,False,False,False
144k,flickr,10106776154,15,aud_minus_iqr,0.4989263273711287,0.7364276476303,0.1333097079732893,0.6235870259929861,0.05538964367848842,False,False,False
144k,flickr,10106776154,15,aud_times_one_minus_query,0.5032535498163759,0.7214764106927849,0.12358997594312651,0.6145160654001727,0.05538964367848842,False,False,False
144k,flickr,10106776154,15,aud_query_ratio,0.494851747773466,0.7286463579443665,0.1322749387790328,0.6190148846870371,0.05538964367848842,False,False,False
144k,flickr,10109936483,16,positive_excess,0.25385553881154893,0.2012493818527817,0.6156637193523012,0.42268537396634365,-0.16836800132093066,False,False,True
144k,flickr,10109936483,16,aud_minus_iqr,0.28192478961434864,0.20305916585354877,0.6798888816048249,0.47340560734389897,-0.16836800132093066,False,False,True
144k,flickr,10109936483,16,aud_times_one_minus_query,0.4936404237492189,0.27100372409666507,0.831903926838862,0.640305156930068,-0.16836800132093066,False,False,True
144k,flickr,10109936483,16,aud_query_ratio,0.27098502640744043,0.19896146751476523,0.6344755200821642,0.4593821368819312,-0.16836800132093066,False,False,True
144k,flickr,10110769444,17,positive_excess,0.2037566720252858,0.44581695790822906,0.5554638001762043,0.76484001793563,0.018241968448788448,False,False,False
144k,flickr,10110769444,17,aud_minus_iqr,0.19948626474689662,0.4364283666586178,0.6177956339199615,0.7959587453850367,0.018241968448788448,False,False,False
144k,flickr,10110769444,17,aud_times_one_minus_query,0.1971284723113381,0.4342875962455942,0.8761644681921957,0.9263074819493984,0.018241968448788448,False,False,False
144k,flickr,10110769444,17,aud_query_ratio,0.19635067534934075,0.43423078766419687,0.5830887916133132,0.7849771017308088,0.018241968448788448,False,False,False
144k,flickr,10111706074,18,positive_excess,,,,,0.06264599939112303,False,False,False
144k,flickr,10111706074,18,aud_minus_iqr,,,,,0.06264599939112303,False,False,False
144k,flickr,10111706074,18,aud_times_one_minus_query,,,,,0.06264599939112303,False,False,False
144k,flickr,10111706074,18,aud_query_ratio,,,,,0.06264599939112303,False,False,False
144k,flickr,10119607346,19,positive_excess,0.2174882062522156,0.20989850567070045,0.7043079453721941,0.6254128787640291,-0.019325121028572312,False,False,False
144k,flickr,10119607346,19,aud_minus_iqr,0.2240780388292702,0.21570635443262498,0.7492054828161464,0.645351878372257,-0.019325121028572312,False,False,False
144k,flickr,10119607346,19,aud_times_one_minus_query,0.23453229987109975,0.20977374650541852,0.8965566318625184,0.7824761276571351,-0.019325121028572312,False,False,False
144k,flickr,10119607346,19,aud_query_ratio,0.23098308377485421,0.20877741255192644,0.7258602660120955,0.6608243270858201,-0.019325121028572312,False,False,False
144k,flickr,10119736773,20,positive_excess,0.452571185720357,0.003457625146243989,,,-0.06100428927470847,False,False,False
144k,flickr,10119736773,20,aud_minus_iqr,0.4601784955376116,0.0035053680979597666,,,-0.06100428927470847,False,False,False
144k,flickr,10119736773,20,aud_times_one_minus_query,0.5069485762855929,0.003832741349144827,,,-0.06100428927470847,False,False,False
144k,flickr,10119736773,20,aud_query_ratio,0.46893327666808327,0.00356016875670573,,,-0.06100428927470847,False,False,False
144k,flickr,10129791115,21,positive_excess,0.2442180044176413,0.2964883990770447,0.6033380122069719,0.3555535975405524,-0.04363185658752089,False,False,False
144k,flickr,10129791115,21,aud_minus_iqr,0.24095161015345587,0.2952477245673645,0.6077775799149621,0.3629789923860085,-0.04363185658752089,False,False,False
144k,flickr,10129791115,21,aud_times_one_minus_query,0.22650575436190562,0.23811780440668134,0.8754676379569385,0.6540336314872492,-0.04363185658752089,False,False,False
144k,flickr,10129791115,21,aud_query_ratio,0.2139736477764726,0.23453733303055016,0.5753177693444987,0.3872704528965367,-0.04363185658752089,False,False,False
144k,flickr,10129813456,22,positive_excess,0.38263512031527486,0.11008732693378237,0.8200328082587043,0.8921449253212397,-0.1293055765273533,False,False,True
144k,flickr,10129813456,22,aud_minus_iqr,0.375256275100265,0.11027806668183988,0.7051558125120226,0.8449730217844986,-0.1293055765273533,False,False,True
144k,flickr,10129813456,22,aud_times_one_minus_query,0.4606973186290704,0.1246568381543699,0.851144548699425,0.9045371129952444,-0.1293055765273533,False,False,True
144k,flickr,10129813456,22,aud_query_ratio,0.39127554383113794,0.11161736640361083,0.8486545407912454,0.9055497301197929,-0.1293055765273533,False,False,True
144k,flickr,10163352444,23,positive_excess,0.3252866727354876,0.0828646620503602,,,-0.11615334748087391,False,False,True
144k,flickr,10163352444,23,aud_minus_iqr,0.32543687301265883,0.08288408567775654,,,-0.11615334748087391,False,False,True
144k,flickr,10163352444,23,aud_times_one_minus_query,0.4230570195521842,0.09296972058417448,,,-0.11615334748087391,False,False,True
144k,flickr,10163352444,23,aud_query_ratio,0.34385130537419023,0.08385581638085696,,,-0.11615334748087391,False,False,True
144k,flickr,10165890496,24,positive_excess,0.4495755567184139,0.47492047665590614,0.4382861114788825,0.41093465388996553,-0.014814063952684253,False,False,False
144k,flickr,10165890496,24,aud_minus_iqr,0.4502253037967324,0.4751876038519571,0.4418249922767995,0.41201954395212087,-0.014814063952684253,False,False,False
144k,flickr,10165890496,24,aud_times_one_minus_query,0.5351008779580209,0.48570042960930226,0.6780981067125644,0.5782607867420415,-0.014814063952684253,False,False,False
144k,flickr,10165890496,24,aud_query_ratio,0.5502035002035002,0.49262526701303544,0.3829013857628315,0.3935525323559944,-0.014814063952684253,False,False,False
144k,flickr,10173808724,25,positive_excess,0.22910967985244812,0.04725202976890936,0.5874439461883408,0.9545489093258341,-0.09543314821182469,False,False,False
144k,flickr,10173808724,25,aud_minus_iqr,0.25019887686134007,0.03973274418054186,0.47533632286995514,0.962617114673719,-0.09543314821182469,False,False,False
144k,flickr,10173808724,25,aud_times_one_minus_query,0.4665798483232471,0.04799481234285585,0.68092445670921,0.978671410170471,-0.09543314821182469,False,False,False
144k,flickr,10173808724,25,aud_query_ratio,0.25288769202665834,0.03502058978922164,0.35977923421869606,0.9449150794238476,-0.09543314821182469,False,False,False
144k,flickr,10202025415,26,positive_excess,0.028782088395875746,0.09841244493573414,0.0,0.8883913107009364,-0.1169060591101504,False,False,True
144k,flickr,10202025415,26,aud_minus_iqr,0.024029062533827097,0.09795815288338248,0.0,0.8845322823296512,-0.1169060591101504,False,False,True
144k,flickr,10202025415,26,aud_times_one_minus_query,0.029865603734799268,0.05215552998097919,0.0017833789085721077,0.7319743738867952,-0.1169060591101504,False,False,True
144k,flickr,10202025415,26,aud_query_ratio,0.010185935320896403,0.05142825998040527,0.0,0.7319119788367763,-0.1169060591101504,False,False,True
144k,flickr,10221582415,27,positive_excess,0.27824524753982993,0.3800073390825157,0.3051198478659572,0.5617459278314232,-0.01105598818757203,False,False,False
144k,flickr,10221582415,27,aud_minus_iqr,0.29599318820191745,0.38735461609599736,0.344402617887271,0.5816802879306685,-0.01105598818757203,False,False,False
144k,flickr,10221582415,27,aud_times_one_minus_query,0.30017995517388735,0.36625678724153177,0.3642602599291198,0.5860541914153219,-0.01105598818757203,False,False,False
144k,flickr,10221582415,27,aud_query_ratio,0.25710254392549825,0.35365747671389053,0.31284271570548317,0.572163081949348,-0.01105598818757203,False,False,False
144k,flickr,10234680056,28,positive_excess,0.1762869198312236,0.043734609405137626,0.5823378087888078,0.2523938917609257,-0.0011232253628081779,False,False,False
144k,flickr,10234680056,28,aud_minus_iqr,0.17196905766526022,0.043745474308483565,0.5796067237551538,0.2518003495007168,-0.0011232253628081779,False,False,False
