scale,dataset,sample_id,sample_index,signal,auroc_removefp_vs_removetp,ap_removefp_vs_removetp,auroc_removefp_vs_retainedfp,ap_removefp_vs_retainedfp,ogl_minus_aud_iou,groupA,ogl_help,aud_better
144k,vggss,-hedbpc8T0E_000030,74,aud_query_ratio,0.015432637570042148,0.11579811044828547,0.1233121547492805,0.12287742369720071,-0.1799107600121812,False,False,True
144k,vggss,-kZVoaYYU6o_000000,80,positive_excess,,,0.3616463182251259,0.18798395004936147,0.18293788944502853,True,True,False
144k,vggss,-kZVoaYYU6o_000000,80,aud_minus_iqr,,,0.37981693208112155,0.19210647709932666,0.18293788944502853,True,True,False
144k,vggss,-kZVoaYYU6o_000000,80,aud_times_one_minus_query,,,0.8777338369402478,0.5489915554517154,0.18293788944502853,True,True,False
144k,vggss,-kZVoaYYU6o_000000,80,aud_query_ratio,,,0.4060970464135021,0.20305834876067025,0.18293788944502853,True,True,False
144k,vggss,-oGJwGEsIiA_000090,84,positive_excess,0.2529494345508904,0.8882244695082279,0.3797106599396296,0.47226246326106824,0.10974724900917243,True,True,False
144k,vggss,-oGJwGEsIiA_000090,84,aud_minus_iqr,0.24387365137137657,0.8904076958358196,0.3989460276110152,0.48185340128333554,0.10974724900917243,True,True,False
144k,vggss,-oGJwGEsIiA_000090,84,aud_times_one_minus_query,0.13514779669829718,0.856909783363515,0.6696315893300617,0.5729893283066236,0.10974724900917243,True,True,False
144k,vggss,-oGJwGEsIiA_000090,84,aud_query_ratio,0.27161289483946444,0.8696908441559292,0.2963049488040773,0.4122956308239266,0.10974724900917243,True,True,False
144k,vggss,-oSzD8P2BtU_000030,86,positive_excess,0.9854551778970384,0.9999347421131688,0.7145422720984154,0.6865724106524571,0.19832171474464422,True,True,False
144k,vggss,-oSzD8P2BtU_000030,86,aud_minus_iqr,0.9852713178294574,0.9999339117156951,0.7240029927763395,0.6957235265735806,0.19832171474464422,True,True,False
144k,vggss,-oSzD8P2BtU_000030,86,aud_times_one_minus_query,0.9832836414231764,0.9999248850258077,0.772921047650314,0.7318218454856171,0.19832171474464422,True,True,False
144k,vggss,-oSzD8P2BtU_000030,86,aud_query_ratio,0.9837408069966209,0.9999269588120899,0.7827765545339611,0.7642655995642526,0.19832171474464422,True,True,False
144k,vggss,-r2-9oyIzkQ_000030,88,positive_excess,0.10240918195947189,0.09375654117712454,0.3344991156461478,0.14145134879222196,-0.1952235617616237,False,False,True
144k,vggss,-r2-9oyIzkQ_000030,88,aud_minus_iqr,0.10455736410936141,0.11572825876674936,0.38487860677250707,0.16672813653000843,-0.1952235617616237,False,False,True
