vggss C2 seed12345 epoch 1/50 batch 1/562 total=13.0086 d_pos=0.000010 d_neg=0.000009 gap=-0.000001 ETA=3:30:25
vggss C2 seed12345 epoch 1/50 batch 51/562 total=11.5033 d_pos=0.000027 d_neg=0.000027 gap=-0.000000 ETA=0:12:01
vggss C2 seed12345 epoch 1/50 batch 101/562 total=11.1087 d_pos=0.000035 d_neg=0.000035 gap=-0.000000 ETA=0:09:15
vggss C2 seed12345 epoch 1/50 batch 151/562 total=10.8297 d_pos=0.000011 d_neg=0.000011 gap=0.000000 ETA=0:07:46
vggss C2 seed12345 epoch 1/50 batch 201/562 total=10.6254 d_pos=0.000010 d_neg=0.000011 gap=0.000001 ETA=0:06:37
vggss C2 seed12345 epoch 1/50 batch 251/562 total=10.5812 d_pos=0.000012 d_neg=0.000014 gap=0.000002 ETA=0:05:35
vggss C2 seed12345 epoch 1/50 batch 301/562 total=10.1923 d_pos=0.000015 d_neg=0.000020 gap=0.000005 ETA=0:04:37
vggss C2 seed12345 epoch 1/50 batch 351/562 total=10.3323 d_pos=0.000012 d_neg=0.000015 gap=0.000004 ETA=0:03:42
vggss C2 seed12345 epoch 1/50 batch 401/562 total=10.0966 d_pos=0.000011 d_neg=0.000015 gap=0.000004 ETA=0:02:48
vggss C2 seed12345 epoch 1/50 batch 451/562 total=9.9571 d_pos=0.000013 d_neg=0.000019 gap=0.000007 ETA=0:01:55
vggss C2 seed12345 epoch 1/50 batch 501/562 total=9.6759 d_pos=0.000016 d_neg=0.000022 gap=0.000007 ETA=0:01:03
vggss C2 seed12345 epoch 1/50 batch 551/562 total=9.7016 d_pos=0.000016 d_neg=0.000023 gap=0.000008 ETA=0:00:11
vggss C2 seed12345 epoch 1/50 batch 562/562 total=9.8328 d_pos=0.000016 d_neg=0.000026 gap=0.000010 ETA=0:00:00
{"epoch": 1, "learning_rate": 5e-05, "epoch_seconds": 589.7072579860687, "gradient_l2_mean": 15.73965443919719, "parameter_l2": 199.35924411278623, "info_loss": 9.564019030099237, "recon_loss": 5.90880131806343, "div_loss": 0.04000764054841167, "a2v_loss": 1.5595425039299247e-05, "v2a_loss": 1.6327071824338535e-05, "original_match_loss": 3.192249685402902e-05, "d_pos": 1.5595425110505238e-05, "d_neg": 1.8768827803117046e-05, "g_match": 3.173402694283858e-06, "cram_loss": 0.6931455888357875, "weighted_cram_loss": 0.34657279441789374, "total_loss": 10.508665006780115, "AUD_cIoU": 0.36041101202016285, "AUD_AUC": 0.39286545172547505, "IQR_cIoU": 0.37029856533540134, "IQR_AUC": 0.39644241954245835}
vggss C2 seed12345 epoch 2/50 batch 1/562 total=9.5937 d_pos=0.000016 d_neg=0.000026 gap=0.000010 ETA=0:57:14
vggss C2 seed12345 epoch 2/50 batch 51/562 total=9.4230 d_pos=0.000018 d_neg=0.000029 gap=0.000011 ETA=0:09:19
vggss C2 seed12345 epoch 2/50 batch 101/562 total=9.6630 d_pos=0.000021 d_neg=0.000032 gap=0.000011 ETA=0:08:02
vggss C2 seed12345 epoch 2/50 batch 151/562 total=9.2317 d_pos=0.000025 d_neg=0.000043 gap=0.000019 ETA=0:07:02
vggss C2 seed12345 epoch 2/50 batch 201/562 total=9.0570 d_pos=0.000022 d_neg=0.000037 gap=0.000016 ETA=0:06:08
vggss C2 seed12345 epoch 2/50 batch 251/562 total=9.0852 d_pos=0.000023 d_neg=0.000037 gap=0.000015 ETA=0:05:15
vggss C2 seed12345 epoch 2/50 batch 301/562 total=8.8201 d_pos=0.000024 d_neg=0.000040 gap=0.000016 ETA=0:04:24
vggss C2 seed12345 epoch 2/50 batch 351/562 total=9.0113 d_pos=0.000027 d_neg=0.000050 gap=0.000024 ETA=0:03:32
vggss C2 seed12345 epoch 2/50 batch 401/562 total=8.9512 d_pos=0.000024 d_neg=0.000041 gap=0.000017 ETA=0:02:42
vggss C2 seed12345 epoch 2/50 batch 451/562 total=8.7442 d_pos=0.000029 d_neg=0.000053 gap=0.000024 ETA=0:01:51
vggss C2 seed12345 epoch 2/50 batch 501/562 total=8.6842 d_pos=0.000028 d_neg=0.000046 gap=0.000018 ETA=0:01:01
vggss C2 seed12345 epoch 2/50 batch 551/562 total=8.7200 d_pos=0.000031 d_neg=0.000061 gap=0.000030 ETA=0:00:11
vggss C2 seed12345 epoch 2/50 batch 562/562 total=8.5082 d_pos=0.000029 d_neg=0.000052 gap=0.000023 ETA=0:00:00
{"epoch": 2, "learning_rate": 5e-05, "epoch_seconds": 571.1160705089569, "gradient_l2_mean": 25.43428721503909, "parameter_l2": 199.7300140999549, "info_loss": 8.233097005993447, "recon_loss": 4.8414879778526005, "div_loss": 0.0007698224058699565, "a2v_loss": 2.392671834890817e-05, "v2a_loss": 1.2411134002346619e-05, "original_match_loss": 3.63378523706746e-05, "d_pos": 2.3926718405549297e-05, "d_neg": 4.122816670107141e-05, "g_match": 1.7301448161201718e-05, "cram_loss": 0.6931385283368338, "weighted_cram_loss": 0.3465692641684169, "total_loss": 9.067525816133438, "AUD_cIoU": 0.3644823575029081, "AUD_AUC": 0.3982648313299729, "IQR_cIoU": 0.3726250484683986, "IQR_AUC": 0.4001454051958124}
vggss C2 seed12345 epoch 3/50 batch 1/562 total=8.3323 d_pos=0.000029 d_neg=0.000049 gap=0.000020 ETA=0:58:37
vggss C2 seed12345 epoch 3/50 batch 51/562 total=8.5621 d_pos=0.000033 d_neg=0.000055 gap=0.000022 ETA=0:09:20
vggss C2 seed12345 epoch 3/50 batch 101/562 total=8.1728 d_pos=0.000034 d_neg=0.000056 gap=0.000022 ETA=0:08:02
vggss C2 seed12345 epoch 3/50 batch 151/562 total=8.0266 d_pos=0.000035 d_neg=0.000060 gap=0.000025 ETA=0:07:02
