vggss C1 seed12345 epoch 1/50 batch 1/562 total=12.7313 d_pos=0.000010 d_neg=0.000009 gap=-0.000001 ETA=2:03:04
vggss C1 seed12345 epoch 1/50 batch 51/562 total=11.2187 d_pos=0.000026 d_neg=0.000026 gap=-0.000000 ETA=0:10:32
vggss C1 seed12345 epoch 1/50 batch 101/562 total=10.8469 d_pos=0.000032 d_neg=0.000032 gap=-0.000000 ETA=0:08:34
vggss C1 seed12345 epoch 1/50 batch 151/562 total=10.5414 d_pos=0.000010 d_neg=0.000010 gap=-0.000000 ETA=0:07:22
vggss C1 seed12345 epoch 1/50 batch 201/562 total=10.3266 d_pos=0.000009 d_neg=0.000010 gap=0.000001 ETA=0:06:21
vggss C1 seed12345 epoch 1/50 batch 251/562 total=10.3157 d_pos=0.000013 d_neg=0.000014 gap=0.000001 ETA=0:05:24
vggss C1 seed12345 epoch 1/50 batch 301/562 total=9.9047 d_pos=0.000015 d_neg=0.000018 gap=0.000004 ETA=0:04:30
vggss C1 seed12345 epoch 1/50 batch 351/562 total=10.0868 d_pos=0.000012 d_neg=0.000016 gap=0.000004 ETA=0:03:37
vggss C1 seed12345 epoch 1/50 batch 401/562 total=9.7658 d_pos=0.000011 d_neg=0.000016 gap=0.000004 ETA=0:02:44
vggss C1 seed12345 epoch 1/50 batch 451/562 total=9.6677 d_pos=0.000014 d_neg=0.000020 gap=0.000006 ETA=0:01:53
vggss C1 seed12345 epoch 1/50 batch 501/562 total=9.3562 d_pos=0.000015 d_neg=0.000023 gap=0.000008 ETA=0:01:02
vggss C1 seed12345 epoch 1/50 batch 551/562 total=9.4436 d_pos=0.000016 d_neg=0.000024 gap=0.000009 ETA=0:00:11
vggss C1 seed12345 epoch 1/50 batch 562/562 total=9.4740 d_pos=0.000016 d_neg=0.000026 gap=0.000010 ETA=0:00:00
{"epoch": 1, "learning_rate": 5e-05, "epoch_seconds": 599.0737216472626, "gradient_l2_mean": 16.074023674005737, "parameter_l2": 199.3637518989659, "info_loss": 9.5680406271775, "recon_loss": 5.88230896590019, "div_loss": 0.03988385914693988, "a2v_loss": 1.5488920929916193e-05, "v2a_loss": 1.4811602928063647e-05, "original_match_loss": 3.0300523919526494e-05, "d_pos": 1.5488920993030593e-05, "d_neg": 1.852400694853545e-05, "g_match": 3.035085973047173e-06, "cram_loss": 0.6931456563947888, "weighted_cram_loss": 0.06931456723300164, "total_loss": 10.232604691990755, "AUD_cIoU": 0.35362543621558745, "AUD_AUC": 0.39079100426521907, "IQR_cIoU": 0.356533540131834, "IQR_AUC": 0.39348584722760765}
vggss C1 seed12345 epoch 2/50 batch 1/562 total=9.3158 d_pos=0.000017 d_neg=0.000027 gap=0.000010 ETA=1:02:00
vggss C1 seed12345 epoch 2/50 batch 51/562 total=9.0481 d_pos=0.000020 d_neg=0.000034 gap=0.000014 ETA=0:09:24
vggss C1 seed12345 epoch 2/50 batch 101/562 total=9.3483 d_pos=0.000022 d_neg=0.000031 gap=0.000009 ETA=0:08:05
vggss C1 seed12345 epoch 2/50 batch 151/562 total=8.9962 d_pos=0.000021 d_neg=0.000038 gap=0.000017 ETA=0:07:04
vggss C1 seed12345 epoch 2/50 batch 201/562 total=8.8249 d_pos=0.000020 d_neg=0.000037 gap=0.000017 ETA=0:06:09
vggss C1 seed12345 epoch 2/50 batch 251/562 total=8.7843 d_pos=0.000022 d_neg=0.000037 gap=0.000015 ETA=0:05:16
vggss C1 seed12345 epoch 2/50 batch 301/562 total=8.5741 d_pos=0.000023 d_neg=0.000037 gap=0.000014 ETA=0:04:24
vggss C1 seed12345 epoch 2/50 batch 351/562 total=8.7812 d_pos=0.000025 d_neg=0.000047 gap=0.000022 ETA=0:03:33
vggss C1 seed12345 epoch 2/50 batch 401/562 total=8.5904 d_pos=0.000023 d_neg=0.000042 gap=0.000018 ETA=0:02:42
vggss C1 seed12345 epoch 2/50 batch 451/562 total=8.4680 d_pos=0.000028 d_neg=0.000051 gap=0.000023 ETA=0:01:51
vggss C1 seed12345 epoch 2/50 batch 501/562 total=8.4100 d_pos=0.000029 d_neg=0.000045 gap=0.000016 ETA=0:01:01
vggss C1 seed12345 epoch 2/50 batch 551/562 total=8.4796 d_pos=0.000030 d_neg=0.000059 gap=0.000029 ETA=0:00:11
vggss C1 seed12345 epoch 2/50 batch 562/562 total=8.2119 d_pos=0.000029 d_neg=0.000050 gap=0.000021 ETA=0:00:00
{"epoch": 2, "learning_rate": 5e-05, "epoch_seconds": 604.4364790916443, "gradient_l2_mean": 25.83213409201757, "parameter_l2": 199.72862672090136, "info_loss": 8.234230055927807, "recon_loss": 4.811274018576137, "div_loss": 0.0007510417910770006, "a2v_loss": 2.2998826647238653e-05, "v2a_loss": 1.1245093806303552e-05, "original_match_loss": 3.424392049845053e-05, "d_pos": 2.2998826580887618e-05, "d_neg": 4.033293654980408e-05, "g_match": 1.733411003607666e-05, "cram_loss": 0.6931385106251333, "weighted_cram_loss": 0.06931385264012738, "total_loss": 8.788170834877313, "AUD_cIoU": 0.3635129895308259, "AUD_AUC": 0.3958898797983715, "IQR_cIoU": 0.37010469174098487, "IQR_AUC": 0.3984683986041101}
vggss C1 seed12345 epoch 3/50 batch 1/562 total=8.0269 d_pos=0.000027 d_neg=0.000045 gap=0.000018 ETA=0:55:03
vggss C1 seed12345 epoch 3/50 batch 51/562 total=8.2279 d_pos=0.000031 d_neg=0.000052 gap=0.000021 ETA=0:09:20
vggss C1 seed12345 epoch 3/50 batch 101/562 total=7.8696 d_pos=0.000032 d_neg=0.000058 gap=0.000026 ETA=0:08:02
vggss C1 seed12345 epoch 3/50 batch 151/562 total=7.8159 d_pos=0.000032 d_neg=0.000057 gap=0.000025 ETA=0:07:03
vggss C1 seed12345 epoch 3/50 batch 201/562 total=7.7666 d_pos=0.000031 d_neg=0.000047 gap=0.000015 ETA=0:06:08
vggss C1 seed12345 epoch 3/50 batch 251/562 total=7.9567 d_pos=0.000032 d_neg=0.000061 gap=0.000029 ETA=0:05:16
vggss C1 seed12345 epoch 3/50 batch 301/562 total=7.9484 d_pos=0.000029 d_neg=0.000059 gap=0.000030 ETA=0:04:24
vggss C1 seed12345 epoch 3/50 batch 351/562 total=7.8973 d_pos=0.000035 d_neg=0.000068 gap=0.000033 ETA=0:03:33
vggss C1 seed12345 epoch 3/50 batch 401/562 total=8.1196 d_pos=0.000035 d_neg=0.000060 gap=0.000026 ETA=0:02:42
vggss C1 seed12345 epoch 3/50 batch 451/562 total=7.5680 d_pos=0.000034 d_neg=0.000056 gap=0.000022 ETA=0:01:51
vggss C1 seed12345 epoch 3/50 batch 501/562 total=7.6135 d_pos=0.000033 d_neg=0.000068 gap=0.000035 ETA=0:01:01
vggss C1 seed12345 epoch 3/50 batch 551/562 total=7.8856 d_pos=0.000036 d_neg=0.000075 gap=0.000039 ETA=0:00:11
vggss C1 seed12345 epoch 3/50 batch 562/562 total=7.7042 d_pos=0.000031 d_neg=0.000057 gap=0.000025 ETA=0:00:00
{"epoch": 3, "learning_rate": 5e-05, "epoch_seconds": 597.4287905693054, "gradient_l2_mean": 30.19626158140802, "parameter_l2": 200.05714632158902, "info_loss": 7.471673109353225, "recon_loss": 4.473589006267833, "div_loss": 0.0010341822428237713, "a2v_loss": 3.2249853546065e-05, "v2a_loss": 2.2234182311663176e-05, "original_match_loss": 5.4484035792995455e-05, "d_pos": 3.2249853562248174e-05, "d_neg": 5.892224372179186e-05, "g_match": 2.6672390245314536e-05, "cram_loss": 0.6931338402512235, "weighted_cram_loss": 0.06931338534819698, "total_loss": 7.9938972047215255, "AUD_cIoU": 0.3406359053896859, "AUD_AUC": 0.38964715005816203, "IQR_cIoU": 0.3575029081039163, "IQR_AUC": 0.39429042264443587}
vggss C1 seed12345 epoch 4/50 batch 1/562 total=7.3290 d_pos=0.000034 d_neg=0.000062 gap=0.000029 ETA=1:08:09
vggss C1 seed12345 epoch 4/50 batch 51/562 total=7.6333 d_pos=0.000039 d_neg=0.000068 gap=0.000029 ETA=0:09:34
vggss C1 seed12345 epoch 4/50 batch 101/562 total=7.8491 d_pos=0.000035 d_neg=0.000057 gap=0.000023 ETA=0:08:09
