checkpoint,epoch,train_attention_match_loss,direct_eval_attention_MSE,AUD_cIoU,AUD_AUC,IMG_cIoU,IMG_AUC,IQR_cIoU,IQR_AUC,AUD_IMG_Pearson,AUD_IMG_Spearman,AUD_IMG_JS,Top20Overlap,AUD_ONLY,IMG_ONLY,IMG_ONLY_fraction,PairOracle_cIoU,OracleGain,IQRGain
vggss_best.pth,3,7.756223615961774e-05,6.460705674941636e-05,0.40015509887553313,0.4127471888328809,0.4069406746801086,0.416614967041489,0.4069406746801086,0.41595579682047307,0.9725434396600777,0.9679706691571285,0.002499605729447891,0.7808531373698847,147,182,0.03528499418379217,0.4354400930593253,0.03528499418379216,0.00678557580457545
final.pth,50,0.00047725563078830386,0.0004969474845888689,0.3416052733617681,0.39804187669639396,0.3290034897246995,0.39403838697169447,0.33734005428460645,0.3971209771229159,0.9816652386726807,0.9786406247262496,0.0019482743993105023,0.8459407302622409,226,161,0.03121364870104692,0.37281892206281503,0.031213648701046925,-0.004265219077161653
