dataset,group,seed,sample_index,sample_id,mean_spearman,mean_top10_jaccard,mean_map_mae,matched_minus_wrong_abs_mean
vggss,C1,12345,0,-0BIyqJj9ZU_000030,0.9492729591836734,0.7123293373293373,0.0002608899576443946,0.00019755533139687032
vggss,C1,12345,1,-0UuUoXQUoI_000107,0.9643367346938775,0.7803030303030303,0.00043082919910375495,0.000397355091990903
vggss,C1,12345,2,-2-wdcN5vOw_000017,0.9855867346938775,0.7992424242424243,0.00021292016026563942,0.00013547326670959592
vggss,C1,12345,3,-23CeprtibU_000030,0.7517474489795918,0.43108974358974356,0.00030608180350100156,0.00026705439086072147
vggss,C1,12345,4,-2Dm0VjW8oM_000001,0.977640306122449,0.9545454545454546,0.0004094780633749906,0.00041044887620955706
vggss,C1,12345,5,-2sOH8XovEE_000484,0.9781760204081632,0.821969696969697,0.00020492780095082708,0.00014381943037733436
vggss,C1,12345,6,-3Kv4fdm7Uk_000030,0.948890306122449,0.7651515151515151,0.0004385797001305036,0.0004119614604860544
vggss,C1,12345,7,-4bPiXbovf0_000008,0.9220280612244897,0.575091575091575,0.000267554718448082,0.00021545060735661536
vggss,C1,12345,8,-5CGQGSFGyg_000060,0.9358418367346938,0.7803030303030303,0.00037153278026380576,0.00034484133357182145
vggss,C1,12345,9,-5z9IXBJefc_000227,0.9732142857142857,0.9772727272727273,0.000586587311772746,0.0005390561418607831
vggss,C1,12345,10,-79qo5MUYBk_000207,0.9787882653061224,0.7293123543123543,0.00030190559846232645,0.00026960286777466536
vggss,C1,12345,11,-7TanrCbmME_000030,0.879923469387755,0.5940309690309691,0.00038537586806342006,0.0003784051805268973
vggss,C1,12345,12,-7sg--aJdrc_000049,0.919017857142857,0.6215034965034965,0.00019411743960517924,0.00011499800166347995
vggss,C1,12345,13,-7tYmeOmsRg_000058,0.9621683673469388,0.9318181818181819,0.0002565450304246042,0.00018592186097521335
vggss,C1,12345,14,-7tYmeOmsRg_000180,0.8334566326530611,0.343568196509373,0.000328451264067553,0.0002958275144919753
vggss,C1,12345,15,-86gl1hp1Aw_000105,0.9869515306122447,0.840909090909091,0.00024389783538936172,0.00014552382344845682
vggss,C1,12345,16,-8cgbhIR_pw_000030,0.9708035714285713,0.7840909090909091,0.00038075265365478117,0.0003577308380044997
vggss,C1,12345,17,-A3zsFeU_OI_000030,0.9915433673469387,0.821969696969697,0.0002906809859268833,0.00015059139695949852
vggss,C1,12345,18,-ANxUxvGASw_000010,0.9627933673469387,0.6856060606060606,0.00029805017584294546,0.00023656187113374472
vggss,C1,12345,19,-ByoSbgzr4M_000000,0.924987244897959,0.8135198135198134,0.00034020088060060516,0.00022900986368767917
vggss,C1,12345,20,-CZ1LIc8aos_000020,0.9381505102040815,0.7747668997668997,0.00036835619357589167,0.0003345081058796495
vggss,C1,12345,21,-Cr0WQoFQQs_000045,0.9918239795918367,0.9090909090909092,0.0002373956831434043,0.00019670331676024944
vggss,C1,12345,22,-Cv3gOXEoxA_000040,0.9821811224489795,0.7126623376623377,0.00022593754147237632,0.0001316133711952716
vggss,C1,12345,23,-D64b_8YJK4_000046,0.9647066326530611,0.6847319347319347,0.0003069896665692795,0.00020174309611320496
vggss,C1,12345,24,-E5o64ACjm0_000017,0.9404336734693877,0.5728021978021978,0.0002685341351025272,0.00020115126972086728
vggss,C1,12345,25,-FoTxwPOz3U_000000,0.9312499999999999,0.8181818181818182,0.0003751153271878138,0.00027406253502704203
vggss,C1,12345,26,-GOaBCyC5Js_000087,0.9864413265306121,0.840909090909091,0.0004855883671552874,0.0004552014288492501
vggss,C1,12345,27,-GW1J75oAKU_000304,0.9653698979591836,0.7651515151515151,0.0006172844405227806,0.0006337286322377622
vggss,C1,12345,28,-HMEhGV38GM_000216,0.9795025510204081,0.9318181818181819,0.0002550336666899966,0.00016779924044385552
vggss,C1,12345,29,-IKnJa9U66I_000150,0.9296811224489795,0.7045454545454546,0.00031296334782382473,0.000261235109064728
vggss,C1,12345,30,-Igq1W20Gi8_000000,0.9868367346938776,0.8636363636363638,0.0003067439502046909,0.000234471372095868
vggss,C1,12345,31,-JGpAlLrSD0_000458,0.9844005102040816,0.9128787878787878,0.00023027268252917565,0.0001563133264426142
vggss,C1,12345,32,-JUBdOr8Hes_000030,0.9735841836734693,0.8636363636363638,0.000473258551210165,0.0002954429655801505
vggss,C1,12345,33,-JUhUI_KvUI_000026,0.9773341836734692,0.6375291375291374,0.0001881340504041873,0.00015531723329331726
vggss,C1,12345,34,-K-ccLMFE5M_000259,0.9772704081632653,0.7747668997668997,0.00024603634847153444,0.00019646857981570065
vggss,C1,12345,35,-K1BRF6qng8_000030,0.9645790816326529,0.7581168831168831,0.00023492560831073206,0.00011925688158953562
vggss,C1,12345,36,-KBH8YmHR-0_000050,0.9497448979591836,0.6814851814851814,0.0003132576293864986,0.0002475088112987578
vggss,C1,12345,37,-Lmibx_Iu_E_000173,0.974923469387755,0.7491258741258742,0.00039147891402535606,0.0003774818906094879
vggss,C1,12345,38,-Lv13WPa4xk_000170,0.984158163265306,0.770979020979021,0.00024020428099902347,0.00015252619050443172
vggss,C1,12345,39,-N00SskHxS4_000529,0.9820280612244897,0.9318181818181819,0.0004727906471089227,0.0004066085966769606
vggss,C1,12345,40,-NCa3eFLULw_000221,0.9817219387755102,0.9545454545454546,0.00026800509476743173,0.00022241918486543
vggss,C1,12345,41,-NwBdmVSg1w_000000,0.9639923469387754,0.803030303030303,0.0003295472233730834,0.00024559558369219303
vggss,C1,12345,42,-OAyRsvFGgc_000030,0.9708801020408163,0.9090909090909092,0.0008674860946484841,0.000845176400616765
vggss,C1,12345,43,-OVb-UG8yJw_000030,0.978456632653061,0.8863636363636365,0.000316002744511934,0.0001686578762019053
vggss,C1,12345,44,-PvlrLjIAYo_000009,0.9688265306122448,0.8636363636363638,0.00029556143999798223,0.00025412405375391245
vggss,C1,12345,45,-Q3MX7Tgx_E_000111,0.9776275510204081,0.6666666666666666,0.0003589727039070567,0.0003083704214077443
vggss,C1,12345,46,-RBs9pPhHY8_000030,0.9708418367346938,0.6587579087579087,0.0002712830264499644,0.00019293806690257043
vggss,C1,12345,47,-S-TDT5oq0Q_000290,0.9886989795918366,0.8068181818181819,0.00022971633370616473,0.00010181343532167375
vggss,C1,12345,48,-SWaCArvQug_000021,0.9323214285714285,0.6398185148185147,0.0002260919918626314,0.00011801301297964528
vggss,C1,12345,49,-Vo4CAMX26U_000030,0.9660714285714285,0.8636363636363638,0.00021076496523164678,0.00015194622392300516
vggss,C1,12345,50,-W3WpZvJX2o_000027,0.9317091836734693,0.6587579087579087,0.0002891724325309042,0.0001538714423077181
vggss,C1,12345,51,-Wd5YV97ftU_000320,0.9796683673469386,0.8030303030303031,0.0002679939570953138,0.00017551374912727624
vggss,C1,12345,52,-XwtCzUaN1I_000160,0.9665816326530612,0.8863636363636365,0.00044037799307261594,0.0004240116395521909
vggss,C1,12345,53,-Y-UegG9tLw_000282,0.9922193877551019,0.8030303030303031,0.0003496704503049841,0.00023684787447564304
vggss,C1,12345,54,-YwPSwhe2jo_000030,0.947423469387755,0.6219613719613719,0.00025574726896593347,0.00020708884403575212
vggss,C1,12345,55,-Z1ZSWDouUU_000030,0.9836096938775509,0.8286713286713288,0.00039195444696815684,0.0003747456648852676
vggss,C1,12345,56,-ZJqu_4zLMc_000030,0.9677551020408163,0.8863636363636365,0.0002253997135994723,0.000144191159051843
vggss,C1,12345,57,-ZSgg6jFUd8_000688,0.9656505102040815,0.7155760905760906,0.00023734775277262088,0.00014423267566598952
vggss,C1,12345,58,-_QPd-VskKY_000030,0.9735076530612244,0.7803030303030303,0.000232465072258492,0.00016245314327534288
vggss,C1,12345,59,-_umX4zgLVY_000028,0.9909056122448978,0.7613636363636364,0.00020757573656737804,0.00011052719491999596
vggss,C1,12345,60,-aK9JKAGme0_000041,0.97734693877551,0.8324592074592075,0.00019456774589343695,8.91495801624842e-05
vggss,C1,12345,61,-aK9JKAGme0_000051,0.9694005102040815,0.5873293373293373,0.00025830060803855304,0.00017517185187898576
vggss,C1,12345,62,-aUJLRXkj-Y_000118,0.9772448979591837,0.840909090909091,0.00024830170877976343,0.00015604465443175286
vggss,C1,12345,63,-cA9HsnV1ao_000030,0.9790816326530611,0.7424242424242424,0.0002310197251063073,0.00018042280862573534
vggss,C1,12345,64,-d1KR2BSfHM_000065,0.9714285714285713,0.7234848484848485,0.000400525466830004,0.00038175482768565416
vggss,C1,12345,65,-e4wXAy1iVo_000000,0.9614413265306121,0.9128787878787878,0.0006232291234482545,0.0006176239112392068
vggss,C1,12345,66,-fAVezaAX18_000126,0.9700255102040816,0.8636363636363638,0.0002812659386108862,0.0002518058172427118
vggss,C1,12345,67,-fJsZm3YRc0_000030,0.9520280612244897,0.7074592074592074,0.00027071980366599746,0.00021691841538995504
vggss,C1,12345,68,-fPdOa99Iwg_000030,0.955829081632653,0.6398185148185147,0.00024492445481882896,0.0001280276628676802
vggss,C1,12345,69,-fTfRh0_RQ4_000030,0.9673596938775509,0.8257575757575758,0.0004812163570022676,0.00043551050475798547
vggss,C1,12345,70,-g-GjgEq8l4_000017,0.9650382653061224,0.7424242424242424,0.0003180652747687418,0.0002873784978874028
vggss,C1,12345,71,-gCqnkIUmp0_000140,0.9704719387755102,0.7840909090909092,0.00023244771819008747,0.00014115424710325897
vggss,C1,12345,72,-gSfPQqi6nI_000030,0.9763520408163264,0.840909090909091,0.0003458197861618828,0.0002687658998183906
vggss,C1,12345,73,-hYRFCQdbLg_000030,0.9644005102040815,0.8522727272727273,0.0005945717821305152,0.0006157158059068024
vggss,C1,12345,74,-hedbpc8T0E_000030,0.9588265306122448,0.6866883116883117,0.00023769801737216767,0.0001749393268255517
vggss,C1,12345,75,-hss7xpzIVc_000030,0.9507908163265305,0.8636363636363638,0.0004353594358690316,0.0004244843148626387
vggss,C1,12345,76,-iF4a6f5PJ8_000000,0.9701530612244897,0.7642773892773893,0.00033097762207034975,0.00031529675470665097
vggss,C1,12345,77,-iF4a6f5PJ8_000060,0.9897448979591836,0.9318181818181819,0.00033554190304130316,0.00030322381644509733
vggss,C1,12345,78,-jZENGDFArw_000080,0.9739668367346938,0.821969696969697,0.0002489936669007875,0.0001644266303628683
vggss,C1,12345,79,-kPDH9n0PG4_000310,0.9546683673469387,0.8446969696969697,0.00026665660516300704,0.00018704295507632196
vggss,C1,12345,80,-kZVoaYYU6o_000000,0.9609693877551019,0.7803030303030303,0.000260657461694791,0.00018369517056271434
vggss,C1,12345,81,-lPXTBXa0tE_000030,0.9817602040816324,0.9318181818181819,0.0006412283200916136,0.0005710351397283375
vggss,C1,12345,82,-mKtgDnG0oM_000030,0.9694132653061223,0.9772727272727273,0.0003215178621758241,0.000234487175475806
vggss,C1,12345,83,-nQ9a0P1TlY_000023,0.9881249999999999,1.0,0.00024437764477625024,0.0001958506036316976
vggss,C1,12345,84,-oGJwGEsIiA_000090,0.9759566326530611,0.7331002331002332,0.00020852609122812282,0.00012517147115431726
vggss,C1,12345,85,-oOARU0JwWE_000153,0.9297704081632653,0.6267066267066267,0.0003443056029936997,0.00028956259484402835
vggss,C1,12345,86,-oSzD8P2BtU_000030,0.9786479591836734,0.6904761904761905,0.0002601894229883328,0.00017193739768117666
vggss,C1,12345,87,-ocADGlyaHc_000030,0.9795663265306122,0.7613636363636364,0.00036686727253254503,0.00028724834555760026
vggss,C1,12345,88,-r2-9oyIzkQ_000030,0.9726147959183672,0.9318181818181819,0.0002846434035745915,0.00023000991495791823
vggss,C1,12345,89,-r3nM90RCNs_000161,0.9413520408163264,0.7992424242424243,0.00027540699011296965,0.0001975396735360846
vggss,C1,12345,90,-rTTPoBJNI4_000123,0.9801658163265305,0.8181818181818182,0.00027719194986275397,0.0001445991510991007
vggss,C1,12345,91,-rb6uia1wSo_000190,0.9800510204081632,0.803030303030303,0.00045571444570668973,0.0002467713784426451
vggss,C1,12345,92,-rqhMzJRYoc_000030,0.9592602040816326,0.6077672327672328,0.00027198648058401886,0.00021364193526096642
vggss,C1,12345,93,-t-htrAtNvM_000030,0.9775255102040815,0.7799700299700301,0.0002852204233931843,0.00014109046605881304
vggss,C1,12345,94,-u-40BIU1HE_000003,0.9709566326530612,0.8295454545454546,0.00022613480996369617,0.00014267375809140503
vggss,C1,12345,95,-uD3ZbhFTnk_000077,0.9282270408163265,0.8257575757575758,0.00021592527991742827,0.00019140126823913306
vggss,C1,12345,96,-vAtBe4LMCQ_000063,0.9834566326530612,0.6523476523476524,0.00024226156892837025,0.00015257355698850006
vggss,C1,12345,97,-wi8kPVJLcw_000205,0.9702423469387754,0.7613636363636364,0.000305675524941762,0.00022927584359422326
vggss,C1,12345,98,-wnDAPcoPsk_000030,0.9651530612244896,0.7840909090909091,0.0002865141323127318,0.00021248265693429857
vggss,C1,12345,99,-xQbyezhw_k_000040,0.9753061224489796,0.7613636363636364,0.0002234476742160041,9.87940511549823e-05
vggss,C1,12345,100,-yicwYUKKuo_000304,0.948813775510204,0.6747835497835498,0.0003833036607829854,0.0003514145500957966
vggss,C1,12345,101,-z3AAq0FK-0_000001,0.9412882653061223,0.6564685314685315,0.00021834596827829955,0.0001556123315822333
vggss,C1,12345,102,-z4OZ7ls5Bo_000540,0.9880739795918367,0.8863636363636365,0.0005757383914897218,0.000580097665078938
vggss,C1,12345,103,-zCtwbk005g_000030,0.9492346938775509,0.8674242424242424,0.0003194684559275629,0.0002521913265809417
vggss,C1,12345,104,-zSyfcXmHdk_001083,0.7677168367346938,0.5215201465201464,0.0002889939823944587,0.00024908417253755033
vggss,C1,12345,105,-zgGL2o1jqw_000080,0.976160714285714,0.7529137529137528,0.00029712303148698993,0.00022294004156719893
vggss,C1,12345,106,-ziWHyk_fYQ_000106,0.9735204081632653,0.8712121212121212,0.0002870506632461911,0.0002474580833222717
vggss,C1,12345,107,0-jDld11jhw_000093,0.9639795918367345,0.7613636363636364,0.0005661625873472076,0.0005638694274239242
vggss,C1,12345,108,007P6bFgRCU_000010,0.9870918367346938,0.8636363636363638,0.0005166479759282083,0.0005255179712548852
vggss,C1,12345,109,00QQLLcny14_000083,0.9613392857142856,0.6806110556110556,0.00021594087229459547,0.00014732504496350884
vggss,C1,12345,110,00wORCOKNHw_000014,0.9919005102040815,0.8863636363636365,0.00028434759587980807,0.00019829253142233938
vggss,C1,12345,111,00z0M1DJyAw_000090,0.9792602040816325,0.9772727272727273,0.00042629376184777357,0.0003515593707561493
