dataset,state,precision,group,n,valid_cosines,base_norm_mean,base_norm_median,base_norm_p25,base_norm_p75,weighted_cram_norm_mean,weighted_cram_norm_median,weighted_cram_norm_p25,weighted_cram_norm_p75,raw_cram_norm_mean,raw_cram_norm_median,raw_cram_norm_p25,raw_cram_norm_p75,total_norm_mean,total_norm_median,total_norm_p25,total_norm_p75,ratio_mean,ratio_median,ratio_p25,ratio_p75,cosine_mean,cosine_median,cosine_p25,cosine_p75,sum_relative_error_mean,sum_relative_error_median,sum_relative_error_p25,sum_relative_error_p75,negative_fraction,below_minus025,below_minus05
flickr,old25_latest,fp32,F34_activation,4,4,3.5420607986269092e-06,3.556997933505617e-06,3.4463813435401533e-06,3.6526773885923732e-06,2.717414921522913e-06,2.73542845963902e-06,2.697209332624209e-06,2.7556340485377247e-06,1.0869659686091652e-10,1.0941713838556081e-10,1.0788837330496835e-10,1.1022536194150899e-10,4.512963530133453e-06,4.497724490333226e-06,4.475194744596037e-06,4.535493275870642e-06,0.7687180978656921,0.769492082027285,0.739352553862411,0.7988576260305661,0.021825179497910796,0.0200474956430453,0.011875099107147225,0.029997576033808874,5.763987610405082e-07,5.760123744495821e-07,5.739850823567308e-07,5.784260531333596e-07,0.0,0.0,0.0
flickr,old25_latest,fp32,K34_activation,4,4,1.6079187340460995e-05,1.611697617838798e-05,1.561493074242915e-05,1.6581232776419826e-05,1.414398103663924e-05,1.4175648054264407e-05,1.3991951289928051e-05,1.4327677800975597e-05,5.657592414655697e-10,5.670259221705763e-10,5.59678051597122e-10,5.73107112039024e-10,2.197463454917871e-05,2.2042831011339626e-05,2.189255972808035e-05,2.212490583243799e-05,0.8810962847163135,0.8834081621953243,0.8405593320217266,0.9239451148899112,0.0528320097428718,0.048308824279483145,0.04747227759953565,0.0536685564228193,2.6052623478659368e-08,2.6117886070288742e-08,2.6027253238462277e-08,2.6143256310485833e-08,0.0,0.0,0.0
flickr,old25_latest,fp32,adapter,4,4,0.006422561873171076,0.006753240719943,0.006304850823064625,0.0068709517700494506,0.00697610083567275,0.00689690131095015,0.00671563797569565,0.00715736417092725,2.7904403342691176e-07,2.758760524380084e-07,2.6862551902782894e-07,2.862945668370911e-07,0.00181971755619155,0.00174122492256835,0.00137872693809465,0.00218221554066525,1.1070233567933558,1.0211171468769327,0.994934794049138,1.1332057096211505,-0.9735529578665539,-0.9770383819915146,-0.9805102089879957,-0.970081130870073,7.971425225723339e-05,7.94732209911578e-05,5.9523823318756696e-05,9.96636499296345e-05,1.0,1.0,1.0
flickr,old25_latest,fp32,adapter_output_conv,4,4,0.002714488472164625,0.0028542151316689,0.00262282263361115,0.0029458809702223748,0.0030346153009076253,0.0030630671233508504,0.002992080863132275,0.0031056015611262,1.2138461203630735e-07,1.2252268493403595e-07,1.1968323452529262e-07,1.2422406244505067e-07,0.0008978276380941,0.0009096445470656001,0.000608401438397425,0.001199070746762275,1.1447265141843428,1.0736150051923263,1.0253261383329457,1.1930153810437232,-0.96410830530985,-0.9762888057938319,-0.9804735532077197,-0.9599235578959622,7.100054466132495e-06,6.5913807136768114e-06,4.585301936283599e-06,9.106133243525707e-06,1.0,1.0,1.0
flickr,old25_latest,fp32,all_student,4,4,0.0079117349418728,0.00830467899326355,0.00777471261619425,0.0084417013189421,0.008576633781677376,0.008490131186954901,0.008298710660293225,0.00876805430833905,3.43065351267098e-07,3.396052474781991e-07,3.3194842641173283e-07,3.5072217233356427e-07,0.002105915658240825,0.00195502688070615,0.00160607118436305,0.0024548713545839247,1.103825156465774,1.0101164039878845,0.986868245231105,1.1270733152225536,-0.977407895798999,-0.979167190238458,-0.9822815368313413,-0.9742935492061158,9.348331790218412e-05,9.449166615766054e-05,7.213828991101965e-05,0.000115836694148825,1.0,1.0,1.0
flickr,old25_latest,fp32,proj3_spatial,4,4,0.004620001606770075,0.004833351691523749,0.004549034988550975,0.00490431830974285,0.004987377771699825,0.0049791531653538,0.00486661205630225,0.005099918880751375,1.9949511086799495e-07,1.9916612661415337e-07,1.9466448225209098e-07,2.0399675523005736e-07,0.001047675207200575,0.00087844827657005,0.000819285886411375,0.00110683759735925,1.0973924750505533,1.009296007275856,0.9915718921515846,1.1151165901748246,-0.9854702535584547,-0.9839472934134944,-0.9861933390886988,-0.9832242078832505,0.00013011299737289666,0.0001379635004549,0.00011517895811577167,0.000152897539712025,1.0,1.0,1.0
flickr,short,amp,F34_activation,64,64,5.298851907400287e-06,5.2938881112987324e-06,5.052048856970186e-06,5.506271474752488e-06,1.0542777822369355e-06,1.0480447306375693e-06,1.0321326526724954e-06,1.084292283273699e-06,4.217111128947742e-11,4.1921789225502774e-11,4.128530610689982e-11,4.3371691330947966e-11,5.419432946002376e-06,5.4380611860184536e-06,5.162522154142155e-06,5.628275287473181e-06,0.19924504169306423,0.19777973771578483,0.1932853853742784,0.2051625139525432,0.015856032637386157,0.015501222952697149,0.0043812589251665,0.02794739291275105,0.00039902053993255156,0.00039828019520785,0.00039361777823415,0.000404547351912675,0.1875,0.0,0.0
flickr,short,amp,K34_activation,64,64,9.146604250176257e-06,9.201151859430049e-06,8.718133664394913e-06,9.442806776494873e-06,2.0707675011715376e-06,2.061040877851029e-06,2.0130574436894426e-06,2.139065131951531e-06,8.283070004686149e-11,8.244163511404116e-11,8.052229774757769e-11,8.556260527806122e-11,9.390498119939058e-06,9.433122538333983e-06,8.948460914883969e-06,9.724523103728303e-06,0.22662716666652988,0.2261943292673724,0.2194856964232656,0.23194086569803318,0.0058257415004630084,0.0070632354540501995,-0.0028118649183927003,0.017288569037880272,0.0002111328380909031,0.00021114948542275,0.00021075211938627499,0.0002114998419031,0.34375,0.0,0.0
flickr,short,amp,adapter,64,64,8.130616981105455e-05,7.902877002874245e-05,7.372859245430606e-05,8.57951658179993e-05,1.9460827931390784e-05,1.9569357288559112e-05,1.4364240809576117e-05,2.4085903145338115e-05,7.784331172556313e-10,7.827742915423643e-10,5.745696323830446e-10,9.634361258135244e-10,8.350265816504192e-05,8.166780112444089e-05,7.522909745512572e-05,8.933412771592545e-05,0.24773337985354285,0.25824967167853713,0.16001373661109008,0.3258794892783628,0.012577049879835971,0.02260841448208845,-0.08758133388063512,0.13959174948831649,0.0005861825062345656,0.0006250846936014,0.00041018231693359995,0.0007191643820373,0.46875,0.09375,0.0
flickr,short,amp,adapter_output_conv,64,64,6.17932740124825e-05,5.316752757509671e-05,4.812171030551815e-05,7.890418656437471e-05,1.3764967386329514e-05,1.3745269626895671e-05,1.1822167154006792e-05,1.5332339231946595e-05,5.505986954531805e-10,5.498107850758269e-10,4.728866861602716e-10,6.132935692778638e-10,6.3870514999633e-05,5.4034869434278266e-05,4.8718609546536946e-05,8.171185064419997e-05,0.2425298321361391,0.2403320378765488,0.1584420201241632,0.32146886553188486,0.041056591307397756,0.0258276437813844,-0.04750799539558165,0.1579263572374367,0.000570756466581214,0.0006123038251726501,0.0003949186025907,0.000704873394827775,0.359375,0.0625,0.0
flickr,short,amp,all_student,64,64,8.838158178694542e-05,8.520462398629023e-05,8.153427096335535e-05,9.34744499772372e-05,2.12334930469312e-05,2.1796299124329594e-05,1.482591793097029e-05,2.7096295542939893e-05,8.493397218772478e-10,8.718519649731836e-10,5.930367172388115e-10,1.0838518217175954e-09,9.073735260886124e-05,8.842324002750749e-05,8.290375968676247e-05,9.603006774042555e-05,0.24606441092514258,0.2615967980863762,0.15673596717609994,0.3166592007891765,0.013816778959227413,0.0153646767283291,-0.09733045270354748,0.1408555086172523,0.0005973239655484719,0.00062425025000225,0.000420147273642375,0.0007267749769496251,0.4375,0.09375,0.0
flickr,short,amp,proj3_spatial,64,63,3.2811991253053606e-05,3.4727678762045865e-05,3.134268476025978e-05,3.90835955837636e-05,8.09475227581415e-06,9.120740013114047e-06,3.891446217977559e-06,1.1638844641373847e-05,3.237900910325659e-10,3.648296005245619e-10,1.5565784871910234e-10,4.6555378565495387e-10,3.357547363883291e-05,3.5440660928118806e-05,3.1423541521116706e-05,4.026370491180925e-05,0.23166225360543954,0.2461647982318771,0.1287350133250993,0.3082144568842352,0.026199161384795677,0.0031537450929356,-0.10355448750956381,0.18115661682210144,0.0007667600040074842,0.00069704542118835,0.000517063233340025,0.0008580898387569251,0.4603174603174603,0.1111111111111111,0.0
flickr,short,fp32,F34_activation,3,3,5.263728443804551e-06,5.338311524370102e-06,5.223922253309734e-06,5.340826174582143e-06,1.0584520115229857e-06,1.0478672573532518e-06,1.0289078986657104e-06,1.0827037472953938e-06,4.233808046091942e-11,4.1914690294130065e-11,4.1156315946628416e-11,4.3308149891815744e-11,5.385782277995937e-06,5.474056778702547e-06,5.339868367401473e-06,5.475833438943706e-06,0.2010367277173736,0.1976596576412665,0.19688339602815025,0.20350152436854346,0.015694949523533133,0.0216020698759204,0.0094339069129924,0.0249095523102675,5.253957691435359e-07,5.242857243707684e-07,5.240702202172562e-07,5.261662956834319e-07,0.3333333333333333,0.0,0.0
flickr,short,fp32,K34_activation,3,3,9.107840443253763e-06,9.131765161807109e-06,9.02158418391552e-06,9.20605906186868e-06,2.0780864249673556e-06,2.0688974571086224e-06,2.0210864071145637e-06,2.1304919588907805e-06,8.31234569986942e-11,8.275589828434489e-11,8.084345628458254e-11,8.521967835563121e-11,9.349241729764135e-06,9.397110066052931e-06,9.243673078844978e-06,9.47874454882769e-06,0.22806678945273004,0.2265605192916725,0.22399656949626526,0.23138387432866606,0.003075194110014634,0.011567745747975,-0.0038058892695358015,0.014202553308545252,2.5904330403478196e-08,2.5902823535652013e-08,2.590101286157644e-08,2.5906894511466857e-08,0.3333333333333333,0.0,0.0
flickr,short,fp32,adapter,3,3,8.134346501080865e-05,8.288662645886835e-05,8.046753340792173e-05,8.299097733772541e-05,1.6087838424837245e-05,1.1730929445181062e-05,1.142555190121816e-05,1.8571670458628237e-05,6.435135369934898e-10,4.692371778072425e-10,4.5702207604872644e-10,7.428668183451295e-10,8.292252080138158e-05,8.405498892139867e-05,8.205136848845648e-05,8.435990717431524e-05,0.20031735503427836,0.1415298214724955,0.1376770620925265,0.23356388119513874,0.00732649038705697,0.0295338821050078,-0.026791012018335898,0.052547688651425256,4.4888845657421165e-05,3.701960000316954e-05,2.0220469477977517e-05,6.562259900973899e-05,0.3333333333333333,0.0,0.0
flickr,short,fp32,adapter_output_conv,3,3,6.697089593355409e-05,7.014366770491466e-05,5.901303067089697e-05,7.65151470818915e-05,1.2268443100836064e-05,1.1730929445181062e-05,1.0648759641092084e-05,1.3619369732752543e-05,4.907377240334426e-10,4.692371778072425e-10,4.2595038564368333e-10,5.447747893101018e-10,6.847001374970557e-05,7.149482221227166e-05,6.0677526163859026e-05,7.777490556683516e-05,0.20059612673850982,0.1415298214724955,0.1389577366178976,0.2327013642261149,0.024057946725953305,0.0295338821050078,-0.0011151891698379518,0.0519690503112718,6.673628601673001e-06,4.602855485609181e-06,4.012097219197338e-06,8.299773426116754e-06,0.3333333333333333,0.0,0.0
flickr,short,fp32,all_student,3,3,8.765194822569496e-05,8.934677734605993e-05,8.611670190246414e-05,9.003460910910827e-05,1.7335816391115937e-05,1.1730929445181062e-05,1.1624904703010735e-05,2.0244284606253703e-05,6.934326556446376e-10,4.692371778072425e-10,4.6499618812042937e-10,8.09771384250148e-10,8.917465282668271e-05,9.08713500165837e-05,8.74631694689912e-05,9.173448477932473e-05,0.19581265353842023,0.1415298214724955,0.1352265527953968,0.2292573382484813,0.0019829062581107984,0.0295338821050078,-0.03153831117486735,0.04927961161453745,5.0811258726608895e-05,4.319611980624118e-05,2.3308729379513338e-05,7.450621861352059e-05,0.3333333333333333,0.0,0.0
flickr,short,fp32,proj3_spatial,3,2,2.6360819183766253e-05,3.283310906242109e-05,1.6416554531210545e-05,3.954122877564938e-05,5.488617868659372e-06,3.004383100820077e-06,1.5021915504100385e-06,8.232926802989058e-06,2.1954471474637488e-10,1.201753240328031e-10,6.008766201640155e-11,3.293170721195623e-10,2.6518231307683625e-05,3.300711422122251e-05,1.6503557110611256e-05,3.977734696152544e-05,0.1912838003598672,0.1912838003598672,0.14139423961127184,0.24117336110846255,-0.055478311110834955,-0.055478311110834955,-0.08938976280366254,-0.021566859418007376,6.865326504461898e-05,7.159419991555696e-05,3.579709995777848e-05,0.00010297989756692847,0.5,0.0,0.0
