score,quartile,num_native_cells,score_min,score_max,purity
P_agreement_confidence,Q1,11114,0.4536294639110565,0.8481686115264893,0.5145652267129296
P_agreement_confidence,Q2,11114,0.8481696248054504,0.9029741883277893,0.5994125511741947
P_agreement_confidence,Q3,11114,0.9029848575592041,0.9509819746017456,0.664138417761382
P_agreement_confidence,Q4,11114,0.9509826898574829,1.0,0.7208317634290085
NA_disagreement_magnitude,Q1,1781,-0.2505982518196106,0.024440467357635498,0.46659015739051096
NA_disagreement_magnitude,Q2,1781,0.024463772773742676,0.0606839656829834,0.46817426129983153
NA_disagreement_magnitude,Q3,1781,0.0606989860534668,0.10970878601074219,0.5152899749087592
NA_disagreement_magnitude,Q4,1781,0.10971975326538086,0.48963433504104614,0.5658957616858507
