dataset,model,display,audio_swap_spearman,audio_map_difference,audio_swap_pearson,audio_swap_cosine,top10_jaccard,GT_response,NearFP_response,GT_NearFP_gap,GT_vs_NearFP_AUROC,S_CF_GT_vs_NearFP_AUROC,AUD_matched_S_CF_GT_vs_NearFP_AUROC,RemoveFP,AddTP,RemoveTP,AddFP,precision,coverage,cIoU,AUC
flickr,original_1.3g_final,1.3G,0.9876314156834016,0.0001714904938125983,0.992581307888031,0.9999356269836426,0.8455351315351315,0.8059670724868775,0.7639529941535672,0.04270621518857083,0.6600211886019148,0.5334268074427687,0.4877936588266347,0.0,0.0,0.0,0.0,0.644890094346536,0.9113650997263851,0.812,0.6356
flickr,cram_c3_stage1,8.7-S1,0.9860376530612246,0.00030339666409417987,0.9908174872398376,0.9998133778572083,0.8350920745920746,0.7131541931629181,0.6253758674932395,0.08890445379593112,0.6731663717996365,0.5393263155765825,0.47892745063222614,5175.376,222.364,4656.144,355.06,0.7492012545570964,0.7655397488727091,0.864,0.6184000000000001
flickr,cram_c3_stage2,8.7-S2,0.9892659558827741,0.0002602960739750415,0.9930059313774109,0.9998573064804077,0.8805698051948053,0.7562584300041199,0.658956853363678,0.09807458737118524,0.7078278416012178,0.5690455725491759,0.5090525860283335,4183.672,366.972,2734.844,529.024,0.7256452877149907,0.8369354929139093,0.896,0.6532
