dataset,candidate,pearson_mean,pearson_std,pearson_median,pearson_num_samples,spearman_mean,spearman_std,spearman_median,spearman_num_samples,js_divergence_mean,js_divergence_std,js_divergence_median,js_divergence_num_samples
vggss_144k,ORIGINAL_HR14,0.9104627444002075,0.03819723374398208,0.9156901905744739,5158,0.9749930651692239,0.02815647280671075,0.9839640801117906,5158,0.040551133800428754,0.02989035728204707,0.03303175356890235,5158
vggss_144k,OWN14_24,0.9227999596852651,0.035308830274327616,0.9288927144119138,5158,0.9701951539736378,0.03245673196390273,0.980312476360374,5158,0.03246056281769902,0.02440359398749406,0.026002003057348236,5158
vggss_144k,L3_NATIVE_READOUT,-0.10060248372881925,0.24121959264145354,-0.11450847328240477,5158,-0.11079458139326044,0.2306429914272987,-0.12059699611855049,5158,0.03773636402485012,0.01359890378966441,0.03556304744559168,5158
