dataset,state,batch,term,loss,base_norm,weighted_cram_norm,raw_cram_norm,total_norm,ratio,cosine,sum_relative_error
vggss,epoch1,2,positive_half,0.0002183947217417881,0.00026770623434818695,0.0006496415712698432,2.598566285079373e-08,0.0007073163127910382,2.426695713125976,0.018962249529215203,2.6779251573513037e-08
vggss,epoch1,2,negative_half,-0.0008204988553188741,0.0006979296799814908,0.0006496415712698432,2.598566285079373e-08,0.001321595172270082,0.9308123581835233,0.9235400916042502,2.9728557267239532e-08
vggss,epoch1,2,base_view_a,0.000785522279329598,0.0005401207911618035,0.0006496415712698432,2.598566285079373e-08,0.0005196498929090944,1.20277090217627,-0.6322993728766141,2.444476370671746e-08
vggss,epoch1,2,base_view_b,0.000785522279329598,0.000324749692697709,0.0006496415712698432,2.598566285079373e-08,0.000521628222969277,2.0004378322062264,-0.6052980062020401,2.277672024495857e-08
vggss,epoch1,3,base,0.0008034206693992019,0.0005830111486391616,0.0006179654863391128,2.4718619453564513e-08,0.0004107529134777131,1.0599548358235347,-0.7675477500510057,2.4275900552298158e-08
vggss,epoch1,3,coarse,0.0004062601365149021,0.0007021898591229503,0.0006179654863391128,2.4718619453564513e-08,0.0006847447540965504,0.8800547007485476,-0.46790658218110454,2.568373208945758e-08
vggss,epoch1,3,equiv,0.00039716053288429976,0.0005041367223349226,0.0006179654863391128,2.4718619453564513e-08,0.0006993176030466037,1.2257894713104596,-0.23590950467944552,2.7267048553686532e-08
vggss,epoch1,3,positive_half,0.00019708079344127327,0.00036797527998339686,0.0006179654863391128,2.4718619453564513e-08,0.0006899626012665833,1.6793668486834104,-0.09067607514223837,2.7642273107928595e-08
vggss,epoch1,3,negative_half,-0.0007670251070521772,0.0007473461412186283,0.0006179654863391128,2.4718619453564513e-08,0.0013211394302139513,0.8268798783538958,0.8715269843791648,2.9094148334014443e-08
vggss,epoch1,3,base_view_a,0.0008034206693992019,0.0005683278374005413,0.0006179654863391128,2.4718619453564513e-08,0.0005936826597533453,1.0873398163384145,-0.5017251709752067,2.4716964455017335e-08
vggss,epoch1,3,base_view_b,0.0008034206693992019,0.0003094182636830637,0.0006179654863391128,2.4718619453564513e-08,0.0005262835653249553,1.9971849075208217,-0.5246765723177106,2.3542973632788492e-08
vggss,late,0,base,0.004818628542125225,0.015043425253670296,0.015308529692191215,6.123411876876486e-07,0.0021834748084953613,1.0176226114764813,-0.98980149734785,9.765642710663377e-09
vggss,late,0,coarse,0.002673535142093897,0.007612677116442371,0.015308529692191215,6.123411876876486e-07,0.00823721779523727,2.010925914502117,-0.9629925688591839,1.720242140203559e-08
vggss,late,0,equiv,0.002145093400031328,0.007869365347219028,0.015308529692191215,6.123411876876486e-07,0.008052493985201263,1.9453321858542418,-0.9605643794969844,1.848624904184444e-08
vggss,late,0,positive_half,0.001463119755499065,0.004844072220173051,0.015308529692191215,6.123411876876486e-07,0.01080114336222882,3.1602604165229247,-0.9517243099632104,2.52318470469112e-08
vggss,late,0,negative_half,-0.007760798092931509,0.019974173060510195,0.015308529692191215,6.123411876876486e-07,0.03525864937304822,0.7664161938426798,0.9972254805943163,2.8808562378873423e-08
vggss,late,0,base_view_a,0.004818628542125225,0.007184642760891626,0.015308529692191215,6.123411876876486e-07,0.008343296175006199,2.1307294185203722,-0.983574992316646,1.8112531459721048e-08
vggss,late,0,base_view_b,0.004818628542125225,0.007956216242536267,0.015308529692191215,6.123411876876486e-07,0.007623901732385074,1.9240967346195699,-0.9833028231028069,1.3023196571079617e-08
vggss,late,1,base,0.004702805541455746,0.015216139665582542,0.01086963687239269,4.347854748957076e-07,0.005014057976355787,0.7143491786539508,-0.9811096709930135,9.428538206776448e-09
vggss,late,1,coarse,0.002543212380260229,0.007612986751338568,0.01086963687239269,4.347854748957076e-07,0.003916166462880974,1.4277756191394284,-0.9714165147817767,1.1280505887683549e-08
vggss,late,1,equiv,0.0021595931611955166,0.008127476169140762,0.01086963687239269,4.347854748957076e-07,0.004520569856581279,1.3373938780237395,-0.9268977269417528,2.0207333448448214e-08
vggss,late,1,positive_half,0.0017430281732231379,0.004733141377348169,0.01086963687239269,4.347854748957076e-07,0.006668557234655765,2.2964952883960983,-0.9337861420583791,2.1406784055454024e-08
vggss,late,1,negative_half,-0.006576393265277147,0.015382896745668072,0.01086963687239269,4.347854748957076e-07,0.026213783027783724,0.7066053326694566,0.9939203898728745,2.8386913878727087e-08
vggss,late,1,base_view_a,0.004702805541455746,0.0077571742357510146,0.01086963687239269,4.347854748957076e-07,0.0037070820783884737,1.4012366542312609,-0.9759538302553278,9.461362892957326e-09
vggss,late,1,base_view_b,0.004702805541455746,0.007592060849899412,0.01086963687239269,4.347854748957076e-07,0.003978637876475948,1.4317109790468423,-0.9691779371352149,1.094482778014762e-08
vggss,late,2,base,0.005445330403745174,0.016661919500971515,0.01607272284770959,6.429089139083836e-07,0.002074568916078912,0.964638128684539,-0.9926126814385826,9.2608451803142e-09
vggss,late,2,coarse,0.0029042637906968594,0.00816026538214597,0.01607272284770959,6.429089139083836e-07,0.008540163209839887,1.9696323703975938,-0.9606298151467774,1.529418711522241e-08
vggss,late,2,equiv,0.002541066613048315,0.00902809485498566,0.01607272284770959,6.429089139083836e-07,0.00775749552065987,1.7803006177802414,-0.9636405511891231,1.5991008446006495e-08
vggss,late,2,positive_half,0.0012943466426804662,0.004028768511206631,0.01607272284770959,6.429089139083836e-07,0.012191999287739291,3.9894878057651795,-0.9722947584442458,2.4674478826082858e-08
vggss,late,2,negative_half,-0.008391139097511768,0.02001203941655407,0.01607272284770959,6.429089139083836e-07,0.036074885395055135,0.8031526679092059,0.9988920934654143,2.9003781620395325e-08
vggss,late,2,base_view_a,0.005445330403745174,0.008368941912683418,0.01607272284770959,6.429089139083836e-07,0.008220817544961088,1.9205203017780335,-0.9693944784697449,1.5552131469307794e-08
vggss,late,2,base_view_b,0.005445330403745174,0.008510736175871494,0.01607272284770959,6.429089139083836e-07,0.007739940073425352,1.8885232153332205,-0.9900467289176221,6.9076996809119e-09
vggss,late,3,base,0.0048095895908772945,0.01459179775494932,0.016274756263333086,6.509902505333235e-07,0.002714287839998367,1.1153359261584428,-0.9904517259371385,6.883693433513242e-09
vggss,late,3,coarse,0.002573610283434391,0.0073040704204110855,0.016274756263333086,6.509902505333235e-07,0.009481588469907438,2.2281762533194627,-0.9603467672738579,1.9542783283758438e-08
vggss,late,3,equiv,0.0022359793074429035,0.007778809533610097,0.016274756263333086,6.509902505333235e-07,0.009125405744387726,2.0921911242349283,-0.956192439684007,2.0512840963403143e-08
vggss,late,3,positive_half,0.0015200315974652767,0.004309145047568687,0.016274756263333086,6.509902505333235e-07,0.012331470749841167,3.77679471999107,-0.9366228233304862,2.4134340783985676e-08
vggss,late,3,negative_half,-0.0075887287966907024,0.02036685024750333,0.016274756263333086,6.509902505333235e-07,0.036616712763947824,0.7990806661588788,0.9972490742581994,2.8950101158598075e-08
vggss,late,3,base_view_a,0.0048095895908772945,0.007042337428505296,0.016274756263333086,6.509902505333235e-07,0.009512537444317772,2.310987854324857,-0.9770931657299409,2.1203119462849404e-08
vggss,late,3,base_view_b,0.0048095895908772945,0.007682206111852857,0.016274756263333086,6.509902505333235e-07,0.008799825380545502,2.11850034044554,-0.9855829678397667,1.702237142365973e-08
