step,base_loss,coarse_loss,equiv_loss,cram_loss,d_pos,d_neg,gap,anchor_entropy,scale,amp
18,0.000624501146376133,4.8864472773857415e-05,0.0005756366881541908,0.6931471824645996,1.2865449150467612e-08,2.380657804224029e-08,1.0941129779951098e-08,5.274134159088135,65536.0,True
19,0.0005683274939656258,5.103953299112618e-05,0.00051728799007833,0.6931471824645996,1.094044321803267e-08,2.0912347409307586e-08,9.971904191274916e-09,5.274396896362305,65536.0,True
20,0.0005545156891457736,5.440313179860823e-05,0.0005001125391572714,0.6931471824645996,1.1647068198783472e-08,2.2459810011810077e-08,1.0812741813026605e-08,5.274566650390625,65536.0,True
21,0.0005630464875139296,6.004581518936902e-05,0.0005030006868764758,0.6931471824645996,1.1388118892341481e-08,2.2717546954709178e-08,1.1329428062367697e-08,5.274147033691406,65536.0,True
22,0.0006317271618172526,6.219392525963485e-05,0.0005695332656614482,0.6931471824645996,1.2812781058357814e-08,2.404320120774628e-08,1.1230420149388465e-08,5.273857593536377,65536.0,True
23,0.0006120948819443583,6.709690933348611e-05,0.0005449979798868299,0.6931471824645996,1.2620890110781602e-08,2.0354438134972952e-08,7.73354624783451e-09,5.2745890617370605,65536.0,True
24,0.0005842981045134366,7.094726606737822e-05,0.0005133508238941431,0.6931471824645996,1.0837218233916701e-08,2.1490233592658115e-08,1.0653014470562994e-08,5.274542808532715,65536.0,True
25,0.0006116216536611319,7.07134313415736e-05,0.0005409082514233887,0.6931471824645996,1.2833396567657473e-08,2.418178546292893e-08,1.1348389783449875e-08,5.274312973022461,65536.0,True
26,0.0006139196339063346,7.3474962846376e-05,0.0005404446856118739,0.6931471824645996,1.1376473096902373e-08,2.0857534366314212e-08,9.481061269411839e-09,5.274477958679199,65536.0,True
27,0.0005864336271770298,7.460737833753228e-05,0.0005118262488394976,0.6931471824645996,1.113257575013904e-08,2.3776120627871933e-08,1.2643544877732893e-08,5.27418327331543,65536.0,True
28,0.0006448562489822507,8.364443783648312e-05,0.000561211840249598,0.6931471824645996,1.0868649980011469e-08,2.08792556577464e-08,1.0010608342270189e-08,5.274619102478027,65536.0,True
29,0.000582363223657012,8.213336695916951e-05,0.000500229827594012,0.6931471824645996,1.0996572541444039e-08,1.9503170634038725e-08,8.506598092594686e-09,5.27470064163208,65536.0,True
30,0.0005858815857209265,8.658594015287235e-05,0.0004992956528440118,0.6931471824645996,1.1082890161162595e-08,2.111856467479356e-08,1.0035674513630966e-08,5.274588108062744,65536.0,True
31,0.0005456923972815275,8.743510989006609e-05,0.00045825730194337666,0.6931471824645996,1.072248068112458e-08,2.1253132587162327e-08,1.0530652794216167e-08,5.274681568145752,65536.0,True
32,0.0005982759757898748,9.22633771551773e-05,0.0005060125840827823,0.6931471824645996,1.2222660217275916e-08,2.191710990473439e-08,9.694449687458473e-09,5.274647235870361,65536.0,True
33,0.000590959913097322,9.17642391868867e-05,0.0004991956520825624,0.6931471824645996,1.1686156042856055e-08,2.309023194868587e-08,1.1404075905829814e-08,5.27438497543335,65536.0,True
34,0.0005660440656356514,8.976562094176188e-05,0.0004762784228660166,0.6931471824645996,1.240281655157105e-08,2.385719177766532e-08,1.1454375226094271e-08,5.2743635177612305,65536.0,True
35,0.0005946089513599873,8.998168050311506e-05,0.0005046272417530417,0.6931471824645996,1.2095856760652168e-08,2.4406951126820786e-08,1.2311093477990198e-08,5.274338722229004,65536.0,True
36,0.0006344357971101999,8.49699426908046e-05,0.0005494658253155649,0.6931471824645996,1.102115199103082e-08,2.0861559590912293e-08,9.840405823524634e-09,5.274675369262695,65536.0,True
37,0.0005785788525827229,9.08116198843345e-05,0.0004877672472503036,0.6931471824645996,1.2270795934909984e-08,2.2075912653463092e-08,9.805116718553109e-09,5.27454948425293,65536.0,True
38,0.0006409816560335457,9.162404603557661e-05,0.0005493576172739267,0.6931471824645996,1.1743763295157805e-08,2.1867336386094394e-08,1.0123573090936588e-08,5.274559020996094,65536.0,True
39,0.0005947903846390545,8.89871153049171e-05,0.0005058032693341374,0.6931471824645996,1.2309374852748078e-08,2.2456433157458378e-08,1.0147059192888719e-08,5.2742204666137695,65536.0,True
40,0.0006602664943784475,8.768055704422295e-05,0.0005725859082303941,0.6931471824645996,1.1432671698230479e-08,2.3144174576827936e-08,1.1711502878597457e-08,5.2745208740234375,65536.0,True
41,0.0005828799330629408,8.858887304086238e-05,0.0004942910745739937,0.6931471824645996,1.0484626500328886e-08,2.3009910421478708e-08,1.2525283921149821e-08,5.274294853210449,65536.0,True
42,0.0005938778631389141,8.986800094135106e-05,0.0005040098330937326,0.6931471824645996,1.1298303626006145e-08,2.169035084875759e-08,1.0392046334573024e-08,5.274574279785156,65536.0,True
43,0.0005633453838527203,8.228836668422446e-05,0.00048105703899636865,0.6931471824645996,1.0341725698026494e-08,1.7741738744803115e-08,7.400013046776621e-09,5.2749223709106445,65536.0,True
44,0.0005863472470082343,9.360985131934285e-05,0.0004927373956888914,0.6931471824645996,1.1838777069783646e-08,2.645513319521342e-08,1.4616357013608194e-08,5.274083614349365,65536.0,True
45,0.0005821961094625294,8.765101665630937e-05,0.0004945450928062201,0.6931471824645996,1.0852286180806914e-08,2.1424888529963937e-08,1.0572602349157023e-08,5.2745771408081055,65536.0,True
46,0.0006010124343447387,8.802283264230937e-05,0.0005129895871505141,0.6931471824645996,1.1436839919554131e-08,2.218135897180673e-08,1.074451816407418e-08,5.274701118469238,65536.0,True
47,0.0005695396102964878,8.812668966129422e-05,0.0004814129206351936,0.6931471824645996,1.2321314635244107e-08,2.171250024218807e-08,9.391184718765544e-09,5.27452278137207,65536.0,True
48,0.0005065869190730155,8.482341945637017e-05,0.0004217635141685605,0.6931471824645996,1.0719871212927501e-08,1.889497269758067e-08,8.175101484653169e-09,5.274829387664795,65536.0,True
49,0.0005515885422937572,8.238312875619158e-05,0.000469205406261608,0.6931471824645996,1.1456943838084044e-08,2.109164398689245e-08,9.634701925165245e-09,5.274687767028809,65536.0,True
50,0.0005737619358114898,8.586540207033977e-05,0.0004878965555690229,0.6931471824645996,1.1290873125346934e-08,2.0355237495550682e-08,9.064363482025328e-09,5.274559020996094,65536.0,True
51,0.0005697759333997965,7.733576785540208e-05,0.0004924401873722672,0.6931471824645996,9.896552022325977e-09,1.849334374526279e-08,8.596792611115234e-09,5.275144100189209,65536.0,True
52,0.0005490719340741634,8.159854769473895e-05,0.0004674734082072973,0.6931471824645996,1.2354455236618378e-08,2.319871583722488e-08,1.0844260600606503e-08,5.274688720703125,65536.0,True
53,0.000517000793479383,8.315320883411914e-05,0.0004338475991971791,0.6931471824645996,1.0810153661111599e-08,1.9791297489746285e-08,8.981142940456266e-09,5.274698257446289,65536.0,True
54,0.0005517853423953056,8.519084076397121e-05,0.0004665945016313344,0.6931471824645996,1.1635586716352009e-08,2.039303836909312e-08,8.757449876384271e-09,5.274852752685547,65536.0,True
55,0.0005824223044328392,8.991891809273511e-05,0.0004925034008920193,0.6931471824645996,1.0926855864568097e-08,2.2132182309064774e-08,1.1205326444496677e-08,5.274410247802734,65536.0,True
56,0.00062095484463498,8.066237205639482e-05,0.0005402924725785851,0.6931471824645996,1.1823576784308898e-08,1.9368908255046335e-08,7.545332358915857e-09,5.274836540222168,65536.0,True
57,0.0005694826832041144,8.393963798880577e-05,0.00048554304521530867,0.6931471824645996,1.1225061768982414e-08,2.0229579789088348e-08,9.004518020105934e-09,5.274712085723877,65536.0,True
58,0.0006011630757711828,9.007387416204438e-05,0.0005110892234370112,0.6931471824645996,1.1440540959029022e-08,2.437403701094354e-08,1.2933495163736097e-08,5.274322509765625,65536.0,True
59,0.0005788347334600985,8.731554407859221e-05,0.0004915191675536335,0.6931471824645996,1.1608682015662453e-08,2.3276758298607092e-08,1.16680745065878e-08,5.2745771408081055,65536.0,True
60,0.0005901771364733577,8.772865840001032e-05,0.0005024484707973897,0.6931471824645996,1.1185174564332101e-08,2.3284627559405635e-08,1.2099452995073534e-08,5.274565696716309,65536.0,True
61,0.0005753032746724784,8.89040602487512e-05,0.00048639922169968486,0.6931471824645996,1.1450584480598991e-08,2.177907987288563e-08,1.032849539228664e-08,5.2745819091796875,65536.0,True
62,0.0005462527042254806,8.890181197784841e-05,0.0004573509213514626,0.6931471824645996,1.1161228385958566e-08,2.1752976309130645e-08,1.0591747923172079e-08,5.274757385253906,65536.0,True
63,0.0005871358443982899,8.930132753448561e-05,0.0004978345241397619,0.6931471824645996,1.229630708365903e-08,2.247772457053543e-08,1.0181417486876398e-08,5.2746148109436035,65536.0,True
