dataset,group,seed,kind,sample_index,sample_id,specific_audio_switch_spearman
flickr,C3,12345,best,0,10000130166,0.10809948979591838
flickr,C3,12345,best,1,10007936344,-0.11177295918367347
flickr,C3,12345,best,2,10008553263,-0.00015306122448981163
flickr,C3,12345,best,3,10009662863,0.10577806122448978
flickr,C3,12345,best,4,10013411946,0.2536607142857143
flickr,C3,12345,best,5,10016382545,-0.11871173469387752
flickr,C3,12345,best,6,10031203703,0.575969387755102
flickr,C3,12345,best,7,10035917404,0.15762755102040815
flickr,C3,12345,best,8,10045181004,-0.11572704081632651
flickr,C3,12345,best,9,10060697266,0.08534438775510206
flickr,C3,12345,best,10,10061269855,0.08816326530612245
flickr,C3,12345,best,11,10067897816,0.06552295918367344
flickr,C3,12345,best,12,10069511285,0.37406887755102036
flickr,C3,12345,best,13,10079676496,0.4090943877551021
flickr,C3,12345,best,14,10080652613,0.28229591836734697
flickr,C3,12345,best,15,10106776154,0.27982142857142855
flickr,C3,12345,best,16,10109936483,0.2296045918367347
flickr,C3,12345,best,17,10110769444,0.10807397959183673
flickr,C3,12345,best,18,10111706074,0.1389668367346939
flickr,C3,12345,best,19,10119607346,0.029017857142857123
flickr,C3,12345,best,20,10119736773,0.2508418367346939
flickr,C3,12345,best,21,10129791115,0.02026785714285714
flickr,C3,12345,best,22,10129813456,0.11052295918367344
flickr,C3,12345,best,23,10163352444,-0.08691326530612245
flickr,C3,12345,best,24,10165890496,0.10017857142857142
flickr,C3,12345,best,25,10173808724,0.2619642857142857
flickr,C3,12345,best,26,10202025415,0.12539540816326533
flickr,C3,12345,best,27,10221582415,-0.1108801020408163
flickr,C3,12345,best,28,10234680056,0.2762244897959184
flickr,C3,12345,best,29,10246013484,0.42538265306122447
flickr,C3,12345,best,30,10268129763,0.013341836734693864
flickr,C3,12345,best,31,10278084464,0.33622448979591835
flickr,C3,12345,best,32,10283938426,-0.1660204081632653
flickr,C3,12345,best,33,10289643764,0.13100765306122447
flickr,C3,12345,best,34,10304554474,-0.02846938775510205
flickr,C3,12345,best,35,10308472565,-0.09021683673469386
flickr,C3,12345,best,36,10369815925,-0.10501275510204082
flickr,C3,12345,best,37,10389014583,-0.13779336734693884
flickr,C3,12345,best,38,10409146004,0.22793367346938773
flickr,C3,12345,best,39,10409351364,-0.10610969387755101
flickr,C3,12345,best,40,10413912845,0.2494387755102041
flickr,C3,12345,best,41,10437048305,-0.07655612244897957
flickr,C3,12345,best,42,10440265465,0.07411989795918367
flickr,C3,12345,best,43,10441843213,0.7760841836734693
flickr,C3,12345,best,44,10446128125,0.16336734693877553
flickr,C3,12345,best,45,10451898725,-0.21873724489795918
flickr,C3,12345,best,46,10468313544,-0.23519132653061223
flickr,C3,12345,best,47,10476442285,-0.1352295918367347
flickr,C3,12345,best,48,10476446674,-0.03889030612244895
flickr,C3,12345,best,49,10477544895,-0.14816326530612245
flickr,C3,12345,best,50,10481128583,0.3326913265306122
flickr,C3,12345,best,51,10520382525,0.22089285714285714
flickr,C3,12345,best,52,10545790805,0.3258801020408163
flickr,C3,12345,best,53,10548273474,0.13877551020408163
flickr,C3,12345,best,54,10549911663,-0.069375
flickr,C3,12345,best,55,10555704135,0.40237244897959185
flickr,C3,12345,best,56,10557361454,-0.22252551020408162
flickr,C3,12345,best,57,10610974774,0.07835459183673468
flickr,C3,12345,best,58,10624261424,0.22220663265306123
flickr,C3,12345,best,59,10635080206,-0.00985969387755102
flickr,C3,12345,best,60,10654057765,0.22971938775510203
flickr,C3,12345,best,61,10659354545,0.2789158163265306
flickr,C3,12345,best,62,10666396623,-0.3470280612244898
flickr,C3,12345,best,63,10667001125,-0.2576785714285714
flickr,C3,12345,best,64,10701841844,-0.052232142857142866
flickr,C3,12345,best,65,10743985374,-0.13625
flickr,C3,12345,best,66,10751849775,-0.09298469387755101
flickr,C3,12345,best,67,10761625676,-0.1794005102040816
flickr,C3,12345,best,68,10771238614,-0.030841836734693845
flickr,C3,12345,best,69,10795023275,0.07723214285714283
flickr,C3,12345,best,70,10796050285,0.09812499999999999
flickr,C3,12345,best,71,10805310706,0.060025510204081624
flickr,C3,12345,best,72,10847897294,0.2127168367346938
flickr,C3,12345,best,73,10859255295,0.10784438775510205
flickr,C3,12345,best,74,10862172945,-0.5349872448979591
flickr,C3,12345,best,75,10939270325,-0.2047704081632653
flickr,C3,12345,best,76,10952523225,0.1498341836734694
flickr,C3,12345,best,77,10979853044,-0.019272959183673485
flickr,C3,12345,best,78,10980225216,0.355625
flickr,C3,12345,best,79,11002352834,-0.041977040816326534
flickr,C3,12345,best,80,11036641226,-0.2172831632653061
flickr,C3,12345,best,81,11050409385,0.40426020408163266
flickr,C3,12345,best,82,11071986404,-0.03557397959183673
flickr,C3,12345,best,83,11101358996,-0.22613520408163265
flickr,C3,12345,best,84,11154049584,0.1536862244897959
flickr,C3,12345,best,85,11314266424,-0.022002551020408156
flickr,C3,12345,best,86,11650557765,-0.14575255102040816
flickr,C3,12345,best,87,11764496003,0.16224489795918368
flickr,C3,12345,best,88,11765015695,-0.1199234693877551
flickr,C3,12345,best,89,11776645404,0.359515306122449
flickr,C3,12345,best,90,12015590114,-0.22714285714285715
flickr,C3,12345,best,91,12031178616,0.05315051020408164
flickr,C3,12345,best,92,12048726756,0.5513265306122449
flickr,C3,12345,best,93,12066557153,0.49187499999999995
flickr,C3,12345,best,94,12103535156,-0.2956505102040816
flickr,C3,12345,best,95,12158276143,0.2607015306122449
flickr,C3,12345,best,96,12328837165,0.12329081632653062
flickr,C3,12345,best,97,12373955905,0.2902933673469388
flickr,C3,12345,best,98,12444360833,-0.29075255102040815
flickr,C3,12345,best,99,12512072175,-0.1130357142857143
flickr,C3,12345,best,100,12534178685,-0.0037882653061224666
flickr,C3,12345,best,101,12598610153,-0.137015306122449
flickr,C3,12345,best,102,12599965145,0.18285714285714286
flickr,C3,12345,best,103,12729873904,-0.1708673469387755
flickr,C3,12345,best,104,13153991894,-0.2757142857142857
flickr,C3,12345,best,105,13234495505,0.2708035714285714
flickr,C3,12345,best,106,13409856383,0.5025892857142857
flickr,C3,12345,best,107,13447842855,-0.2878188775510204
flickr,C3,12345,best,108,13579448834,0.08002551020408162
flickr,C3,12345,best,109,13660204414,-0.16978316326530613
flickr,C3,12345,best,110,13721325644,0.13146683673469386
flickr,C3,12345,best,111,13861270725,0.2953571428571428
flickr,C3,12345,best,112,14062380939,0.3487627551020408
flickr,C3,12345,best,113,14172932360,0.260484693877551
flickr,C3,12345,best,114,14174434304,0.10619897959183673
flickr,C3,12345,best,115,14203929291,0.31323979591836737
flickr,C3,12345,best,116,14414061986,-0.09735969387755102
flickr,C3,12345,best,117,14566072101,0.1548086734693878
flickr,C3,12345,best,118,14648401332,-0.18204081632653063
flickr,C3,12345,best,119,14652810592,0.017181122448979583
flickr,C3,12345,best,120,14678892718,0.4169387755102041
flickr,C3,12345,best,121,14680986811,-0.014553571428571433
flickr,C3,12345,best,122,14742398172,0.19489795918367342
flickr,C3,12345,best,123,14778198185,-0.32618622448979595
flickr,C3,12345,best,124,14899015793,0.2923979591836735
flickr,C3,12345,best,125,15135657108,0.2820663265306122
flickr,C3,12345,best,126,15210828119,-0.24933673469387757
flickr,C3,12345,best,127,15679023977,0.3468494897959184
flickr,C3,12345,best,128,15799251138,0.1275
flickr,C3,12345,best,129,15994498891,-0.08363520408163264
flickr,C3,12345,best,130,16012165838,0.2968112244897959
flickr,C3,12345,best,131,16101081359,-0.06522959183673468
flickr,C3,12345,best,132,16369370669,-0.13959183673469386
flickr,C3,12345,best,133,16419739420,0.0221811224489796
flickr,C3,12345,best,134,16563757295,0.2301658163265306
flickr,C3,12345,best,135,16659090834,0.6310331632653061
flickr,C3,12345,best,136,16804898716,-0.21917091836734692
flickr,C3,12345,best,137,16950760048,0.28535714285714286
flickr,C3,12345,best,138,17140316339,0.11598214285714285
flickr,C3,12345,best,139,17537079145,0.03358418367346938
flickr,C3,12345,best,140,19306860381,0.03802295918367345
flickr,C3,12345,best,141,20854461578,0.4303698979591837
flickr,C3,12345,best,142,2401957951,0.26552295918367347
flickr,C3,12345,best,143,2404965389,0.04163265306122449
flickr,C3,12345,best,144,2432219254,-0.19102040816326532
flickr,C3,12345,best,145,2462141223,-0.4894387755102041
flickr,C3,12345,best,146,2465634368,-0.07642857142857143
flickr,C3,12345,best,147,2499673064,0.12589285714285717
flickr,C3,12345,best,148,2509250774,-0.030454979941834867
flickr,C3,12345,best,149,2542659118,0.02885204081632653
flickr,C3,12345,best,150,2630218696,-0.007793367346938765
flickr,C3,12345,best,151,2695985181,-0.1007015306122449
flickr,C3,12345,best,152,2698329253,0.023022959183673468
flickr,C3,12345,best,153,2766580444,0.10457908163265306
flickr,C3,12345,best,154,2778088729,0.2587755102040816
flickr,C3,12345,best,155,2808068937,-0.11932397959183674
flickr,C3,12345,best,156,2811549163,-0.08459183673469389
flickr,C3,12345,best,157,2819123278,-0.09923469387755102
flickr,C3,12345,best,158,2858344348,-0.28376275510204085
flickr,C3,12345,best,159,2895192729,0.3053698979591837
flickr,C3,12345,best,160,2897081671,0.19698979591836735
flickr,C3,12345,best,161,2897653916,0.24315051020408163
flickr,C3,12345,best,162,2907554899,0.6602551020408163
flickr,C3,12345,best,163,2935372113,0.18119897959183673
flickr,C3,12345,best,164,2961466546,0.17183673469387753
flickr,C3,12345,best,165,3012435981,-0.006760204081632644
flickr,C3,12345,best,166,3052033339,0.23119897959183672
flickr,C3,12345,best,167,3102685146,0.12488520408163266
