dataset,group,seed,kind,sample_index,sample_id,region,raw_auc,conditional_auc,conditional_pairs
flickr,C3,12345,best,0,10000130166,FP,0.879241943359375,0.724715338245144,4479
flickr,C3,12345,best,0,10000130166,NearFP,0.8790283203125,0.7313703284258211,4415
flickr,C3,12345,best,0,10000130166,FarFP,,,0
flickr,C3,12345,best,0,10000130166,HighAUDFP,,,0
flickr,C3,12345,best,1,10007936344,FP,0.2050628662109375,0.2106206587497199,4463
flickr,C3,12345,best,1,10007936344,NearFP,0.2422637939453125,0.20947886745999178,4874
flickr,C3,12345,best,1,10007936344,FarFP,0.0203094482421875,0.0013689253935660504,2922
flickr,C3,12345,best,1,10007936344,HighAUDFP,0.005022321428571429,0.004329004329004329,231
flickr,C3,12345,best,2,10008553263,FP,0.4991912841796875,0.42149958574979285,4828
flickr,C3,12345,best,2,10008553263,NearFP,0.4759674072265625,0.4785136999802878,10146
flickr,C3,12345,best,2,10008553263,FarFP,0.4916839599609375,0.3089788732394366,2272
flickr,C3,12345,best,2,10008553263,HighAUDFP,0.3830138530927835,0.44218061674008813,3632
flickr,C3,12345,best,3,10009662863,FP,0.6035308837890625,0.6474077328646749,4552
flickr,C3,12345,best,3,10009662863,NearFP,0.50115966796875,0.566325369738339,4395
flickr,C3,12345,best,3,10009662863,FarFP,0.68963623046875,0.6761928429423459,4024
flickr,C3,12345,best,3,10009662863,HighAUDFP,,,0
flickr,C3,12345,best,4,10013411946,FP,0.5353546142578125,0.4081276489653453,4011
flickr,C3,12345,best,4,10013411946,NearFP,0.5558319091796875,0.4322678843226788,4599
flickr,C3,12345,best,4,10013411946,FarFP,0.62469482421875,0.45070838252656437,3388
flickr,C3,12345,best,4,10013411946,HighAUDFP,,,0
flickr,C3,12345,best,5,10016382545,FP,0.3149871826171875,0.3103015075376884,7960
flickr,C3,12345,best,5,10016382545,NearFP,0.5516357421875,0.5440074906367042,6408
flickr,C3,12345,best,5,10016382545,FarFP,0.1085662841796875,0.13819277108433736,8300
flickr,C3,12345,best,5,10016382545,HighAUDFP,0.006280637254901961,0.0530565167243368,867
flickr,C3,12345,best,6,10031203703,FP,0.26263427734375,0.38667959909473004,3093
flickr,C3,12345,best,6,10031203703,NearFP,0.246429443359375,0.37935525887333116,3071
flickr,C3,12345,best,6,10031203703,FarFP,,,0
flickr,C3,12345,best,6,10031203703,HighAUDFP,,,0
flickr,C3,12345,best,7,10035917404,FP,0.1201934814453125,0.06426037972042561,4793
