epoch,learning_rate,epoch_seconds,loss_aud_coarse,loss_aud_equiv,loss_img_coarse,loss_total,mean_valid_ratio,skipped_small_overlap_samples,actual_flip_ratio,mean_crop_scale,grad_norm_aud,grad_norm_img,grad_norm_ratio,grad_cosine,negative_grad_cosine_ratio,gradient_diagnostic_batches,aud_l4_ciou,aud_l4_auc,aud_fine_ciou,aud_fine_auc,img_l4_ciou,img_l4_auc,img_fine_ciou,img_fine_auc,iqr_fine_ciou,iqr_fine_auc
1,5e-05,10.102076292037964,0.00010393986117261916,0.001049495270798126,0.0001319503474708957,0.001285385468807549,0.6613852442839206,0,0.49499198717948717,0.7765732086621798,9.329373662823762e-05,9.274255950818754e-05,0.9899100788079342,-0.6177452915383493,1.0,2,0.764,0.5916000000000001,0.784,0.6029999999999999,0.752,0.5890000000000001,0.768,0.603,0.768,0.6032
