sample_id,sample_index,gt_nearfp_visual_cosine,group
1vrJPFfLMvA_000233,296,0.9674369799564785,A_ogl_help
1vrR6Im_RDo_000030,297,0.9014893801487406,C_aud_better
1vy-ZxTMQf4_000377,298,0.7128136419539732,B_close
1woaZGPrY9g_000002,299,0.9920290641371059,B_close
1xS-iGBR2b8_000014,300,0.9696749049297648,B_close
1xYpHbg0fEE_000030,301,0.9103949356812835,transition
1xyVkQJ8A54_000000,302,0.8104613317044674,B_close
1yKGjTOk7NY_000030,303,0.9747362116395275,B_close
1yWGmdevTuM_000030,304,0.8939095378093089,transition
1z19uJK6SB0_000076,305,0.8880593071412338,B_close
1zQtgRqPHZU_000024,306,0.8974519557384952,B_close
20Nlj7Cz4E0_000030,307,0.9012110155958879,B_close
20qZLse0acs_000030,308,0.9004713469846318,B_close
21I0YiLHzvg_000038,309,0.894521180852,A_ogl_help
24tWz7gmngI_000030,310,0.8481455919412163,C_aud_better
253aGgk7NSE_000010,311,0.7892316845336649,C_aud_better
25PvbXDbZO8_000035,312,0.0,B_close
25QsgUI0x8U_000020,313,0.9675211782098987,A_ogl_help
26dqZUTv5os_000175,314,0.8898376568762258,B_close
28StN9ykZ68_000094,315,0.991885701790161,B_close
28ehZa0fzmo_000028,316,0.9044499020817632,A_ogl_help
28p0DrP3KgI_000021,317,0.9591725389127383,B_close
29MZ0dwOBOM_000112,318,0.8877295517167423,B_close
29ZWMYIEq3g_000141,319,0.9495377528858124,A_ogl_help
29dwfsI1XlQ_000006,320,0.7586958472057621,C_aud_better
2ACsPTob5cY_000118,321,0.8634929944195059,transition
2ACsPTob5cY_000349,322,0.8593348190645442,transition
2ASyuuVhr6M_000052,323,0.9040014347818031,transition
2B-xGbzOjYY_000030,324,0.5739008911721577,transition
2BR2Ivk_EFA_000021,325,0.9906018562650096,transition
2Bljhdt61Y4_000038,326,0.9840502854957229,transition
2C4aXzGI2eI_000415,327,0.8982671554276612,A_ogl_help
2EYGJpU7juM_000130,328,0.936579178177932,B_close
2HZcxlRs-hg_000030,329,0.9356024287770225,B_close
2IEoe3YvCJo_000020,330,0.7917665067404109,B_close
2INpPpv4NRg_000560,331,0.9564627799459778,B_close
2ISY5z0QQfc_000101,332,0.9580844732493784,B_close
2Jpg_KvJWL0_000030,333,0.8351530660147969,B_close
2JpvRGz5Dq0_000001,334,0.7900846749827172,B_close
2K5Px-N6BEI_000447,335,0.9374489241158747,transition
2KEg1a42Wx0_000288,336,0.8657504178444059,B_close
2LRhkMH48_Q_000030,337,0.8233478705110792,B_close
2M0i--pR-To_000037,338,0.944414392459582,transition
2MKPKDQcgVc_000036,339,0.9535309644387917,B_close
2NESqWU89V0_000338,340,0.9735539611698345,B_close
2Oe5kao1ycY_000310,341,0.8953297449244488,C_aud_better
2PHV2xNjGVU_000126,342,0.9869751219768522,B_close
2Pl5B1Tpn1U_000024,343,0.8685901474978126,B_close
2QuZzkvq_YQ_000000,344,0.9871514832425273,transition
2REf8hLLYMw_000030,345,0.9830363183113915,transition
2RHarmH7DEk_000024,346,0.949626308391117,B_close
2SchRwpsT7s_000048,347,0.8925037588661292,C_aud_better
2Ssh4YWMroo_000030,348,0.7563190184371856,C_aud_better
2T8OhRXZDTs_000030,349,0.9218180042465882,B_close
2TprtMP1RDo_000030,350,0.9349471308843267,B_close
2U5f3uTl7qg_000167,351,0.9210827471159696,A_ogl_help
2UvzCdos0nc_000036,352,0.9615701382161379,B_close
2VFVe0RCn7g_000010,353,0.0,B_close
2Vg5WTQZqwI_000022,354,0.9276890384281631,transition
2VptepDtAZ4_000058,355,0.9878799865203072,B_close
2VptepDtAZ4_000071,356,0.965982395254671,transition
2Vu6HtlYio4_000219,357,0.6877160493048472,B_close
2W4dw8XuetE_000050,358,0.8513266881688967,transition
2Wk4Y3_dMuc_000440,359,0.7456583246900386,transition
2YJpjSldLtg_000495,360,0.9586464320694975,transition
2YW7WBtqzzQ_000000,361,0.9333146692051846,B_close
2YXcqoFlYFY_000160,362,0.7630688891898447,transition
2ZNKLUHeJtg_000030,363,0.7634238914763882,transition
2ZZEtUCIkUw_000030,364,0.8518202917522327,transition
2ZogsGp-T4o_000040,365,0.0,B_close
2_RltCGlGOA_000010,366,0.8404606599797396,transition
2bCuw7U_Rac_000390,367,0.9225451114523311,B_close
2bYyywE97aA_000030,368,0.9057443784221728,B_close
2cEM6Hu90v0_000038,369,0.9572604721601182,transition
2drXOn18U3Q_000136,370,0.8730019567586869,B_close
2eDP3jKoUd4_000030,371,0.8569112393849604,B_close
2eYaXTKSpMI_000004,372,0.8378021341724199,A_ogl_help
2es7oZzwLWM_000030,373,0.8394738185386371,B_close
2f7NnTVQzR0_000150,374,0.9616260726155689,transition
2ffgd7k0vI8_000040,375,0.9752206311047078,B_close
2g5hx_rynAI_000035,376,0.9678868909238765,A_ogl_help
2j4dsRMuj4Y_000079,377,0.859250432742257,A_ogl_help
2kHcvpsu_QY_000030,378,0.9579485065971027,B_close
2kQCMxf0onU_000036,379,0.7675705731175493,B_close
2kdJKmgMcxU_000000,380,0.8786841512599882,B_close
2ke9wf3Ajkg_000080,381,0.7379363023224284,transition
2mQ1JOOs6LE_000054,382,0.9082801569989313,B_close
2mw1UMcc_Ys_000030,383,0.9193217763040588,B_close
2o4-lEtFb2k_000060,384,0.7687744106963188,B_close
2p37j052q3o_000004,385,0.9080633682359568,C_aud_better
2qAlWm3NES8_000034,386,0.9710392105493671,B_close
2qHRJAQDCDo_000095,387,0.9589581855231206,transition
2rW2I6KmWhw_000030,388,0.9616375080097859,B_close
2rciuzaEEWo_000025,389,0.9445599776033482,transition
2ro_sQ7_vUM_000024,390,0.8380656491133794,B_close
2sKmbnOi5S0_000006,391,0.9842930644097957,B_close
2uHcWdkV4W4_000120,392,0.944873412758502,C_aud_better
2uRe-e8RVEM_000190,393,0.9351716237100277,B_close
2vYkvwD-fkc_000010,394,0.9877150730140013,B_close
2vcA_vgImHQ_000020,395,0.9642581286764216,A_ogl_help
2vycuIKwnnA_000000,396,0.9712338755879076,transition
2wGvpfAkly0_000030,397,0.9794176068091766,transition
2wsp3s4hIKs_000008,398,0.9771127159282864,B_close
2xBIHi3oqy4_000030,399,0.970093474432582,B_close
2xQuWif8axE_000030,400,0.9350345633292146,B_close
2zec0wuZgLE_000500,401,0.9103566472742035,B_close
3-PFuDkTM48_000080,402,0.9544641705704909,B_close
3-qCp_EP-5Q_000234,403,0.9650970904346818,A_ogl_help
30jlal45IKo_000097,404,0.8766760203811709,B_close
31GOxPXDNkk_000068,405,0.9221225028556531,A_ogl_help
31O2j4aAgYU_000030,406,0.9466203929645282,B_close
31uVf6wvCTA_000208,407,0.7326161766826752,C_aud_better
36ToDxW_hns_000090,408,0.8252457892677137,transition
387WVkfK-5w_000057,409,0.9588028835620485,transition
38F6eeIR-s0_000030,410,0.9513544015782658,A_ogl_help
39jhSrtRm70_000079,411,0.9385293616465319,transition
39rXWSXGOyo_000080,412,0.9250040158921541,B_close
3AcKnYk_cLY_000030,413,0.8206003537708532,B_close
3AwevAQzwcs_000030,414,0.843266716422622,B_close
3AzacBprTzU_000060,415,0.7476405467264782,C_aud_better
3ClbaJYWVO4_000030,416,0.7905046567679762,B_close
3DK5YAQAVlI_000080,417,0.9592402280854584,B_close
3DTZsjKMOyA_000289,418,0.8246805160568191,B_close
3F9Qszr4j1Q_000030,419,0.755994201151971,B_close
3FE8b0QVvsM_000030,420,0.8346066626654726,B_close
3FNTvu5iROw_000076,421,0.8731922312726015,B_close
3GtKbvwaycY_000025,422,0.8267749210137648,B_close
3GtKbvwaycY_000037,423,0.8370219271358875,B_close
3GtvLj8K1F4_000140,424,0.9736637725015813,B_close
3H3261x-QgI_000030,425,0.8629851079674867,B_close
3HgbEKrbA9s_000054,426,0.8791888946776818,transition
3IwOig7sw6c_000030,427,0.9759424938829555,transition
3JYjNHFJfO4_000363,428,0.9530511490933818,transition
3KQxT20mY-k_000030,429,0.9014374168409528,C_aud_better
3KbSLoAAzy0_000069,430,0.9028811627283712,B_close
3LLKsRSkAbE_000110,431,0.7835784880774956,B_close
3LNnX2Vq0XM_000000,432,0.9368384542625249,B_close
3LiCT1BSrgQ_000150,433,0.7711347886703064,B_close
3LtXT2KVI-c_000030,434,0.834665265738938,B_close
3LxtO_vMokk_000010,435,0.9910246140883158,B_close
3MUeg3nD2OU_000120,436,0.8985175813458887,B_close
3NGZcpAZcl0_000030,437,0.949795197646896,transition
3NvKtRbbOYU_000310,438,0.9918847116790734,B_close
