comparison,metric,left_n,left_mean,left_median,left_p10,left_p25,left_p75,left_p90,left_bootstrap_mean_ci_low,left_bootstrap_mean_ci_high,right_n,right_mean,right_median,right_p10,right_p25,right_p75,right_p90,right_bootstrap_mean_ci_low,right_bootstrap_mean_ci_high,mean_diff_left_minus_right,bootstrap_ci_low,bootstrap_ci_high,mannwhitney_p,rank_biserial
fixed Group-A vs non-Group-A C3 visual cosine,gt_nearfp_visual_cosine,428,0.9138792358706179,0.9395686203828774,0.8347854483238966,0.8929339155959548,0.9634857112319526,0.9781583828638312,0.9048844691476416,0.9236131232730846,4730,0.8969721322158368,0.9322504451686374,0.7993190234427621,0.8731938057988562,0.9679601864548283,0.9842886244239771,0.8929780016744371,0.9010856320350039,0.016907103654781097,0.006941685042893389,0.02534789097945413,0.3454102973458276,0.027499950603623757
