scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels
144k,flickr,108,13579448834,_,3.3977790735661983e-05,5.162540765013546e-05,4.589227319229394e-05,2.6534489734331146e-05,6.817778921686113e-05,3.575413575163111e-05,2.9018152417847887e-05,4.1472321754554287e-05,2.7381829568184912e-05,2.6534489734331146e-05,8.547136758352281e-07,2.4243578081950545e-05,1.9357783457962796e-05,0.15625,0.0,True,0.530394434928894,"[217, 245, 53, 212]","[""5490101320"", ""9060997789"", ""10548273474"", ""5220919991""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,109,13660204414,_,1.4398282473848667e-05,2.5870373065117747e-05,1.2029425306536723e-05,9.199032319884282e-06,4.214495129417628e-05,2.6832845833268948e-05,1.2429083653842099e-05,2.446261714794673e-05,1.1040648132620845e-05,9.199032319884282e-06,1.14013721486117e-06,1.4829724932496902e-05,2.8303929866524413e-06,0.125,0.25,False,0.426768034696579,"[24, 178, 236, 121]","[""10165890496"", ""3668283413"", ""7560517176"", ""14680986811""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,110,13721325644,_,9.703066098154522e-06,6.464362741098739e-06,5.467494247568538e-06,3.836361884168582e-06,1.117183273890987e-05,6.783603566873353e-06,6.145869065221632e-06,6.691921043966431e-06,4.84120073451777e-06,3.836361884168582e-06,9.817898671826697e-07,1.6231620065809693e-06,1.6311323633999564e-06,0.59375,1.0,False,0.748906135559082,"[182, 84, 207, 112]","[""3749326537"", ""11154049584"", ""4965189170"", ""14062380939""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,111,13861270725,_,2.2807034838479012e-05,2.388578468526248e-05,1.2088854418834671e-05,7.231695235532243e-06,2.5244864445994608e-05,8.377304766327143e-06,1.6945046809269115e-05,1.9557319319574162e-05,1.233719740412198e-05,7.231695235532243e-06,3.40015003530425e-06,1.1548587281140499e-05,4.8571591833024286e-06,0.4375,0.75,False,0.5165079236030579,"[10, 44, 90, 244]","[""10061269855"", ""10446128125"", ""12015590114"", ""8396975855""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,112,14062380939,_,9.748306183610111e-06,1.7472086256020702e-05,4.898723545920802e-06,4.898723545920802e-06,1.5463645468116738e-05,8.197405804821756e-06,7.140206434996799e-06,9.390017112309579e-06,6.399670382961631e-06,4.898723545920802e-06,9.096669373320765e-07,1.1072415873059072e-05,0.0,0.34375,0.25,False,0.3662796914577484,"[34, 207, 177, 170]","[""10304554474"", ""4965189170"", ""3568893693"", ""3207674548""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,113,14172932360,_,7.0609776230412535e-06,2.465668148943223e-05,9.908554602588993e-06,4.995268682250753e-06,1.831536974350456e-05,1.0477087926119566e-05,7.581114459753735e-06,1.0674712029867806e-05,5.896212769584963e-06,4.995268682250753e-06,9.77701802185038e-07,1.876046917459462e-05,4.9132859203382395e-06,0.09375,0.0,True,0.23913244903087616,"[147, 39, 222, 235]","[""2499673064"", ""10409351364"", ""5873098388"", ""7387939334""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,114,14174434304,_,1.1237184480705764e-05,1.8243486920255236e-05,1.0748681233962998e-05,2.9057139272481436e-06,1.6418247469118796e-05,7.811811883584596e-06,7.84376788942609e-06,8.907759365683887e-06,5.761519787483849e-06,2.9057139272481436e-06,1.875737893897167e-06,1.2481967132771388e-05,7.84296753408853e-06,0.34375,0.25,False,0.3158124089241028,"[58, 1, 166, 235]","[""10624261424"", ""10007936344"", ""3052033339"", ""7387939334""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,115,14203929291,_,1.2830908417527098e-05,1.5405552403535694e-05,7.674130756640807e-06,7.674130756640807e-06,2.1436466340674087e-05,9.061922355613206e-06,1.2982322914467659e-05,1.5655954484827816e-05,1.1392922715458553e-05,7.674130756640807e-06,2.1773582830064697e-06,4.012629688077141e-06,0.0,0.0625,0.25,False,0.739533543586731,"[126, 135, 134, 89]","[""15210828119"", ""16659090834"", ""16563757295"", ""11776645404""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,116,14414061986,_,5.9756002883659676e-05,9.107431105803698e-05,5.024088022764772e-05,4.0475555579178035e-05,7.331042434088886e-05,2.0191659132251516e-05,4.904440720565617e-05,6.068069706088863e-05,4.469882696866989e-05,4.0475555579178035e-05,3.580173142836429e-06,4.637548408936709e-05,9.765324648469687e-06,0.25,0.25,False,0.4907951056957245,"[209, 211, 131, 46]","[""5130986168"", ""5194793239"", ""16101081359"", ""10468313544""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,117,14566072101,_,2.7228406906942837e-05,2.1708994609070942e-05,1.7787180695449933e-05,1.4342124813992996e-05,3.080280657741241e-05,1.359282759949565e-05,1.785697713785339e-05,1.975259874598123e-05,1.6314981621690094e-05,1.4342124813992996e-05,1.5195183777905186e-06,5.394012987380847e-06,3.4450558814569376e-06,0.46875,1.0,False,0.7515309453010559,"[19, 17, 3, 99]","[""10119607346"", ""10110769444"", ""10009662863"", ""12512072175""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,118,14648401332,_,2.5453979105805047e-05,1.6643251001369208e-05,8.680579412612133e-06,8.680579412612133e-06,2.9114864446455613e-05,1.3893877621740103e-05,1.4954753169149626e-05,1.9892719137715176e-05,1.165452522400301e-05,8.680579412612133e-06,2.425628736091312e-06,4.988725777366199e-06,0.0,0.4375,0.75,False,0.7002553343772888,"[97, 134, 221, 232]","[""12373955905"", ""16563757295"", ""5801923729"", ""6755812421""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,119,14652810592,_,2.3061473257257603e-05,4.364300912129693e-05,3.2662330340826884e-05,1.864490877778735e-05,4.350056406110525e-05,1.4823032870481256e-05,2.510187914595008e-05,3.413150989217684e-05,2.279309046571143e-05,1.864490877778735e-05,2.447425231366651e-06,2.0849918655585498e-05,1.4017421563039534e-05,0.03125,0.0,True,0.5222620964050293,"[113, 24, 121, 39]","[""14172932360"", ""10165890496"", ""14680986811"", ""10409351364""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,120,14678892718,_,2.5425677449675277e-05,2.3855260224081576e-05,5.020249318476999e-06,5.020249318476999e-06,2.779868918878492e-05,1.2555506145872641e-05,1.5360128600150347e-05,1.9659179088193923e-05,1.1139320122310892e-05,5.020249318476999e-06,3.777340225497028e-06,1.2715940101770684e-05,0.0,0.5,0.5,False,0.46695446968078613,"[153, 37, 219, 139]","[""2766580444"", ""10389014583"", ""5607310495"", ""17537079145""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,121,14680986811,_,1.4709728020534385e-05,2.4807250156300142e-05,1.4824971003690735e-05,6.6147372308478225e-06,2.1042651496827602e-05,9.363236131321173e-06,1.1943196113861632e-05,1.3822184882883448e-05,9.105264325626194e-06,6.6147372308478225e-06,2.1589248717646115e-06,1.5701985830673948e-05,8.210234227590263e-06,0.3125,0.0,True,0.3670404553413391,"[205, 202, 235, 17]","[""4938432980"", ""4758950312"", ""7387939334"", ""10110769444""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,122,14742398172,_,1.4910102436260786e-05,1.5295561752282083e-05,9.72691850620322e-06,7.504424502258189e-06,1.8737515347311273e-05,6.580190074600978e-06,1.056757082551485e-05,1.3218566891737282e-05,9.344081263407134e-06,7.504424502258189e-06,1.1159546602357295e-06,5.9514804888749495e-06,2.2224940039450303e-06,0.28125,0.25,False,0.6109014749526978,"[211, 165, 121, 46]","[""5194793239"", ""3012435981"", ""14680986811"", ""10468313544""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,123,14778198185,_,3.1152574138104683e-06,2.5427107175346464e-05,8.2969481809414e-06,1.197085111925844e-06,1.4421776540984865e-05,9.131344995694235e-06,4.206751327728853e-06,8.08905951998895e-06,2.8005417789245257e-06,1.197085111925844e-06,1.0345972896175226e-06,2.2626565623795614e-05,7.099863069015555e-06,0.09375,0.0,True,0.11014001071453094,"[96, 76, 136, 66]","[""12328837165"", ""10952523225"", ""16804898716"", ""10751849775""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,124,14899015793,_,1.9404649719945155e-05,2.1919368009548634e-05,1.6722869986551814e-05,1.6722869986551814e-05,2.8758393455063924e-05,5.9311578297638334e-06,1.9576014892663807e-05,2.5396257115062326e-05,1.811940637708176e-05,1.6722869986551814e-05,9.692342928246944e-07,3.799961632466875e-06,0.0,0.125,0.5,False,0.8266391158103943,"[23, 228, 60, 150]","[""10163352444"", ""6185482260"", ""10654057765"", ""2630218696""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,125,15135657108,_,8.93065589480102e-06,1.4559195733454544e-05,8.658932529215235e-06,4.105045718461042e-06,1.1357311450410634e-05,4.040969997731736e-06,6.444958216889063e-06,8.385807632294018e-06,5.296408289723331e-06,4.105045718461042e-06,1.0437969422127935e-06,9.262786988983862e-06,4.553886810754193e-06,0.3125,0.25,False,0.36378440260887146,"[191, 218, 224, 154]","[""4180455681"", ""5601291878"", ""5991393107"", ""2778088729""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,126,15210828119,_,3.463336543063633e-05,2.1781368559459224e-05,6.7421547100821044e-06,6.224291155376704e-06,1.7414082321920432e-05,8.126192369672935e-06,9.971715371648315e-06,1.1656483366095927e-05,7.88459692557808e-06,6.224291155376704e-06,1.4755858046555659e-06,1.3896771633881144e-05,5.178635547054e-07,0.96875,0.75,False,0.3619881272315979,"[224, 111, 115, 69]","[""5991393107"", ""13861270725"", ""14203929291"", ""10795023275""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,127,15679023977,_,1.502992836321937e-05,1.6779700672486797e-05,1.248509761353489e-05,6.2838421399646904e-06,2.5758761694305576e-05,1.7836504412116483e-05,1.0512433618714567e-05,1.4226540770323481e-05,8.3095683294232e-06,6.2838421399646904e-06,1.5602666962877265e-06,8.470132343063597e-06,6.2012554735702e-06,0.28125,0.75,False,0.4952155351638794,"[130, 116, 77, 75]","[""16012165838"", ""14414061986"", ""10979853044"", ""10939270325""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,128,15799251138,_,1.0817707334354054e-05,1.0280790775141213e-05,9.111154213314876e-06,5.7847591961035505e-06,1.177282592834672e-05,5.249518835626077e-06,6.443687198043335e-06,8.294884537463076e-06,5.963931926089572e-06,5.7847591961035505e-06,1.9816947371964488e-07,4.316858849051641e-06,3.3263950172113255e-06,0.65625,0.75,False,0.580104410648346,"[135, 166, 132, 134]","[""16659090834"", ""3052033339"", ""16369370669"", ""16563757295""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,129,15994498891,_,1.6437626982224174e-05,2.6691532184486277e-05,2.0152247088844888e-05,1.656242966419086e-05,2.5580662622814998e-05,6.321229648165172e-06,1.9513090592226945e-05,2.08738765650196e-05,1.806301952456124e-05,1.656242966419086e-05,1.0726573691499652e-06,8.628512659925036e-06,3.5898174246540293e-06,0.0,0.0,False,0.6767321825027466,"[145, 127, 172, 42]","[""2462141223"", ""15679023977"", ""3403348616"", ""10440265465""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,130,16012165838,_,1.818919918150641e-05,3.3693497243802994e-05,2.2414753402699716e-05,2.2414753402699716e-05,4.302474553696811e-05,1.2450333997549023e-05,2.6043917387141846e-05,3.520396785461344e-05,2.4557695724070072e-05,2.2414753402699716e-05,1.2829981415052316e-06,9.135801519732922e-06,0.0,0.0,0.0,False,0.7288556694984436,"[43, 222, 78, 109]","[""10441843213"", ""5873098388"", ""10980225216"", ""13660204414""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,131,16101081359,_,1.7866617781692185e-05,9.73315673036268e-06,4.0546897253079806e-06,2.653133606145275e-06,9.168596989184152e-06,4.322831500758184e-06,4.030107902508462e-06,5.483116638060892e-06,3.3111818993347697e-06,2.653133606145275e-06,5.372819487092784e-07,6.42197483102791e-06,1.4015561191627057e-06,1.0,1.0,False,0.3401961028575897,"[139, 90, 215, 15]","[""17537079145"", ""12015590114"", ""5344317532"", ""10106776154""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,132,16369370669,_,1.9011067706742324e-05,3.331589687149972e-05,2.2228397938306443e-05,1.5634332157787867e-05,3.175437814206816e-05,8.269331374322064e-06,2.2702985006617382e-05,2.4636332454974763e-05,2.0645798940677196e-05,1.5634332157787867e-05,2.9026446100033354e-06,1.2670097930822521e-05,6.5940657805185765e-06,0.03125,0.0,True,0.6196981072425842,"[246, 158, 205, 50]","[""9309351423"", ""2858344348"", ""4938432980"", ""10481128583""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,133,16419739420,_,1.6697544197086245e-05,1.8868886400014162e-05,1.4556075257132761e-05,1.1106503734481521e-05,1.957972563104704e-05,4.7093190005398355e-06,1.3777506865153555e-05,1.6181911632884294e-05,1.2063574104104191e-05,1.1106503734481521e-05,9.740883797348943e-07,6.805312295909971e-06,3.4495715226512402e-06,0.28125,0.5,False,0.6393368244171143,"[202, 92, 176, 110]","[""4758950312"", ""12048726756"", ""3535748358"", ""13721325644""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,134,16563757295,_,2.5152268790407106e-05,1.2857867659477051e-05,7.561771326436428e-06,6.298764219536679e-06,1.5992884073057212e-05,9.183654583466705e-06,7.375446784863016e-06,8.958978469308931e-06,6.785429377487162e-06,6.298764219536679e-06,4.2598716731845343e-07,6.072438281989889e-06,1.2630071068997495e-06,0.78125,1.0,False,0.527725875377655,"[61, 159, 238, 165]","[""10659354545"", ""2895192729"", ""7733838448"", ""3012435981""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,135,16659090834,_,2.4183753339457326e-05,2.680301076907199e-05,1.8345677744946443e-05,1.0975462828355376e-05,3.0993513064458966e-05,9.566030712448992e-06,1.9518045519362204e-05,2.4475772079313174e-05,1.5367633750429377e-05,1.0975462828355376e-05,3.584493015296175e-06,1.1435377018642612e-05,7.370214916591067e-06,0.25,0.25,False,0.5733547806739807,"[246, 142, 189, 84]","[""9309351423"", ""2401957951"", ""4007045926"", ""11154049584""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,136,16804898716,_,2.7793586923507974e-05,1.3214084901846945e-05,7.598005140607711e-06,2.3266397874976974e-06,1.0442703569424339e-05,5.4363563322112896e-06,3.88463831768604e-06,6.554661922564264e-06,2.9528562208724907e-06,2.3266397874976974e-06,5.22785796874814e-07,1.026122845360078e-05,5.2713653531100135e-06,1.0,1.0,False,0.2234627902507782,"[142, 15, 189, 23]","[""2401957951"", ""10106776154"", ""4007045926"", ""10163352444""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,137,16950760048,_,3.840313002001494e-05,5.3202697017695755e-05,3.3746535336831585e-05,2.596046033431776e-05,4.290910146664828e-05,1.316393718298059e-05,2.8583081075339578e-05,3.160382038913667e-05,2.7411606424720958e-05,2.596046033431776e-05,9.039923725140397e-07,2.5791090592974797e-05,7.786075002513826e-06,0.46875,0.5,False,0.5152296423912048,"[179, 66, 132, 138]","[""3709678770"", ""10751849775"", ""16369370669"", ""17140316339""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,138,17140316339,_,2.2963904484640807e-05,2.3255439373315312e-05,1.9885352230630815e-05,1.37538299895823e-05,2.5208322767866775e-05,4.5228794078866486e-06,2.007895272981841e-05,2.155511174350977e-05,1.809050445444882e-05,1.37538299895823e-05,2.5603530957596377e-06,5.164934918866493e-06,6.131522241048515e-06,0.34375,0.75,False,0.777904212474823,"[231, 214, 32, 16]","[""6669466181"", ""5303633386"", ""10283938426"", ""10109936483""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,139,17537079145,_,2.756181675067637e-05,1.8018810806097463e-05,1.1677188012981787e-05,8.831076229398604e-06,1.736154081299901e-05,4.3179957174288575e-06,1.2858537957072258e-05,1.3775364095636178e-05,1.1145989446958993e-05,8.831076229398604e-06,1.4564509456249652e-06,6.87282135913847e-06,2.846111783583183e-06,0.96875,1.0,False,0.6185752153396606,"[57, 112, 121, 197]","[""10610974774"", ""14062380939"", ""14680986811"", ""4576746825""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,140,19306860381,_,1.740763218549546e-05,1.5678462659707293e-05,3.1464714993489906e-06,3.1464714993489906e-06,1.593798333487939e-05,7.79824495111825e-06,7.0781243266537786e-06,8.680375685798936e-06,5.406150194176007e-06,3.1464714993489906e-06,1.4722528476340813e-06,1.0272312465531286e-05,0.0,0.53125,0.5,False,0.3448137938976288,"[166, 170, 228, 235]","[""3052033339"", ""3207674548"", ""6185482260"", ""7387939334""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,141,20854461578,_,1.4249433661461808e-05,1.3477786524163093e-05,1.1039828677894548e-05,7.33031629351899e-06,1.494896332587814e-05,3.442137085585273e-06,1.090215391741367e-05,1.270705797651317e-05,9.353176210424863e-06,7.33031629351899e-06,1.2907121345051564e-06,4.124610313738231e-06,3.7095123843755573e-06,0.46875,0.5,False,0.6939697265625,"[29, 142, 228, 231]","[""10246013484"", ""2401957951"", ""6185482260"", ""6669466181""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,142,2401957951,_,1.1129667655040976e-05,2.4237553589046e-05,1.677715772530064e-05,7.864215149311349e-06,2.107126056216657e-05,8.197717761504464e-06,1.189164504467044e-05,1.485682514612563e-05,1.0142617611563765e-05,7.864215149311349e-06,1.4641456118624774e-06,1.4094935977482237e-05,8.912942575989291e-06,0.09375,0.0,True,0.41846704483032227,"[150, 175, 30, 128]","[""2630218696"", ""3484198977"", ""10268129763"", ""15799251138""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,143,2404965389,_,4.831532351090573e-05,0.00010670294432202354,8.735182927921414e-05,3.6661782360170037e-05,8.193575195036829e-05,3.1386283808387816e-05,5.010252425563522e-05,5.78213257540483e-05,4.4810090912505984e-05,3.6661782360170037e-05,5.054673238191754e-06,6.189285340951756e-05,5.069004691904411e-05,0.09375,0.0,True,0.41995176672935486,"[12, 156, 16, 213]","[""10069511285"", ""2811549163"", ""10109936483"", ""5237296528""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,144,2432219254,_,1.0473157999513205e-05,2.5862296752166003e-05,1.3574061085819267e-05,7.011522029642947e-06,2.2109554265625775e-05,1.0746995940280613e-05,1.0834864951903e-05,1.4448425645241514e-05,8.868273653206415e-06,7.011522029642947e-06,1.3001142633584095e-06,1.6994023098959588e-05,6.56253905617632e-06,0.09375,0.0,True,0.3429035544395447,"[230, 187, 99, 229]","[""6458319057"", ""3908875350"", ""12512072175"", ""6289328021""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,145,2462141223,_,1.1923017154913396e-05,2.075682823488023e-05,1.673663609835785e-05,5.674863132298924e-06,1.711014920147136e-05,5.766117737948662e-06,1.0117691999766976e-05,1.3106495316606015e-05,8.387683010369074e-06,5.674863132298924e-06,1.6291983229166362e-06,1.2369145224511158e-05,1.1061772966058925e-05,0.125,0.0,True,0.4040926992893219,"[101, 63, 89, 54]","[""12598610153"", ""10667001125"", ""11776645404"", ""10549911663""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,146,2465634368,_,3.3479243484180188e-06,1.327267091255635e-05,1.2016028449579608e-05,6.496854894066928e-06,1.266381332243327e-05,3.5351090446056332e-06,8.102748324745335e-06,9.920399861584883e-06,7.5229672802379355e-06,6.496854894066928e-06,6.4887927919699e-07,5.749703632318415e-06,5.51917355551268e-06,0.0,0.0,False,0.5668013095855713,"[247, 224, 84, 225]","[""9456627660"", ""5991393107"", ""11154049584"", ""6067281197""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,147,2499673064,_,2.2275948140304536e-05,7.204522262327373e-05,4.129236185690388e-05,1.4095850019657519e-05,6.20507198618725e-05,2.8221445973031223e-05,2.2978496417636052e-05,4.00894605263602e-05,1.7489173842477612e-05,1.4095850019657519e-05,3.2580135211901506e-06,5.4556046961806715e-05,2.719651092775166e-05,0.09375,0.0,True,0.24275271594524384,"[116, 77, 67, 159]","[""14414061986"", ""10979853044"", ""10761625676"", ""2895192729""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,148,2509250774,_,1.3302597835718188e-05,2.2208816517377272e-05,1.439494462829316e-05,9.579949619364925e-06,1.9226637959945947e-05,8.340898602909874e-06,1.1659179108391982e-05,1.316662564931903e-05,1.015932321024593e-05,9.579949619364925e-06,8.488636922265869e-07,1.2049493307131343e-05,4.814995008928236e-06,0.28125,0.0,True,0.45744550228118896,"[72, 86, 44, 135]","[""10847897294"", ""11650557765"", ""10446128125"", ""16659090834""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,149,2542659118,_,2.6017491109087132e-05,1.6018690075725317e-05,9.605327250028495e-06,5.581925506703556e-06,1.7365058738505468e-05,5.975546173431212e-06,1.1207701390958391e-05,1.3251786185719538e-05,8.46576858748449e-06,5.581925506703556e-06,2.117797748724115e-06,7.552921488240827e-06,4.023401743324939e-06,0.9375,1.0,False,0.5284931659698486,"[244, 214, 239, 30]","[""8396975855"", ""5303633386"", ""7740990330"", ""10268129763""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,150,2630218696,_,5.655885161104379e-06,7.840426405891776e-06,4.1851949390547816e-06,3.138148940706742e-06,7.202323104138486e-06,2.3902280190668534e-06,4.2625861169653945e-06,5.610186235571746e-06,3.855584509437904e-06,3.138148940706742e-06,4.368915256236505e-07,3.984841896453872e-06,1.0470459983480396e-06,0.25,0.25,False,0.49175700545310974,"[142, 3, 112, 89]","[""2401957951"", ""10009662863"", ""14062380939"", ""11776645404""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,151,2695985181,_,1.90541977644898e-05,7.338219347730046e-06,5.866552328370744e-06,3.8160492294991855e-06,1.211653943755664e-05,7.306362476811046e-06,5.669685833709082e-06,7.109031230356777e-06,4.84412475998397e-06,3.8160492294991855e-06,7.546074698439043e-07,2.4940945877460763e-06,2.050503098871559e-06,0.84375,1.0,False,0.6601226329803467,"[199, 190, 37, 125]","[""4657718822"", ""4041216001"", ""10389014583"", ""15135657108""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,152,2698329253,_,2.647925794008188e-05,5.4117794206831604e-05,3.273627953603864e-05,1.654318293731194e-05,4.56911584478803e-05,1.9958919438067824e-05,2.2244095816859044e-05,3.2223098969552666e-05,1.9436607544776052e-05,1.654318293731194e-05,2.142604444088647e-06,3.468118666205555e-05,1.6193096598726697e-05,0.1875,0.0,True,0.35915371775627136,"[249, 235, 80, 205]","[""9761803312"", ""7387939334"", ""11036641226"", ""4938432980""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,153,2766580444,_,9.627262443245854e-06,2.425205457257107e-05,1.0963409295072779e-05,1.0963409295072779e-05,2.7724810934159905e-05,1.3926833162258845e-05,1.604220778972376e-05,1.8544518752605654e-05,1.3595433301816229e-05,1.0963409295072779e-05,1.969186996575445e-06,1.065662127075484e-05,0.0,0.0,0.0,False,0.5605889558792114,"[35, 186, 218, 190]","[""10308472565"", ""3896768873"", ""5601291878"", ""4041216001""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,154,2778088729,_,1.611636980669573e-05,2.0417093764990568e-05,8.281627742690034e-06,5.148385753273033e-06,1.83413976628799e-05,8.963804248196539e-06,8.261965376732405e-06,1.0964724424411543e-05,7.029955668258481e-06,5.148385753273033e-06,1.290210434490291e-06,1.3387138096732087e-05,3.1332419894170016e-06,0.5,0.5,False,0.34431716799736023,"[153, 103, 151, 33]","[""2766580444"", ""12729873904"", ""2695985181"", ""10289643764""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,155,2808068937,_,4.4261883886065334e-05,1.709387288428843e-05,6.357726761052618e-06,6.357726761052618e-06,2.3536842491012067e-05,1.2483877981139813e-05,1.3183861483412329e-05,1.6568737919442356e-05,1.1020869351341389e-05,6.357726761052618e-06,2.712428113227361e-06,6.073003532947041e-06,0.0,0.96875,1.0,False,0.6447262763977051,"[100, 204, 219, 69]","[""12534178685"", ""4876943924"", ""5607310495"", ""10795023275""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,156,2811549163,_,6.266131094889715e-06,1.8705561160459183e-05,6.209789717104286e-06,5.494115157489432e-06,1.5975987480487674e-05,7.852841008570977e-06,7.104259566403925e-06,1.0118446880369447e-05,6.185422535054386e-06,5.494115157489432e-06,4.935324682264763e-07,1.2520138625404797e-05,7.156745596148539e-07,0.09375,0.25,False,0.3306729197502136,"[38, 164, 207, 133]","[""10409146004"", ""2961466546"", ""4965189170"", ""16419739420""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,157,2819123278,_,2.2683323550154455e-05,5.619475996354595e-05,2.7454676455818117e-05,1.985553535632789e-05,3.9931175706442446e-05,1.4895314052409958e-05,2.4708870114409365e-05,2.8218013540026732e-05,2.268112075398676e-05,1.985553535632789e-05,1.7408698340659612e-06,3.351363920955919e-05,7.599141099490225e-06,0.03125,0.0,True,0.4036162793636322,"[84, 165, 68, 236]","[""11154049584"", ""3012435981"", ""10771238614"", ""7560517176""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,158,2858344348,_,3.42172643286176e-05,3.530118920025416e-05,3.151064083795063e-05,1.5684836398577318e-05,3.4195509215351194e-05,1.0689963346521836e-05,2.1730822481913492e-05,2.60363522102125e-05,1.943671850312967e-05,1.5684836398577318e-05,2.2484020973934093e-06,1.586447069712449e-05,1.5825804439373314e-05,0.53125,0.25,False,0.5505967140197754,"[102, 19, 231, 81]","[""12599965145"", ""10119607346"", ""6669466181"", ""11050409385""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,159,2895192729,_,3.61994061677251e-05,6.286366260610521e-05,3.7694651837227866e-05,1.8449196431902237e-05,5.533441071747802e-05,2.6082994736498222e-05,2.4921306248870678e-05,3.365497832419351e-05,2.1840969566255808e-05,1.8449196431902237e-05,2.7953378776146565e-06,4.10226930398494e-05,1.924545540532563e-05,0.28125,0.0,True,0.3474339246749878,"[196, 188, 209, 136]","[""4543136011"", ""3956341886"", ""5130986168"", ""16804898716""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,160,2897081671,_,5.818828140036203e-05,0.00011875591735588387,4.55726585641969e-05,2.0265237253624946e-05,7.351526437560096e-05,4.2887604649877176e-05,2.231279358966276e-05,3.212460069335066e-05,2.106129795720335e-05,2.0265237253624946e-05,7.718611527707253e-07,9.769461757969111e-05,2.5307421310571954e-05,0.40625,0.25,False,0.17734946310520172,"[39, 181, 173, 56]","[""10409351364"", ""3727937033"", ""3413119417"", ""10557361454""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,161,2897653916,_,7.663480937480927e-05,0.00013297390250954777,0.00010821702744578943,7.503864617319778e-05,0.00013711120118387043,3.6988571082474664e-05,9.863603918347508e-05,0.00010778071009553969,8.734222501516342e-05,7.503864617319778e-05,8.685474313097075e-06,4.563167749438435e-05,3.317838127259165e-05,0.03125,0.0,True,0.6568373441696167,"[223, 196, 106, 121]","[""5906878321"", ""4543136011"", ""13409856383"", ""14680986811""]","[""_"", ""_"", ""_"", ""_""]"
