scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels
10k,flickr,10,10061269855,_,5.045045782026136e-06,4.587910552800167e-06,3.323382998132729e-06,3.323382998132729e-06,4.585297574521974e-06,6.056966412870679e-07,3.818369805230759e-06,4.145671937294537e-06,3.565532324500964e-06,3.323382998132729e-06,1.8845450711069134e-07,1.0223782282992033e-06,0.0,0.78125,0.75,False,0.7771582007408142,"[12, 215, 131, 181]","[""10069511285"", ""5344317532"", ""16101081359"", ""3727937033""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,11,10067897816,_,2.5085923880396876e-06,2.2030958461982664e-06,1.8090631783707067e-06,1.806192926778749e-06,2.244672486995114e-06,2.7098832333649625e-07,1.9458232145552756e-06,2.0968664102838375e-06,1.8651460322871571e-06,1.806192926778749e-06,5.9292613485695256e-08,3.3794981391110923e-07,2.87025159195764e-09,0.90625,1.0,False,0.8466023206710815,"[77, 54, 98, 195]","[""10979853044"", ""10549911663"", ""12444360833"", ""4479260803""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,12,10069511285,_,1.208444246003637e-06,1.2470212595871999e-06,1.1697900390572613e-06,1.1029986808352987e-06,1.3786832369078184e-06,1.931406217181575e-07,1.1282701279924368e-06,1.2396061492836452e-06,1.1157558219565544e-06,1.1029986808352987e-06,7.908912635912202e-09,1.3126543763064547e-07,6.679135822196258e-08,0.25,0.5,False,0.8947368264198303,"[192, 241, 232, 116]","[""4303617148"", ""8250285374"", ""6755812421"", ""14414061986""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,13,10079676496,_,3.978880613431102e-06,4.628867827705108e-06,3.690217226903769e-06,3.0115704703348456e-06,4.369951966509689e-06,9.010799999487062e-07,3.4136151043639984e-06,3.7210900245554512e-06,3.209649094060296e-06,3.0115704703348456e-06,1.6293782323373307e-07,1.4192187336448114e-06,6.786467565689236e-07,0.46875,0.5,False,0.6933982968330383,"[216, 169, 160, 112]","[""5480070309"", ""3202731977"", ""2897081671"", ""14062380939""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,14,10080652613,_,1.7597525356904953e-06,1.770700123415736e-06,1.5745739574413165e-06,1.230615339409269e-06,1.7264578673348296e-06,1.932753264100029e-07,1.5032343299026252e-06,1.6435393490610295e-06,1.3994223309055087e-06,1.230615339409269e-06,1.01301154131761e-07,3.712777925102273e-07,3.439586180320475e-07,0.65625,0.5,False,0.7903214693069458,"[79, 132, 92, 123]","[""11002352834"", ""16369370669"", ""12048726756"", ""14778198185""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,15,10106776154,_,1.3009453141421545e-06,1.2166308351879707e-06,1.114869405682839e-06,8.911418376555957e-07,1.2071127457602415e-06,1.877413211559542e-07,1.0225364803773118e-06,1.0907037903962191e-06,9.656509973865468e-07,8.911418376555957e-07,4.656255825352673e-08,2.5097983780142386e-07,2.2372756802724325e-07,0.78125,0.75,False,0.7937090992927551,"[59, 90, 122, 242]","[""10635080206"", ""12015590114"", ""14742398172"", ""8294094053""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,16,10109936483,_,6.705276064167265e-06,5.7294855650980026e-06,4.591028300637845e-06,3.525744887156179e-06,5.611467713606544e-06,1.1867480225191684e-06,4.178485596639803e-06,4.780500148626743e-06,3.833827577182092e-06,3.525744887156179e-06,2.2578008440632402e-07,1.8956579879159108e-06,1.0652834134816658e-06,0.84375,0.75,False,0.6691399216651917,"[77, 5, 168, 46]","[""10979853044"", ""10016382545"", ""3109408703"", ""10468313544""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,17,10110769444,_,2.111519279424101e-06,1.8716821159614483e-06,1.5622707678630832e-06,1.2035596910209279e-06,1.7843548221208039e-06,3.108779367266834e-07,1.3709354789170902e-06,1.6002582015062217e-06,1.2609406212504837e-06,1.2035596910209279e-06,6.730488166795112e-08,6.107414947109646e-07,3.587110768421553e-07,0.84375,0.75,False,0.6736937761306763,"[83, 98, 53, 81]","[""11101358996"", ""12444360833"", ""10548273474"", ""11050409385""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,18,10111706074,_,5.301249530020868e-06,5.048972525401041e-06,4.242148406774504e-06,3.472202024568105e-06,4.835407708014827e-06,5.276399406284327e-07,4.162363438808825e-06,4.522360995906638e-06,3.891751475748606e-06,3.472202024568105e-06,2.562385930104938e-07,1.1572210496524349e-06,7.69946382206399e-07,0.8125,0.5,False,0.7708007097244263,"[19, 206, 116, 36]","[""10119607346"", ""4957886467"", ""14414061986"", ""10369815925""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,19,10119607346,_,1.1809048601207905e-06,1.3411730606094352e-06,1.1807411510744714e-06,8.800034265732393e-07,1.2507924793681013e-06,1.964988172176163e-07,9.768569952939288e-07,1.1266852197877597e-06,9.228001545125153e-07,8.800034265732393e-07,3.2556133788830266e-08,4.183729060969199e-07,3.0073772450123215e-07,0.4375,0.25,False,0.6880545020103455,"[84, 59, 134, 18]","[""11154049584"", ""10635080206"", ""16563757295"", ""10111706074""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,20,10119736773,_,5.170448957869667e-07,6.516420967273007e-07,5.757009375884081e-07,4.1655420091046835e-07,6.233236717889667e-07,1.491484056259651e-07,4.526762609202706e-07,5.230933766142698e-07,4.316715944696625e-07,4.1655420091046835e-07,1.3846694457697595e-08,2.1997050225763815e-07,1.5914673667793977e-07,0.21875,0.0,True,0.6624366044998169,"[222, 248, 108, 109]","[""5873098388"", ""9636000842"", ""13579448834"", ""13660204414""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,21,10129791115,_,2.5511208150419407e-06,1.7416223272448406e-06,1.2282333727853256e-06,9.729972134664422e-07,1.7539655345899519e-06,4.683569443386659e-07,1.1359695690771332e-06,1.2732186860375805e-06,1.0680967079679249e-06,9.729972134664422e-07,6.671526620039003e-08,6.735256192769157e-07,2.5523615931888344e-07,1.0,1.0,False,0.6132768988609314,"[79, 70, 24, 222]","[""11002352834"", ""10796050285"", ""10165890496"", ""5873098388""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,22,10129813456,_,2.6467073439562228e-06,3.2081898098113015e-06,2.848152462320286e-06,2.1672467482858337e-06,3.243746959924465e-06,5.38244250947173e-07,2.4373414362344192e-06,2.8436804768716684e-06,2.317695589226787e-06,2.1672467482858337e-06,9.471611406297598e-08,8.904942205845146e-07,6.809057140344521e-07,0.15625,0.0,True,0.722430944442749,"[217, 16, 32, 72]","[""5490101320"", ""10109936483"", ""10283938426"", ""10847897294""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,23,10163352444,_,1.8662610727915308e-06,1.3323444818524877e-06,1.134314516093582e-06,1.134314516093582e-06,1.5304393627957324e-06,2.0802863787139358e-07,1.2973534921911778e-06,1.409021592735371e-06,1.2247172662682715e-06,1.134314516093582e-06,5.779862988219975e-08,1.0762721558421617e-07,0.0,0.9375,1.0,False,0.9192196726799011,"[48, 36, 49, 123]","[""10476446674"", ""10369815925"", ""10477544895"", ""14778198185""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,24,10165890496,_,2.1516700599022442e-06,2.0135096292506205e-06,1.4106540220382158e-06,1.2428092759364517e-06,2.0973086520825746e-06,4.191664686459262e-07,1.5878646308919997e-06,1.8402108707959997e-06,1.4059094155527418e-06,1.2428092759364517e-06,1.188968354881581e-07,6.076002136978786e-07,1.6784474610176403e-07,0.53125,0.5,False,0.6982382535934448,"[117, 73, 52, 14]","[""14566072101"", ""10859255295"", ""10545790805"", ""10080652613""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,25,10173808724,_,1.1748780934794922e-06,1.0927662970061647e-06,9.488815067015821e-07,6.828200298514275e-07,1.1196508467037347e-06,2.2629451734701433e-07,7.649977646906336e-07,9.554476037010318e-07,7.219666713353945e-07,6.828200298514275e-07,3.04909306692025e-08,3.707996256707702e-07,2.660614768501546e-07,0.53125,0.75,False,0.6606780290603638,"[70, 113, 146, 224]","[""10796050285"", ""14172932360"", ""2465634368"", ""5991393107""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,26,10202025415,_,5.465874437504681e-06,5.676877208316e-06,5.1466317927406635e-06,4.8872275328903925e-06,5.577785486821085e-06,4.32822616858175e-07,4.999966677132761e-06,5.1735473789449316e-06,4.942724444845226e-06,4.8872275328903925e-06,5.384238122019269e-08,7.341527634707745e-07,2.5940425985027105e-07,0.375,0.25,False,0.8706766366958618,"[146, 27, 225, 167]","[""2465634368"", ""10221582415"", ""6067281197"", ""3102685146""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,27,10221582415,_,6.96252800480579e-06,6.211047093529487e-06,4.091076334589161e-06,3.5507152915670304e-06,5.65467507840367e-06,1.1102193866463494e-06,4.204222932457924e-06,4.8988667913363315e-06,3.85313069273252e-06,3.5507152915670304e-06,2.697852039545978e-07,2.3579164007969666e-06,5.403610430221306e-07,0.90625,0.5,False,0.6203673481941223,"[126, 29, 173, 114]","[""15210828119"", ""10246013484"", ""3413119417"", ""14174434304""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,28,10234680056,_,3.5843604564433917e-06,4.367916972114472e-06,3.4135211990360403e-06,2.7262810817774152e-06,3.975527761213016e-06,7.405041628771869e-07,3.1847985155764036e-06,3.4016895824606763e-06,3.01659747492522e-06,2.7262810817774152e-06,1.7521696804578824e-07,1.3513194971892517e-06,6.872401172586251e-07,0.34375,0.25,False,0.6906260848045349,"[70, 96, 150, 179]","[""10796050285"", ""12328837165"", ""2630218696"", ""3709678770""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,29,10246013484,_,3.3711933156155283e-06,4.053168595419265e-06,3.6595122310245642e-06,3.2339537483494496e-06,4.082146915607154e-06,7.269159141287673e-07,3.445290985837346e-06,3.562862275430234e-06,3.3566302590770647e-06,3.2339537483494496e-06,7.631444276512411e-08,6.965383363422006e-07,4.2555848267511465e-07,0.0625,0.0,True,0.828149676322937,"[108, 79, 131, 15]","[""13579448834"", ""11002352834"", ""16101081359"", ""10106776154""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,30,10268129763,_,9.046578270499595e-06,8.508714927302208e-06,8.188885658455547e-06,7.439164619427174e-06,8.792511835054029e-06,9.518654451312614e-07,7.75371790950885e-06,8.10232540970901e-06,7.606718099850696e-06,7.439164619427174e-06,1.3110165753005276e-07,9.019968274515122e-07,7.497210390283726e-07,0.65625,1.0,False,0.8939914107322693,"[231, 220, 78, 233]","[""6669466181"", ""5697766486"", ""10980225216"", ""6897499873""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,31,10278084464,_,2.523832563383621e-06,2.361130555073032e-06,2.110409695887938e-06,2.110409695887938e-06,2.4157045572792413e-06,1.6137433078711183e-07,2.2083193016442237e-06,2.2819990590505768e-06,2.17017395698349e-06,2.110409695887938e-06,3.672932180620592e-08,1.9095659808954224e-07,0.0,0.65625,0.75,False,0.9191249012947083,"[216, 159, 191, 141]","[""5480070309"", ""2895192729"", ""4180455681"", ""20854461578""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,32,10283938426,_,1.562854436087946e-06,1.1464578619779786e-06,9.650703987063025e-07,9.650703987063025e-07,1.2245649259057245e-06,1.850984432394398e-07,1.0137807748833438e-06,1.076635953722871e-06,9.808011327550048e-07,9.650703987063025e-07,1.7407467467478455e-08,1.656567292229738e-07,0.0,0.90625,1.0,False,0.8555055856704712,"[118, 75, 96, 168]","[""14648401332"", ""10939270325"", ""12328837165"", ""3109408703""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,33,10289643764,_,3.0219030122680124e-06,3.1444512842426775e-06,2.8682613901764853e-06,2.5116491997323465e-06,3.3804544727900065e-06,5.742064672631386e-07,2.6568022803985514e-06,2.9734653708146652e-06,2.577214218035806e-06,2.5116491997323465e-06,4.8940158592358785e-08,5.672370662068715e-07,3.5661219044413883e-07,0.28125,0.5,False,0.8196069598197937,"[56, 77, 193, 239]","[""10557361454"", ""10979853044"", ""4351373013"", ""7740990330""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,34,10304554474,_,1.2274329037609277e-06,1.3929968645243207e-06,1.078129344023182e-06,9.148038770945277e-07,1.3773783393844496e-06,2.295828380738385e-07,1.0868196795854601e-06,1.2379420013530762e-06,9.788229817786487e-07,9.148038770945277e-07,6.177806000096098e-08,4.14173882745672e-07,1.6332546692865435e-07,0.1875,0.25,False,0.7026742100715637,"[8, 42, 33, 115]","[""10045181004"", ""10440265465"", ""10289643764"", ""14203929291""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,35,10308472565,_,3.497191300994018e-06,3.4022386898868717e-06,3.0556043384422082e-06,2.884990408347221e-06,3.5639573070511688e-06,3.1136136158238514e-07,3.1851031963014975e-06,3.397487034817459e-06,3.050017312489217e-06,2.884990408347221e-06,1.067816128852428e-07,3.522213773976546e-07,1.7061393009498715e-07,0.4375,0.75,False,0.8964736461639404,"[136, 223, 34, 88]","[""16804898716"", ""5906878321"", ""10304554474"", ""11765015695""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,36,10369815925,_,3.049906354135601e-06,3.3679564239719184e-06,3.0066712497500703e-06,2.520323050703155e-06,3.115382014584611e-06,3.6363022104524134e-07,2.688645963644376e-06,2.8630438464460894e-06,2.605858071547118e-06,2.520323050703155e-06,5.795488888793443e-08,7.620983524248004e-07,4.863481990469154e-07,0.5625,0.25,False,0.7737208604812622,"[111, 51, 113, 231]","[""13861270725"", ""10520382525"", ""14172932360"", ""6669466181""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,37,10389014583,_,1.3104162235322292e-06,1.4331178590509808e-06,1.0488795396668138e-06,8.96264452876494e-07,1.3174570767660043e-06,1.8905126353274682e-07,1.0490049362488207e-06,1.174423687189119e-06,9.794041488930816e-07,8.96264452876494e-07,5.9014912068278136e-08,4.537137101578992e-07,1.5261508679031976e-07,0.4375,0.25,False,0.6834079623222351,"[105, 7, 131, 208]","[""13234495505"", ""10035917404"", ""16101081359"", ""5006362787""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,38,10409146004,_,2.504218855392537e-06,2.0901832158415345e-06,1.6399422975155176e-06,1.583115022185666e-06,2.2650460778095294e-06,4.130133106627909e-07,1.6498631794092944e-06,1.9845683709718287e-06,1.6196551086977706e-06,1.583115022185666e-06,2.5192749220082078e-08,4.705281071437639e-07,5.6827275329851545e-08,0.71875,1.0,False,0.7748866677284241,"[11, 112, 134, 116]","[""10067897816"", ""14062380939"", ""16563757295"", ""14414061986""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,39,10409351364,_,5.529549525817856e-06,6.947317160665989e-06,6.276438853092259e-06,5.469479219755158e-06,6.9651423473260365e-06,1.0558120493442402e-06,5.665746357408352e-06,6.186423433973687e-06,5.597737072093878e-06,5.469479219755158e-06,7.600750251413046e-08,1.349580088572111e-06,8.06959633337101e-07,0.03125,0.0,True,0.8057408332824707,"[0, 209, 167, 59]","[""10000130166"", ""5130986168"", ""3102685146"", ""10635080206""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,40,10413912845,_,6.943919743207516e-06,8.154310307872947e-06,6.964696694922168e-06,5.0292760533920955e-06,7.364418706856668e-06,1.210929326589394e-06,5.887538918614155e-06,6.507097623398295e-06,5.408061042544432e-06,5.0292760533920955e-06,3.270175454872515e-07,2.7462492653285153e-06,1.9354206415300723e-06,0.40625,0.0,True,0.6632150411605835,"[216, 223, 68, 154]","[""5480070309"", ""5906878321"", ""10771238614"", ""2778088729""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,41,10437048305,_,5.896234597457806e-06,4.052603799209464e-06,3.517020786603098e-06,3.1242200293490896e-06,3.936334906029515e-06,4.054581665968726e-07,3.3892972624016693e-06,3.685906904138392e-06,3.25590735883452e-06,3.1242200293490896e-06,1.189376419574728e-07,7.966964403749444e-07,3.928007572540082e-07,1.0,1.0,False,0.8034112453460693,"[128, 52, 155, 199]","[""15799251138"", ""10545790805"", ""2808068937"", ""4657718822""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,42,10440265465,_,4.2857968765019905e-06,3.5348757592146285e-06,2.4062476313702064e-06,2.1448740881169215e-06,3.5326195302332053e-06,5.680178674083436e-07,2.9408320187940262e-06,3.1941158340487164e-06,2.524730234654271e-06,2.1448740881169215e-06,2.88580281448958e-07,1.0101455245603574e-06,2.613735432532849e-07,0.90625,0.75,False,0.7142345309257507,"[182, 184, 215, 52]","[""3749326537"", ""3801318146"", ""5344317532"", ""10545790805""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,43,10441843213,_,3.3624537536525168e-06,2.777962663458311e-06,2.4984140054584714e-06,2.4160397060768446e-06,3.4110344131477177e-06,6.735072020092048e-07,2.753553644652129e-06,2.905897872551577e-06,2.5860733785521006e-06,2.4160397060768446e-06,1.3433006529339764e-07,1.9188928490621038e-07,8.237429938162677e-08,0.5,1.0,False,0.9309244751930237,"[222, 157, 26, 152]","[""5873098388"", ""2819123278"", ""10202025415"", ""2698329253""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,44,10446128125,_,3.7898348637099843e-06,4.0900767999119125e-06,3.6825240385951474e-06,3.3826345315901563e-06,3.9132382880779915e-06,2.5275193138440954e-07,3.6208396068104776e-06,3.725822807609802e-06,3.47069635608932e-06,3.3826345315901563e-06,8.913622195905191e-08,6.193804438225925e-07,2.998895070049912e-07,0.375,0.25,False,0.8485651016235352,"[116, 226, 199, 82]","[""14414061986"", ""6098668510"", ""4657718822"", ""11071986404""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,45,10451898725,_,3.5668745113071054e-06,2.968157332361443e-06,2.834797442119452e-06,2.5128256311290897e-06,3.1017398214316927e-06,3.274988671364554e-07,2.7756914278143086e-06,2.8995996217417996e-06,2.649585894687334e-06,2.5128256311290897e-06,1.0502514413701647e-07,3.185714376741089e-07,3.2197181099036243e-07,0.875,1.0,False,0.8926702737808228,"[130, 212, 26, 206]","[""16012165838"", ""5220919991"", ""10202025415"", ""4957886467""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,46,10468313544,_,1.6306100860674633e-06,2.047538146143779e-06,1.2760565368807875e-06,1.2760565368807875e-06,2.066079559881473e-06,4.2583189951983513e-07,1.6839331919982214e-06,1.8647065189725254e-06,1.4860916053294204e-06,1.2760565368807875e-06,1.7481183078871254e-07,5.614465408143587e-07,0.0,0.0625,0.25,False,0.7257943153381348,"[116, 208, 211, 188]","[""14414061986"", ""5006362787"", ""5194793239"", ""3956341886""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,47,10476442285,_,1.0730936082836706e-05,1.0129155270988122e-05,9.224791938322596e-06,7.799280865583569e-06,9.432849765289575e-06,1.133963678512373e-06,8.161428013409022e-06,8.602790330769494e-06,7.970019396452699e-06,7.799280865583569e-06,1.6494686860824004e-07,2.1591358745354228e-06,1.4255110727390274e-06,0.84375,0.75,False,0.786839485168457,"[174, 185, 88, 128]","[""3416359816"", ""3828103578"", ""11765015695"", ""15799251138""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,48,10476446674,_,1.6025880995584885e-06,1.6347050859621959e-06,1.245162252416776e-06,1.245162252416776e-06,1.5931843790895073e-06,2.863035035716166e-07,1.3101989679853432e-06,1.3345584193302784e-06,1.274101805393002e-06,1.245162252416776e-06,2.499021256596734e-08,3.606032805691939e-07,0.0,0.625,0.5,False,0.7794077396392822,"[140, 61, 174, 202]","[""19306860381"", ""10659354545"", ""3416359816"", ""4758950312""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,49,10477544895,_,3.6450510378926992e-06,2.8204378850205103e-06,2.308632701897295e-06,1.8080737618220155e-06,2.7971163945039734e-06,5.892820240660512e-07,2.0828226752200862e-06,2.3013308236841112e-06,1.934855617946596e-06,1.8080737618220155e-06,1.264179587678882e-07,8.855822670739144e-07,5.005589400752797e-07,0.9375,1.0,False,0.6860125064849854,"[224, 20, 154, 249]","[""5991393107"", ""10119736773"", ""2778088729"", ""9761803312""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,50,10481128583,_,5.433325895864982e-06,4.187254944554297e-06,3.0755966236029053e-06,2.813217406583135e-06,4.2097835830645636e-06,8.986393140730797e-07,2.994604983541649e-06,3.568003421605681e-06,2.923434294643812e-06,2.813217406583135e-06,6.866125801252565e-08,1.2638206499104854e-06,2.623792170197703e-07,0.90625,1.0,False,0.6981744170188904,"[193, 113, 183, 216]","[""4351373013"", ""14172932360"", ""3790233127"", ""5480070309""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,51,10520382525,_,7.269053185154917e-06,6.605805992876412e-06,5.228914233157411e-06,4.213888587401016e-06,6.0261118051130325e-06,8.412831107307284e-07,5.020297976443544e-06,5.5539485401823185e-06,4.428801730682608e-06,4.213888587401016e-06,3.290743961770204e-07,2.1770042621938046e-06,1.0150256457563955e-06,0.9375,0.75,False,0.6704407930374146,"[10, 56, 45, 67]","[""10061269855"", ""10557361454"", ""10451898725"", ""10761625676""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,52,10545790805,_,2.0914239939884283e-06,2.32680531553342e-06,2.1765138171758736e-06,2.0184097593300976e-06,2.3856250663811807e-06,2.0766373154401663e-07,2.096555363095831e-06,2.2718186301062815e-06,2.0660054360632785e-06,2.0184097593300976e-06,2.9242823273989416e-08,2.607998794701416e-07,1.5810405784577597e-07,0.09375,0.0,True,0.8879150152206421,"[217, 184, 97, 55]","[""5490101320"", ""3801318146"", ""12373955905"", ""10555704135""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,53,10548273474,_,8.087598871497903e-06,6.956468496355228e-06,5.768955361418193e-06,5.36224979441613e-06,6.9735779106849805e-06,1.156466737484152e-06,5.480708750837948e-06,5.844065071869409e-06,5.406041054811794e-06,5.36224979441613e-06,4.42044445492229e-08,1.5504274415434338e-06,4.067055670020636e-07,0.8125,1.0,False,0.7771243453025818,"[160, 162, 164, 241]","[""2897081671"", ""2907554899"", ""2961466546"", ""8250285374""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,54,10549911663,_,1.2947815548614017e-06,1.4932285239410703e-06,1.4371034922078252e-06,1.1437928151281085e-06,1.4110410120338202e-06,1.1151605150416799e-07,1.2759535366058117e-06,1.3515141290554311e-06,1.2316189668126754e-06,1.1437928151281085e-06,5.203237662954052e-08,2.6160955712839495e-07,2.933106770797167e-07,0.15625,0.0,True,0.8248027563095093,"[126, 214, 58, 247]","[""15210828119"", ""5303633386"", ""10624261424"", ""9456627660""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,55,10555704135,_,3.580642442102544e-06,3.7704294300056063e-06,3.423898760956945e-06,2.548730435592006e-06,3.612064574554097e-06,5.525274104911659e-07,2.787475523291505e-06,3.365498059793026e-06,2.6983293537341524e-06,2.548730435592006e-06,8.887833047310778e-08,1.0721000762714539e-06,8.751683253649389e-07,0.46875,0.25,False,0.7156556844711304,"[229, 227, 174, 170]","[""6289328021"", ""6158154336"", ""3416359816"", ""3207674548""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,56,10557361454,_,4.130311026528943e-06,5.002203124604421e-06,4.0207728488894645e-06,3.2292932701238897e-06,4.522511517279781e-06,7.579963607895479e-07,3.6443807402974926e-06,3.955696229240857e-06,3.366482815181371e-06,3.2292932701238897e-06,1.599884598135759e-07,1.63572030942305e-06,7.914795787655748e-07,0.375,0.25,False,0.6730000376701355,"[81, 174, 247, 102]","[""11050409385"", ""3416359816"", ""9456627660"", ""12599965145""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,57,10610974774,_,4.097984401596477e-06,3.2837644994287984e-06,2.3091490675142268e-06,1.8292320191903855e-06,3.330786512378836e-06,6.960057135074749e-07,2.5855151761788875e-06,2.7771657187258825e-06,2.210826323789661e-06,1.8292320191903855e-06,2.7552528081287164e-07,1.0729381756391376e-06,4.799170483238413e-07,0.84375,1.0,False,0.6732597351074219,"[109, 70, 111, 196]","[""13660204414"", ""10796050285"", ""13861270725"", ""4543136011""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,58,10624261424,_,2.7355417842045426e-06,2.4595588001830038e-06,2.0106667761865538e-06,1.7696916074783076e-06,2.533005272198352e-06,3.528866727720015e-07,2.2310487111099064e-06,2.289879830641439e-06,1.9946444353990955e-06,1.7696916074783076e-06,1.6324008811352542e-07,4.6491436478390824e-07,2.409751687082462e-07,0.78125,0.75,False,0.810976505279541,"[43, 150, 233, 54]","[""10441843213"", ""2630218696"", ""6897499873"", ""10549911663""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,59,10635080206,_,3.3469552818132797e-06,4.032765446027042e-06,3.7085953863424947e-06,3.2676018690835917e-06,3.820830897893757e-06,4.4023619238942047e-07,3.308665782242315e-06,3.399212801014073e-06,3.2900845781114185e-06,3.2676018690835917e-06,1.6021768800555947e-08,7.426808679156238e-07,4.40993517258903e-07,0.15625,0.0,True,0.8158383369445801,"[38, 236, 33, 106]","[""10409146004"", ""7560517176"", ""10289643764"", ""13409856383""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,60,10654057765,_,2.4434655188088072e-06,3.0196847546903882e-06,2.5385688786627725e-06,2.2236736185732298e-06,2.8433460101950914e-06,3.078440329318255e-07,2.433690951875178e-06,2.633125632200972e-06,2.3580209926876705e-06,2.2236736185732298e-06,8.034923837385577e-08,6.616637620027177e-07,3.148952600895427e-07,0.125,0.0,True,0.7808831930160522,"[189, 193, 190, 113]","[""4007045926"", ""4351373013"", ""4041216001"", ""14172932360""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,61,10659354545,_,6.662735358986538e-07,4.7843514039414e-07,3.8293200077532674e-07,3.7195306390458427e-07,6.526433935505338e-07,2.6564742938717245e-07,4.233068580106192e-07,4.6742655968046165e-07,3.961839070143469e-07,3.7195306390458427e-07,2.0012317136774982e-08,8.225123337979312e-08,1.0978936870742473e-08,0.625,1.0,False,0.828082799911499,"[220, 155, 36, 52]","[""5697766486"", ""2808068937"", ""10369815925"", ""10545790805""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,62,10666396623,_,6.704406132485019e-06,9.489377589488868e-06,9.198651241604239e-06,8.220935342251323e-06,9.27466135181021e-06,5.482074243445823e-07,8.48058334668167e-06,8.866175448929425e-06,8.366811016458087e-06,8.220935342251323e-06,9.871022399465801e-08,1.122566573030781e-06,9.777158993529156e-07,0.0,0.0,False,0.8817028403282166,"[45, 149, 117, 28]","[""10451898725"", ""2542659118"", ""14566072101"", ""10234680056""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,63,10667001125,_,7.164971066231374e-06,6.943467269593384e-06,5.9608610172290355e-06,4.9874952310347e-06,6.4789651332830545e-06,8.242145099757181e-07,5.408426659414545e-06,5.959295776847284e-06,5.189227522350848e-06,4.9874952310347e-06,1.6890575693651044e-07,1.7542397472425364e-06,9.733657861943357e-07,0.75,0.5,False,0.7473539113998413,"[14, 242, 65, 91]","[""10080652613"", ""8294094053"", ""10743985374"", ""12031178616""]","[""_"", ""_"", ""_"", ""_""]"
