scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels
10k,flickr,64,10701841844,_,3.3857504604384303e-06,3.3140088362415554e-06,3.0936371331335977e-06,3.040455112568452e-06,3.6634332900575828e-06,3.1584750104229897e-07,3.1802478588360827e-06,3.5124805890518473e-06,3.1143563319346868e-06,3.040455112568452e-06,5.1278103541108067e-08,1.9965250430686865e-07,5.318202056514565e-08,0.21875,0.75,False,0.9397549629211426,"[90, 97, 103, 166]","[""12015590114"", ""12373955905"", ""12729873904"", ""3052033339""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,65,10743985374,_,2.752344471446122e-06,3.3830788197519723e-06,3.0452656574198045e-06,2.6483394321985543e-06,3.2498762720933883e-06,2.8793900241907977e-07,2.8975680379517144e-06,3.041592435693019e-06,2.7381502150092274e-06,2.6483394321985543e-06,9.686912960660266e-08,6.449286047427449e-07,3.969262252212502e-07,0.0625,0.0,True,0.8093663454055786,"[219, 220, 2, 51]","[""5607310495"", ""5697766486"", ""10008553263"", ""10520382525""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,66,10751849775,_,1.3313132285475149e-06,1.2964453617314575e-06,1.2355960734566906e-06,1.0954450999633991e-06,1.4275685771281132e-06,1.9915472648790455e-07,1.220676949742483e-06,1.2587229321070481e-06,1.180026629299391e-06,1.0954450999633991e-06,4.9560604509224504e-08,1.1641873243206646e-07,1.4015097349329153e-07,0.375,0.5,False,0.9102016091346741,"[51, 70, 133, 176]","[""10520382525"", ""10796050285"", ""16419739420"", ""3535748358""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,67,10761625676,_,6.048354407539591e-06,6.672501513094176e-06,5.022638561058557e-06,4.446012553671608e-06,6.209887033037376e-06,1.0234138017040095e-06,4.824505595024675e-06,5.56423492525937e-06,4.564320079225581e-06,4.446012553671608e-06,1.4209648213636683e-07,2.1081814338685945e-06,5.766260073869489e-07,0.4375,0.25,False,0.6840493083000183,"[241, 111, 196, 168]","[""8250285374"", ""13861270725"", ""4543136011"", ""3109408703""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,68,10771238614,_,3.939337148040067e-06,5.617197984975064e-06,4.0103873288899194e-06,3.3413316486985423e-06,5.821189006383065e-06,1.3426563327811891e-06,4.029366664326517e-06,4.8336123654735275e-06,3.7629829421348404e-06,3.3413316486985423e-06,2.758311836714711e-07,1.8542150428402238e-06,6.690556801913772e-07,0.0625,0.0,True,0.6699039340019226,"[77, 88, 172, 138]","[""10979853044"", ""11765015695"", ""3403348616"", ""17140316339""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,69,10795023275,_,4.475129117054166e-06,4.075384822499473e-06,3.307716269773664e-06,3.307716269773664e-06,4.207059646432754e-06,5.242170004748914e-07,3.595641146603157e-06,3.8391440284613054e-06,3.5044436117459554e-06,3.307716269773664e-06,1.1414887524097139e-07,5.709412107535172e-07,0.0,0.75,0.75,False,0.859904944896698,"[155, 163, 221, 148]","[""2808068937"", ""2935372113"", ""5801923729"", ""2509250774""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,70,10796050285,_,2.685738309082808e-06,3.242842012696201e-06,3.021183147211559e-06,2.4531523195037153e-06,3.331334937684005e-06,5.313821134222962e-07,2.91744413516426e-06,3.059883056266699e-06,2.6918826279143104e-06,2.4531523195037153e-06,1.9460129863091424e-07,5.509593847818905e-07,5.680308277078439e-07,0.0625,0.0,True,0.8300998210906982,"[245, 136, 169, 174]","[""9060997789"", ""16804898716"", ""3202731977"", ""3416359816""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,71,10805310706,_,8.813035492494237e-06,9.052915629581548e-06,8.423465260420926e-06,8.218258699344005e-06,9.204512025462463e-06,5.965845275568427e-07,8.430176421825308e-06,8.721284757484682e-06,8.30313001642935e-06,8.218258699344005e-06,8.593396927381036e-08,7.497856131521985e-07,2.0520656107692048e-07,0.28125,0.5,False,0.9171774387359619,"[54, 55, 28, 172]","[""10549911663"", ""10555704135"", ""10234680056"", ""3403348616""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,72,10847897294,_,1.278886770705867e-06,1.3345588740776293e-06,1.2671828244492644e-06,7.819967322575394e-07,1.1928284493478714e-06,1.6617005371699634e-07,9.98441123556404e-07,1.0538614105826127e-06,9.243775593859027e-07,7.819967322575394e-07,8.47247889623759e-08,4.101813146917266e-07,4.85186092191725e-07,0.6875,0.25,False,0.6926465034484863,"[152, 209, 191, 77]","[""2698329253"", ""5130986168"", ""4180455681"", ""10979853044""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,73,10859255295,_,2.861339453374967e-06,2.2856268060422735e-06,2.12040367841837e-06,1.990288410524954e-06,2.445829750286066e-06,3.533300798608252e-07,2.105003204633249e-06,2.1652181203535292e-06,2.0537495402095374e-06,1.990288410524954e-06,4.070355430485506e-08,2.3187726583273616e-07,1.3011526789341588e-07,0.875,1.0,False,0.8985497951507568,"[24, 196, 181, 237]","[""10165890496"", ""4543136011"", ""3727937033"", ""7623513024""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,74,10862172945,_,3.1141141789703397e-06,2.4530668270017486e-06,2.034352746704826e-06,1.8060624142890447e-06,2.3882739697000943e-06,2.6300054400962836e-07,2.0123911781411152e-06,2.264730937895365e-06,1.911201707116561e-06,1.8060624142890447e-06,7.543251001607132e-08,5.418651198851876e-07,2.2829033241578145e-07,1.0,1.0,False,0.7791070938110352,"[136, 130, 111, 96]","[""16804898716"", ""16012165838"", ""13861270725"", ""12328837165""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,75,10939270325,_,1.8857280110751162e-06,2.0891577605652856e-06,1.7964131302505848e-06,1.4534605270455359e-06,2.03851504920749e-06,3.691188510401844e-07,1.7424207499061595e-06,1.7783097518986324e-06,1.6584492641413817e-06,1.4534605270455359e-06,1.1918321263237885e-07,4.3070849642390385e-07,3.4295260320504894e-07,0.46875,0.5,False,0.7938362956047058,"[175, 176, 177, 3]","[""3484198977"", ""3535748358"", ""3568893693"", ""10009662863""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,76,10952523225,_,1.0131204362551216e-05,9.566021617501974e-06,8.758751391724218e-06,8.160130164469592e-06,9.503697583568282e-06,8.699370823705976e-07,8.690605682204477e-06,8.846580385579728e-06,8.440251804131549e-06,8.160130164469592e-06,1.8901963017015078e-07,1.1257698133704253e-06,5.986212272546254e-07,0.75,0.75,False,0.8823157548904419,"[111, 197, 146, 174]","[""13861270725"", ""4576746825"", ""2465634368"", ""3416359816""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,77,10979853044,_,5.96344352743472e-06,6.437924184865551e-06,5.2492159738903865e-06,4.696911673818249e-06,6.1002783695585094e-06,1.193417915601458e-06,4.809990969079081e-06,5.260175839794101e-06,4.736682058137376e-06,4.696911673818249e-06,3.757245181645885e-08,1.7012421267281752e-06,5.523043000721373e-07,0.59375,0.5,False,0.7357468008995056,"[116, 131, 163, 19]","[""14414061986"", ""16101081359"", ""2935372113"", ""10119607346""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,78,10980225216,_,4.110514964850154e-06,4.606201400747523e-06,3.705575636558933e-06,3.2134048524312675e-06,5.1657934818649665e-06,1.0386206668044906e-06,3.7743971006420907e-06,4.2666233639465645e-06,3.545836534613045e-06,3.2134048524312675e-06,2.1660767401954217e-07,1.0603648661344778e-06,4.921707841276657e-07,0.1875,0.5,False,0.7697962522506714,"[216, 221, 79, 196]","[""5480070309"", ""5801923729"", ""11002352834"", ""4543136011""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,79,11002352834,_,5.83776636631228e-06,6.150127774162684e-06,5.661570867232513e-06,4.695752068073489e-06,5.913807399338111e-06,6.835893486822897e-07,4.950576112605631e-06,5.364630851545371e-06,4.8190768211497925e-06,4.695752068073489e-06,8.848706301023412e-08,1.3310509530128911e-06,9.65818799159024e-07,0.40625,0.25,False,0.7835734486579895,"[239, 138, 226, 66]","[""7740990330"", ""17140316339"", ""6098668510"", ""10751849775""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,80,11036641226,_,5.9299682106939144e-06,5.635611159959808e-06,5.562205842579715e-06,4.028697730973363e-06,5.868308107892517e-06,1.1902146752618137e-06,4.588731371768517e-06,5.287829480948858e-06,4.361870651337085e-06,4.028697730973363e-06,2.129896472524706e-07,1.2737405086227227e-06,1.533508111606352e-06,0.625,1.0,False,0.7739835977554321,"[33, 201, 245, 26]","[""10289643764"", ""4755507106"", ""9060997789"", ""10202025415""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,81,11050409385,_,2.1231633127172245e-06,2.2722238099959213e-06,1.6310846149281133e-06,8.713746524335875e-07,1.983912852665526e-06,3.998129045612586e-07,1.5398427422042005e-06,1.7990267906498048e-06,1.1888822655237163e-06,8.713746524335875e-07,2.534744680815493e-07,1.083341544472205e-06,7.597099624945258e-07,0.5625,0.25,False,0.5232241153717041,"[187, 63, 142, 156]","[""3908875350"", ""10667001125"", ""2401957951"", ""2811549163""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,82,11071986404,_,1.4322251900011906e-06,1.289633814849367e-06,1.1898418961209245e-06,1.0198317568210769e-06,1.3573438764069579e-06,1.7339935709514975e-07,1.1597589946177322e-06,1.2347572919679806e-06,1.1042218375223456e-06,1.0198317568210769e-06,5.101412625663215e-08,1.854119773270213e-07,1.7001013929984765e-07,0.71875,1.0,False,0.8562289476394653,"[192, 4, 223, 53]","[""4303617148"", ""10013411946"", ""5906878321"", ""10548273474""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,83,11101358996,_,8.939767212723382e-06,8.407801942666993e-06,7.604290203744313e-06,7.604290203744313e-06,8.761304343352094e-06,5.820442652293423e-07,8.036271538003348e-06,8.372673619305715e-06,7.873228241805919e-06,7.604290203744313e-06,1.6416277048847405e-07,5.34573700861074e-07,0.0,0.59375,0.75,False,0.9364193081855774,"[64, 161, 246, 220]","[""10701841844"", ""2897653916"", ""9309351423"", ""5697766486""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,84,11154049584,_,5.182340828469023e-06,5.346948910300853e-06,4.280571829440305e-06,3.0424857868638355e-06,4.472045930015156e-06,9.872940154309617e-07,3.3554313176864525e-06,3.899678631569259e-06,3.2478794764756458e-06,3.0424857868638355e-06,1.1913601127844231e-07,2.099069433825207e-06,1.2380860425764695e-06,0.875,0.75,False,0.6074267029762268,"[245, 221, 26, 160]","[""9060997789"", ""5801923729"", ""10202025415"", ""2897081671""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,85,11314266424,_,5.80787946091732e-06,4.235306278133066e-06,3.549641405697912e-06,3.0012433853698894e-06,4.11176461057039e-06,7.459518656105502e-07,3.1986080557544483e-06,3.54434632754419e-06,3.064037855438073e-06,3.0012433853698894e-06,7.728348094815374e-08,1.1712684226949932e-06,5.483980203280225e-07,0.96875,1.0,False,0.7234513163566589,"[17, 206, 169, 183]","[""10110769444"", ""4957886467"", ""3202731977"", ""3790233127""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,86,11650557765,_,1.7449184497309034e-06,1.3416299680102384e-06,1.2198652257211506e-06,8.118686878333392e-07,1.5448063095391262e-06,4.259953811924788e-07,1.0592121952868183e-06,1.2108066584914923e-06,9.751944389790879e-07,8.118686878333392e-07,9.778442944252674e-08,3.664355290311505e-07,4.0799653788781143e-07,0.65625,1.0,False,0.7268728613853455,"[224, 221, 216, 130]","[""5991393107"", ""5801923729"", ""5480070309"", ""16012165838""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,87,11764496003,_,6.999825018283445e-06,7.3369801611988805e-06,6.581087291124277e-06,5.155384315003175e-06,7.681310307816602e-06,9.564078027324285e-07,6.587046300410293e-06,6.904997462697793e-06,6.153020876809023e-06,5.155384315003175e-06,5.841571919518174e-07,1.1839592843898572e-06,1.4257029761211015e-06,0.28125,0.25,False,0.838631272315979,"[241, 109, 138, 172]","[""8250285374"", ""13660204414"", ""17140316339"", ""3403348616""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,88,11765015695,_,3.05630032926274e-06,2.861591838154709e-06,2.747934331637225e-06,2.618707412693766e-06,3.1754682368045906e-06,4.2120606735807087e-07,2.7580992991715902e-06,2.9389909741439624e-06,2.6724117105914047e-06,2.618707412693766e-06,4.698118871715451e-08,1.8918012756330427e-07,1.2922691894345917e-07,0.5,1.0,False,0.9338899254798889,"[232, 38, 182, 61]","[""6755812421"", ""10409146004"", ""3749326537"", ""10659354545""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,89,11776645404,_,7.458861546183471e-07,6.23188384452078e-07,5.114671921546687e-07,4.5345484522840707e-07,6.335504849630524e-07,8.545302421225642e-08,5.429693032965588e-07,5.624050345431897e-07,5.037845767219551e-07,4.5345484522840707e-07,3.207108889569099e-08,1.1940380773012294e-07,5.801234692626167e-08,0.90625,0.75,False,0.8083985447883606,"[177, 214, 114, 115]","[""3568893693"", ""5303633386"", ""14174434304"", ""14203929291""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,90,12015590114,_,2.4362930162169505e-06,3.0441078706644475e-06,2.3999539280339377e-06,2.3158968360803556e-06,3.0528967727150302e-06,4.213593172153196e-07,2.4660032522660913e-06,2.7636406230158173e-06,2.392584974586498e-06,2.3158968360803556e-06,5.273422232221492e-08,6.515228960779496e-07,8.405709195358213e-08,0.09375,0.25,False,0.7859724760055542,"[73, 53, 242, 136]","[""10859255295"", ""10548273474"", ""8294094053"", ""16804898716""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,91,12031178616,_,4.507141056819819e-06,3.3225260267499834e-06,2.3174434318207204e-06,1.709703838059795e-06,3.132443907816196e-06,6.69517646656459e-07,2.232305860161432e-06,2.5577146516297944e-06,2.046277131739771e-06,1.709703838059795e-06,1.9966593356457452e-07,1.2762488950102124e-06,6.077395937609253e-07,1.0,1.0,False,0.6158799529075623,"[70, 164, 111, 170]","[""10796050285"", ""2961466546"", ""13861270725"", ""3207674548""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,92,12048726756,_,7.865037332521752e-07,8.875554158294108e-07,8.086140041996259e-07,6.236036256268562e-07,8.680714245201671e-07,1.7248643757739046e-07,6.660904432465031e-07,7.257239076352562e-07,6.505314900095982e-07,6.236036256268562e-07,1.674636784798622e-08,2.3702392581981258e-07,1.850103785727697e-07,0.4375,0.0,True,0.7329474687576294,"[105, 196, 220, 111]","[""13234495505"", ""4543136011"", ""5697766486"", ""13861270725""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,93,12066557153,_,6.516287953672872e-07,5.583046913670842e-07,4.549589789348829e-07,3.7293804666660435e-07,6.198313826644153e-07,1.5302794054150581e-07,4.627493126463378e-07,4.984239581062866e-07,4.181282804438524e-07,3.7293804666660435e-07,4.093498517931948e-08,1.4017641092323174e-07,8.202093226827856e-08,0.6875,0.75,False,0.7489249110221863,"[126, 53, 11, 1]","[""15210828119"", ""10548273474"", ""10067897816"", ""10007936344""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,94,12103535156,_,1.9849853742925916e-06,1.9137064555252437e-06,1.4516410828946391e-06,1.125077687902376e-06,1.6928047443798278e-06,3.144431559576333e-07,1.300116082347813e-06,1.5237187653838191e-06,1.2285773891562712e-06,1.125077687902376e-06,6.151089593231518e-08,6.851290663689724e-07,3.2656339499226306e-07,0.8125,0.5,False,0.6419883966445923,"[208, 207, 216, 46]","[""5006362787"", ""4965189170"", ""5480070309"", ""10468313544""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,95,12158276143,_,7.3459800660202745e-06,6.540385584230535e-06,5.349215825845022e-06,5.147226602275623e-06,6.733268492098432e-06,9.145815056399442e-07,5.5125419748947024e-06,5.924967354076216e-06,5.347701971913921e-06,5.147226602275623e-06,1.2601995535987953e-07,1.192683612316614e-06,2.0198922356939875e-07,0.71875,1.0,False,0.8176432251930237,"[168, 28, 49, 78]","[""3109408703"", ""10234680056"", ""10477544895"", ""10980225216""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,96,12328837165,_,2.2179160623636562e-06,2.3684285679337336e-06,2.047729367404827e-06,2.0104773739149095e-06,2.3249101559486007e-06,2.2903563490217493e-07,2.0337674868642353e-06,2.152617526007816e-06,2.0247543943696655e-06,2.0104773739149095e-06,8.795498551705805e-09,3.4367417356406804e-07,3.725199348991737e-08,0.375,0.25,False,0.8548935651779175,"[24, 106, 76, 206]","[""10165890496"", ""13409856383"", ""10952523225"", ""4957886467""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,97,12373955905,_,1.2610471458174288e-06,1.0869136986002559e-06,9.193644245897303e-07,9.193644245897303e-07,1.2324466069912887e-06,2.0294189084779646e-07,1.0355900030845078e-06,1.086508518710616e-06,9.909228992910357e-07,9.193644245897303e-07,4.432501299334035e-08,9.599079930922017e-08,0.0,0.65625,1.0,False,0.9116849899291992,"[58, 162, 68, 229]","[""10624261424"", ""2907554899"", ""10771238614"", ""6289328021""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,98,12444360833,_,1.5107125364011154e-06,1.7976485651161056e-06,1.5683962146795238e-06,1.168669200524164e-06,1.797348659238196e-06,3.7711839695475646e-07,1.373870645693387e-06,1.51648350765754e-06,1.2762202459271066e-06,1.168669200524164e-06,8.292724373859528e-08,5.21428319188999e-07,3.9972701415535994e-07,0.25,0.0,True,0.7099387049674988,"[14, 227, 15, 124]","[""10080652613"", ""6158154336"", ""10106776154"", ""14899015793""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,99,12512072175,_,3.975507297582226e-06,2.878101440728642e-06,2.647519067977555e-06,2.647519067977555e-06,3.3310020626231562e-06,4.534796573807398e-07,2.863387408069684e-06,2.9597349566756748e-06,2.761498308245791e-06,2.647519067977555e-06,7.539431834402421e-08,1.1660313248285092e-07,0.0,0.90625,1.0,False,0.9594860672950745,"[77, 179, 136, 54]","[""10979853044"", ""3709678770"", ""16804898716"", ""10549911663""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,100,12534178685,_,3.7033044009149307e-06,4.849650849791942e-06,3.7246607007546118e-06,2.22990138354362e-06,4.0597487895865925e-06,8.963815503193473e-07,2.9771113077003974e-06,3.5762823245022446e-06,2.645907215992338e-06,2.22990138354362e-06,2.6440844180797285e-07,2.203743633799604e-06,1.4947593172109919e-06,0.3125,0.0,True,0.5455871820449829,"[189, 81, 33, 43]","[""4007045926"", ""11050409385"", ""10289643764"", ""10441843213""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,101,12598610153,_,2.559767381171696e-06,2.598614173621172e-06,2.4141199901350774e-06,2.4095370463328436e-06,2.6564375730231404e-06,1.465470518269285e-07,2.4529099391656928e-06,2.5532408471917734e-06,2.428573907309328e-06,2.4095370463328436e-06,1.6909909916762444e-08,1.7004026631184388e-07,4.582943802233785e-09,0.28125,0.5,False,0.934565007686615,"[183, 103, 245, 153]","[""3790233127"", ""12729873904"", ""9060997789"", ""2766580444""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,102,12599965145,_,2.7092585241916822e-06,2.6075938421854516e-06,2.3391623926727334e-06,2.1662590370397083e-06,2.7392920856073033e-06,3.3097407481363916e-07,2.3492477794206934e-06,2.489040980435675e-06,2.283471985720098e-06,2.1662590370397083e-06,6.978613242836218e-08,3.2412185646535363e-07,1.7290335563302506e-07,0.5625,0.75,False,0.8757007718086243,"[154, 147, 206, 224]","[""2778088729"", ""2499673064"", ""4957886467"", ""5991393107""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,103,12729873904,_,2.4785510959191015e-06,2.5256786102545448e-06,2.178602017011144e-06,1.5383888012365787e-06,2.276435225212481e-06,4.1832649344542006e-07,1.7583732869752566e-06,2.0193817817926174e-06,1.612054575161892e-06,1.5383888012365787e-06,8.336011347864769e-08,9.136240350926528e-07,6.402132157745655e-07,0.71875,0.75,False,0.6382659077644348,"[39, 136, 241, 211]","[""10409351364"", ""16804898716"", ""8250285374"", ""5194793239""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,104,13153991894,_,2.395498768237303e-06,2.3566221898363438e-06,2.1436767383420374e-06,1.9989668089692714e-06,2.432135943308822e-06,2.3000418991614424e-07,2.1487303456524387e-06,2.261125018776511e-06,2.089097506541293e-06,1.9989668089692714e-06,5.888245624419142e-08,2.6752468329505064e-07,1.4470992937276606e-07,0.5,0.5,False,0.8864796161651611,"[61, 79, 29, 108]","[""10659354545"", ""11002352834"", ""10246013484"", ""13579448834""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,105,13234495505,_,1.2977795904589584e-06,1.7644761101109907e-06,1.5237446859828196e-06,9.836027174969786e-07,1.5903685834928183e-06,2.745439928730775e-07,1.2273728771106107e-06,1.431939153917483e-06,1.1009168474629405e-06,9.836027174969786e-07,8.456377997845266e-08,6.635592626480502e-07,5.401419684858411e-07,0.15625,0.0,True,0.6239340901374817,"[102, 168, 86, 127]","[""12599965145"", ""3109408703"", ""11650557765"", ""15679023977""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,106,13409856383,_,6.9898715082672425e-06,6.224362550710794e-06,5.4820134209876414e-06,5.114588930155151e-06,6.7346645664656535e-06,9.699256224848796e-07,5.472406883200165e-06,6.093988758948399e-06,5.287535259412834e-06,5.114588930155151e-06,1.3718465652345913e-07,9.368272912979592e-07,3.6742449083249085e-07,0.65625,1.0,False,0.849490225315094,"[5, 223, 46, 87]","[""10016382545"", ""5906878321"", ""10468313544"", ""11764496003""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,107,13447842855,_,1.0165294042963069e-05,8.245209755841643e-06,7.266873126354767e-06,4.046552476211218e-06,6.89450553181814e-06,1.5580889112243312e-06,5.137494554219302e-06,5.9220296861894894e-06,4.437070856511127e-06,4.046552476211218e-06,4.1848164755720063e-07,3.8081388993305154e-06,3.220320650143549e-06,1.0,1.0,False,0.5381392240524292,"[56, 96, 241, 197]","[""10557361454"", ""12328837165"", ""8250285374"", ""4576746825""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,108,13579448834,_,4.966931555827614e-06,5.809761205455288e-06,4.336425718065584e-06,3.820857273240108e-06,5.569660515902797e-06,8.40872417029459e-07,4.411775535118068e-06,4.99191719427472e-06,4.174607965978794e-06,3.820857273240108e-06,2.2704860214162181e-07,1.6351532394764945e-06,5.15568444825476e-07,0.25,0.25,False,0.7185506820678711,"[160, 225, 154, 159]","[""2897081671"", ""6067281197"", ""2778088729"", ""2895192729""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,109,13660204414,_,6.058440703782253e-06,4.6300096983031835e-06,4.357306806923589e-06,3.2111568089021603e-06,4.48814580522594e-06,6.568034223164432e-07,3.749953748410917e-06,3.945763637602795e-06,3.535100631779642e-06,3.2111568089021603e-06,1.9742365964248165e-07,1.0949090665235417e-06,1.1461499980214285e-06,1.0,1.0,False,0.7635190486907959,"[239, 40, 163, 176]","[""7740990330"", ""10413912845"", ""2935372113"", ""3535748358""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,110,13721325644,_,1.3462424703902798e-06,1.466700155106082e-06,1.3195725614423282e-06,1.2125694865972036e-06,1.4545223621098557e-06,1.6455545903681923e-07,1.2837074336857768e-06,1.327456402577809e-06,1.2510740816651378e-06,1.2125694865972036e-06,2.819956890220965e-08,2.156260734409443e-07,1.070030748451245e-07,0.34375,0.25,False,0.8529855608940125,"[112, 201, 225, 20]","[""14062380939"", ""4755507106"", ""6067281197"", ""10119736773""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,111,13861270725,_,4.2109822970815e-06,4.067494046466891e-06,3.393738552404102e-06,3.393738552404102e-06,4.738104507850949e-06,8.19554088593577e-07,3.705373501361464e-06,4.167530278209597e-06,3.5234479582868516e-06,3.393738552404102e-06,1.0656285809318433e-07,5.440460881800391e-07,0.0,0.28125,0.5,False,0.8662453889846802,"[44, 48, 175, 35]","[""10446128125"", ""10476446674"", ""3484198977"", ""10308472565""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,112,14062380939,_,8.617560524726287e-06,9.114652129937895e-06,8.87340593180852e-06,6.918970484548481e-06,8.912666089599952e-06,8.18825128590106e-07,7.908683983259834e-06,8.299375622300431e-06,7.646403901162557e-06,6.918970484548481e-06,4.2039980030494917e-07,1.4682482287753373e-06,1.954435447260039e-06,0.375,0.0,True,0.8389133810997009,"[45, 90, 47, 123]","[""10451898725"", ""12015590114"", ""10476442285"", ""14778198185""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,113,14172932360,_,5.533616331376834e-06,5.486811005539494e-06,4.46298327005934e-06,3.6826959330937825e-06,4.983932740287855e-06,8.850038284435868e-07,4.0959243960969616e-06,4.425917722983286e-06,3.908462531398982e-06,3.6826959330937825e-06,1.6570001548643631e-07,1.5783484741405118e-06,7.802873369655572e-07,0.8125,0.5,False,0.7123377323150635,"[11, 232, 222, 117]","[""10067897816"", ""6755812421"", ""5873098388"", ""14566072101""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,114,14174434304,_,1.2695367104242905e-06,1.3403595175986993e-06,1.2102782420697622e-06,1.1270986988165532e-06,1.3653075257025193e-06,1.454839804182484e-07,1.1927603509320761e-06,1.2393917359077022e-06,1.1617780728556681e-06,1.1270986988165532e-06,2.6209267645072032e-08,1.7858144474303117e-07,8.317954325320898e-08,0.34375,0.5,False,0.8667660355567932,"[173, 136, 43, 211]","[""3413119417"", ""16804898716"", ""10441843213"", ""5194793239""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,115,14203929291,_,6.418852080969373e-06,6.301089342741761e-06,5.3802900765731465e-06,4.664683274313575e-06,6.0967695389990695e-06,6.500280846921669e-07,5.142144800629467e-06,5.689862518920563e-06,4.921451818518108e-06,4.664683274313575e-06,1.7056053991382214e-07,1.3796375242236536e-06,7.156068022595719e-07,0.65625,0.5,False,0.7810477614402771,"[118, 90, 175, 145]","[""14648401332"", ""12015590114"", ""3484198977"", ""2462141223""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,116,14414061986,_,6.964470685488777e-06,1.0882295100600459e-05,7.88405850471463e-06,6.4668929553590715e-06,1.0269156518916134e-05,2.278092324559111e-06,7.818309313734062e-06,8.26277300802758e-06,7.362613359873649e-06,6.4668929553590715e-06,5.341465794117539e-07,3.51968174072681e-06,1.417165549355559e-06,0.03125,0.0,True,0.6765680909156799,"[46, 111, 147, 170]","[""10468313544"", ""13861270725"", ""2499673064"", ""3207674548""]","[""_"", ""_"", ""_"", ""_""]"
10k,flickr,117,14566072101,_,6.695309480164724e-07,6.577053568435076e-07,5.06917729126144e-07,4.150946324443794e-07,5.785462917629047e-07,7.900611365130317e-08,5.033760999140213e-07,5.173378667677753e-07,4.6671340214743395e-07,4.150946324443794e-07,3.3675476629468903e-08,1.9099195469607366e-07,9.182309668176458e-08,0.90625,0.5,False,0.7096086144447327,"[119, 76, 168, 34]","[""14652810592"", ""10952523225"", ""3109408703"", ""10304554474""]","[""_"", ""_"", ""_"", ""_""]"
